labels,text,expr_emo,prob_expr_emo,prob_max
joy,Cutting downn Christmas trees with my family and cousins ,joy,"[0.016154047, 0.018417235, 0.013763295, 0.93176585, 0.31449148, 0.456786]",0.93176585
joy,Those people that absolutely refuse to fail to annoy me each and every day ) shutup ,disgust,"[0.9843784, 0.98559266, 0.09927434, 0.00035589514, 0.06168254, 0.18043925]",0.98559266
joy,"Out of sight, out of mind! ! ! Nonetheless, I still consider myself single ",anger,"[0.91384757, 0.8566137, 0.85377383, 0.054570213, 0.91266274, 0.8437147]",0.91384757
joy,Christmas shopping make me so happy! ,joy,"[0.00017890493, 0.00018222615, 0.00028467068, 0.9963174, 0.00019741473, 0.6835483]",0.9963174
joy,"Just this weekend, I amp my brothers in Christ at church were asked quotWho has seen Jesus rise from the dead? quot well here it is John - ",surprise,"[0.27957553, 0.12189424, 0.4511676, 0.48115212, 0.57801414, 0.9327068]",0.9327068
fear, tells us that we've sacrificed more than others. tells us it's time worry about the future. xAxALuke ,fear,"[0.6658536, 0.39710397, 0.957059, 0.001195807, 0.88506955, 0.5583817]",0.957059
joy,aaand to top it all off I have a . hour work day ahead! ,anger,"[0.9912962, 0.97629887, 0.9676734, 0.037178524, 0.97570634, 0.9824828]",0.9912962
joy,I really don't feel good and I still have to go to school. ,sadness,"[0.9657051, 0.9775999, 0.9620283, 0.0002200935, 0.9868863, 0.8525282]",0.9868863
surprise, Classes Start Today It Has Been A Great Break Thanks To You. . . ~FDU ENT. ~quot-- nasty ! ( ,disgust,"[0.70477545, 0.9685264, 0.71886325, 0.6047064, 0.4614943, 0.6222917]",0.9685264
joy,keep praying ! LOLOOoo DONT STOP ! praying keeps you in Happy ! happy . dont let that ole devil drag u down UP. PP! ,joy,"[0.0032834897, 0.0025806783, 0.012140021, 0.9933571, 0.0008472096, 0.9485504]",0.9933571
surprise,"as of todaay, it's exaactly one week til I can finally get whaat I've alwaays wanted . ",anger,"[0.9045538, 0.3198486, 0.68614674, 0.63896084, 0.8136677, 0.735562]",0.9045538
fear,you gotta get a lil rowdy for the fsu and gator game! ! ! ! ! ! THE SPEAR ,anger,"[0.99068636, 0.47077176, 0.41550684, 0.83213204, 0.008135618, 0.9385694]",0.99068636
fear,Going to attempt to learn how to swim. . . . Gotta tackle this fear somehow. . keyword ,fear,"[0.6674994, 0.5928737, 0.99558216, 0.01045045, 0.775252, 0.90257144]",0.99558216
surprise,belnesba lwazeer el dakhlya baa isa da eh wala eh ? ? ,surprise,"[0.97667557, 0.95969933, 0.9769582, 0.93920255, 0.97061366, 0.9865519]",0.9865519
anger,I love waking up wanting to put about year olds in an arm bar. ,joy,"[0.979509, 0.009681027, 0.030138493, 0.9813002, 0.0019531832, 0.6125172]",0.9813002
joy,girl starting shit on my birthday ,disgust,"[0.99145234, 0.99242485, 0.9009364, 0.00077504007, 0.9344657, 0.9633871]",0.99242485
fear,Freaked out for the entire day. sigh ,fear,"[0.9873492, 0.9859964, 0.9959715, 0.00019220808, 0.9326834, 0.988303]",0.9959715
joy,Not a single text all day -__- ,disgust,"[0.20447555, 0.38971248, 0.14829701, 0.0013206973, 0.16113281, 0.25012556]",0.38971248
joy,Do the work. Do the analysis. But feel your run. Feel your race. Feel the that is running. ~Kara Goucher ,surprise,"[0.39717284, 0.23156428, 0.45255524, 0.46337348, 0.42929697, 0.72098887]",0.72098887
surprise,That awkward moment when you're getting your car washed and remember you left a bottle of jack in it. ,surprise,"[0.899307, 0.91108686, 0.86395115, 0.0008940298, 0.92431235, 0.9276825]",0.9276825
anger,Dumbfounded that SDSU will be in a BCS conference and will not. This whole process has made me bitter against my own alma mater ,anger,"[0.9953974, 0.9950905, 0.95124227, 0.00020319455, 0.9927388, 0.9923132]",0.9953974
sadness,Headache and no aspirin in the vicinity. ,sadness,"[0.5807643, 0.84267443, 0.92412907, 0.00019463862, 0.9536531, 0.940421]",0.9536531
joy, she told me when I turned the toy in that she'd see me tomorrow morning so she might be there ,surprise,"[0.50747377, 0.520086, 0.3689185, 0.39682975, 0.46574357, 0.5243427]",0.5243427
joy,How bout that!  would'nt feel so good if it was'nt for PAIN! ” ,anger,"[0.9912157, 0.9248079, 0.93013155, 0.0658387, 0.98483604, 0.9518452]",0.9912157
sadness,I'm definitely designated driver tonight for my sisters that I lovee Too much homework to go out ( oh well. Gonna be up all night! ,sadness,"[0.3735679, 0.044634547, 0.47158992, 0.23447727, 0.5985203, 0.5375012]",0.5985203
joy, treating myself to bits of TBS Tea Tree range brings me ) ,joy,"[0.039881874, 0.0048273667, 0.035977155, 0.96472657, 0.08141847, 0.5905406]",0.96472657
fear,Excitement and are a matched pair. Excitement without fear is not excitement. learning innovate creativity DFMA ,joy,"[0.0011580158, 0.0047197263, 0.0034442898, 0.080274306, 0.003025829, 0.009550951]",0.080274306
sadness,"Damn! Loved that place, too! RT  Check News. change. org for the full scoop on Chick-fil-a's homophobic official stance. ",sadness,"[0.97194165, 0.9723922, 0.8486158, 0.16710468, 0.986735, 0.98116714]",0.986735
fear, % Real Talk brother Punishment ,anger,"[0.96808094, 0.95839566, 0.90352094, 0.00031869824, 0.70600843, 0.60150343]",0.96808094
joy, Spending good quality time together brings us ,joy,"[0.00021064452, 0.0003225558, 0.00088360254, 0.9874588, 0.00068401487, 0.17763712]",0.9874588
disgust,Why does it smell like throw up all over the school! ? ! ? ! ! ,disgust,"[0.9914159, 0.9943184, 0.935093, 0.00022895593, 0.41379353, 0.98950666]",0.9943184
joy,Got a full day today! -_- ,anger,"[0.99386674, 0.9917999, 0.9200616, 0.5169598, 0.9880713, 0.96113956]",0.99386674
joy,Are animals happy? How could you say? Is it all about serotonin levels or the lack of flawed psychology? ,surprise,"[0.039713066, 0.0017995755, 0.0037187326, 0.013010486, 0.0052911574, 0.93557495]",0.93557495
surprise,It's DECEMBER? ? oh holy crap when did THAT happen? ! whatthehelldidIdowithmylifethispastyear ,surprise,"[0.9958047, 0.9933466, 0.99690586, 0.012409745, 0.9856697, 0.9981687]",0.9981687
sadness,Bae gone have a tough day. . God be with this family who has to bury their year old baby girl '( God will take good care of her♡ ,sadness,"[0.23402782, 0.3774457, 0.90252364, 0.00069876184, 0.9917858, 0.7384096]",0.9917858
surprise, Looked at the standings yesterday amp saw if the playoffs started today guess who the  would play-the  ,surprise,"[0.8691659, 0.80208635, 0.9112939, 0.35265338, 0.882292, 0.96874017]",0.96874017
anger,LKSJDGKJSGIUERJKZDFDNFNJDFGN HAVING A MASSIVE MENTAL BLOCK CAN NOT PHYSICALLY WRITE THIS ESSAY. ,disgust,"[0.8192848, 0.8916612, 0.82748073, 0.00410086, 0.8551465, 0.8743888]",0.8916612
surprise,woke up this morning to find an inch of snow on the ground? hatewinter ,disgust,"[0.9959747, 0.99673945, 0.97546357, 0.00029941992, 0.9941327, 0.99428517]",0.99673945
fear, get that picture of  getting sick on saturday night up ,disgust,"[0.4195137, 0.9452844, 0.85138553, 0.0003443194, 0.9071553, 0.55163497]",0.9452844
joy,"The cookie I am eating has all of the following in it Chocolate Chips, pecans, pretzels, potato chips, ",surprise,"[0.23045263, 0.3999643, 0.1649862, 0.63259757, 0.16933385, 0.69955224]",0.69955224
joy,Lol went into shutdown mode. Now it's time to study. ,disgust,"[0.9239872, 0.94175506, 0.87235916, 0.013833731, 0.93244165, 0.88770217]",0.94175506
joy,Oh look. Godswordislaw is back. Just in time for the holidays. ,surprise,"[0.7128151, 0.29213923, 0.7680062, 0.938957, 0.043438703, 0.9566057]",0.9566057
joy,more hours then back to base ] ,fear,"[0.70888335, 0.4961076, 0.8058594, 0.05310216, 0.6882573, 0.6470068]",0.8058594
sadness,"Everyone is gifted, but some people never open their presents! ! ! ",surprise,"[0.97738713, 0.91692287, 0.42836058, 0.4944924, 0.9746294, 0.9834605]",0.9834605
fear,Mon lead et mon DT installent SC sur leurs postes en ce moment même. ,fear,"[0.931038, 0.89369786, 0.959662, 0.7253751, 0.9125506, 0.92960346]",0.959662
joy, spending quality time with my partner and baby brings me i cannot wait for our first Christmas day on our own this year ,joy,"[0.0021868183, 0.00096691505, 0.005476604, 0.99623424, 0.0012395013, 0.6245746]",0.99623424
fear,  same reason people talk behind other peoples backs ,anger,"[0.91017205, 0.8450397, 0.80678016, 0.0004800091, 0.2825926, 0.117704235]",0.91017205
joy,"As I type, I get texts. . . baby is fine (moving amp heart beating) Since she is O-, they've given a RH shot, to be safe. THE BABY IS FINE! ",joy,"[0.0061555994, 0.0072432104, 0.0024740314, 0.57137907, 0.0035356309, 0.4424554]",0.57137907
sadness,Dit is echt gemeen net als ik die aflevering super graag wil zien staat ie er niet op ( ,joy,"[0.91143304, 0.6483, 0.90358156, 0.974295, 0.74229586, 0.94651604]",0.974295
joy,Feeling the birthday love! Thank you. ,joy,"[0.00052078126, 0.00048351596, 0.0006258371, 0.9939401, 0.00073573197, 0.78098994]",0.9939401
joy, I'm all about finding a fierce wedding dress. Plus you're sample (model) size. . . ,surprise,"[0.5474545, 0.046487473, 0.22681358, 0.59457225, 0.117362686, 0.8097673]",0.8097673
joy,quotIthink I figured it out. We need to be together like the shore and the sea. quot  ,surprise,"[0.69315803, 0.2441927, 0.5214791, 0.6781355, 0.4817856, 0.8511573]",0.8511573
joy,"Er vågnet op til solskin og baby, der sparker inde i maven ",joy,"[0.67510676, 0.8466569, 0.59559065, 0.9923654, 0.83065295, 0.9805642]",0.9923654
joy,not only my back but now my knee is acting up. ,sadness,"[0.88351804, 0.9021814, 0.9489887, 0.00032746283, 0.9604632, 0.8984774]",0.9604632
joy,Upstairs people dropping the F-bomb amp beating the crap out of stuff at AM. . . . ,anger,"[0.9974694, 0.98859686, 0.9527863, 0.0011094353, 0.15905944, 0.9603073]",0.9974694
sadness,i wish for a lot of things but most of all i wish that them three boys would come back to us ( ,sadness,"[0.82372504, 0.09480386, 0.83429104, 0.001481745, 0.98321515, 0.66674507]",0.98321515
joy,Tomorrow I have physics exam and I lost the book. ,sadness,"[0.8048122, 0.62061054, 0.8397216, 0.0043016463, 0.9479153, 0.84850335]",0.9479153
fear,My Friend is on today's Factor anyone know how I can watch it in the UK? ! ! ! ! ,sadness,"[0.89790505, 0.6723063, 0.8425921, 0.73942566, 0.95837134, 0.95625216]",0.95837134
anger,is bad if sometimes u jus wanna get a lil medevil amp unleash some fury? ? ? ? ? ,anger,"[0.9910343, 0.96478814, 0.8786302, 0.00096612365, 0.028922074, 0.910246]",0.9910343
fear,"Until you have the courage to lose sight of the shore, you will not know the terror of being forever lost at sea. ",fear,"[0.8742484, 0.7658155, 0.9774253, 0.000468125, 0.8747083, 0.8803902]",0.9774253
joy,"I sit next to a person that i can't stand in english, ",disgust,"[0.9797805, 0.9903543, 0.9580887, 0.0023017083, 0.8991651, 0.8850787]",0.9903543
sadness,Yay!  won the FIFA press tournament! Congrats! But let's not talk about how it went for me. ,joy,"[0.1455338, 0.00311829, 0.0052294983, 0.9936103, 0.004762671, 0.8529816]",0.9936103
sadness,I miss how things used to be. . I miss our friendship. ,sadness,"[0.6150404, 0.36962867, 0.46949401, 0.011939513, 0.997329, 0.91614586]",0.997329
joy,(! ) is what happens to us when we allow ourselves to recognize how good things really are. Feeling rather joyful ,joy,"[0.00075503817, 0.000726484, 0.0017023423, 0.994443, 0.0006399049, 0.887484]",0.994443
surprise,It's called acting  the Story. . . i needed P yesterday then she told me to pay the P tomorrow. So i paid. ,surprise,"[0.62423354, 0.29451382, 0.4379183, 0.15482716, 0.5353951, 0.74719]",0.74719
sadness,"Damn, my earphones broke ! ( it's like my third pair in a month ! ",sadness,"[0.9770297, 0.9684959, 0.924396, 0.00042705968, 0.97939694, 0.9681078]",0.97939694
surprise,Serious. This gal. This gal here. No one likes this. I was a commodity. No happening but still. . . ,disgust,"[0.9405193, 0.97380203, 0.9502621, 0.014556317, 0.9483554, 0.90311307]",0.97380203
joy,Supporting the work of the ministry with my tithes and offerings unto GOD! ,joy,"[0.00653009, 0.0013539179, 0.044288546, 0.8253278, 0.044733085, 0.24966446]",0.8253278
surprise,Aidy Boothroyd to rumour is growing louder by the hour. . . . . and some quotfansquot are already moaning before it has been confirmed! ,surprise,"[0.95045453, 0.97509664, 0.9804304, 0.0007415557, 0.9407342, 0.98231804]",0.98231804
surprise, OMG I just got so scared the scene when the squirrel jumps out of the tree this movie is hysterical ,fear,"[0.9484692, 0.5842611, 0.9979128, 0.0038437266, 0.17985132, 0.9949792]",0.9979128
joy,Gotta love the new coke machines! Strawberry Sprite! -) ,joy,"[0.0013973926, 0.0005409211, 0.0016998776, 0.9912539, 0.0006414778, 0.91942406]",0.9912539
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",joy,"[0.014705423, 0.018215619, 0.038358826, 0.9746012, 0.22879383, 0.26560584]",0.9746012
surprise,GCMF is going to change a new Page Picture on our Facebook ] ARE YOU READY FOR THE SURPRISE? Retweet if you're ready D ,surprise,"[0.34653938, 0.2779462, 0.633391, 0.25940526, 0.21945226, 0.96292615]",0.96292615
joy,Hockey tournament to watch tomorrow. yeahnotreally whatishockey ,surprise,"[0.3382114, 0.8116474, 0.33567542, 0.16227905, 0.1768194, 0.9867464]",0.9867464
joy,The Christmas season has officially begun! Watched The Grinch with a mesmerized year old grandson on my lap. ,joy,"[0.02685886, 0.03453759, 0.10863614, 0.9797426, 0.053584863, 0.6956222]",0.9797426
joy,So much work to do. Might be pulling an all night ,surprise,"[0.9045181, 0.7673854, 0.8793199, 0.0021513095, 0.8749726, 0.93228686]",0.93228686
sadness, yeah food will satisfy me and make up for all this Ihateit ,anger,"[0.99684554, 0.9930341, 0.8218845, 0.123863384, 0.9914841, 0.67330974]",0.99684554
fear," Même pour un vieux film, rien que le trailer a réussi à me dégoûter. Et j'ai même pas pu le regarder en entier. ",sadness,"[0.9169273, 0.9294294, 0.88148224, 0.28360075, 0.9621381, 0.9546807]",0.9621381
surprise, amp I dropped cupcakes in the grass on our way to crash  's bday party and  ate them. ,anger,"[0.9162322, 0.785288, 0.50464857, 0.7003376, 0.7717212, 0.9024647]",0.9162322
sadness,Thinking of all my babies today. Wish I could hold the ones I lost and hear their voices. ,sadness,"[0.8411, 0.7328227, 0.8986025, 0.002771473, 0.9976375, 0.8006538]",0.9976375
joy, yep. Winch more hill from next sun but a week with the parents first ,fear,"[0.915735, 0.7946271, 0.9587256, 0.7173918, 0.9136099, 0.81710154]",0.9587256
joy,Time to turn my twitter frown upside down Michael Bublé Christmas is currently playing on my Pandora! ilovehim ,joy,"[0.47526503, 0.6230282, 0.031141665, 0.9570412, 0.6919018, 0.8719071]",0.9570412
disgust,flicked on ITV to see janet or whoever killing Under the Bridge. That's a song you just leave as it is! ,anger,"[0.9231994, 0.9075486, 0.712466, 0.0035763276, 0.87149924, 0.5100824]",0.9231994
surprise,Found herb in my pocket the other day. . . ,surprise,"[0.16125996, 0.040495746, 0.04843158, 0.5500052, 0.38538507, 0.9115232]",0.9115232
sadness,  when dis blow up all u going hear is that is a quotcampionitequot start it. ,anger,"[0.9697296, 0.6838069, 0.8744014, 0.6564147, 0.3930411, 0.8499519]",0.9697296
surprise," Slightest brush and go down, but its fine to kick someone and then tell the ref he is an idiot! Busquets on his arse again ",anger,"[0.9946925, 0.96973217, 0.48999336, 0.5185278, 0.44871163, 0.93956864]",0.9946925
joy, I've never met him but I get to today at leat in on cash cause my hand is fucked up ,fear,"[0.8374037, 0.51462823, 0.88736993, 0.055234957, 0.7757401, 0.8497092]",0.88736993
sadness," Ahahahaha io l'ho fatto da sola invece, ",joy,"[0.9820009, 0.87733555, 0.68086785, 0.99727434, 0.2980713, 0.9969399]",0.99727434
surprise,"I was suppose to be sleep hours ago, but I'm not so InstantFollowBack RT if ya'll are true tweethearts! ! ! ",surprise,"[0.8434269, 0.48523578, 0.81846863, 0.14974731, 0.8016384, 0.87534547]",0.87534547
surprise,I probably did have homework over break. . but im just not gonna open my bookbag til tomorrow at school ,surprise,"[0.43002507, 0.32910052, 0.6851198, 0.017332876, 0.61888176, 0.7428597]",0.7428597
joy, haha I'm gonna make you a sign even tho you're our rival idaresomeonetosaysomething ,surprise,"[0.97725666, 0.8363998, 0.83335316, 0.9690768, 0.9683634, 0.98949313]",0.98949313
sadness,I feel so tired and sick ,disgust,"[0.2761306, 0.9966535, 0.83263355, 0.0001309174, 0.98960054, 0.011443]",0.9966535
sadness,I'm about to throw my phone off the eifle tower. Need an iPhone. ,anger,"[0.9963372, 0.9872005, 0.9801586, 0.012717618, 0.9571905, 0.9396518]",0.9963372
sadness,Managing negative emotions can be tough. and can be managed effectively with the use of hypnosis. ,sadness,"[0.57313925, 0.7330169, 0.6219126, 0.00077567704, 0.8329794, 0.793917]",0.8329794
sadness,Still sick! ! ! basically slept in the bathroom! And I didn't even drink ,disgust,"[0.98643816, 0.99466705, 0.9778195, 0.00020954775, 0.9868418, 0.9813115]",0.99466705
sadness,"When u are sad and lonely, remember this is true, someone somewhere is thinking of you ",sadness,"[0.00029763026, 0.000593228, 0.001669294, 0.00020565628, 0.9675417, 0.11394285]",0.9675417
sadness,"I never really paid any type of attention to Ryan Dunn. However, I have stumbled upon his tribute special. ",surprise,"[0.39137247, 0.110923454, 0.37344766, 0.6600291, 0.543386, 0.9549993]",0.9549993
joy,"Ap Bio grade just went up % , more to pass the class Im definitely gonna pass in week amp day . IDGAF . ",anger,"[0.9968137, 0.9857394, 0.97591317, 0.20708577, 0.89986974, 0.98271376]",0.9968137
anger,Hate having to find quotes that are completely and utterly irrelevant to my life and that I clearly do not care about. ,disgust,"[0.9557883, 0.9763921, 0.1475126, 0.0005669354, 0.1811291, 0.15254222]",0.9763921
surprise,OH YOU DIDN'T KNOW ABOUT THIS SMART ASS MOUTH OF MINES. . . . ,surprise,"[0.99229175, 0.9896625, 0.93507797, 0.33720642, 0.9531957, 0.99601537]",0.99601537
joy,Break! Think of a time when you accomplished something difficult. Enjoy the sense of achievement. LJB ,joy,"[0.06751621, 0.00290179, 0.043238662, 0.81594735, 0.0070279827, 0.6099804]",0.81594735
joy,Erghh maths exam tomorrow ,disgust,"[0.98088354, 0.98716426, 0.98659503, 0.00017900595, 0.90273637, 0.97715306]",0.98716426
anger,Why do my drunken tweet pics keep getting removed. What is this facebook? ? I can't even see what a slut I've been annoying ,anger,"[0.97237295, 0.9292964, 0.73686695, 0.00037111415, 0.73928213, 0.9593118]",0.97237295
sadness,Crap. The Waxahachie Indians lost by a field goal. . . It was a good season boys. Try again next year. ,fear,"[0.88397926, 0.89820933, 0.9732431, 0.016106509, 0.96386844, 0.9651994]",0.9732431
joy,Not a chest infection so no antibiotics for me. . . . tiz a viral infection of the voice box. ,surprise,"[0.3140469, 0.466702, 0.7235155, 0.028066624, 0.69664, 0.96018916]",0.96018916
surprise,"Pakjes avond kan beginnen, staat klaar. . . rijm is af! Zo lekker met z'n alle eten en dan heel de avond cadeautjes uitpakken! ",surprise,"[0.96792865, 0.77142525, 0.95177424, 0.96700156, 0.82616055, 0.9688185]",0.9688185
fear,Too many of us are not living our dreams because we are living our fears ~ Les Brown fact ,sadness,"[0.6301212, 0.8316361, 0.9446401, 0.001059429, 0.9616238, 0.5035801]",0.9616238
sadness,sometimes I spend my nights watching Youtube clips of old games ,sadness,"[0.19943681, 0.2605941, 0.17411086, 0.60821885, 0.6357483, 0.5408685]",0.6357483
joy,Laying under the christmas with my bff  and my retarded sister ,joy,"[0.6859072, 0.87621886, 0.5226689, 0.9901136, 0.78898686, 0.80180424]",0.9901136
joy,School til tomorrow and like on Wednesday ,surprise,"[0.44560996, 0.3877842, 0.5894857, 0.24381517, 0.5820768, 0.8763606]",0.8763606
sadness,"In every God give you something wonderfull , He take off the bad actions . RememberThat! ",surprise,"[0.16403681, 0.012748974, 0.023915919, 0.93018705, 0.011673595, 0.93278974]",0.93278974
sadness,That awkward moment when you find out that your voice sounds like a raging homosexual's voice. . . ,surprise,"[0.5716531, 0.9168036, 0.8915152, 0.00030293586, 0.8425544, 0.9573083]",0.9573083
sadness,I guess everyone's wish came true last night no more twitter or phone for me ,joy,"[0.38030133, 0.39079177, 0.16257377, 0.907241, 0.28174147, 0.17017353]",0.907241
joy,Love waking up with  Anthony and Sophia in the bed slept in until ) we are going to need a California king bed soon lt ,joy,"[0.005146394, 0.00089338893, 0.015907213, 0.98966914, 0.005001924, 0.72224844]",0.98966914
fear,quotAnger is just fear turned inwards. quot quotes ,fear,"[0.97560763, 0.24402358, 0.98184824, 0.0007451195, 0.0028384605, 0.03014866]",0.98184824
surprise,Nog even klaar maken en dan Sinterklaasje bij opa en oma ) ,surprise,"[0.91750544, 0.9435589, 0.826825, 0.9468988, 0.9549608, 0.9829753]",0.9829753
sadness,I alwayz get the craving text shtuff to  amp then I realize the banter is no longer alive ,sadness,"[0.6177192, 0.094431825, 0.0181226, 0.0032054195, 0.79668766, 0.16815661]",0.79668766
joy,"Okay, I'm done. Not completely done but done for now. Gotta wake up in less then hours. ",surprise,"[0.6625697, 0.5771475, 0.49197888, 0.44250086, 0.63529444, 0.6937159]",0.6937159
joy,Dinner with the Conard fam! ilovefood grilledchicken salad heyAnn for dessert? culversicecream for those who read this thankyou ,joy,"[0.00074433454, 0.00034364627, 0.0014148812, 0.986629, 0.0021025194, 0.55289304]",0.986629
joy,expect to see my th tweet tonight. . its my nans th party ,surprise,"[0.64751005, 0.51579326, 0.43136218, 0.5541287, 0.30692813, 0.7745261]",0.7745261
fear,Almost ruined my knee again. of injury. ,sadness,"[0.97963345, 0.9853914, 0.98253226, 0.0013059326, 0.985607, 0.9327354]",0.985607
surprise,. . . there's been a breakdown in one of the police's founding principles quotThe police are the public and the public are the police. quot ,sadness,"[0.8872262, 0.73022443, 0.8782656, 0.0049367533, 0.9519776, 0.9209104]",0.9519776
surprise,Picking Sarah up from school ,joy,"[0.28808862, 0.22681631, 0.36383918, 0.75339437, 0.44345656, 0.4580674]",0.75339437
joy,Going to work feeling sick ,disgust,"[0.30466527, 0.9957546, 0.9829007, 0.00012150029, 0.98353505, 0.24498607]",0.9957546
joy,weekend! was hoping to have a good one! then I looked at my link diary and the schools say of making weekends fun is shit loads of hwk. ,surprise,"[0.947658, 0.9398735, 0.8420606, 0.45509693, 0.9572603, 0.99035233]",0.99035233
joy,Heading back home ,sadness,"[0.6447529, 0.5882385, 0.7273604, 0.17748299, 0.8441324, 0.49216914]",0.8441324
joy,Just remembered I work at Express on Black Friday. ,surprise,"[0.41539136, 0.19191349, 0.58541864, 0.5183183, 0.3981067, 0.93670845]",0.93670845
joy,O. M. F. G. Just opened the fridge and discovered the Screme egg I put in there hours ago. Had completely forgotten about it. Pure ,surprise,"[0.8707278, 0.88176453, 0.7095218, 0.9129945, 0.674899, 0.97479045]",0.97479045
joy,Walking to work in this heavy rain is not what i had in mind! ,surprise,"[0.98484147, 0.983957, 0.9733793, 0.0002604684, 0.9745015, 0.9910754]",0.9910754
fear,Black Friday shopping. I have no idea what I'm in for ,surprise,"[0.69600636, 0.48577708, 0.9407066, 0.17532861, 0.68035173, 0.98788947]",0.98788947
joy,To each his own. (Suum Cuique)Cicero Celebrate Life this is your one chance Give a of amp ,joy,"[0.032798447, 0.002020192, 0.004151421, 0.9645523, 0.0071862107, 0.55494046]",0.9645523
sadness," my cellphone is dead, my computer is dead so im dead ",sadness,"[0.95636976, 0.94764817, 0.96514744, 0.00030229535, 0.98579687, 0.84580684]",0.98579687
sadness,Still not sure how Roland Emmerich got away with naming his horrible movie after a great Heinlein book from the . ,surprise,"[0.96574956, 0.99079543, 0.8872283, 0.0020828124, 0.8555678, 0.9918032]",0.9918032
joy,eating like crap and I don't care because I'm getting my wisdom teeth out next week ,surprise,"[0.21375981, 0.24420467, 0.019890994, 0.24578305, 0.09428615, 0.52974993]",0.52974993
surprise,Still not a Twilight fan but I'll watch the next movie. ,disgust,"[0.9038158, 0.97356397, 0.8480538, 0.0076313117, 0.9319367, 0.9577096]",0.97356397
sadness,"being really excited for plans on a friday, then they don't work out. ",surprise,"[0.9477357, 0.10254612, 0.06478722, 0.2637707, 0.8276701, 0.9647827]",0.9647827
surprise,Morgen nog school vrijdag vrij op vrijdag leren/ iets doen aan de surprise! shit ,surprise,"[0.9953145, 0.9958007, 0.9849439, 0.027674146, 0.98717123, 0.9970784]",0.9970784
surprise,Home sweet home ,joy,"[0.00025562034, 0.00022766639, 0.0005950077, 0.9957853, 0.0020180494, 0.012193661]",0.9957853
surprise,Moms Made Chili. . . Bt Im Not Hungry ,surprise,"[0.5859773, 0.5934148, 0.71740997, 0.78539664, 0.82127225, 0.9506443]",0.9506443
joy,"are essential. They are structural society. Bring ampwealth. Talk That Talk but also ACT ensure Gov. ,private,public funds support ",anger,"[0.23969153, 0.032447986, 0.23892365, 0.19632848, 0.16543633, 0.23016426]",0.23969153
surprise,"RT, follow  and WIN one of the special collector items that we are giving away to our Twitter friends! RT WIN ",joy,"[0.14460768, 0.03885712, 0.23530866, 0.73941624, 0.06408082, 0.6007817]",0.73941624
anger,Perfect mood to listen to The Acacia Strain hate ,disgust,"[0.87804466, 0.96243227, 0.8590223, 0.003654297, 0.34059134, 0.31140128]",0.96243227
joy,For the last week I've woken up more and more sick each morning. ,disgust,"[0.8999759, 0.9913731, 0.978958, 0.00021992109, 0.9779708, 0.86227894]",0.9913731
fear,You gain and confidence by every experience in which you really stop to look in the face. ~ E Roosevelt ,joy,"[0.004389777, 0.002113332, 0.0012290908, 0.6269516, 0.0037443817, 0.029179325]",0.6269516
disgust, True story some guy hit on me at the  amp told me he'd pay me $ to sleep with him. and he'd buy me lunch. ,surprise,"[0.74223447, 0.3720498, 0.51633984, 0.015437048, 0.27035603, 0.8463963]",0.8463963
joy,Actually it seems that anytime I am laughing and enjoying myself the time passes whay to quickly. ,surprise,"[0.0080356, 0.0066376342, 0.00932056, 0.8239277, 0.018250188, 0.85972565]",0.85972565
joy,Watching foot ball on a sunday afternoon. . . . Priceless! ,joy,"[0.045200415, 0.003695259, 0.013993149, 0.9798078, 0.0051394887, 0.79447675]",0.9798078
joy," My comes when I'm wrapping the gifts, just knowing how much the person it's for will love it when they open it again! ",joy,"[0.0014372934, 0.00027993514, 0.0018333643, 0.98585826, 0.0019837788, 0.4274918]",0.98585826
joy,Papers and football all day tomorrow. ,surprise,"[0.18290888, 0.10302912, 0.08934713, 0.053908944, 0.030637704, 0.62974626]",0.62974626
surprise,One more day. One more day. One more day. ,surprise,"[0.83808815, 0.78006554, 0.90421104, 0.95916, 0.88050866, 0.963377]",0.963377
surprise,I love the face people make at me when I sing in Korean. InternationalWhiteGirl KpopFTW ,surprise,"[0.83598393, 0.317199, 0.46840802, 0.9390262, 0.009860758, 0.9697258]",0.9697258
joy,Gig thursday night hmahasydnxiwkdbduebwicu ,surprise,"[0.92434233, 0.8999576, 0.93490344, 0.9348374, 0.8289654, 0.9541451]",0.9541451
joy,even though im going through problems i leave them in the hands of my Father becuz He's the solution to all of them always in ,sadness,"[0.28778312, 0.20079863, 0.6638066, 0.022308374, 0.86780965, 0.68369853]",0.86780965
sadness,sooooooo mad i couldn't go to the ACC Championship because of all this work i gotta do. ,anger,"[0.99877495, 0.99453306, 0.94107, 0.00022513948, 0.9931647, 0.9272554]",0.99877495
joy,Playing for the next hour with  when she's sitting in front of me ,joy,"[0.08849689, 0.005415292, 0.06797921, 0.95385045, 0.008545167, 0.6779215]",0.95385045
surprise,Anyone else noticed that the only thing Abbott hasn't said NO to is the pay rise for MP's? ,surprise,"[0.9057222, 0.8663798, 0.8194205, 0.0078750225, 0.7611052, 0.96831423]",0.96831423
sadness,There's so much emotional stress! Schools tomorrow. I did no homework. My stomach is too full. and i have no prom date ,fear,"[0.89707696, 0.57772684, 0.9724158, 0.00032474435, 0.9229932, 0.79395324]",0.9724158
