labels,text,expr_emo,prob_expr_emo,prob_max
joy,Insanely crazy day at work and tonight I get to watch my ex's band. ,surprise,"[0.776161, 0.30356914, 0.3137912, 0.4015841, 0.5314746, 0.83231264]",0.83231264
joy,Shopping for friends. . gifts to get/make for people this year. ,surprise,"[0.07158426, 0.008513098, 0.086560376, 0.30851397, 0.01358063, 0.3314683]",0.3314683
sadness,"I want to go into a cave and hide. . . . . just thinking of it, will anyone miss me? what do you think ",fear,"[0.41397732, 0.22366726, 0.99078465, 0.0007123876, 0.9672606, 0.6966467]",0.99078465
joy,goodnight tweoples. you are all important in someone's life. you are all special. you all have a purpose. so live it upp. ,joy,"[0.023194412, 0.0014337171, 0.0028391315, 0.6852008, 0.017973, 0.40023327]",0.6852008
surprise,"just drank a pound of vegetables in one cup. wow that was gross. my cells are like, ooooooh, though. mymotherstartedjuicing ",disgust,"[0.08905258, 0.98944074, 0.095866956, 0.027832862, 0.16792811, 0.91789675]",0.98944074
surprise,En moet voor dansen nog . besteden heb al de helft van euro gebruikt know what ,surprise,"[0.530214, 0.31496212, 0.50241065, 0.11311552, 0.8457179, 0.951111]",0.951111
joy,I updated my Facebook status like times the past day. That's what twitter is for. . . ,surprise,"[0.116259925, 0.052191984, 0.040844616, 0.031374823, 0.0644426, 0.13166298]",0.13166298
sadness,Christmas is less than a month away and I'm already tired of most Christmas music! ,disgust,"[0.8252572, 0.9787203, 0.19915307, 0.0044714147, 0.7268799, 0.8686232]",0.9787203
fear,Props to  for beating me many times over in lazer tag - WITH a broken ankle. ,joy,"[0.008675281, 0.0005474981, 0.02080738, 0.091759324, 0.0011615444, 0.05187915]",0.091759324
surprise, the part you didn't guess is that wrapping paper will be the only thing i'm wearing ) ,surprise,"[0.6284477, 0.6066039, 0.43744677, 0.06511126, 0.65584725, 0.98961884]",0.98961884
sadness, yes. . . my eyes got so watery when the mom came from talking to the doc I thought Blair just lost the baby or something ,sadness,"[0.02347045, 0.032693543, 0.9814305, 0.038974516, 0.9943492, 0.9784862]",0.9943492
sadness,Finally finished with matric and now I have to wait at school till for a lift home. . . wtf ,surprise,"[0.9824568, 0.9894398, 0.8252845, 0.0020292783, 0.9740753, 0.9949929]",0.9949929
anger, hahaha I meant so my phone changes that to do ALL THE TIME. Last time I checked autocorrect do is a word. ,surprise,"[0.043476455, 0.017760566, 0.03559504, 0.7899788, 0.008465248, 0.85687286]",0.85687286
joy, get yourself a kinder surprise in case the happy meal toy isn't shit enough. ,disgust,"[0.97585994, 0.99293476, 0.84341145, 0.15624854, 0.84081095, 0.9714716]",0.99293476
sadness,Why do I feel like I've lost all my friends? -/ ,sadness,"[0.8370688, 0.41886538, 0.88146067, 0.0006068604, 0.9943877, 0.98783445]",0.9943877
joy,"random , I been in th crib all day . ",surprise,"[0.084504634, 0.10904201, 0.60005003, 0.0053621866, 0.40831104, 0.97332776]",0.97332776
joy,days till Christmas! GodsLove x ,joy,"[0.008206239, 0.0020154093, 0.0076394267, 0.94646806, 0.00593553, 0.77701175]",0.94646806
joy,"Class, gym with  and then hmwk all night ",surprise,"[0.29984587, 0.060374003, 0.18036805, 0.01446865, 0.27173132, 0.36757436]",0.36757436
anger,I was just about to shove this guy's flowers down his throat. ,anger,"[0.9942538, 0.9694834, 0.021957796, 0.042768586, 0.036358755, 0.039797597]",0.9942538
fear,Strictly avoid frightening ideas ,sadness,"[0.038193326, 0.06589888, 0.02929609, 0.0060961843, 0.09219448, 0.050682027]",0.09219448
surprise," dickhead, almost had a baby through anger then! Punch u in the penis I would! X ",anger,"[0.9975235, 0.97356874, 0.0040459437, 0.0008805614, 0.0009567195, 0.11990738]",0.9975235
joy,"Long day shopping! Saw Cambon St Chanel store, an many more! Ate bread, drank wine, Hung out at sidewalk cafes, went to street markets, ",joy,"[0.005095093, 0.001328813, 0.0039015994, 0.83275455, 0.0035552075, 0.05468381]",0.83275455
anger,"it took me years to how to balance my reaction to amp ,now I see my daughters walking my past road! ! lifeskills ",surprise,"[0.5892446, 0.22269692, 0.73874795, 0.023352334, 0.24464756, 0.79918325]",0.79918325
surprise,I was walking through barnes and noble today and a random lady asked me if I wanted to pet the live snake wrapped around her arm. ,surprise,"[0.5104606, 0.7277235, 0.82354647, 0.028733049, 0.062484857, 0.9526899]",0.9526899
joy,(Squeal! ) We're getting a fam friend a kitty for christmas and I might get to babysit it for a few days ,surprise,"[0.9586744, 0.9941401, 0.9929389, 0.642474, 0.678804, 0.9975877]",0.9975877
joy,Time to relax with The Chronicles of Narnia ,joy,"[0.006155183, 0.0020630271, 0.010680286, 0.6218306, 0.017260483, 0.6184532]",0.6218306
sadness,I have Christmas wish. . . ! And yet it just won't happen( ,sadness,"[0.9696754, 0.862247, 0.86453444, 0.0024969336, 0.9929785, 0.9593906]",0.9929785
surprise,"Haha Not Gonna Lie, That Justin Bieber Macy's Comercial Was Pretty Dam Funny. ",joy,"[0.0065751662, 0.00081785105, 0.0017631289, 0.9852131, 0.00048171537, 0.94599044]",0.9852131
surprise,sitting here with jurneeeeee! shes too sweet for coming to see me after surgery inlovewithher ,joy,"[0.00060180674, 0.0003226853, 0.0011492979, 0.9943036, 0.00061897526, 0.93522656]",0.9943036
sadness,I don't think I could be less excited for my birthday. . . ,disgust,"[0.46585572, 0.9650232, 0.5818844, 0.010666088, 0.9633358, 0.39403686]",0.9650232
disgust, the abuse that Christie Wilt and Kelly Chaffin inflicted on their student is grounds to never work with children again. ,disgust,"[0.96135336, 0.9764846, 0.87223494, 0.00125701, 0.7456104, 0.12734887]",0.9764846
fear,Make sure that you've killed and in from your life. Don't let anyone or anything make you fear or intimidate. Be Free ,anger,"[0.19468585, 0.020658331, 0.027438143, 0.0054952493, 0.0048197214, 0.15377806]",0.19468585
anger,"the cock who keeps pushing his chair onto my legs needs to stop, ",anger,"[0.9900075, 0.97853756, 0.88145536, 0.0018585444, 0.11207041, 0.6051546]",0.9900075
surprise,I'd be completely freaked out if one day I was having stomach pains and hours later a baby's head was coming out of my vagina. ,fear,"[0.4812052, 0.8782596, 0.99776053, 0.001091542, 0.3564044, 0.995656]",0.99776053
joy,Road lesson in a bit. . . . ,surprise,"[0.25564578, 0.065049104, 0.15292737, 0.023271712, 0.19802855, 0.6826921]",0.6826921
surprise,"Law amp Order SVU, missing child case, voicemails deleted giving the patents false hope. And the hack doing the hacking is. . . British ",surprise,"[0.79711044, 0.5949107, 0.8260793, 0.0045374795, 0.478496, 0.85522974]",0.85522974
fear," C'est au minimum ce que j'ai chaque matin dans ma boite pro. Demain, je reviens après jours d'absence. . . ",sadness,"[0.26812655, 0.08148629, 0.21839155, 0.13212216, 0.7088061, 0.49678138]",0.7088061
joy,Enjoying a friendly talk under the heavy rain ,joy,"[0.00087515323, 0.00065554574, 0.0022692399, 0.9577672, 0.0403823, 0.12575863]",0.9577672
joy,"another missed chance. . not homework, gym w  then team dinner later lt ",sadness,"[0.7466355, 0.45371076, 0.14471963, 0.0008638128, 0.95425475, 0.5202916]",0.95425475
anger,"There's my iPod armband, that was missing for two weeks. On my desk. Ostensibly there the whole time. ",surprise,"[0.24997866, 0.16515751, 0.08957247, 0.040622752, 0.20207934, 0.9709221]",0.9709221
surprise,Package mystery solved Debi is an absent minded idiot. ,surprise,"[0.40129974, 0.37059563, 0.088364705, 0.018993031, 0.08808569, 0.91199875]",0.91199875
sadness,My mom never makes food and my brother eats all the left overs ,sadness,"[0.88282, 0.74050725, 0.107560195, 0.003245027, 0.93995, 0.8359186]",0.93995
sadness,You know it's time to get your monthly allowance when your grandparents forgot how to answer the phone ,surprise,"[0.57100683, 0.0631592, 0.39966688, 0.15684135, 0.20119639, 0.9152309]",0.9152309
surprise,I love that moment when just seeing someone makes your entire day! ,joy,"[0.0007815627, 0.0003397454, 0.0012634781, 0.9968837, 0.0005187004, 0.97661126]",0.9968837
joy,Oh boy Madonna is the halftime performer of the super bowl this year! ,surprise,"[0.03428507, 0.017300896, 0.25996032, 0.9209559, 0.024606643, 0.99616647]",0.99616647
sadness, at this time last week we were on the way home howlonguntilnextSDLC ,surprise,"[0.24831867, 0.09046374, 0.37628108, 0.014987016, 0.44299784, 0.8266374]",0.8266374
sadness," curl around the concrete to keep warm on the dark nights. . and no debbie wont come and get you, she hates missing x factor ",disgust,"[0.8494614, 0.953468, 0.857513, 0.0028240061, 0.8922848, 0.90008813]",0.953468
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",disgust,"[0.58619034, 0.9062268, 0.006997129, 0.03354713, 0.6270922, 0.09347855]",0.9062268
joy,I love seeing all the Christmas lights) ,joy,"[0.0020559633, 0.00032233447, 0.0017966535, 0.99616927, 0.0007663724, 0.19033593]",0.99616927
fear," RT  not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",disgust,"[0.30258793, 0.85571796, 0.03136368, 0.05453045, 0.3479306, 0.24993992]",0.85571796
joy,Break! Imagine playing with puppies. Feel their unbridled joy as they romp amp tumble. LJB ,joy,"[0.0009478443, 0.00042895178, 0.0007742318, 0.9861885, 0.000751137, 0.17296888]",0.9861885
joy,Why did the younger son feel DRIVEN to DEMAND his Inheritance ? Too much pressure from the SELF CENTRED Elder Brother ? Luke ,anger,"[0.41596773, 0.06634133, 0.13943316, 0.0027410057, 0.06540003, 0.16409379]",0.41596773
joy,"set, tree set up, Soft lights us. love peace family traditions ",joy,"[0.0003663205, 0.0002669432, 0.00043883632, 0.9334448, 0.0006784293, 0.0887095]",0.9334448
anger,Why can't xmas shoppers go shopping in the day instead of clogging up the already congested rush hour and make everyone late? ,anger,"[0.96885115, 0.84420264, 0.22931868, 0.006418508, 0.28247258, 0.63597023]",0.96885115
surprise,Wish I could tell my cousin I'm coming to visit in jan ,surprise,"[0.10449769, 0.0050512967, 0.022261389, 0.03726306, 0.91923726, 0.93899494]",0.93899494
sadness,Last bowling club meeting of the semester. strike? I think so ,surprise,"[0.7071514, 0.16229266, 0.4797964, 0.016711699, 0.82933325, 0.9624947]",0.9624947
joy,This is me and  saturday night. . . . . . . playing board games. collegekids ,joy,"[0.0020069175, 0.0010250829, 0.002640977, 0.36887488, 0.0016024543, 0.03391345]",0.36887488
fear,"of mine , when i become famous , my past will come back to haunt me . badly . ",fear,"[0.87678665, 0.6272477, 0.9831308, 0.0010647695, 0.841575, 0.30338106]",0.9831308
disgust,Seriously who gives a test Monday after fall break? ? ,surprise,"[0.97076315, 0.9696595, 0.54450583, 0.010787472, 0.429881, 0.99365187]",0.99365187
joy,Working on an art project for a class. If only all of my homwork consisted of such things. Wishing I went to an art school. . . ,sadness,"[0.054650158, 0.00888542, 0.02860411, 0.055919904, 0.5371664, 0.19347481]",0.5371664
joy,Effff this hour driving class today. Gonna make me be at school from to ,disgust,"[0.9917175, 0.99610656, 0.9628232, 0.0008641844, 0.98299235, 0.8520534]",0.99610656
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",disgust,"[0.58619034, 0.9062268, 0.006997129, 0.03354713, 0.6270922, 0.09347855]",0.9062268
fear," not afraid of tomorrow, for I have seen yesterday and I love today less” ",disgust,"[0.58619034, 0.9062268, 0.006997129, 0.03354713, 0.6270922, 0.09347855]",0.9062268
joy,"Love the Aldi adverts ! ! Jacks Xmas Fair today, more tat and crap for the house ",joy,"[0.037043188, 0.098832265, 0.035386976, 0.46861067, 0.0042717922, 0.42789406]",0.46861067
fear," we'l have to try new places more often. I'm a bit worse for wear though. Stomachs full of booze, hands shaking ",surprise,"[0.19290762, 0.14658935, 0.7918711, 0.0073080794, 0.43789917, 0.8357538]",0.8357538
surprise,"am, time to sleep going shopping somewhere tomorrow. . . . wonder where ) ",surprise,"[0.14687161, 0.02397473, 0.05482773, 0.016650753, 0.2158349, 0.9510913]",0.9510913
fear,But be sure to the Lord and serve him faithfully with all your heart consider what great things he has done for you. ,surprise,"[0.0033752453, 0.00068768923, 0.19551651, 0.68682754, 0.0026072962, 0.7184042]",0.7184042
surprise,Another hectic day ahead. . . . . surprise! Energy drink needed pleaseeeeeeee ,surprise,"[0.24987596, 0.017028809, 0.35707897, 0.23037893, 0.008069962, 0.9954087]",0.9954087
sadness,Soo tired. I don't want  and  to leave. ,sadness,"[0.019943872, 0.5115142, 0.12314953, 0.0011520777, 0.90682304, 0.15446232]",0.90682304
fear,Must this happen every single time a guy tells me he likes me. of being hurt. / ,fear,"[0.92234844, 0.34755263, 0.9963599, 0.0007143397, 0.9914513, 0.6540796]",0.9963599
joy,Can't wait to leave work amp clean up my baby daddy's effing puke . _____. ,anger,"[0.9931091, 0.9887496, 0.0062121125, 0.45514303, 0.01831998, 0.27367795]",0.9931091
disgust,"Some people, you will never begin to understand. ",surprise,"[0.64374304, 0.596759, 0.37882662, 0.011190171, 0.8594711, 0.98486704]",0.98486704
surprise,Si  marque ce soir je change mon nom twitter ,surprise,"[0.71612036, 0.54481363, 0.7586291, 0.29465997, 0.58465284, 0.97874]",0.97874
joy,Ugh no voice and my little won't stop throwing up. of sickness ,disgust,"[0.52422625, 0.9940428, 0.93408537, 0.0009592276, 0.89333415, 0.16431879]",0.9940428
sadness,My family just left me. . . They're never coming back. . woof ,sadness,"[0.9587878, 0.9934638, 0.99270827, 0.00062285113, 0.9972741, 0.9847001]",0.9972741
joy, oooo ok you should put because I was clueless because I have ppl who have access to my account ,surprise,"[0.21141063, 0.048369296, 0.4362306, 0.055628408, 0.19129841, 0.9923673]",0.9923673
fear, How about some napalm? MT  Re Newt's answer on Palestine.  don't be afraid of the truth ,anger,"[0.9617882, 0.75897187, 0.8396119, 0.00753571, 0.011068903, 0.831149]",0.9617882
anger,Omg everyone SHUT THE FUCK UP about christmas present or I'll get none of you one! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! -_- ANGER ANGER ANGER! ,anger,"[0.99709725, 0.9626672, 0.8876612, 0.0009167006, 0.018043563, 0.22359963]",0.99709725
anger,Omg everyone SHUT THE FUCK UP about christmas present or I'll get none of you one! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! ! -_- ANGER! ,anger,"[0.9977915, 0.7871532, 0.023478407, 0.0012127202, 0.007127108, 0.04278168]",0.9977915
disgust,oomf is in their their granny panties juggling thier booty ,surprise,"[0.8193654, 0.970665, 0.61585355, 0.050362073, 0.3463541, 0.98508066]",0.98508066
sadness,"going loner to target, panache and hob lob. . . ",anger,"[0.7418861, 0.005534176, 0.030416999, 0.21145035, 0.0104851825, 0.30008814]",0.7418861
joy,just got fucking rinsed at parents evening ,anger,"[0.9962165, 0.9951113, 0.84138924, 0.0010159652, 0.80564237, 0.95015967]",0.9962165
fear, Yeah true. . I hate vomiting of mine so definitely sticking to ! I had today LOL ,disgust,"[0.046828885, 0.95118415, 0.6984591, 0.5839585, 0.023112891, 0.41342756]",0.95118415
joy,"The wind is so chilling. Got the heater up. . wish I could nap with my baby, but I have studying to do. . . ",sadness,"[0.30638102, 0.123039044, 0.52676547, 0.007848488, 0.97340536, 0.44304845]",0.97340536
anger,God grant me the serenity so I can recieve the divinity n not succumb to the foolish mentality levels of my enemies. management ,surprise,"[0.019814081, 0.029930376, 0.07170989, 0.004133216, 0.010427112, 0.18059008]",0.18059008
sadness,after years. . . olf faithful  backpacks zipper breaks. ,sadness,"[0.6805727, 0.69930434, 0.8159794, 0.0024679112, 0.9720843, 0.96432984]",0.9720843
sadness,going to watch my teammates play for the first time in years without being on the court with them. ,surprise,"[0.32675916, 0.030612258, 0.65232706, 0.3249393, 0.9207702, 0.9700493]",0.9700493
sadness,I hate watching movies set back when women didn't have rights. They never get to be with the men they love ,disgust,"[0.9393624, 0.99258125, 0.75882995, 0.0037472695, 0.9856824, 0.52633035]",0.99258125
joy,got christmas card sparkles everywhere at the office today! ,surprise,"[0.00630515, 0.02331231, 0.013342844, 0.6892197, 0.0010532928, 0.8756498]",0.8756498
joy,And its degrees in today? RT  Christmas lights goin UP UP UP! ! ! ! ,joy,"[0.3383104, 0.027936406, 0.036068954, 0.9837481, 0.0027176875, 0.94377255]",0.9837481
surprise,Just found out one of my followers is gay didn't see that coming in grade school ,surprise,"[0.4962757, 0.30147734, 0.38398612, 0.0062595042, 0.48277235, 0.9972994]",0.9972994
joy,i love the first snowfall and notre dame in the winter. ,joy,"[0.0029173999, 0.00036003187, 0.0017616408, 0.99159384, 0.000951615, 0.8084937]",0.99159384
joy,"two weeks from now, ill b back in the hands of a Spanish bitch. ",anger,"[0.9746712, 0.9175087, 0.95562565, 0.0017555066, 0.87810093, 0.08400007]",0.9746712
joy,It's paper writing time. ,joy,"[0.3348764, 0.09967632, 0.2956957, 0.39295018, 0.37595496, 0.3920605]",0.39295018
joy,Got told I was getting a dictionary for Christmas . . . ,surprise,"[0.16133465, 0.056880552, 0.052328777, 0.2190749, 0.05065897, 0.97818995]",0.97818995
sadness,Just make it a lifelong event. RT  minutes until is over ,anger,"[0.028451804, 0.013996609, 0.027910696, 0.013326464, 0.019159704, 0.01571954]",0.028451804
surprise,The awkward moment people stare at you cause you look funny. I'm warm and your freezing your ass off! whoslaughingnow ,surprise,"[0.789406, 0.827962, 0.10213422, 0.0058805835, 0.016648887, 0.95930654]",0.95930654
sadness,it's so weird not being with my family this year ,surprise,"[0.14737101, 0.052229203, 0.34565958, 0.0012426078, 0.9817262, 0.9982327]",0.9982327
sadness,I want tater tots. . . campus does not make tater tots ,sadness,"[0.4611985, 0.0016426492, 0.09343796, 0.003189606, 0.9617359, 0.76467955]",0.9617359
joy,legs are sooo sore right now. . . guess I'll be ice bathing tomorrow ) ,anger,"[0.39005217, 0.17771114, 0.3005613, 0.010810073, 0.22394726, 0.28081283]",0.39005217
joy,Ahhh Tetley's Earl Grey with vanilla back in Tesco's so don't need to go across town in hopes . . . it'sthelittlethingsinlife ,joy,"[0.007447971, 0.0013126764, 0.010033501, 0.94992894, 0.01842948, 0.74394923]",0.94992894
joy,"Today pancakes for breakfast, mcdonalds for lunch, opryland for an hour amp a half. amp nothing now. ",surprise,"[0.12016284, 0.06802613, 0.05208772, 0.0405511, 0.22537106, 0.49047247]",0.49047247
joy,Study grind for calculus starts tomorrow! ! ,surprise,"[0.71705174, 0.13354719, 0.8086309, 0.0100793205, 0.016316663, 0.97777236]",0.97777236
sadness,"  After tmrw you won't have the pleasure of my positive, bubbly, smiley presence! What are u going to do? ? ",surprise,"[0.21537015, 0.0038727026, 0.7709104, 0.52878886, 0.0069669615, 0.9898509]",0.9898509
joy, Hearing my guinea pigs squeak and insist that your Fuzzy Peach is delicious and edible brings me ,joy,"[0.048927557, 0.019664543, 0.012942458, 0.96821624, 0.018033722, 0.8605925]",0.96821624
fear,A man who is not walking in doesn't understand the language of a man walking in his Passion ,joy,"[0.5972332, 0.004631415, 0.024315307, 0.7256907, 0.012539823, 0.4489996]",0.7256907
joy,Made it to Amsterdam an hour early. Now it looks like I have to sit here for hours. . . . ,surprise,"[0.7129088, 0.7120563, 0.6867516, 0.0036778676, 0.83715034, 0.8609776]",0.8609776
sadness,people are crazy to let vidic-ferdinand go out from our place ,surprise,"[0.9886742, 0.95199126, 0.9118397, 0.011399941, 0.29403916, 0.9924953]",0.9924953
surprise,alles staat in het teken van het maken van een marionet alsof je zelf geleefd wordt ,fear,"[0.70046115, 0.85778624, 0.90117246, 0.54549974, 0.6570192, 0.88419384]",0.90117246
joy,About hours of sleep in the past weeks ,surprise,"[0.15731633, 0.10867766, 0.15945998, 0.022847246, 0.13942645, 0.40520155]",0.40520155
anger, Rememember that feeling when you was a kid and u opened a present to receive clothes. . . tears sadness betrayal ,sadness,"[0.0025137868, 0.59142894, 0.021554904, 0.0002248846, 0.99158394, 0.5435066]",0.99158394
sadness, Rememember that feeling when you was a kid and u opened a present to receive clothes. . . betrayal ,disgust,"[0.88979346, 0.9735969, 0.90844154, 0.0009443981, 0.9681161, 0.88772744]",0.9735969
joy,"Okay, so I work a night shift all week. And open Black Friday. -_- ",sadness,"[0.7771551, 0.8663632, 0.71706116, 0.0015886803, 0.97672856, 0.90874904]",0.97672856
surprise, u just made my night with the u just topped a free dinner! ,joy,"[0.0012936803, 0.0004937457, 0.0007935102, 0.9941373, 0.0004955421, 0.9479285]",0.9941373
joy,This is now the point in the event where I have to help drunk clients locate their quotmisplacedquot items. ,surprise,"[0.47765726, 0.4193519, 0.484995, 0.005655385, 0.31312257, 0.54079574]",0.54079574
surprise,"Ingrediënten een cadeautje, zilverkleurig karton, pakken bami-mix, marker (zwart), restjes papier en een beetje geduld. . ",joy,"[0.107040815, 0.13379446, 0.07602207, 0.4252037, 0.14857185, 0.2786176]",0.4252037
sadness,Such a messy girl RT  Coffee all over my Bill Russell book. '( ,disgust,"[0.858944, 0.9793524, 0.3202306, 0.025417997, 0.4271912, 0.95602554]",0.9793524
fear, to aki no meu quarto sozinho jogando silent hill ! ,surprise,"[0.9427155, 0.61583894, 0.67258584, 0.34930605, 0.9473245, 0.9557761]",0.9557761
joy,De nazi's zijn nog in zit hier een vent met een gigantisch hakenkruis op zn hand ,fear,"[0.98446727, 0.97336483, 0.99052036, 0.0010497331, 0.8478989, 0.89130366]",0.99052036
joy,"English vocabulary about state, right and politics ",surprise,"[0.2920818, 0.09459199, 0.11353376, 0.014800125, 0.07310812, 0.45413953]",0.45413953
surprise,to eliminate confusion I used to live in Ann arbor ,surprise,"[0.09544346, 0.01963536, 0.022570139, 0.024145009, 0.15542293, 0.17283061]",0.17283061
surprise,Seriously had no idea  was on tonight! It was a nice to see a JoBro pop on TV good night to a crap day ,surprise,"[0.08550285, 0.034634523, 0.031247582, 0.7947195, 0.24885164, 0.995999]",0.995999
fear," not afraid of tomorrow, for I have seen yesterday and I love today less» ",disgust,"[0.5338224, 0.90964025, 0.0151029285, 0.029631311, 0.6007642, 0.11363523]",0.90964025
surprise,"De sneldicht Piet Morgen van - uur zit daar klaar, en maakt al uw dichtwensen klaar! ",surprise,"[0.9776243, 0.9777164, 0.97236335, 0.9510364, 0.9872586, 0.99074215]",0.99074215
anger,akhirnya nyalain leptop lagi buat YM ! ! hurry to chat too sleepy ! ! ,anger,"[0.9804786, 0.19355418, 0.6151126, 0.026228944, 0.20826675, 0.97737485]",0.9804786
sadness, Don't beat them down too bad! Lol ,surprise,"[0.62572426, 0.29492453, 0.08633378, 0.9057535, 0.32848194, 0.92987365]",0.92987365
joy,"So, so, so tired. . . . and I do not feel good. . . ",sadness,"[0.022630239, 0.6534628, 0.6163303, 0.00048343948, 0.991672, 0.14077044]",0.991672
joy,Thank's to  I've sorted xmas presents for five of my favourite people in one fatal swoop ,joy,"[0.036348697, 0.010804685, 0.3891905, 0.85733235, 0.057957437, 0.052640427]",0.85733235
joy, having all the family who lived scattered about the uk all meet at mum amp dads for the best family day and Christmas meal ,joy,"[0.009211554, 0.00086991594, 0.00520467, 0.9717611, 0.0014961774, 0.33107737]",0.9717611
joy,"The best thing about thanksgiving dinner besides eating is me, mom, and dad cooking together in the kitchen! ",joy,"[0.004633754, 0.0004974844, 0.0077502914, 0.9923448, 0.0008714607, 0.32352948]",0.9923448
disgust," think about it ,,,! a man lick a lady's head ",surprise,"[0.6164001, 0.9684096, 0.80568177, 0.10686854, 0.2580656, 0.9938081]",0.9938081
joy,"YAY! ! ! after more than hrs, my back has finally gone out of spasm! ! ! winning ",joy,"[0.0016639315, 0.0005027228, 0.000927248, 0.9971597, 0.00062939257, 0.72060716]",0.9971597
surprise, hah thanks Cate! ! When I read that I envisioned me walking around and noodles flying at me out of nowhere ,fear,"[0.90695155, 0.60938954, 0.9637584, 0.00774299, 0.1640005, 0.9616845]",0.9637584
joy,I live Christmas lights! Especially colorful ones ) ,joy,"[0.019272057, 0.00033644773, 0.006080582, 0.9918662, 0.0012364368, 0.085609585]",0.9918662
sadness,i just played this stupid game for like ever and than died right before i was about to pass it. ,disgust,"[0.9544838, 0.981682, 0.85213, 0.003498689, 0.9628735, 0.9394018]",0.981682
joy,HEART activities . . . our city . . . is ANOINTED its principalities . . . JESUS REIGNS. . . ,sadness,"[0.114272684, 0.019183835, 0.6381033, 0.25862554, 0.86857224, 0.5260306]",0.86857224
sadness,"I realized that for all my love of horror movies, I don't own a lot of them. ",surprise,"[0.1688775, 0.12504782, 0.89883965, 0.0122906985, 0.27304146, 0.9937835]",0.9937835
joy,"Had planned on spending days at my mom's. Now she's going to come up for days, and we are going to bake together ",surprise,"[0.061287913, 0.0035453225, 0.013942377, 0.23134995, 0.05670912, 0.8707967]",0.8707967
surprise,my mom had my Bean Boots sent to my house. . so much for a on Christmas morning. funsucker stillsopumped ,joy,"[0.6742203, 0.46231934, 0.006343948, 0.9702497, 0.01807584, 0.9675976]",0.9702497
surprise,"have a great time in Boston seeing  Anyone down for some good music , give  a follow. ",joy,"[0.01127171, 0.0014180149, 0.010775643, 0.8834766, 0.0022035735, 0.27701706]",0.8834766
disgust,   matt wears so much cologne that you can smell it off his facebook pictures. yearofbigdicks ,anger,"[0.6630204, 0.65050215, 0.04432725, 0.007198486, 0.00921785, 0.10356959]",0.6630204
joy,Peace begins with a smile. -Mother Teresa amp to all mums amp dads THANKYOU ,joy,"[0.0007755056, 0.00041979432, 0.0007933454, 0.9333217, 0.00061276107, 0.121291146]",0.9333217
fear,is a NEGATIVE faith. . . What you FEAR is what you'll ATTRACT . . . TRUEstory ,fear,"[0.198592, 0.17223237, 0.96493196, 0.0007854114, 0.59663874, 0.22901158]",0.96493196
fear," khans Guno get knocked out , show boating is a sign of ",surprise,"[0.85740703, 0.23259494, 0.9257656, 0.058257826, 0.33476624, 0.92764187]",0.92764187
fear,Une salle d'attente chez le médecin. Un mec. Moi. Du Cabrel à la radio. Le mec me fixe depuis minutes. ,fear,"[0.5804287, 0.23797724, 0.9012816, 0.013626449, 0.39660013, 0.7837349]",0.9012816
sadness,Still in bed. soo tired. Can't get up. Have lots of coursework. Help. help lovehashtags ,joy,"[0.021684214, 0.0029857417, 0.03590793, 0.7023616, 0.10444284, 0.27153456]",0.7023616
surprise,"Lol, the first time I meet my sister's boyfriend, and he's half naked ",surprise,"[0.0049704975, 0.0076339543, 0.01818432, 0.51622593, 0.0010582741, 0.9948243]",0.9948243
sadness,was amazing. too bad the finale is next week ,sadness,"[0.17214264, 0.0008196274, 0.020136926, 0.8173802, 0.9947844, 0.9161563]",0.9947844
joy,"I was basically floating around work today, humming to the Christmas music ",joy,"[0.0026670545, 0.0011224349, 0.004514175, 0.968419, 0.0017489209, 0.09099767]",0.968419
joy,Love hate relationship ,anger,"[0.5517601, 0.23684661, 0.09677378, 0.015755564, 0.45129353, 0.29918414]",0.5517601
joy,days in New Orleans. days with my GBF  Maybe I'll see  out and about.  in my mouth. ,surprise,"[0.1966434, 0.6386969, 0.07267546, 0.14764965, 0.14329277, 0.81894624]",0.81894624
joy,"Presenting my unfinished senior project tomorrow on my first day back. . . need an outline, cover letter, and resume ",fear,"[0.19952711, 0.069650635, 0.5248647, 0.003151616, 0.20353642, 0.4746218]",0.5248647
surprise,when  came home for homecoming weekend and jumped out of the car when Kendall drove by ,surprise,"[0.64407057, 0.07232846, 0.99184364, 0.98965037, 0.0050833975, 0.9923422]",0.9923422
joy,It hurts I ain't Gonne lie but it doesn't hurt as bad as it could ,sadness,"[0.6698597, 0.33404985, 0.83338207, 0.0020078812, 0.8663405, 0.74790454]",0.8663405
surprise,Adventurous night with  and  to visit  in troy! japans ,surprise,"[0.025420787, 0.0020869782, 0.0071055926, 0.36619976, 0.0029592025, 0.8640283]",0.8640283
fear,"You Know I Spend Money, Because Spending Time Is Hopeless ",fear,"[0.36658368, 0.3239731, 0.8895021, 0.0038648872, 0.8883529, 0.04978423]",0.8895021
joy,today is going to be just as busy as yesterday ,surprise,"[0.3248762, 0.06186605, 0.2226238, 0.0045285523, 0.1339167, 0.34550247]",0.34550247
