labels,text,emo_s,prob_emo_s,emotion_word,prob_max
guilt,Because I had not studied. ,guilt,"[0.6834509968757629, 0.5885241031646729, 0.579680860042572, 0.9505673050880432, 0.10715699940919876, 0.4622762203216553, 0.5616674423217773]",culpability,0.9505673050880432
joy,When my father was saved from a severe work accident. ,joy,"[0.25969043374061584, 0.1829061061143875, 0.7742170691490173, 0.2967680096626282, 0.9447832107543945, 0.12475766241550446, 0.1334354728460312]",blessed,0.9447832107543945
fear,When I was a child I hid under the sheets out of fear of darkness. ,fear,"[0.43663960695266724, 0.9368011951446533, 0.9396098256111145, 0.6337513327598572, 0.2965238094329834, 0.5641219019889832, 0.29048067331314087]",fear,0.9396098256111145
anger,When I first saw a person begging. ,disgust,"[0.5215232372283936, 0.8800500631332397, 0.7203545570373535, 0.5415411591529846, 0.1189286932349205, 0.6974784135818481, 0.43470120429992676]",repugnance,0.8800500631332397
sadness,When my basket ball team lost the qualification at a final. ,disgust,"[0.807573139667511, 0.9357079863548279, 0.6183519959449768, 0.7945083975791931, 0.010134553536772728, 0.919215977191925, 0.7092075943946838]",repugnance,0.9357079863548279
disgust,When I see rotten meat. ,disgust,"[0.869631826877594, 0.9554349184036255, 0.6807909607887268, 0.7135258316993713, 0.04320565238595009, 0.8076961636543274, 0.5216579437255859]",repugnance,0.9554349184036255
shame,When a person whom I do not want to see is continously present. ,disgust,"[0.9340286254882812, 0.9726152420043945, 0.8336805701255798, 0.8101081848144531, 0.08395711332559586, 0.7597755789756775, 0.7316679954528809]",repugnance,0.9726152420043945
guilt,When I failed an exam I thought I could pass easily. ,sadness,"[0.6996827125549316, 0.7725328207015991, 0.6142829656600952, 0.7552638649940491, 0.05666987970471382, 0.8145291209220886, 0.6542709469795227]",sadness,0.8145291209220886
joy,When I got to know that I had passed the university entrance exam. I thought that I had done one of the exams badly. ,joy,"[0.5646044015884399, 0.6619158387184143, 0.6696875095367432, 0.6328487992286682, 0.8444361686706543, 0.227427139878273, 0.4370814859867096]",achievement,0.8444361686706543
fear,"When I was very young, one day, I was in the street with my father and brother. While my father was talking to some friends, I saw a dog and began to pat it. My father told me sharply to stop doing it because the dog had mange. Then my brother told me that I would die and I could not stop crying after this. ",sadness,"[0.8755495548248291, 0.9436404705047607, 0.8622025847434998, 0.8523455262184143, 0.2042609602212906, 0.95560222864151, 0.788669764995575]",unhappy,0.95560222864151
anger,"We hitch hiked our way back from a town rather drunk. We were dropped in another town which was unknown to us. I needed to urinate, so I did it on a wall which turned out to belong to the military headquarters. They arrested me and made me pay a fine of pts. We had to go home on foot ( km) since it was too late for anyone to give us a lift. ",guilt,"[0.04567144066095352, 0.021909227594733238, 0.05416632443666458, 0.21779151260852814, 0.0011481964029371738, 0.015087131410837173, 0.10348116606473923]",blameworthy,0.21779151260852814
sadness,"I was to meet a girl in a discotheque. She was very pretty and I was very happy. But she did not turn up. Thank God, there were some other friends there and I was able to have a more or less good time. ",joy,"[0.5568721294403076, 0.7187246084213257, 0.2763749659061432, 0.8483267426490784, 0.9640671014785767, 0.35758426785469055, 0.847899854183197]",happy,0.9640671014785767
disgust,"I had a class-mate who was rather stupid. I did not like him but I respected him. When he tried to talk to someone, they would not listen to him and I could not bear seeing this. ",disgust,"[0.8708320260047913, 0.9613781571388245, 0.7465773224830627, 0.7629637718200684, 0.20308342576026917, 0.8900147676467896, 0.7316452264785767]",repugnance,0.9613781571388245
shame,"I met a friend in a discotheque. he was with a girl and he told me that she was not his girlfriend. I, to say something, commented that she must be a viscious woman. He then told me that she was his girl. ",anger,"[0.35523900389671326, 0.2731170952320099, 0.29062554240226746, 0.3273938298225403, 0.2475121170282364, 0.14232143759727478, 0.3133600056171417]",irritation,0.35523900389671326
guilt,"I went to a pub with a group of friends (not very close) and I was with one girl most of the time, while the other girls in the group wanted to be with me. They stopped talking to the girl I was with. ",anger,"[0.6199222207069397, 0.2157686948776245, 0.3529796302318573, 0.42180144786834717, 0.0867447778582573, 0.30884820222854614, 0.4099600315093994]",irritation,0.6199222207069397
joy,The day some friends of mine and I decided to go to Galicia on holiday. ,guilt,"[0.21986337006092072, 0.13695912063121796, 0.1663724035024643, 0.5890007019042969, 0.5266473293304443, 0.07644249498844147, 0.5853255391120911]",culpability,0.5890007019042969
fear,"Before an exam which I, finally did not take. ",disgust,"[0.4845151901245117, 0.8916040658950806, 0.8672949075698853, 0.5201395153999329, 0.2613758146762848, 0.7164983153343201, 0.2940949499607086]",repugnance,0.8916040658950806
anger,At home when they lost three pieces of my puzzle. ,sadness,"[0.8404788970947266, 0.8521615266799927, 0.6397803425788879, 0.7474811673164368, 0.013488411903381348, 0.9063355922698975, 0.48215100169181824]",sadness,0.9063355922698975
sadness,When I had an argument with a friend. ,anger,"[0.953226625919342, 0.9109616875648499, 0.5275529026985168, 0.71098792552948, 0.013275692239403725, 0.7851701378822327, 0.5451183915138245]",anger,0.953226625919342
disgust,When I am dirty because I have not had a shower for a few days. ,disgust,"[0.6636725068092346, 0.7408764362335205, 0.34421882033348083, 0.7006755471229553, 0.09859944134950638, 0.45214465260505676, 0.6743445992469788]",repugnance,0.7408764362335205
shame,Once I did not have enough money to pay for a coffee. ,guilt,"[0.7829634547233582, 0.6015340089797974, 0.7956963181495667, 0.8813459873199463, 0.14471404254436493, 0.790543794631958, 0.5418262481689453]", responsibility,0.8813459873199463
guilt,After an argument with a friend of mine. ,anger,"[0.9583098292350769, 0.789900004863739, 0.5733056664466858, 0.6684398651123047, 0.06713024526834488, 0.7461593151092529, 0.49165084958076477]",anger,0.9583098292350769
joy,A friend of mine told me that I had passed the entrance exam to the university. ,joy,"[0.2720939815044403, 0.2487616240978241, 0.16509674489498138, 0.2998868227005005, 0.9268537163734436, 0.03122522309422493, 0.09136601537466049]",achievement,0.9268537163734436
fear,Before taking an exam. ,fear,"[0.5506778955459595, 0.6504496932029724, 0.9255098104476929, 0.896438479423523, 0.5814717411994934, 0.46005719900131226, 0.3231586813926697]",fear,0.9255098104476929
anger,My family told me to leave if I was not willing to accept the conditions they imposed on me. ,disgust,"[0.7233772277832031, 0.7481642365455627, 0.7083113789558411, 0.6791184544563293, 0.20029202103614807, 0.6053400039672852, 0.3577331602573395]",repugnance,0.7481642365455627
sadness,A friend of mine called me when I was not at home. I phoned her back to know what she wanted and she told me that she had dialled the wrong number. ,anger,"[0.7445845007896423, 0.6989330053329468, 0.5482172966003418, 0.627345860004425, 0.21777577698230743, 0.6877575516700745, 0.6241239905357361]",irritation,0.7445845007896423
disgust,I had to change a baby's clothes for the first time. ,guilt,"[0.5297732353210449, 0.4149032235145569, 0.4361177682876587, 0.8581339716911316, 0.4293499290943146, 0.3816027343273163, 0.5156832933425903]", responsibility,0.8581339716911316
shame,I fell outside the door of my house. ,disgust,"[0.5103495717048645, 0.6933733224868774, 0.5497831702232361, 0.40460774302482605, 0.010849312879145145, 0.6621397733688354, 0.5509233474731445]",repugnance,0.6933733224868774
guilt,My younger sister was almost run over by a lorry. ,sadness,"[0.7090513706207275, 0.8131633996963501, 0.8084781765937805, 0.8327657580375671, 0.026778921484947205, 0.9281878471374512, 0.4232662618160248]",sadness,0.9281878471374512
joy,When my brother was born. ,guilt,"[0.23304608464241028, 0.16494007408618927, 0.2880392074584961, 0.6769400238990784, 0.5526165962219238, 0.15189634263515472, 0.1865532547235489]",culpability,0.6769400238990784
fear,When I almost fell down from some rocks because I had been acting foolishly and playing dangerously. ,guilt,"[0.7102276086807251, 0.8974505662918091, 0.6979122757911682, 0.9833419322967529, 0.07677774876356125, 0.5508047938346863, 0.6169779300689697]",blameworthy,0.9833419322967529
anger,Once I saw some children hunting a cat to death. ,disgust,"[0.7011193633079529, 0.8413711190223694, 0.5978027582168579, 0.8112874627113342, 0.16635212302207947, 0.8344549536705017, 0.4101649522781372]",repugnance,0.8413711190223694
sadness,The death of a friend. ,sadness,"[0.3745032250881195, 0.7430683374404907, 0.5240220427513123, 0.9151036739349365, 0.0032222147565335035, 0.9851775169372559, 0.23271863162517548]",grief,0.9851775169372559
disgust,When I saw a scene on T. V where a castration was shown. ,disgust,"[0.7227625846862793, 0.9231324791908264, 0.6787458062171936, 0.5922790169715881, 0.051252350211143494, 0.7918306589126587, 0.5502753853797913]",repugnance,0.9231324791908264
shame,Once I answered my father rudely. ,disgust,"[0.9154772758483887, 0.9669519662857056, 0.507439374923706, 0.8943653702735901, 0.11950328946113586, 0.6864221692085266, 0.554326593875885]",repugnance,0.9669519662857056
guilt,When my brother ran away from home and I thought it was because of my continously scolding him. ,anger,"[0.9028990268707275, 0.8378127217292786, 0.7821111083030701, 0.8403335809707642, 0.022518793120980263, 0.7870727777481079, 0.5788331627845764]",irritation,0.9028990268707275
joy,When I saw that I had passed the university entrance exam. It made me forget all my problems. ,joy,"[0.13074105978012085, 0.11864099651575089, 0.11384642124176025, 0.6543441414833069, 0.9726118445396423, 0.1442403644323349, 0.3157438635826111]",achievement,0.9726118445396423
fear,When I was ten I got shut in the school with a friend. I had to jump out of a window and cross a beam metres high. ,disgust,"[0.4869697093963623, 0.8531181216239929, 0.5542990565299988, 0.5693076252937317, 0.29228413105010986, 0.2585770785808563, 0.24760492146015167]",repugnance,0.8531181216239929
anger,When I was told that a boy did not want to be my friend without any apparent reason. ,sadness,"[0.827042281627655, 0.8779051303863525, 0.7823373675346375, 0.4944620132446289, 0.06856909394264221, 0.8970875144004822, 0.7164319753646851]",sadness,0.8970875144004822
sadness,When I learnt that a boy I liked had been with a girl for three years. ,sadness,"[0.7996022701263428, 0.8465920686721802, 0.6195915341377258, 0.7817593812942505, 0.017597191035747528, 0.9028790593147278, 0.6556277871131897]",sadness,0.9028790593147278
disgust,When a very dirty class-mate farted in my presence. There was a terrible smell. ,guilt,"[0.9558703303337097, 0.9692729711532593, 0.8204454183578491, 0.9800096154212952, 0.3371661901473999, 0.8776485919952393, 0.8438808917999268]",misconduct,0.9800096154212952
shame,When I realized that I had a hole in my trousers after having gone for a walk. ,disgust,"[0.8922235369682312, 0.89285808801651, 0.6883810758590698, 0.8485840559005737, 0.17278923094272614, 0.7774341702461243, 0.8529890179634094]",repugnance,0.89285808801651
guilt,When I had an argument with my grandfather the day my younger brother was born. ,anger,"[0.9317029714584351, 0.9097425937652588, 0.32516324520111084, 0.7219235897064209, 0.07619626075029373, 0.6825309991836548, 0.5242362022399902]",anger,0.9317029714584351
joy,"When I saw my year old sister at home after having waited for her all night, not knowing where she was. ",joy,"[0.2595489025115967, 0.24362538754940033, 0.597635805606842, 0.6126604676246643, 0.8002012968063354, 0.22350232303142548, 0.2741186022758484]",joy,0.8002012968063354
fear,While I was waiting for them to give me the marks of the most difficult subject this year. ,fear,"[0.8623889088630676, 0.544093668460846, 0.915191113948822, 0.6114854216575623, 0.2931789755821228, 0.6880474090576172, 0.46291226148605347]",anxiety,0.915191113948822
anger,"I had an argument with my mother because I criticized the rules she imposes at home, which are too rigid and arbitrary for me. ",anger,"[0.9169417023658752, 0.9039227366447449, 0.4255199134349823, 0.6692651510238647, 0.2180556058883667, 0.727893590927124, 0.6223680973052979]",irritation,0.9169417023658752
sadness,When I learned that a friend of mine had not been speaking to her boyfriend for a week after an argument because of unfounded jealousy. ,anger,"[0.7989646792411804, 0.6637130379676819, 0.6087366938591003, 0.6518427729606628, 0.08237398415803909, 0.7833928465843201, 0.3911621868610382]",irritation,0.7989646792411804
disgust,On seeing a scene of an accident in a magazine. ,disgust,"[0.7770773768424988, 0.9044182896614075, 0.8315298557281494, 0.49968066811561584, 0.06955381482839584, 0.8743098974227905, 0.5695400834083557]",repugnance,0.9044182896614075
shame,A few days back I had to ask a professor a ridiculous question because I had lost at a game of cards and had to pay a forfeit. ,shame,"[0.7966792583465576, 0.8246452212333679, 0.590886652469635, 0.8423784971237183, 0.04050840437412262, 0.6647288799285889, 0.8473406434059143]",dishonor,0.8473406434059143
guilt,When I shouted at my mother when she was nervous and depressed. ,fear,"[0.9507318139076233, 0.922417402267456, 0.9707099199295044, 0.9432995319366455, 0.055401526391506195, 0.9671761393547058, 0.697512149810791]",anxiety,0.9707099199295044
joy,After several days delay in my girlfriend's menstration I was very glad to see that the pregnancy test was negative. ,joy,"[0.3013957440853119, 0.06487714499235153, 0.9379855394363403, 0.7906599640846252, 0.997334361076355, 0.06337567418813705, 0.5293705463409424]",happy,0.997334361076355
fear,"When I saw a TV program on the North American military plan called ""The startwar"". ",disgust,"[0.5170222520828247, 0.7317004203796387, 0.49936676025390625, 0.5446536540985107, 0.25307977199554443, 0.27598267793655396, 0.14191313087940216]",repugnance,0.7317004203796387
anger,I felt angry when I saw on T. V the last slaughter of negroes in South Africa. ,anger,"[0.9898097515106201, 0.9762039184570312, 0.8608906269073486, 0.8504571914672852, 0.03361158445477486, 0.9392520785331726, 0.7364923357963562]",irritation,0.9898097515106201
sadness,When I saw the pictures of the draught in Etiopia. ,disgust,"[0.5402345657348633, 0.842377781867981, 0.6802341938018799, 0.39413586258888245, 0.04291355982422829, 0.8352000117301941, 0.1357298195362091]",repugnance,0.842377781867981
disgust,Whenever I see an alcoholic. ,disgust,"[0.7495860457420349, 0.9040873646736145, 0.7142966985702515, 0.7281006574630737, 0.06626102328300476, 0.7738788723945618, 0.5457844734191895]",repugnance,0.9040873646736145
shame,"On New Year's Eve, when I went to the house of my girlfriend's parents to meet them. ",guilt,"[0.38917550444602966, 0.31333571672439575, 0.4972347021102905, 0.7632827758789062, 0.6014676094055176, 0.2809779644012451, 0.6640333533287048]",culpability,0.7632827758789062
guilt,When I failed an exam for which I knew that I had not studied hard enough. ,guilt,"[0.8344430923461914, 0.9237748384475708, 0.7407515645027161, 0.9410067200660706, 0.01723514497280121, 0.8406760096549988, 0.7912314534187317]",culpability,0.9410067200660706
joy,The day the Real Madrid team of basket ball qualified for the final at Athens. ,joy,"[0.08890529721975327, 0.08934827893972397, 0.1501321643590927, 0.44001322984695435, 0.9746741652488708, 0.012617301195859909, 0.05394831672310829]",achievement,0.9746741652488708
fear,The last time I was face to face with with the monstrous dog which lives in my street. ,disgust,"[0.6780109405517578, 0.9096035957336426, 0.6788425445556641, 0.4917941391468048, 0.12174567580223083, 0.4561258852481842, 0.24201618134975433]",repugnance,0.9096035957336426
anger,"During a trivial (friendly) discussion, one of the participants made an intervention which made me feel uncomfortable. ",disgust,"[0.8990722298622131, 0.9465700387954712, 0.7293581962585449, 0.764293372631073, 0.06757985055446625, 0.6846235990524292, 0.6847590804100037]",repugnance,0.9465700387954712
sadness,When I heard the last regulation of the socialist govrenment concerning pensions. ,anger,"[0.7044202089309692, 0.6921717524528503, 0.5839093923568726, 0.3356268107891083, 0.14315755665302277, 0.6191704869270325, 0.2261364907026291]",irritation,0.7044202089309692
disgust,When I got to know the details if the famine in East Africa. ,sadness,"[0.5294604301452637, 0.7406390309333801, 0.7354503273963928, 0.5612544417381287, 0.5188599824905396, 0.8987002372741699, 0.24848023056983948]",sadness,0.8987002372741699
shame,"The last time I had to phone the Registry, after having called them so many times in the last few days. ",joy,"[0.5802785754203796, 0.36414772272109985, 0.4842202067375183, 0.6002873182296753, 0.6126312017440796, 0.23989981412887573, 0.33664727210998535]",achievement,0.6126312017440796
guilt,"During an argument with my brother, I behaved rather intransigently, even cruelly, wishing to morally hurt the ""person"" opposed to me. ",guilt,"[0.9221931099891663, 0.8044416904449463, 0.5752451419830322, 0.9462286829948425, 0.7354812026023865, 0.39432787895202637, 0.8505821824073792]",misconduct,0.9462286829948425
joy,When I passed an important exam. ,joy,"[0.08881822973489761, 0.10296867042779922, 0.19811822474002838, 0.7761078476905823, 0.9941599369049072, 0.02602417580783367, 0.0969943180680275]",achievement,0.9941599369049072
fear,"In a rather important exam, when they caught me red handed copying. ",guilt,"[0.7385167479515076, 0.8566497564315796, 0.6336401700973511, 0.9547067284584045, 0.0758885070681572, 0.6798032522201538, 0.6342732906341553]",misconduct,0.9547067284584045
anger,"When my father addressed me directly and maliciously, thus including me in the ""family war"". ",guilt,"[0.8470366597175598, 0.8589232563972473, 0.661884605884552, 0.9660358428955078, 0.10883913934230804, 0.615143358707428, 0.7108601331710815]",misconduct,0.9660358428955078
sadness,When my parents got divorced. ,disgust,"[0.74285888671875, 0.8997581601142883, 0.668755829334259, 0.8000861406326294, 0.13522367179393768, 0.8779139518737793, 0.6522495746612549]",repugnance,0.8997581601142883
disgust,"When I was a child, one day while playing, I fell up to my waist in mud. ",disgust,"[0.7554595470428467, 0.8857529163360596, 0.5880118608474731, 0.7104891538619995, 0.2478814423084259, 0.7335101366043091, 0.57975172996521]",repugnance,0.8857529163360596
shame,When I was dismissed from a job after having been accused of theft. ,guilt,"[0.8102045059204102, 0.9299086332321167, 0.6773244738578796, 0.9634723663330078, 0.01660088449716568, 0.8658344745635986, 0.8663588762283325]",misconduct,0.9634723663330078
guilt,"When I was with a girl who seemed to love me, while I was with her just to go to bed with her. ",guilt,"[0.6062196493148804, 0.5222532153129578, 0.32224756479263306, 0.8721007704734802, 0.1592012196779251, 0.5454667806625366, 0.504507839679718]",misconduct,0.8721007704734802
joy,When I passed an exam which I had failed last year. ,joy,"[0.12777134776115417, 0.21672314405441284, 0.08178634941577911, 0.6231091618537903, 0.979617178440094, 0.014526382088661194, 0.08957111090421677]",achievement,0.979617178440094
fear,When I go out alone at night. ,sadness,"[0.6356672048568726, 0.873826265335083, 0.8144915103912354, 0.8680920600891113, 0.573817253112793, 0.8851629495620728, 0.6966331005096436]",loneliness,0.8851629495620728
anger,A murder. ,guilt,"[0.3430871069431305, 0.514297366142273, 0.8500708341598511, 0.8931314945220947, 0.022572563961148262, 0.4080692529678345, 0.3252548277378082]",culpability,0.8931314945220947
sadness,When I failed two subjects last year. ,disgust,"[0.6765779852867126, 0.7859776020050049, 0.5168455243110657, 0.7319062948226929, 0.01005236804485321, 0.7182413339614868, 0.6576105356216431]",repugnance,0.7859776020050049
disgust,When I see people who have no sentiments. ,anger,"[0.766587495803833, 0.44616347551345825, 0.37009045481681824, 0.42176973819732666, 0.03816917911171913, 0.4827873110771179, 0.3858305513858795]",irritation,0.766587495803833
shame,"I think that I am rather shy and do not mix with people as I would have liked to, out of shyness. ",fear,"[0.6054131388664246, 0.7397603392601013, 0.9508110880851746, 0.8915382027626038, 0.2410317361354828, 0.5873634219169617, 0.8474733233451843]",fear,0.9508110880851746
guilt,When I triffled with other people. ,anger,"[0.9396538138389587, 0.5548057556152344, 0.5298267006874084, 0.8527668714523315, 0.6170822381973267, 0.18878574669361115, 0.34805455803871155]",irritation,0.9396538138389587
joy,When I was told that I could take a week off and go for a trip with my friends. ,joy,"[0.1280795931816101, 0.237876757979393, 0.22451123595237732, 0.6631985902786255, 0.8772319555282593, 0.017785172909498215, 0.635906457901001]",happy,0.8772319555282593
fear,Every time I went home with my school report. ,joy,"[0.7829616665840149, 0.7438636422157288, 0.7985744476318359, 0.7674121856689453, 0.8037736415863037, 0.6968986988067627, 0.6307764053344727]",achievement,0.8037736415863037
anger,"During an argument between friends, one of them accused me of taking advantage of some other friends who usually come to the university in my car, saying that I ask them too much money for the petrol. ",anger,"[0.9689241647720337, 0.937574565410614, 0.4672679305076599, 0.8571996688842773, 0.07125457376241684, 0.8432653546333313, 0.8813199996948242]",anger,0.9689241647720337
sadness,When I learned that two of my friends had had a serious car accident. ,sadness,"[0.6843997240066528, 0.8487134575843811, 0.796209454536438, 0.6935556530952454, 0.05040265619754791, 0.9120954275131226, 0.5767948031425476]",sadness,0.9120954275131226
disgust,A young man was insulting and humiliating a drunken man. ,guilt,"[0.882154107093811, 0.9598840475082397, 0.6042328476905823, 0.9724799394607544, 0.23824431002140045, 0.6653278470039368, 0.9651334285736084]",misconduct,0.9724799394607544
shame,My aunt phoned me to ask me why I had refused the her invitation to dinner at her home on the New Year's Eve. ,guilt,"[0.7554222941398621, 0.6603067517280579, 0.551474392414093, 0.7717671394348145, 0.21249650418758392, 0.592644453048706, 0.5720429420471191]",culpability,0.7717671394348145
guilt,"I was with a girl one night and then did not call her again, although she had asked me to do so. ",guilt,"[0.7681823968887329, 0.867194652557373, 0.5715628862380981, 0.9573795199394226, 0.2763426899909973, 0.8047001361846924, 0.6316108703613281]",culpability,0.9573795199394226
joy,When I saw that I had passed an exam. It was the last chance and there was a lot at stake. ,joy,"[0.23962444067001343, 0.1676117479801178, 0.7157393097877502, 0.8035212159156799, 0.9568558931350708, 0.06532812863588333, 0.11981183290481567]",achievement,0.9568558931350708
fear,"On a trip to Santander we wanted to stop at a curve because a friend was sick, and the car skidded of the gravel. ",disgust,"[0.7808148860931396, 0.8308270573616028, 0.790981650352478, 0.7670904397964478, 0.08939814567565918, 0.7017717361450195, 0.498043417930603]",repugnance,0.8308270573616028
anger,My cousins were playing at home and one of them broke a decorative object which was very precious to me. ,sadness,"[0.8515790700912476, 0.9301599264144897, 0.7640931606292725, 0.9293245077133179, 0.05713338777422905, 0.9476267695426941, 0.7005388140678406]",sadness,0.9476267695426941
sadness,All my friends arranged to go for an afternoon snack and they did not tell me. They told me that they did not have my phone number but I do not think that this was true. ,guilt,"[0.8245917558670044, 0.6885513067245483, 0.49919164180755615, 0.9434958100318909, 0.09976542741060257, 0.7213993072509766, 0.6879805326461792]",misconduct,0.9434958100318909
disgust,When I saw a film where a black was rapeing a girl while another one was filming it for a pornographic movie. ,disgust,"[0.7561823725700378, 0.9363896250724792, 0.698859691619873, 0.8544443249702454, 0.04872243106365204, 0.6219685673713684, 0.7271206974983215]",repugnance,0.9363896250724792
shame,I was swimming in the sea and a wave took the top part of my bikini away. ,disgust,"[0.7766777276992798, 0.8405299186706543, 0.7143730521202087, 0.6423999071121216, 0.027854571118950844, 0.8270056843757629, 0.5766584873199463]",repugnance,0.8405299186706543
guilt,I was looking after a child and she fell down because I was not paying her much attention. One side of her face got bruised. ,guilt,"[0.8630713224411011, 0.8586456179618835, 0.7518100738525391, 0.9844434261322021, 0.04147624969482422, 0.8713786602020264, 0.7268997430801392]",culpability,0.9844434261322021
joy,"When I pass exams, or when a close friend of mine recovered from an illness,etc. ",joy,"[0.12251729518175125, 0.33626165986061096, 0.1645706743001938, 0.6848723888397217, 0.9662758708000183, 0.06696517765522003, 0.6889808773994446]",achievement,0.9662758708000183
fear,"Fights that I see in the middle of the street, robberies, fear of darkness when going home. ",fear,"[0.9370653629302979, 0.8980975151062012, 0.9845712184906006, 0.9276669025421143, 0.001405157963745296, 0.8782120943069458, 0.29427289962768555]",anxiety,0.9845712184906006
anger,"During a family discussion on my future and my prospects as a student, they accused me of not bothering about looking for a job to assume my financial situation. ",shame,"[0.8140503168106079, 0.8384326100349426, 0.6574516296386719, 0.8251609206199646, 0.07711292803287506, 0.6286731958389282, 0.9215989112854004]",discredit,0.9215989112854004
sadness,[ Depressions. ] ,sadness,"[0.13830715417861938, 0.9590049386024475, 0.9767906665802002, 0.8372288942337036, 0.0016066899988800287, 0.9985028505325317, 0.8817907571792603]",sadness,0.9985028505325317
disgust,"Some people whom I do not like at all, and one of the reasons is their physical appearance. ",disgust,"[0.9189140200614929, 0.976773738861084, 0.6803902983665466, 0.7513640522956848, 0.29461243748664856, 0.8262338042259216, 0.43263229727745056]",repugnance,0.976773738861084
shame,"For example, to feel bad because of one's attire, to be among people who do not belong to the same social class, to give a wrong answer in class, to be surprised in particular situations. ",sadness,"[0.9675474166870117, 0.9411100745201111, 0.9538419842720032, 0.9510716795921326, 0.02523437887430191, 0.9794470071792603, 0.9687036871910095]",unhappy,0.9794470071792603
guilt,Some of my friends had an argument. I had earlier phoned one of them and that may have influenced him to argue. ,guilt,"[0.8293125629425049, 0.7149849534034729, 0.5413069725036621, 0.8681915998458862, 0.05451201647520065, 0.5829095244407654, 0.7248011827468872]",culpability,0.8681915998458862
joy,When I met a very close friend of mine after one year of separation. ,joy,"[0.11957400292158127, 0.1064930111169815, 0.31995633244514465, 0.7732375264167786, 0.8089878559112549, 0.06974254548549652, 0.3862163722515106]",joy,0.8089878559112549
fear,There was an earthquake for several minutes and I was on the eight floor. ,fear,"[0.49763378500938416, 0.7237452864646912, 0.7781887054443359, 0.6071655750274658, 0.1377728432416916, 0.3006773889064789, 0.6725755333900452]",fear,0.7781887054443359
anger,An argument among several friends because of the irrational behavior of one of them who fell out with us for no reason and said that we were to blame. ,anger,"[0.9623593091964722, 0.840004026889801, 0.39311084151268005, 0.9534987211227417, 0.00848816055804491, 0.8917437195777893, 0.8388131260871887]",anger,0.9623593091964722
sadness,"A class-mate died after being two months in coma, after a car accident. ",sadness,"[0.4171707034111023, 0.6856603026390076, 0.7107728719711304, 0.47505664825439453, 0.01391511783003807, 0.9163556098937988, 0.3475190997123718]",sadness,0.9163556098937988
disgust,Pictures of Nazi extermination camps on a T. V program. ,fear,"[0.47075238823890686, 0.8997594714164734, 0.940719485282898, 0.44829055666923523, 0.010778444819152355, 0.911556601524353, 0.3767962157726288]",horror,0.940719485282898
shame,Equivocal situation when filling a security questionnaire on entering a government building with several people there. ,fear,"[0.7471378445625305, 0.7754127979278564, 0.8679795861244202, 0.8254866600036621, 0.020984115079045296, 0.4545252025127411, 0.4837300777435303]",anxiety,0.8679795861244202
guilt,I left a boy with whom I was going around without giving him any explanations. ,guilt,"[0.6224297881126404, 0.63948655128479, 0.43259844183921814, 0.9426036477088928, 0.15288092195987701, 0.7147807478904724, 0.5113610625267029]",misconduct,0.9426036477088928
joy,When my sister was born. ,guilt,"[0.20087482035160065, 0.14867080748081207, 0.2314264327287674, 0.5473823547363281, 0.5091890692710876, 0.10783351212739944, 0.1382690668106079]",culpability,0.5473823547363281
fear,When they tried to rob me. ,guilt,"[0.8288338780403137, 0.8904151320457458, 0.8428192734718323, 0.9408552646636963, 0.41133829951286316, 0.6121178865432739, 0.5063273310661316]",misconduct,0.9408552646636963
anger,When I failed an exam unfairly. ,disgust,"[0.711479663848877, 0.9462839961051941, 0.6059994697570801, 0.8931580185890198, 0.0068472037091851234, 0.8188453316688538, 0.7322143912315369]",repugnance,0.9462839961051941
sadness,When my grandmother died. ,sadness,"[0.6540523171424866, 0.7404372096061707, 0.5506787300109863, 0.7294646501541138, 0.07625728100538254, 0.9252025485038757, 0.41911372542381287]",grief,0.9252025485038757
disgust,When I see dead dogs on the road. ,disgust,"[0.860626220703125, 0.9315091967582703, 0.694613516330719, 0.7074673175811768, 0.045994363725185394, 0.9083015322685242, 0.5033082962036133]",repugnance,0.9315091967582703
shame,When I went to see the doctor and had to take my clothes off so that he could examine me. ,disgust,"[0.7644824385643005, 0.9075067043304443, 0.868061363697052, 0.8623066544532776, 0.13550733029842377, 0.548021674156189, 0.774295449256897]",repugnance,0.9075067043304443
guilt,When my parents quarelled over something I had done and which was wrong. ,disgust,"[0.9404267072677612, 0.9569176435470581, 0.8679291605949402, 0.9135836362838745, 0.03976507857441902, 0.9023000597953796, 0.8170258402824402]",repugnance,0.9569176435470581
joy,When my little sister was born. ,joy,"[0.19277268648147583, 0.1381497085094452, 0.2513023912906647, 0.6813269257545471, 0.7340807914733887, 0.08752626180648804, 0.448770672082901]",achievement,0.7340807914733887
fear,"When I was attending an authorized demonstrationand the police rushed brutally at the demonstrators, without any warning. ",disgust,"[0.8583028316497803, 0.9388955235481262, 0.8923552632331848, 0.9284036755561829, 0.037444695830345154, 0.8680940270423889, 0.6402052640914917]",repugnance,0.9388955235481262
anger,"When a professor of this faculty laughed at, and was suspicious of a composition written by a class-mate and me. ",anger,"[0.9145318269729614, 0.9109222888946533, 0.7703142762184143, 0.8408969640731812, 0.0301388930529356, 0.8614152073860168, 0.8213062286376953]",irritation,0.9145318269729614
sadness,"The death of a relative, friend, or someone I esteem. ",sadness,"[0.33319154381752014, 0.745412290096283, 0.9550032019615173, 0.9570755362510681, 0.03186200559139252, 0.9803476333618164, 0.23428921401500702]",grief,0.9803476333618164
