labels,text,emotion,prob_emotion,emotion_word,prob_max
disgust,When I see the acts and deeds of a blind drunk man. ,disgust,"[0.8094717264175415, 0.8232932090759277, 0.7656679153442383, 0.7454321980476379, 0.20538200438022614, 0.7396953701972961, 0.729694664478302]",disgust,0.8232932090759277
shame,When I wasn't well prepared for a terminal exam and the teacher tried to give me a three by asking me some very easy questions. I burned with shame then. ,shame,"[0.08739174902439117, 0.9572208523750305, 0.13739639520645142, 0.918184220790863, 0.41301682591438293, 0.15507733821868896, 0.9964457154273987]",shame,0.9964457154273987
guilt,When once my mother asked me to do some work for her at home because she was busy and moreover this work was to be done by a man. But it remained undone. ,guilt,"[0.6610389351844788, 0.6774480938911438, 0.7993786334991455, 0.8738059401512146, 0.4136185944080353, 0.8736220598220825, 0.783078670501709]",guilt,0.8738059401512146
joy,"I feel joy usually after each taken exam, the last one was in February. ",joy,"[0.0008239351445809007, 0.0009514553821645677, 0.0015782341361045837, 0.0007907768595032394, 0.9978901743888855, 0.0006233607418835163, 0.0008259309106506407]",joy,0.9978901743888855
fear,It was not long ago when I and two of friends of mine got quite drunk and one of them began to rave under the influence of the alcohol. I felt fear of what could have happened. ,fear,"[0.002925343345850706, 0.22226588428020477, 0.9969817996025085, 0.4321637451648712, 0.2585826814174652, 0.006592962425202131, 0.004991419147700071]",fear,0.9969817996025085
anger,"I felt anger at my last exam, I felt angry with our teacher, because he did not rate me objectively and I failed. ",anger,"[0.9986535310745239, 0.45113909244537354, 0.015096340328454971, 0.009389914572238922, 0.22105437517166138, 0.002228338969871402, 0.20631644129753113]",anger,0.9986535310745239
sadness,"I met a girl some time ago and I cared very much about her but it happened so that we left each other. I felt some sort of sadness, I think I can call it so. ",sadness,"[0.0007788916700519621, 0.032373297959566116, 0.0039049845654517412, 0.007800638675689697, 0.14718951284885406, 0.9929987192153931, 0.004423877689987421]",sadness,0.9929987192153931
disgust,I had a very good friend (boy) and I thought I could rely on him but he behaved badly with a girl who used to trust us completely. ,sadness,"[0.9102582931518555, 0.9095484614372253, 0.8710792064666748, 0.9218229055404663, 0.1494416445493698, 0.9428402185440063, 0.9079568386077881]",sadness,0.9428402185440063
shame,Immediately after the New Year holidays I happened to visit a party where there was a lot of alcohol and I became drunk. On the next day I felt sort of ashamed when I remembered what I had said and done on the night before. ,shame,"[0.17852388322353363, 0.9316577315330505, 0.4527754485607147, 0.9749079346656799, 0.25272679328918457, 0.7423503398895264, 0.995433509349823]",embarrassment,0.995433509349823
guilt,Last year I put off an exam for the autumn session without knowing if there was a supplementary examination session. When I came home with my exam unpassed I felt guilty before my parents when I remembered how much they had done for me. ,guilt,"[0.00735044851899147, 0.16768017411231995, 0.1770688146352768, 0.997044026851654, 0.2909284234046936, 0.6226096749305725, 0.8705443739891052]",guilt,0.997044026851654
joy,When I was admitted to the Higher Institute. ,joy,"[0.11781951040029526, 0.05763106048107147, 0.49016496539115906, 0.2195650190114975, 0.9467632174491882, 0.10750582814216614, 0.14787891507148743]",happiness,0.9467632174491882
fear,I felt fear when I fell down and broke my leg into pieces and I could not feel it at all. ,fear,"[0.0012152021517977118, 0.002979678101837635, 0.9861599802970886, 0.006221987772732973, 0.0028049054089933634, 0.00478969793766737, 0.001904275850392878]",fear,0.9861599802970886
anger,I felt angry when I failed in an exam about which I knew quite a few things and I did not deserve to be plucked. ,anger,"[0.9985626339912415, 0.7539721131324768, 0.011783894151449203, 0.012255842797458172, 0.46164631843566895, 0.0030447186436504126, 0.1692170798778534]",anger,0.9985626339912415
sadness,When my mother and father were on an excursion in Chechoslovakia and I was at a student camp and I heard over the radio about the events that were taking place there. ,sadness,"[0.8615943193435669, 0.8511871695518494, 0.9189519882202148, 0.860261082649231, 0.7900946736335754, 0.9532719254493713, 0.7590723037719727]",grief,0.9532719254493713
disgust,I felt disgust with alcohol in general when a close friend of mine got so drunk that he didn't realize what he was doing and it was quite shameful. ,disgust,"[0.8965187072753906, 0.9965670108795166, 0.7317256927490234, 0.16815774142742157, 0.17893290519714355, 0.008954416960477829, 0.9715926051139832]",disgust,0.9965670108795166
shame,I felt ashamed when my parents found out that I had deceived them. ,shame,"[0.015252351760864258, 0.8964691758155823, 0.0500003881752491, 0.9730034470558167, 0.2748684287071228, 0.3225128650665283, 0.9982264637947083]",shame,0.9982264637947083
guilt,"I felt guilty when I had taken the car keys and I had an accident but as my parents did not know who was to blame, they punished my brother because I had no driving licence and they thought it impossible that had driven the car. ",guilt,"[0.15772725641727448, 0.6542130708694458, 0.13120761513710022, 0.9978474378585815, 0.353312224149704, 0.8012164235115051, 0.9530502557754517]",guilt,0.9978474378585815
joy,I felt joy when I was admitted to the Higher Agricultural Institute. ,joy,"[0.0005249530076980591, 0.0015056345146149397, 0.005918035749346018, 0.0005270768306218088, 0.998383641242981, 0.0005001270328648388, 0.0005740580381825566]",joy,0.998383641242981
fear,I feel fear quite often but this feeling was very strong last year when my husband was quite unexpectedly sent to the hospital. ,fear,"[0.0024118113797158003, 0.10946401208639145, 0.9981003403663635, 0.006433452945202589, 0.024751761928200722, 0.011587811633944511, 0.005006945226341486]",fear,0.9981003403663635
anger,That was what I felt with a teacher who put down quite unreal marks. ,shame,"[0.6230406761169434, 0.6045385599136353, 0.5460052490234375, 0.3901393711566925, 0.2833140194416046, 0.23379915952682495, 0.6549957990646362]",humiliation,0.6549957990646362
sadness,I felt sad when a friend of mine died and I felt that something had irrevocably gone away from me. ,sadness,"[0.0023446797858923674, 0.06642767041921616, 0.10312262177467346, 0.049531590193510056, 0.3307107388973236, 0.9982910752296448, 0.02814631722867489]",sadness,0.9982910752296448
disgust,"I felt disgust with a lady teacher who used to nag, to mock, to interrupt everyone of my fellow students each time we had a class with her in our first year. ",disgust,"[0.6188433766365051, 0.9985478520393372, 0.3770992159843445, 0.004001841880381107, 0.3570234179496765, 0.0023840568028390408, 0.948072612285614]",disgust,0.9985478520393372
shame,That was what I felt when I told my first lie and then was cought. ,shame,"[0.5256307721138, 0.6469241976737976, 0.8433046936988831, 0.8898757100105286, 0.1439577043056488, 0.6862654089927673, 0.8972539901733398]",humiliation,0.8972539901733398
guilt,I felt guilty when I failed to take an exam though I had had enough time to read for it but I hadn't made use of it. ,guilt,"[0.004542716778814793, 0.08286727964878082, 0.01872960478067398, 0.9987704157829285, 0.14407330751419067, 0.5054655075073242, 0.6661911606788635]",guilt,0.9987704157829285
joy,I was for the first time on a brigade this year. At that time my sister was to bear a child. I was mad with joy when I opened the telegram from my parents and learned I had a nephew. ,joy,"[0.13556714355945587, 0.0025374586693942547, 0.04548443481326103, 0.0018068401841446757, 0.9968311190605164, 0.0005001513054594398, 0.001117717009037733]",joy,0.9968311190605164
fear,It was some years ago when one evening some people came home and told us my father was badly injured in an accident. ,sadness,"[0.8021855354309082, 0.6500057578086853, 0.9398462176322937, 0.8272015452384949, 0.6319642066955566, 0.9802676439285278, 0.8590866923332214]",sadness,0.9802676439285278
anger,"I faced this feeling when I realized I wasn't admitted to the institute in the first classifying, in spite of the high mark I had got at the entrance examination. ",sadness,"[0.5506173968315125, 0.6840142607688904, 0.6541240215301514, 0.6188409328460693, 0.061992060393095016, 0.8502017855644226, 0.7541636228561401]",sadness,0.8502017855644226
sadness,Always when I get separated from my friends and relatives from my home town. ,sadness,"[0.639825701713562, 0.7441893219947815, 0.8567728996276855, 0.7454638481140137, 0.48228469491004944, 0.952094554901123, 0.5825908780097961]",sadness,0.952094554901123
disgust,I feel disgust with my first boyfriend who made fun of our love in an abominable way. ,disgust,"[0.9426135420799255, 0.9989399313926697, 0.9097905158996582, 0.02199714444577694, 0.13884486258029938, 0.003057139227166772, 0.9874987006187439]",disgust,0.9989399313926697
shame,I have always felt ashamed for some people's behavior to their too old parents. I have felt hurt and shy when they have left them to the mercy of fate. ,shame,"[0.364250123500824, 0.8327227830886841, 0.9414041638374329, 0.9771497845649719, 0.22620750963687897, 0.9541643261909485, 0.9942256808280945]",shame,0.9942256808280945
guilt,I feel always guilty before my parents when I come home and have to tell them I have failed an exam. ,guilt,"[0.005271658767014742, 0.3865770399570465, 0.08415939658880234, 0.9988576173782349, 0.10618162155151367, 0.6871913075447083, 0.9638950228691101]",guilt,0.9988576173782349
joy,Naturally when I got myself discharged this was my second birthday. ,joy,"[0.193243145942688, 0.14438140392303467, 0.2476220428943634, 0.2857194244861603, 0.921322762966156, 0.33363503217697144, 0.1689336895942688]",happiness,0.921322762966156
fear,When I failed my first exam at the Higher Institute. ,sadness,"[0.818402111530304, 0.8679007887840271, 0.9240217804908752, 0.8969129323959351, 0.03420732542872429, 0.960481584072113, 0.9344269037246704]",sadness,0.960481584072113
anger,A nuisance used to live in our flat a month ago. I experienced this feeling when I tried to chase her out. ,disgust,"[0.6534505486488342, 0.7854962348937988, 0.6111089587211609, 0.39095309376716614, 0.17117276787757874, 0.3242601454257965, 0.3712927997112274]",disgust,0.7854962348937988
sadness,After my father's death. ,sadness,"[0.7420509457588196, 0.7687751650810242, 0.7949952483177185, 0.849437415599823, 0.4821149706840515, 0.9774810075759888, 0.6872106194496155]",sorrow,0.9774810075759888
disgust,With an alcoholic. ,disgust,"[0.37097418308258057, 0.8362275958061218, 0.5295740365982056, 0.5464032888412476, 0.19578763842582703, 0.36819905042648315, 0.4398286044597626]",bitterness,0.8362275958061218
shame,Once I had dinner at an elegant restaurant and I did not have enough money to pay the bill. There were a lot of people there and I felt quite awkward. ,shame,"[0.6783401966094971, 0.7204540967941284, 0.9297400116920471, 0.8913447856903076, 0.15987059473991394, 0.9042280912399292, 0.9796522259712219]",embarrassment,0.9796522259712219
guilt,Something very unpleasant happened when I was a soldier and I was directly involved in it. ,disgust,"[0.7557956576347351, 0.9745050668716431, 0.8560841679573059, 0.8648728728294373, 0.007995461113750935, 0.7429303526878357, 0.7835869193077087]",ugliness,0.9745050668716431
joy,"I felt the greatest burst of joy when after being heavily ill for a long period, my father came back home. ",joy,"[0.0005909175961278379, 0.0022046032827347517, 0.1521410197019577, 0.0007568994187749922, 0.9974967837333679, 0.0007771538221277297, 0.0021192983258515596]",joy,0.9974967837333679
fear,I was terrified during an axcursion in Italy. I was lost and left alone in this unfamiliar country. ,fear,"[0.010158298537135124, 0.3030757009983063, 0.9987998008728027, 0.020273158326745033, 0.049765028059482574, 0.025311458855867386, 0.014341937378048897]",terror,0.9987998008728027
anger,I took part in a football match. The referee was extremely partial to the opposite team. This stirred up my discontent and anger. ,anger,"[0.9958916902542114, 0.9544942378997803, 0.46956667304039, 0.020144576206803322, 0.1880074441432953, 0.006153182126581669, 0.1473376452922821]",anger,0.9958916902542114
sadness,When my first girlfriend an I left each other. ,sadness,"[0.7645511031150818, 0.8055086135864258, 0.7610232830047607, 0.7826778292655945, 0.4601058065891266, 0.9323892593383789, 0.7399802803993225]",sadness,0.9323892593383789
disgust,During a summer holiday at a bar I happened to see a dead to the world woman. ,sadness,"[0.6497136354446411, 0.7362804412841797, 0.8232595324516296, 0.6815828680992126, 0.3760215938091278, 0.9298684000968933, 0.6696725487709045]",sadness,0.9298684000968933
shame,When I first had a sexual intercourse. ,joy,"[0.14335788786411285, 0.05481480062007904, 0.6873181462287903, 0.3264957368373871, 0.8157872557640076, 0.017765531316399574, 0.33936071395874023]",an achievement,0.8157872557640076
guilt,I remember when I was a little boy I broke a Swiss dinner set quite involuntarily. ,shame,"[0.7440153360366821, 0.6475487351417542, 0.7561970353126526, 0.8369376063346863, 0.5997851490974426, 0.8039576411247253, 0.8423764705657959]",embarrassment,0.8423764705657959
joy,When I got a message that I was employed as a nurse at a kindergarten. ,joy,"[0.2095344066619873, 0.07638978958129883, 0.2576428949832916, 0.20384511351585388, 0.9345587491989136, 0.10937794297933578, 0.2383129745721817]",an achievement,0.9345587491989136
fear,When I first sat for an entrance examination. ,fear,"[0.3411986827850342, 0.15336254239082336, 0.9262843728065491, 0.5294278264045715, 0.747948169708252, 0.4196731150150299, 0.6766148209571838]",anxiety,0.9262843728065491
anger,"When a teacher though pretending to be a highly cultivated teacher and a man, slapped a classmate of mine in the face quite undeservedly. ",anger,"[0.9680988788604736, 0.9431371688842773, 0.8585669994354248, 0.9258769154548645, 0.5221992135047913, 0.8599095940589905, 0.8910700082778931]",anger,0.9680988788604736
sadness,When I got separated from my first love. ,sadness,"[0.7576923966407776, 0.8401156067848206, 0.8062394857406616, 0.7696046829223633, 0.5127430558204651, 0.9529139399528503, 0.745267391204834]",sadness,0.9529139399528503
disgust,"Many times, when my father used to come home drunk and maltreated physically me and my mother. ",fear,"[0.9196079969406128, 0.8747949004173279, 0.9511495232582092, 0.8811777830123901, 0.10826292634010315, 0.9102973937988281, 0.8304091691970825]",scare,0.9511495232582092
shame,When for the first and the last time I tried to crib and the teacher was with her back to me but right when I was taking the materials out she turned round and saw me. ,shame,"[0.7956048846244812, 0.7750715017318726, 0.9324848055839539, 0.8710450530052185, 0.5261884331703186, 0.8369657397270203, 0.9406406879425049]",embarrassment,0.9406406879425049
guilt,When at times unconscienciously I speak to my mother in a high tome but after that I am sorry and I feel guilty. ,guilt,"[0.16167347133159637, 0.4415626525878906, 0.5384407639503479, 0.9970149993896484, 0.29503655433654785, 0.9180139899253845, 0.8809530735015869]",guilt,0.9970149993896484
joy,Being invited out by a person I wished to get closer to. He telephoned and invited me to go out with him the next night. ,joy,"[0.01452807430177927, 0.011972526088356972, 0.2983514368534088, 0.1053960993885994, 0.9087852835655212, 0.02827960066497326, 0.04552428424358368]",pleasure,0.9087852835655212
fear,Watching a horror movie with friends. ,fear,"[0.8399270176887512, 0.990294337272644, 0.9943074584007263, 0.23260973393917084, 0.8393692970275879, 0.15096743404865265, 0.13023389875888824]",fear,0.9943074584007263
anger,The breakup of a relationship. After the event I was upset/sad then angry maybe / weeks later. ,sadness,"[0.7758154273033142, 0.8050118088722229, 0.02187933400273323, 0.28224876523017883, 0.2201520800590515, 0.9754780530929565, 0.05751151964068413]",sorrow,0.9754780530929565
sadness,"The funeral of a friend who was killed in a car accident. She was of my own age, there were many of my own friends present, as well as her family etc. ",sadness,"[0.7645353078842163, 0.49598729610443115, 0.7694047093391418, 0.7575646042823792, 0.8294661045074463, 0.9908308982849121, 0.8133127093315125]",sadness,0.9908308982849121
disgust,"Disgust for a person who treated me badly, and has treated other people similarly - including lying, hiding facts, being deceitful, unfair, etc. ",disgust,"[0.6615885496139526, 0.9989290833473206, 0.06147845461964607, 0.04806108400225639, 0.0755242258310318, 0.0030339383520185947, 0.9951791763305664]",disgust,0.9989290833473206
shame,Losing my temper and allowing myself to act childishly by yelling and screaming at a person who I felt had done me wrong - in effect lowering myself to their level. ,anger,"[0.9851329326629639, 0.7763007283210754, 0.36264267563819885, 0.6572768092155457, 0.23240108788013458, 0.02093455195426941, 0.9599385261535645]",anger,0.9851329326629639
guilt,Guilt at often being unable to visit a close relative in hospital after her death I felt very guilty and wished I had done more. ,guilt,"[0.030812406912446022, 0.31741827726364136, 0.699620246887207, 0.9986158609390259, 0.3927665054798126, 0.6630795001983643, 0.6316515803337097]",guilt,0.9986158609390259
joy,Achievement of a task by a friend who had begun a new job. She wasn't confident of handling the situation so was thinking of leaving the job only after days employment. ,fear,"[0.1347368359565735, 0.09467678517103195, 0.8675857782363892, 0.337910532951355, 0.6935485005378723, 0.2109408974647522, 0.14760902523994446]",scare,0.8675857782363892
fear,"Walking home at night after university - part of the way, there are ano lights and I am walking down a thoroughfare with the thouth of no one hearing me if I have to scream. ",fear,"[0.7301594614982605, 0.3033367693424225, 0.976789653301239, 0.33619070053100586, 0.25873783230781555, 0.44199270009994507, 0.41958943009376526]",scare,0.976789653301239
anger,When my son omits to carry out certain duties at home that he knows needs doing. ,guilt,"[0.9102563858032227, 0.8699044585227966, 0.920244574546814, 0.9351291656494141, 0.21736618876457214, 0.9160647392272949, 0.8955850005149841]",guilt,0.9351291656494141
sadness,When I saw my niece ( yrs) crying in the hallway for her mother who had passed away about a month ago. ,sadness,"[0.02158106304705143, 0.24170532822608948, 0.7193429470062256, 0.15660566091537476, 0.8186120986938477, 0.994434654712677, 0.37928882241249084]",grief,0.994434654712677
disgust,With a woman who had walked into my place of employment and urinated on the floor in front of everyone. ,disgust,"[0.9471420645713806, 0.9616022109985352, 0.9048873782157898, 0.8705936670303345, 0.07881997525691986, 0.7467639446258545, 0.9178057909011841]",disgust,0.9616022109985352
shame,"When I found a letter addressed ""To Mum"" by my son, months later, he begged me not to sell his new shoes which he messed up after wearing them for the first time. ",sadness,"[0.5508434176445007, 0.35935744643211365, 0.8806086778640747, 0.9491652846336365, 0.8586942553520203, 0.9566926956176758, 0.9265254735946655]",sadness,0.9566926956176758
guilt,When I had lied to a friend/son about some things we had discussed and I had to be one better. ,guilt,"[0.6672897934913635, 0.6625211238861084, 0.6334240436553955, 0.939646303653717, 0.29137343168258667, 0.7299290895462036, 0.8890195488929749]",guilt,0.939646303653717
joy,Felt joy a few years ago when I was away on holiday. And sat very close to my best friend looking straight into the eyes. ,joy,"[0.00048026928561739624, 0.0004371089453343302, 0.0006201742799021304, 0.0005186514463275671, 0.9978299736976624, 0.00047857750905677676, 0.000505687203258276]",joy,0.9978299736976624
fear,I had to tell someone that I was interested in remaining celibate and alone. And that my spiritual master strictly prohibited sexual relations outside of marriage. This caused great fear through lack of conviction afraid to hurt someone's feelings despite my own being hurt in the process. ,fear,"[0.006308778189122677, 0.4488967955112457, 0.9977501034736633, 0.7191648483276367, 0.025108467787504196, 0.26780131459236145, 0.3844178020954132]",fear,0.9977501034736633
anger,"In a sociology class I felt very angry towards some members of society for exploiting the Polynesian people, dawn raids by Police (Martin Luther King, Blacks in S. A. ). But this was just a reflection of my own shortcomings. ",anger,"[0.9861602187156677, 0.42204713821411133, 0.29959166049957275, 0.7122999429702759, 0.08336686342954636, 0.00623362185433507, 0.52790367603302]",anger,0.9861602187156677
sadness,"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown. ",sadness,"[0.0011582381557673216, 0.007191751152276993, 0.007601692341268063, 0.3175632357597351, 0.14421500265598297, 0.9931869506835938, 0.09037107229232788]",sadness,0.9931869506835938
disgust,"I was disgusted by my paranoid attitude towards myself, my homework at university and disgusted about my lack of retention. Especially in learning another language. ",disgust,"[0.7285643815994263, 0.9966476559638977, 0.9600391387939453, 0.8585996627807617, 0.04061403125524521, 0.07441462576389313, 0.9841960668563843]",disgust,0.9966476559638977
shame,"I felt shame at the hurt I caused to my family especially my parent father, shame of hurting people emotionally. A misconceived self-blaming that didn't do me any good. Shame at being myself as I am. ",shame,"[0.00347914663143456, 0.27782079577445984, 0.09317938983440399, 0.7137927412986755, 0.0127938911318779, 0.17464740574359894, 0.9911102056503296]",shame,0.9911102056503296
guilt,I felt guilty at being part of the successful people. Felt guilty at being a student when other people were not. Guilt about being a potential success in various areas of society. (So stupid this emotion) ,guilt,"[0.0010679475963115692, 0.4848092198371887, 0.24879297614097595, 0.991787850856781, 0.00187705981079489, 0.007384867873042822, 0.17259560525417328]",guilt,0.991787850856781
joy,"When I meet old past pupils of mine - and find they are all doing well - I feel joy. Yesterday I met a young woman ( yrs) I'd taught her at yrs, then at yrs and hadn't seen her for last - yrs she was no longer a waitress but a meter maid for Council. ",joy,"[0.00041752387187443674, 0.0012111830292269588, 0.0029374868609011173, 0.0004903957596980035, 0.9992477893829346, 0.00029189808992668986, 0.0005397761706262827]",joy,0.9992477893829346
fear,"A Maori language oral test, yeaterday - Although I had studied intensely - once in the examiners room ""I blew it"" - I was so nervous I couldn't reply easily - It was very important, but I got only blankness. ",fear,"[0.5204722881317139, 0.5475673675537109, 0.9937204122543335, 0.725520133972168, 0.11470745503902435, 0.7221342325210571, 0.8714184761047363]",anxiety,0.9937204122543335
anger,"A friend visited and made comments that my house/garden were not as neat/tidy as in the past. I'd not seen her a year - She implied I'd gone to the pack (I'd only been working full time, and taking University exams part time). ",shame,"[0.5818756222724915, 0.5417198538780212, 0.5695576667785645, 0.689268946647644, 0.36947810649871826, 0.4024389684200287, 0.7622487545013428]",humiliation,0.7622487545013428
sadness,When my father a th/th generation colonial (from Eng. ) attacked me verbally about my chosen partner. A man whom he discarded because his colour skin was not white. His ultimate disgust saddned me. ,sadness,"[0.4542776942253113, 0.9809198975563049, 0.4226643443107605, 0.599910318851471, 0.25408557057380676, 0.9957043528556824, 0.9260998964309692]",sadness,0.9957043528556824
disgust,"People who came to our home - and requested ""Put out your smoke"". That we should not smoke in our house. . . and asked not even politely. It disgusted me because I think people need to adapt to the situation. ",disgust,"[0.9697266817092896, 0.9981328845024109, 0.7084922790527344, 0.7736172676086426, 0.3022707998752594, 0.32365143299102783, 0.9777209162712097]",disgust,0.9981328845024109
shame,"Put down by my father - at a family outing at mutual family friends dinner. Told ""Not to Speak"". The attitude by him was negative/I was in mid s, I had done many things - a wide range of experiences. Probably greater than he. ",shame,"[0.7149949669837952, 0.9495174884796143, 0.6953198909759521, 0.4384426176548004, 0.21565234661102295, 0.483812540769577, 0.9566856026649475]",humiliation,0.9566856026649475
guilt,"Not attending school, when am not sick - but in need of mental rest. Staff on your return query your ""sickness"" - it is easier in N. Z. to be sick, rather than confide other personal reasons etc. ",shame,"[0.17268042266368866, 0.3101866543292999, 0.6311579346656799, 0.5598419308662415, 0.14359545707702637, 0.5249883532524109, 0.6582054495811462]",embarrassment,0.6582054495811462
joy,My children - each top his class in the final exams . ,joy,"[0.08351638168096542, 0.026011066511273384, 0.2276875525712967, 0.13246656954288483, 0.9470939636230469, 0.12657557427883148, 0.04359985142946243]",an achievement,0.9470939636230469
fear,A truck (big one) nearly mowed me off the road (I was driving a small Lazer). ,fear,"[0.8726780414581299, 0.7439780235290527, 0.9712933301925659, 0.673346996307373, 0.11432827264070511, 0.729691207408905, 0.7549111843109131]",scare,0.9712933301925659
anger,A shop in Downtown wouldn't accept my Visa Card - before December last year. ,anger,"[0.6469144225120544, 0.5646646022796631, 0.5694684982299805, 0.5526358485221863, 0.24768681824207306, 0.43307411670684814, 0.6413546204566956]",outrage,0.6469144225120544
sadness,"My dog of and / years - ""Lord Grey"" died in his sleep - His death caused me more and deeper sadness than I thought. ",sadness,"[0.005331514403223991, 0.07913801819086075, 0.3112143874168396, 0.03286515176296234, 0.17491021752357483, 0.997990608215332, 0.010349083691835403]",sadness,0.997990608215332
disgust,A sour looking man was beating his thin dog in Remuera. ,disgust,"[0.982459306716919, 0.9894691705703735, 0.9204932451248169, 0.8583700060844421, 0.2380438894033432, 0.9640477895736694, 0.8340004682540894]",bitterness,0.9894691705703735
shame,I told Mr Winter of Downtown Fashion to go to - when he did not accept my Visa ! ,anger,"[0.9704020023345947, 0.9307082891464233, 0.516700804233551, 0.5830361843109131, 0.5267820358276367, 0.15556706488132477, 0.673852264881134]",anger,0.9704020023345947
guilt,When I accepted a lunch invitation from a past male friend. ,joy,"[0.27683091163635254, 0.14281804859638214, 0.6743696928024292, 0.7135897874832153, 0.7520003914833069, 0.20471450686454773, 0.565788984298706]",happiness,0.7520003914833069
joy,When my daughter was born. ,joy,"[0.21929384768009186, 0.11628206819295883, 0.5424338579177856, 0.5448923707008362, 0.9503745436668396, 0.8056899309158325, 0.2312472015619278]",happiness,0.9503745436668396
fear,When my mother entered surgery for a quadruple heart bypass. I felt intense fear at the time she was actually wheeled away. ,fear,"[0.004726007115095854, 0.24960340559482574, 0.9960519671440125, 0.04761100187897682, 0.26311126351356506, 0.03649090602993965, 0.0058243535459041595]",fear,0.9960519671440125
anger,When my husband got picked up in our new car for drunken driving. We had made a pact the other would not drink and so therefore would be the driver for the evening etc. I was not present at the time. ,sadness,"[0.8340423107147217, 0.733733594417572, 0.8484494686126709, 0.7759815454483032, 0.3385829031467438, 0.8847900629043579, 0.8211775422096252]",sadness,0.8847900629043579
sadness,When my grandmother died very suddenly without warning. ,sadness,"[0.805867612361908, 0.7643460631370544, 0.950395405292511, 0.8083271384239197, 0.633358895778656, 0.9659919142723083, 0.7355933785438538]",sadness,0.9659919142723083
disgust,When the N. Z. rugby union announced that they would proceed with a rugby tour of South Africa. ,joy,"[0.21017034351825714, 0.21288898587226868, 0.42326629161834717, 0.4086650013923645, 0.8224557638168335, 0.08496972173452377, 0.20904800295829773]",an achievement,0.8224557638168335
shame,When I was unable to respond to a welcome in my indigenous language of Maori at an important function where I was the only woman in the group and it was expected of me. ,shame,"[0.83522629737854, 0.8153776526451111, 0.8874498605728149, 0.9109297394752502, 0.04512573033571243, 0.9474011659622192, 0.956012487411499]",embarrassment,0.956012487411499
guilt,When I made an excuse to get out of participating in an important family occasion that I should not have missed. ,guilt,"[0.7656962871551514, 0.7961772680282593, 0.5916699767112732, 0.9570965766906738, 0.31565287709236145, 0.8705887198448181, 0.9127280712127686]",guilt,0.9570965766906738
joy,"Being reunited with my family after not having seen them for years, at the airport. Sheer elation at getting through the ""paper work"" collecting bags and the anticipation of coming through the customs gate. ",joy,"[0.0008018738590180874, 0.0006938017904758453, 0.036516375839710236, 0.0008898247615434229, 0.9966908693313599, 0.0006527822697535157, 0.0015451919753104448]",happiness,0.9966908693313599
fear,"I caught a huge eel on a fishing line which I had pulled into the boat. I cut the line and threw the whole lot back into the water. Later that day and about ten miles away I went swimming and someone made the comment wondering how far eels could swim, I abruptly ended swimming for fear at an unseen eel for a few days until we had left the district. ",fear,"[0.37878796458244324, 0.872383713722229, 0.9914873838424683, 0.8319306373596191, 0.19243212044239044, 0.28242164850234985, 0.6178874373435974]",fear,0.9914873838424683
anger,"My partner without discussing with me the situation decided it was time for us to have a break and went ahead and arranged his own life for the next - months, then told me the day before it was about to happen having been tolerant and friendly for the preceding week. ",sadness,"[0.8228662014007568, 0.729464590549469, 0.823538064956665, 0.6743448376655579, 0.08916860818862915, 0.8250738382339478, 0.7508646845817566]",sadness,0.8250738382339478
sadness,"I had been living in an overseas city and made the decision to leave the city and come home about months before I met a whole new set of friends, leaving them at the airport was sad and traumatic as they had helped me in many ways and I knew I wouldn't see many of them again. ",sadness,"[0.0077443672344088554, 0.15950365364551544, 0.9380964636802673, 0.6746021509170532, 0.1671462059020996, 0.9977860450744629, 0.23307110369205475]",sadness,0.9977860450744629
fear,After I had managed to fail my first year at University I was scared as to what I was going to do with my future. I didn't want a mundane - job and yet I didn't know if I could pay my way through an unsubsidized year at university to settle down and continue my studies. ,fear,"[0.04108388349413872, 0.46694785356521606, 0.9965786337852478, 0.5493327975273132, 0.25016358494758606, 0.5229746103286743, 0.8164936304092407]",fear,0.9965786337852478
anger,This situation keeps occurring - when my little sister disagrees with me or vice-versa. We have very similar temperaments and I always end up feeling angry at her and myself for fighting so much over unimportant trivial matters. ,anger,"[0.995804488658905, 0.9043334722518921, 0.3478729724884033, 0.09020809829235077, 0.1078399047255516, 0.0026959171518683434, 0.18930144608020782]",anger,0.995804488658905
sadness,"When my grandmother, who has been living with us for years, had a stroke and was left paralysed on one side. She has been quite close to our family and to see her suffer in this way makes me feel really sad. ",sadness,"[0.003772041527554393, 0.17538957297801971, 0.4227786958217621, 0.2559119760990143, 0.45015519857406616, 0.9988405108451843, 0.04563687741756439]",sadness,0.9988405108451843
disgust,"A gathering of a social sports club at which they proceeded to show pornographic videos and then afterwards (when most people had had quite a bit to drink) carried on in a very degrading, unmoral manner - especially females exposing and flaunting themselves with no shame or embarassment. ",disgust,"[0.8502599000930786, 0.890835702419281, 0.5920979976654053, 0.007888572290539742, 0.1942414492368698, 0.5515531301498413, 0.11538047343492508]",disgust,0.890835702419281
shame,"Like guilt - the most ashamed I have ever felt was when I began to feel guilty about having sex with my boyfriend when it was only ""the thing to do"", and not really an act of love. ",guilt,"[0.0054674227721989155, 0.8121790885925293, 0.10847558081150055, 0.9957908391952515, 0.06634030491113663, 0.07274453341960907, 0.9831599593162537]",guilt,0.9957908391952515
