labels,text,feels_s,prob_feels_s,emotion_word,prob_max
shame,"I feel this emotion very often when I try to express my feelings in public, because other people do not understand my reactions and think that I am silly. ",shame,"[0.9717345237731934, 0.9408126473426819, 0.951601505279541, 0.9412871599197388, 0.3595251739025116, 0.8903970718383789, 0.9765079021453857]",embarrassed,0.9765079021453857
guilt,A friend of mine said in a group that she felt lonely and withdrawn from everyone because of mental deficiency. ,sadness,"[0.3363287150859833, 0.937929630279541, 0.8435437083244324, 0.9071438908576965, 0.0022489414550364017, 0.9967504739761353, 0.9152591228485107]",lonely,0.9967504739761353
joy,When I passed the university entrance exam. I had thus finished with a difficult period of my life and I was about to begin one which I had desired a lot. ,joy,"[0.44251278042793274, 0.4358130991458893, 0.8447763323783875, 0.6301226615905762, 0.9957714676856995, 0.11552320420742035, 0.18866758048534393]",accomplished,0.9957714676856995
fear,"When I was at home alone, I felt a super-natural force, dangerous for me and the people close to me. ",fear,"[0.5081869959831238, 0.785658061504364, 0.9870766997337341, 0.6720049977302551, 0.12110596895217896, 0.7181782722473145, 0.3476560413837433]",scared,0.9870766997337341
anger,"When my father made my mother go through really terrible situations, I felt furious, impotent, nervous, upset, . . . . . . . . ",anger,"[0.9981265664100647, 0.9897601008415222, 0.99777752161026, 0.9906532764434814, 0.005893021356314421, 0.9971377849578857, 0.9644954800605774]",irritated,0.9981265664100647
sadness,"When a person whom I loved and admired a lot died. I felt empty, lonely, helpless, without support, not knowing what to do. ",sadness,"[0.12361563742160797, 0.07851841300725937, 0.953471302986145, 0.9477571249008179, 0.0029055699706077576, 0.9961697459220886, 0.33903709053993225]",grieved,0.9961697459220886
disgust,"When I came to know that my father and his parents were self interested, dirty, negative, egoist, bad peolpe,. . . . . . ",disgust,"[0.9927692413330078, 0.9942171573638916, 0.9773026704788208, 0.9801753163337708, 0.04418066889047623, 0.9895250797271729, 0.9877839684486389]",repugnance,0.9942171573638916
shame,I think that the only time I really felt shame was when I was very young and I had to defecate on the street. I was very worried in case someone should see me. ,disgust,"[0.4852314889431, 0.9916057586669922, 0.9733484387397766, 0.9772940278053284, 0.004113002214580774, 0.9336724281311035, 0.9882580637931824]",repugnance,0.9916057586669922
guilt,When I was young I felt guilty because I thought that I had commited a grave sin. ,disgust,"[0.5481465458869934, 0.9934477210044861, 0.9205672144889832, 0.9922043085098267, 0.008315290324389935, 0.9784805774688721, 0.9440658092498779]",repugnance,0.9934477210044861
joy,"On my birthday, when I was given my presents. ",joy,"[0.39664995670318604, 0.32444778084754944, 0.520801305770874, 0.7809412479400635, 0.9897468090057373, 0.06491527706384659, 0.3355247676372528]",happy,0.9897468090057373
fear,We were riding in a friend's car. He was driving very fast and suddenly a another car crossed the road in front of us. My friend had to turn the car rapidly. ,fear,"[0.9190965294837952, 0.9049971103668213, 0.9508851766586304, 0.8049356341362, 0.7871655821800232, 0.8886367082595825, 0.7067189812660217]",fear,0.9508851766586304
anger,When I found one of my new pullovers wrinkled inside the wardrobe. My brother had done it. ,anger,"[0.9944894313812256, 0.9896337985992432, 0.9447945952415466, 0.9919237494468689, 0.6258344054222107, 0.9923169612884521, 0.9828149676322937]",annoyed,0.9944894313812256
sadness,When I went to see the result of an exam and saw that I had failed. ,sadness,"[0.985806405544281, 0.9932075142860413, 0.9731550216674805, 0.988839328289032, 0.007290905807167292, 0.9962440729141235, 0.9852028489112854]",unhappy,0.9962440729141235
disgust,"When I was getting up, I found a live cockroach in my bedroom. ",anger,"[0.9929701685905457, 0.992255687713623, 0.9863367676734924, 0.9351855516433716, 0.1574757844209671, 0.9896698594093323, 0.9385451078414917]",annoyed,0.9929701685905457
shame,The mother of a friend of mine passed by me and saw me sitting on a boy's lap. I tried to greet her but could not help blushing. ,shame,"[0.8202065229415894, 0.9775155186653137, 0.98818039894104, 0.9787711501121521, 0.530439555644989, 0.9331145286560059, 0.996997594833374]",embarrassed,0.996997594833374
guilt,A friend of mine had the sleeves of a leather coat stolen from his car. It was me who had left them there for everyone to see. ,guilt,"[0.8287545442581177, 0.6577476859092712, 0.7589055299758911, 0.951251745223999, 0.09793610870838165, 0.940399706363678, 0.5501711368560791]",guilty,0.951251745223999
joy,"The final marks were to be given in the morning. I wanted to get there late because I was very afraid. When I arrived there, everybody was very happy and I had also passed. We had a wonderful time all day long. ",fear,"[0.16082730889320374, 0.9819567203521729, 0.9984068274497986, 0.8328799605369568, 0.9860990047454834, 0.13215656578540802, 0.6667647957801819]",fear,0.9984068274497986
fear,I went to visit a friend in hospital. He was going to be operated the next day. I was afraid that they would not let me in and I did not know what his reaction would be on seeing me. ,fear,"[0.7097170948982239, 0.5906598567962646, 0.9920439124107361, 0.8354445099830627, 0.5284485816955566, 0.8657962679862976, 0.8410654664039612]",scared,0.9920439124107361
anger,"A friend of mine played a joke on another friend over the telephone. This friend, crying, called me and I got very angry and made the other person apologize. ",sadness,"[0.9545810222625732, 0.9508616328239441, 0.8155073523521423, 0.9680334329605103, 0.04159940034151077, 0.985508143901825, 0.9340099096298218]",grieved,0.985508143901825
sadness,A friend of mine told me that my boyfriend had been with another girl this Summer. We had been going out together for four years and we had not done so for the last three months. I could not believe it. ,sadness,"[0.9628905653953552, 0.8869842290878296, 0.9777636528015137, 0.7630802989006042, 0.3837827742099762, 0.9868682622909546, 0.9431678056716919]",grieved,0.9868682622909546
disgust,I was at a friend's place for lunch and she fell ill and vomited. ,disgust,"[0.9339466691017151, 0.9907466173171997, 0.9382870197296143, 0.9102670550346375, 0.04126887395977974, 0.9696481823921204, 0.7783681154251099]",revulsion,0.9907466173171997
shame,I was dancing in a theatre. I was not sure whether some frieends of mine had come to see me. I was very scared of doing things wrong. ,fear,"[0.8474496006965637, 0.9566657543182373, 0.9975576400756836, 0.9848030805587769, 0.14180423319339752, 0.8853162527084351, 0.9726591110229492]",fear,0.9975576400756836
guilt,Classes were over and I wanted to go home. A friend of mine asked me to wait for half an hour to take him back home. I said no. ,fear,"[0.746009886264801, 0.5329552292823792, 0.7674574851989746, 0.7245588302612305, 0.05309758335351944, 0.5464675426483154, 0.44847068190574646]",fear,0.7674574851989746
joy,"On holiday, seeing the lanscape in Gerona. ",joy,"[0.03677099570631981, 0.005146144889295101, 0.020442690700292587, 0.12625516951084137, 0.9839845299720764, 0.00664310110732913, 0.02441232092678547]",pleasure,0.9839845299720764
fear,Travelling by coach on a rather narrow and wet road. ,anger,"[0.9169209599494934, 0.8368924260139465, 0.8967474699020386, 0.6588045954704285, 0.305609792470932, 0.7944765090942383, 0.3692615330219269]",annoyed,0.9169209599494934
anger,They wanted me to pay for a ticket twice because they said that the one I had was out of date. ,anger,"[0.9927829504013062, 0.9188384413719177, 0.8917946815490723, 0.9739775657653809, 0.09532884508371353, 0.9850581884384155, 0.9293915033340454]",annoyed,0.9927829504013062
sadness,When I came back from my holidays. ,joy,"[0.74602210521698, 0.7726733088493347, 0.6561275124549866, 0.8259351849555969, 0.9120965003967285, 0.5489178895950317, 0.6089482307434082]",pleasure,0.9120965003967285
disgust,When I saw an insect going up my arm. ,fear,"[0.9858331680297852, 0.9853363633155823, 0.9863102436065674, 0.8470621109008789, 0.26228317618370056, 0.8822299838066101, 0.9293644428253174]",fear,0.9863102436065674
shame,When I entered a bar looking for a friend. ,sadness,"[0.43642857670783997, 0.41789406538009644, 0.7962512969970703, 0.8179097175598145, 0.6847869157791138, 0.9902753829956055, 0.32397523522377014]",lonely,0.9902753829956055
guilt,Arguing with my younger cousin. She is rather a nuisance but I felt sorry. ,sadness,"[0.9944309592247009, 0.9908979535102844, 0.9026268720626831, 0.9982792139053345, 0.46539801359176636, 0.998369038105011, 0.9463208317756653]",sorrow,0.998369038105011
joy,When some friends of mine asked me to go camping with them for a fortnight. ,joy,"[0.3590484857559204, 0.24023526906967163, 0.8418527245521545, 0.7880104184150696, 0.9166386723518372, 0.2376008778810501, 0.21342022716999054]",happy,0.9166386723518372
fear,"Once, when I was very young, my mother left me alone in the house and came back very late. ",guilt,"[0.9808094501495361, 0.9864580035209656, 0.9812391996383667, 0.9883943796157837, 0.5354050993919373, 0.9821871519088745, 0.9333482384681702]",misconduct,0.9883943796157837
anger,When my aunt told me angrily that I was a good-for-nothing and she was fed up with my behaviour. ,anger,"[0.9977571368217468, 0.9938194155693054, 0.8599797487258911, 0.9830412864685059, 0.45859482884407043, 0.9893159866333008, 0.9896425604820251]",annoyed,0.9977571368217468
sadness,When my parents and sister went on a trip and I was separated from them for about three months. ,sadness,"[0.9303982257843018, 0.915652334690094, 0.9232719540596008, 0.9602515697479248, 0.6166747212409973, 0.9832347631454468, 0.6461617946624756]",sadness,0.9832347631454468
disgust,When a person I did not know hurt a friend of mine. ,anger,"[0.9830456972122192, 0.9644609093666077, 0.9559018015861511, 0.9778681993484497, 0.18266475200653076, 0.9726828932762146, 0.806878924369812]",irritated,0.9830456972122192
shame,When the literature teacher made me recite a poem in the middle of the class and I had to gesticulate. ,anger,"[0.98770672082901, 0.9732449054718018, 0.9719923734664917, 0.9522015452384949, 0.609957754611969, 0.9570306539535522, 0.9504925608634949]",annoyed,0.98770672082901
guilt,"Once, when I arrived home very late, my parents had an argument because of this my mother wanted to stand up for me. ",anger,"[0.9816685318946838, 0.9332863092422485, 0.6606981158256531, 0.9770382642745972, 0.37913861870765686, 0.9112112522125244, 0.9164013862609863]",irritated,0.9816685318946838
joy,I phoned a friend of mine to ask her for news about the marks in an exam. She told me that I had passed. ,joy,"[0.5382258296012878, 0.5045247077941895, 0.942994236946106, 0.6050074100494385, 0.9843103885650635, 0.46102407574653625, 0.4685453474521637]",accomplished,0.9843103885650635
fear,"I was spending my summer holidays in a village. My friend and I were coming back from a discotheque at night and we heard a noise from an alley. We were very scared and we got into my friend's house. A moment later, an unknown car picked up a person from this alley. ",fear,"[0.32806578278541565, 0.7060672044754028, 0.9791808128356934, 0.6164236664772034, 0.13976143300533295, 0.41930875182151794, 0.29331183433532715]",fear,0.9791808128356934
anger,"My mother and I had an argument over buying some clothes for me. She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other. ",anger,"[0.9969959259033203, 0.9693450331687927, 0.8723846077919006, 0.9846631288528442, 0.7564008235931396, 0.96702641248703, 0.9306234121322632]",irritated,0.9969959259033203
sadness,"One day, I was home and there was a phone call informing me that some of my relatives had died in an accident. ",sadness,"[0.8788775205612183, 0.9773392081260681, 0.9758962392807007, 0.9761568903923035, 0.18000711500644684, 0.9949605464935303, 0.9120457172393799]",grieved,0.9949605464935303
disgust,"When I saw a film in which there was a scene where women were cut to pieces. Above all, it was the blood and the confusion which impressed me most. ",fear,"[0.9327628016471863, 0.9078263640403748, 0.9658633470535278, 0.9014530777931213, 0.8436041474342346, 0.8407863974571228, 0.7284566760063171]",horror,0.9658633470535278
shame,I was walking to school and I passed by a red cross post where there were many soldiers. They began to pass remarks at me. ,anger,"[0.9826388359069824, 0.9816162586212158, 0.9556861519813538, 0.9362474679946899, 0.5723029971122742, 0.937750518321991, 0.9776381850242615]",annoyed,0.9826388359069824
guilt,A friend of mine trusted me to back her in a decision she had made. But when the moment came I did not agree with her opinion. ,sadness,"[0.9057339429855347, 0.7863757014274597, 0.7788066267967224, 0.9050496220588684, 0.16730192303657532, 0.9087570309638977, 0.8935741782188416]",unhappy,0.9087570309638977
joy,I was told that I had passed the statistics exam. I had not expected this so I was very happy. ,joy,"[0.0035442104563117027, 0.38825881481170654, 0.2075851708650589, 0.4910709261894226, 0.9989200830459595, 0.10906922072172165, 0.012017582543194294]",joyful,0.9989200830459595
fear,When my brother hit his head and lost consciousness at the sports practice. For some time he could not remember what had happened but he recovered later. ,sadness,"[0.9112628102302551, 0.9091177582740784, 0.9512866139411926, 0.9049926996231079, 0.8395947813987732, 0.9753199815750122, 0.7784017324447632]",grieved,0.9753199815750122
anger,I get angry with my brothers and sisters when they do something that I do not like. They know this and still do it so as to tease me. ,anger,"[0.9987245202064514, 0.9937883019447327, 0.5397845506668091, 0.9874871969223022, 0.18900281190872192, 0.9620366096496582, 0.9553911089897156]",anger,0.9987245202064514
sadness,When my grandfather died. ,sadness,"[0.8740820288658142, 0.9401195645332336, 0.927638590335846, 0.9833248853683472, 0.21139949560165405, 0.9950478672981262, 0.7785047292709351]",grieved,0.9950478672981262
disgust,When opened a box of biscuits and found worms inside. ,disgust,"[0.9288567900657654, 0.980279803276062, 0.9561920762062073, 0.8477976322174072, 0.03491494804620743, 0.9714105725288391, 0.8535043597221375]",repugnance,0.980279803276062
shame,When I was young I was told to to the shop to buy a dozen eggs. I went and asked for one egg and the people in the shop laughed at me and so did my family when I told them what had happened. ,shame,"[0.9796990156173706, 0.9867358803749084, 0.9400949478149414, 0.9816511869430542, 0.1243627741932869, 0.9808711409568787, 0.9879195690155029]",discredit,0.9879195690155029
guilt,When I arrived home late at night. I know that my mother gets worried and this made me feel angry. ,anger,"[0.9979975819587708, 0.9919546246528625, 0.9903387427330017, 0.9923071265220642, 0.01579747162759304, 0.9954254031181335, 0.975371778011322]",irritated,0.9979975819587708
joy,When I spoke to my daughter and wished her luck for the examinations she was about to take. ,guilt,"[0.3527601659297943, 0.523944616317749, 0.9741412401199341, 0.9790192246437073, 0.9319487810134888, 0.2636803984642029, 0.40638256072998047]",responsible,0.9790192246437073
fear,"When I was told that my daughter, who is at a boarding school, was very ill and that they needed me there the same day. ",sadness,"[0.932706356048584, 0.7028985023498535, 0.9753059148788452, 0.8939913511276245, 0.7462503910064697, 0.9923235177993774, 0.5120297074317932]",grieved,0.9923235177993774
anger,"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately. ",anger,"[0.9828059077262878, 0.9545654058456421, 0.9433728456497192, 0.9579830169677734, 0.4855944812297821, 0.9493484497070312, 0.7272601127624512]",anger,0.9828059077262878
sadness,When I was told that my uncle had passed away. ,sadness,"[0.8310409784317017, 0.9520057439804077, 0.9523026347160339, 0.9870611429214478, 0.5374071598052979, 0.9950403571128845, 0.8658595085144043]",sadness,0.9950403571128845
disgust,The transport to pick us up for lunch was always late and the driver made the same excuse every day. ,anger,"[0.995928943157196, 0.9731545448303223, 0.9417785406112671, 0.9688947200775146, 0.3084333837032318, 0.9933130145072937, 0.9366844892501831]",annoyed,0.995928943157196
shame,"One day when I came back home, I found my favourite dish broken. I blamed the servant for it, later I found out that it was not the servant but my daughter who had broken it. ",guilt,"[0.9933957457542419, 0.9802031517028809, 0.9717538952827454, 0.9966893196105957, 0.5200413465499878, 0.9858512282371521, 0.9513624310493469]",blame,0.9966893196105957
guilt,When I did not give back a text book to a friend in time. ,guilt,"[0.851550281047821, 0.812160074710846, 0.6567583680152893, 0.9594362378120422, 0.013985688798129559, 0.8680621385574341, 0.8467656970024109]",regretful,0.9594362378120422
joy,When a cousin of mine was discharged from the hospital after a long illness. I had thought that this illness would never end. ,fear,"[0.8921179175376892, 0.6307497620582581, 0.9471253752708435, 0.6079189777374268, 0.8957492113113403, 0.8529952764511108, 0.5094782710075378]",fear,0.9471253752708435
fear,"When a man who had a knife grabbed me and threatened me with it, during my holidays in Monze. ",fear,"[0.9799681901931763, 0.9723672270774841, 0.9939913153648376, 0.9829100966453552, 0.22807905077934265, 0.939900279045105, 0.9203310608863831]",scared,0.9939913153648376
anger,A certain friend tried to push me off a seat in a very violent way for no apparent reason. It may be that he was excited about something. ,joy,"[0.8399084210395813, 0.34631410241127014, 0.5267325043678284, 0.8171464204788208, 0.9271483421325684, 0.014102020300924778, 0.8153047561645508]",joyful,0.9271483421325684
sadness,When the neighbour of a friend of mine was stabbed to death by thieves in Kabwe. They stole his van. ,sadness,"[0.9361559748649597, 0.944284200668335, 0.9518325924873352, 0.8974875807762146, 0.08057822287082672, 0.9879353046417236, 0.7600951194763184]",sadness,0.9879353046417236
disgust,"When we were young, a friend of mine tried to dissect a frog while we were playing near his home. ",guilt,"[0.931115448474884, 0.6868592500686646, 0.7423191070556641, 0.9353809952735901, 0.35943374037742615, 0.8660118579864502, 0.6591307520866394]",misconduct,0.9353809952735901
shame,"The time I shouted at most of my friends at a party. It was as if all my friends had done something wrong, or may be it was the influence of the beer. ",anger,"[0.9965554475784302, 0.9856928586959839, 0.8410114049911499, 0.9932676553726196, 0.18656989932060242, 0.9860803484916687, 0.8774880766868591]",anger,0.9965554475784302
guilt,"When I blamed my niece for misplacing my book, she denied having touched or seen it but I carried on insisting that it was her. ",guilt,"[0.9857037663459778, 0.9690552949905396, 0.897706151008606, 0.989948034286499, 0.4241662919521332, 0.9611489176750183, 0.9472254514694214]",blame,0.989948034286499
joy,"After going through much shame, I became a Christian and something new happened in my heart. Joy that overflows was manifest in me. ",joy,"[0.0073830303736031055, 0.9644115567207336, 0.041540827602148056, 0.860607385635376, 0.9965828061103821, 0.009149827994406223, 0.9858696460723877]",joyful,0.9965828061103821
fear,"When I was about six years old, I mistook a cat for a leopard when it entered my room at night. ",fear,"[0.9036253690719604, 0.9202480912208557, 0.987365186214447, 0.963211715221405, 0.4666811525821686, 0.8917661905288696, 0.9171319603919983]",fear,0.987365186214447
anger,"When a person the same age as me insisted that I call him ""Mister"". I refused to succumb, but he persisted and I got angry as he had belittled me. ",anger,"[0.9797040224075317, 0.761984646320343, 0.592903196811676, 0.5229182839393616, 0.4369713366031647, 0.5206695795059204, 0.9294099807739258]",rage,0.9797040224075317
sadness,"When I lost my father on the th of September,. He died of a sore on the leg. ",sadness,"[0.9072819948196411, 0.9174451231956482, 0.9010176062583923, 0.9708141684532166, 0.05745495855808258, 0.996519923210144, 0.5757871270179749]",grieved,0.996519923210144
disgust,When I failed the grade twice and only passed it the third time. ,disgust,"[0.9725142121315002, 0.9824541211128235, 0.8843024373054504, 0.981692910194397, 0.7289212346076965, 0.9624947905540466, 0.9673829674720764]",repugnance,0.9824541211128235
shame,"I was going around with a foreigner's wife and my entire family got to know about it, this was just when I had become a Christian. ",shame,"[0.9638180732727051, 0.9675381779670715, 0.9105790853500366, 0.9800553321838379, 0.3725556433200836, 0.9520134925842285, 0.9828570485115051]",embarrassed,0.9828570485115051
guilt,"When they found out that I was absent from school, I had gone to the girl's secondary school. ",guilt,"[0.9237114787101746, 0.8806636333465576, 0.873344361782074, 0.9600903391838074, 0.5301166772842407, 0.9073852896690369, 0.9554028511047363]",culpable,0.9600903391838074
joy,When I first passed a job interview. ,joy,"[0.48659229278564453, 0.3376143276691437, 0.7844189405441284, 0.7948583364486694, 0.993579626083374, 0.21573524177074432, 0.12193954735994339]",accomplished,0.993579626083374
fear,"I was almost caught in the girls hostel by the security men, I would have been expelled from school had I been caught. ",fear,"[0.9857839345932007, 0.983790934085846, 0.993230938911438, 0.991085946559906, 0.523916482925415, 0.9713022112846375, 0.9850894212722778]",fear,0.993230938911438
anger,When I was accused of having refused to do some hostel work while I was at school. Actually I had not been allocated any work. ,guilt,"[0.9012721180915833, 0.9362769722938538, 0.8788387179374695, 0.967666506767273, 0.31269121170043945, 0.8935644626617432, 0.9454017281532288]",blame,0.967666506767273
sadness,A friend of mine could not make it back to Unza after having failed the exams. ,sadness,"[0.8970739841461182, 0.7626991868019104, 0.8139564990997314, 0.8323016166687012, 0.03840358182787895, 0.9567659497261047, 0.8665240406990051]",sadness,0.9567659497261047
disgust,I usually come back home early but this day I came home back late to find some visitors at my place. ,anger,"[0.9560359120368958, 0.8478447198867798, 0.9148997664451599, 0.94540935754776, 0.5518811345100403, 0.9247711896896362, 0.8775341510772705]",irritated,0.9560359120368958
shame,I got pass marks in the H. S. S compulsory courses while most people performed well. ,joy,"[0.6994748115539551, 0.4474217891693115, 0.4949228763580322, 0.4421943128108978, 0.973578691482544, 0.5445169806480408, 0.34854331612586975]",accomplished,0.973578691482544
guilt,"I destroyed my step-brother's bedsheets by mistake, they were the only ones he had. ",sadness,"[0.9940102100372314, 0.9943112134933472, 0.9494224786758423, 0.9952687621116638, 0.09594637900590897, 0.996116042137146, 0.9836701154708862]",unhappy,0.996116042137146
joy,When I heard that I had made it to the second year at UNZA. ,joy,"[0.2774631679058075, 0.26887357234954834, 0.47077661752700806, 0.6885684728622437, 0.9911701679229736, 0.2632201015949249, 0.16742129623889923]",happy,0.9911701679229736
fear,When my father's home was to be broken into by thieves who had guns. ,fear,"[0.9720027446746826, 0.9834015369415283, 0.9904704093933105, 0.9814710021018982, 0.28968843817710876, 0.9870409965515137, 0.9525319933891296]",fear,0.9904704093933105
anger,When a friend tried to back bite me on false grounds. This made me wonder if he was a really a good friend. ,anger,"[0.9920617341995239, 0.9483928680419922, 0.97882479429245, 0.9841166138648987, 0.3148217797279358, 0.9347626566886902, 0.9766027927398682]",irritated,0.9920617341995239
sadness,When my girlfriend's nephew passed away. ,sadness,"[0.8847096562385559, 0.9447969198226929, 0.957443118095398, 0.9821157455444336, 0.18882040679454803, 0.9961346387863159, 0.579338788986206]",sadness,0.9961346387863159
disgust,"When someone whom I trusted, disappointed me terribly. ",sadness,"[0.9923645257949829, 0.9317270517349243, 0.974840521812439, 0.987054705619812, 0.02269884943962097, 0.9944595098495483, 0.9662274718284607]",grieved,0.9944595098495483
shame,"I was with my colleagues and we met an elderly man who was very drunk, as he approached us he started to undress. ",anger,"[0.8430113792419434, 0.745871365070343, 0.8252642154693604, 0.7887890338897705, 0.7334116697311401, 0.7894148826599121, 0.746695876121521]",irritated,0.8430113792419434
guilt,"When I lied to my mum, who later came to know that what I had been teling her was false. ",guilt,"[0.9568187594413757, 0.9409487247467041, 0.9045619368553162, 0.993026852607727, 0.24749656021595, 0.9729573726654053, 0.9743807911872864]",culpable,0.993026852607727
joy,"When I hooked a girl in Kitwe. She was very beautiful for my standards, a rare bird of this kind accepted me as a boyfriend. ",joy,"[0.11997821927070618, 0.04589563608169556, 0.6132650375366211, 0.6685923933982849, 0.992621898651123, 0.40614816546440125, 0.07473479956388474]",accomplished,0.992621898651123
fear,When someone tried to bewitch me and my friends at night. ,fear,"[0.9284684062004089, 0.5536230802536011, 0.9327632784843445, 0.7949915528297424, 0.3574177324771881, 0.5019797682762146, 0.10471600294113159]",horror,0.9327632784843445
anger,When I was victimized for running away with a girl who was somebody else's wife and niece at the same time. I was very angry over this issue because I was told to pay him money after having been punished for it. ,anger,"[0.9975503087043762, 0.9904228448867798, 0.7408431768417358, 0.9912002682685852, 0.2937632203102112, 0.9927218556404114, 0.9911580681800842]",anger,0.9975503087043762
sadness,", Soweto uprising in South Africa and the racist Gout's reaction to the students demands concerning the educational system. ",disgust,"[0.9645753502845764, 0.9824144244194031, 0.8441110849380493, 0.9144317507743835, 0.3017095923423767, 0.8971098065376282, 0.6794360280036926]",repugnance,0.9824144244194031
disgust,"When I got grade ""C"" in M at the end of my first year at UNZA. I had expected a ""C+"" or a ""B"" as M is easy, going by my capacity in mathematics. ",sadness,"[0.9913111925125122, 0.9732138514518738, 0.9682015776634216, 0.9808508157730103, 0.355416476726532, 0.9941545128822327, 0.9432396292686462]",unhappy,0.9941545128822327
shame,"When I was found urinating, behind a toilet instead of inside it, by my class mates and the teachers. I was told to pick up my own urine from the wet soil, I did it. ",disgust,"[0.9680441617965698, 0.9873097538948059, 0.9531052112579346, 0.9870627522468567, 0.5503009557723999, 0.951516330242157, 0.9851535558700562]",repugnance,0.9873097538948059
guilt,"When my uncle found me having sexual intercourse with a distant relative of mine in the sitting room, on the couch. I failed to stop and get up, I carried on. ",guilt,"[0.8620113134384155, 0.6800639629364014, 0.8649941086769104, 0.9650710821151733, 0.6395877599716187, 0.8131685853004456, 0.7665103673934937]",culpable,0.9650710821151733
joy,"When I was accepted for further education, here at the university. ",joy,"[0.26341333985328674, 0.1592785269021988, 0.18528813123703003, 0.6074342727661133, 0.9951070547103882, 0.07696640491485596, 0.05672980099916458]",accomplished,0.9951070547103882
fear,"When I was walking at night, I saw fire suspended in the air and it was split into several segments by something I could not see. I suspected that it was witch-craft. ",disgust,"[0.911285400390625, 0.9825462102890015, 0.9548252820968628, 0.9688942432403564, 0.4732094407081604, 0.8440985083580017, 0.7712969779968262]",repugnance,0.9825462102890015
anger,"When I was accused by my brother of having stolen a kwatcha note from my mother's bag. I was beaten up for this, the money was found later. ",guilt,"[0.9876824021339417, 0.9880059361457825, 0.9898741245269775, 0.9911613464355469, 0.4613707661628723, 0.9807816743850708, 0.9781991839408875]",blame,0.9911613464355469
sadness,When I received a message that my brother was seriously ill and was in hospital. ,sadness,"[0.8355903029441833, 0.8458975553512573, 0.987321674823761, 0.9230659008026123, 0.20474514365196228, 0.9941609501838684, 0.690079391002655]",sadness,0.9941609501838684
disgust,"When I was refused a transfer from my school to another, simply because it was far away from my house. ",sadness,"[0.9906401634216309, 0.9764111638069153, 0.8722653985023499, 0.9805821776390076, 0.05217213183641434, 0.9914553761482239, 0.9524627327919006]",unhappy,0.9914553761482239
shame,"When I was taking an exam in grade . The examinator found me with a note-book and accused me of copying, All the students laughed at me. ",disgust,"[0.9889539480209351, 0.990484356880188, 0.9188843965530396, 0.972934365272522, 0.6486459970474243, 0.9865310788154602, 0.9900608062744141]",repugnance,0.990484356880188
guilt,When I was caught stealing mangoes in a certain compound. ,guilt,"[0.9650977253913879, 0.9829793572425842, 0.9640892148017883, 0.9866982102394104, 0.1611253023147583, 0.9762824177742004, 0.9572032690048218]",culpable,0.9866982102394104
joy,When I got first division in the exams before leaving school. ,joy,"[0.22514469921588898, 0.09331421554088593, 0.22861334681510925, 0.7213913202285767, 0.995976984500885, 0.28175732493400574, 0.10237513482570648]",accomplished,0.995976984500885
fear,When I went to town in a double dekker bus. The bus was about to fall on the way when the driver controlled it. It had almost fallen. ,sadness,"[0.9837104082107544, 0.9888038039207458, 0.9914286732673645, 0.9766530990600586, 0.9887064695358276, 0.9958069324493408, 0.9634063243865967]",lonely,0.9958069324493408
anger,"When I was in form , my aunts lied to my daddy telling him that I had told them that I was pregnant. My daddy told my mother and she asked me if it was true. I was very angry with my aunts. ",anger,"[0.9982220530509949, 0.9856787323951721, 0.7817001342773438, 0.9953457713127136, 0.3237946331501007, 0.9857028126716614, 0.9901056885719299]",irritated,0.9982220530509949
sadness,When I received a letter telling me that my mother was very ill. ,sadness,"[0.8054949641227722, 0.8626970052719116, 0.9715052843093872, 0.9300230741500854, 0.30248531699180603, 0.9920274615287781, 0.5946629643440247]",grieved,0.9920274615287781
disgust,"When a drunkard, in town yelled at me saying that I was a prostitute. ",anger,"[0.9918972253799438, 0.9743655323982239, 0.9559728503227234, 0.9423158764839172, 0.3491641581058502, 0.9630570411682129, 0.9728220105171204]",anger,0.9918972253799438
shame,"My brother came to see me and found me with a boy friend. When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend. ",anger,"[0.9915596842765808, 0.9882383942604065, 0.8873975276947021, 0.9837354421615601, 0.359449565410614, 0.9868867993354797, 0.9631063342094421]",anger,0.9915596842765808
guilt,"When I went to my room-mate's drawer to see if she had an iron which I could use, she came in. I felt guilty as she may have thought that I had been stealing. ",guilt,"[0.7718812823295593, 0.9967203736305237, 0.993899941444397, 0.9989579916000366, 0.0075199780985713005, 0.9903593063354492, 0.9941576719284058]",guilty,0.9989579916000366
joy,When I had my four children. ,joy,"[0.7933451533317566, 0.5701847076416016, 0.7358551621437073, 0.9473223090171814, 0.9492861032485962, 0.5279545187950134, 0.47139352560043335]",accomplished,0.9492861032485962
fear,When two of my children were critically ill with measles. ,sadness,"[0.8949704170227051, 0.9346922636032104, 0.9864734411239624, 0.951019823551178, 0.20614740252494812, 0.9877277612686157, 0.8078876733779907]",grieved,0.9877277612686157
anger,When I got a low grade in an administration course. ,sadness,"[0.9870649576187134, 0.9877646565437317, 0.886410117149353, 0.9816246628761292, 0.04103116691112518, 0.9933142066001892, 0.9692196846008301]",unhappy,0.9933142066001892
