labels,text,expr_s,prob_expr_s,emotion_word,prob_max
joy,When I was accepted for my third year (G-) at my former secondary school. ,joy,"[0.2451736479997635, 0.09482858330011368, 0.18821682035923004, 0.42937803268432617, 0.9903083443641663, 0.09552235156297684, 0.042120710015296936]",an achievement,0.9903083443641663
fear,I had gone for a medical check-up at the U. T. H and failed to make it back on time for the C practical sessions at hours last academic year. ,guilt,"[0.9401609897613525, 0.8480355143547058, 0.9414190649986267, 0.9672154188156128, 0.05022421106696129, 0.9507599472999573, 0.9052239656448364]",culpability,0.9672154188156128
anger,When I was mistreated by my step-mother. ,disgust,"[0.9789799451828003, 0.9923721551895142, 0.8983717560768127, 0.9851800203323364, 0.0034807107876986265, 0.9911890029907227, 0.9840269088745117]",repugnance,0.9923721551895142
sadness,When my aunt passed away in early . ,sadness,"[0.7781522870063782, 0.8229109644889832, 0.8209391832351685, 0.9739115834236145, 0.44993749260902405, 0.9835925102233887, 0.4323406219482422]",grief,0.9835925102233887
disgust,When I failed to secure employment after my form in Lusaka despite my excellent certificate. ,sadness,"[0.9776363968849182, 0.936083972454071, 0.9467785954475403, 0.9406983852386475, 0.029716692864894867, 0.9911778569221497, 0.9541088342666626]",unhappiness,0.9911778569221497
shame,When I failed my grade exam at the first attempt in . My father and the entire family thought that I was finished in life. I really felt like hiding. ,sadness,"[0.9171989560127258, 0.9851546883583069, 0.9879108667373657, 0.9639598727226257, 0.007896973751485348, 0.9931237101554871, 0.988795280456543]",unhappiness,0.9931237101554871
guilt,When I beat up a first year student at my secondary school in my capacity as the deputy head boy. He had woken up late in the morning for manual work. ,guilt,"[0.9710868000984192, 0.9346557259559631, 0.5496655702590942, 0.9908406138420105, 0.08866065740585327, 0.9287261962890625, 0.6456151604652405]",misconduct,0.9908406138420105
joy,When I heard that someone who is very close to me did very well in the exams despite having fooled around a lot. ,joy,"[0.9809959530830383, 0.9629421830177307, 0.9149936437606812, 0.9581784605979919, 0.9839206337928772, 0.9788397550582886, 0.9153617024421692]",an achievement,0.9839206337928772
fear,When a drunkard barged into a room where my friend and I had run in order to get away from him. We were all alone and all I could see was this hand coming towards me. ,fear,"[0.34829285740852356, 0.6574410796165466, 0.9636848568916321, 0.5919390916824341, 0.004594158381223679, 0.941601037979126, 0.3943948447704315]",fear,0.9636848568916321
anger,When a friend and me played a joke on our boyfriends. Her boyfriend came up and accused me of having planned the whole thing and said that I did not deserve my boyfriend. He embarassed me in front of a crowd. ,shame,"[0.9893553853034973, 0.9924127459526062, 0.9663518071174622, 0.9861277341842651, 0.05081486701965332, 0.987467885017395, 0.9947949051856995]",humiliation,0.9947949051856995
sadness,When my family and I heard of the death of my grandfather. We had seen him a few weeks earlier and it seemed that he had just been waiting to see us. ,sadness,"[0.4035709798336029, 0.9010938405990601, 0.8957260847091675, 0.9712722897529602, 0.4366409182548523, 0.9902299046516418, 0.48207488656044006]",grief,0.9902299046516418
disgust,When a boy put a handful of cooked potatoes down my dress and there was no water to clean up. ,sadness,"[0.9904984831809998, 0.9890173673629761, 0.9762498140335083, 0.9814645648002625, 0.04838676378130913, 0.9908161163330078, 0.9869297742843628]",unhappiness,0.9908161163330078
shame,When a soppy poem that I had written to a boy was found and every one read it and started teasing me about it. ,sadness,"[0.9549418091773987, 0.6005101203918457, 0.7554370164871216, 0.9824510216712952, 0.00860283337533474, 0.9954572916030884, 0.982973575592041]",unhappiness,0.9954572916030884
guilt,When my boyfriend asked me to go out with him and I refused because I wanted to go out with another guy. I did go out and my boyfriend found out. ,guilt,"[0.8172023892402649, 0.7241536974906921, 0.3050036132335663, 0.9694195985794067, 0.016217859461903572, 0.9014769196510315, 0.8224329352378845]",misconduct,0.9694195985794067
joy,"After a long time (of no communication with him, physical illness and worry) my lover came to see me, when I least expected to see him. ",fear,"[0.2286795973777771, 0.01297292672097683, 0.9604753255844116, 0.2391960620880127, 0.9500142931938171, 0.1639212667942047, 0.07645969092845917]",anxiety,0.9604753255844116
fear,Birds had made nests in our thatched roof and they were flying and flapping their wings in the bedroom at night. It was very dark and I could not even see my nose. I did not know that it was the birds till my mother told me so. ,fear,"[0.9234258532524109, 0.9476767182350159, 0.9883812069892883, 0.8020417094230652, 0.45995479822158813, 0.9427959322929382, 0.9080595970153809]",scare,0.9883812069892883
anger,The juniors in our dormitory at school started to complain and make a lot of noise about the duties assigned to them by the prefect who was my class-mate and was very cool and dull. ,sadness,"[0.9665510654449463, 0.9298942685127258, 0.8305168747901917, 0.8725467920303345, 0.11634944379329681, 0.9864268898963928, 0.4533472955226898]",unhappiness,0.9864268898963928
sadness,My elder sister scolded me in front of my younger sisters and cousins. She said that I was very lazy and I felt so sad that I cried myself to sleep. ,sadness,"[0.992594301700592, 0.9929637312889099, 0.9496971964836121, 0.9915619492530823, 0.011508381925523281, 0.9981708526611328, 0.995909571647644]",unhappiness,0.9981708526611328
disgust,"On Christmas day a drunk man came to our house without a shirt on, he dansed, spoke nonsense and behaved stupidly. ",guilt,"[0.979015052318573, 0.9810155630111694, 0.9259359836578369, 0.9914361834526062, 0.038924627006053925, 0.9795370101928711, 0.9516283869743347]",misconduct,0.9914361834526062
shame,When I wet my bed at boarding school. ,guilt,"[0.9691442251205444, 0.9930845499038696, 0.9375296235084534, 0.9951316118240356, 0.03175104036927223, 0.972214937210083, 0.9754261374473572]",misconduct,0.9951316118240356
guilt,"My baby sister was - months old and when I was trying to get her on my back, she slipped and fell. ",sadness,"[0.9305039048194885, 0.9578496813774109, 0.976655900478363, 0.9727967381477356, 0.021631624549627304, 0.9876266121864319, 0.932029128074646]",grief,0.9876266121864319
joy,My son was registered to get admission in grade one of the primary school. The chances of him getting a place there was /. Two weeks later I was informed that he had been enrolled. ,joy,"[0.5257971286773682, 0.21922823786735535, 0.8447769284248352, 0.4169616997241974, 0.9052209854125977, 0.25923413038253784, 0.08141843229532242]",an achievement,0.9052209854125977
fear,"When I came back from work one day, the friends of my son told me that he had not come back from school and that he was lost. ",sadness,"[0.9273221492767334, 0.9212982058525085, 0.979025661945343, 0.9777616262435913, 0.3435271084308624, 0.9895786643028259, 0.8880952000617981]",grief,0.9895786643028259
anger,My room-mate locked up our room without specifying where I would find the keys. I had to spend several hours in my other friend's room. ,anger,"[0.9760804176330566, 0.8912010192871094, 0.9300037622451782, 0.9620434641838074, 0.06217890605330467, 0.9623067378997803, 0.8714371919631958]",annoyance,0.9760804176330566
sadness,"I lost my grandfather whom I loved very much. I had not known that he had been ill for a very time, when I received this message he was already dead. ",sadness,"[0.5156928300857544, 0.954574704170227, 0.9550926089286804, 0.9780808091163635, 0.7733535766601562, 0.9958223104476929, 0.8935762643814087]",sadness,0.9958223104476929
disgust,"The teacher of one course gave me questions with sub-questions going from a to e for each question. She asked me to do all this in one and a half hours. It involved a lot of describing and explaining and even though I knew all the answers, I could not finish the work. ",anger,"[0.9140194058418274, 0.5629281401634216, 0.8077282905578613, 0.8004091382026672, 0.16404561698436737, 0.8956257104873657, 0.7170446515083313]",irritation,0.9140194058418274
shame,I forgot that the course instructor had directed us to go for special classes after the usual class hours. I missed this the first day and when he asked me about it the next day I said that I had forgotten. ,guilt,"[0.8344210982322693, 0.5743703842163086, 0.7354127764701843, 0.9854105710983276, 0.15450206398963928, 0.8422368168830872, 0.9393979907035828]",blameworthy,0.9854105710983276
guilt,I was to inform the neighbour on my left that a robber had been spotted the same evening near the house of the neighbour in front. I did not do it and the same day the thieves broke into this neighbour's house. ,guilt,"[0.8872103095054626, 0.9333547353744507, 0.8209407925605774, 0.9924373030662537, 0.07434144616127014, 0.950369119644165, 0.9471824765205383]",blameworthy,0.9924373030662537
joy,When my father bought me a suit. ,joy,"[0.35479736328125, 0.19787068665027618, 0.3106037378311157, 0.9237545132637024, 0.9430198669433594, 0.19332285225391388, 0.24800238013267517]",an achievement,0.9430198669433594
fear,After having taken an exam i feared having failed it. ,fear,"[0.7867307662963867, 0.9761476516723633, 0.9976984858512878, 0.915018618106842, 0.012198349460959435, 0.8890440464019775, 0.7678728103637695]",anxiety,0.9976984858512878
anger,I was badly beaten up by one of my friends during a wedding party. ,guilt,"[0.9323219656944275, 0.9380528330802917, 0.9492389559745789, 0.9793062210083008, 0.008370259776711464, 0.9528408646583557, 0.9423015713691711]",blameworthy,0.9793062210083008
sadness,I was very sad at hearing that my grandfather had passed away. ,sadness,"[0.002512829378247261, 0.603417694568634, 0.06629253923892975, 0.9986382126808167, 0.006369473412632942, 0.999187171459198, 0.7751085162162781]",grief,0.999187171459198
disgust,I was disappointed by a girlfriend when I visited her at her home in Woodlands. ,sadness,"[0.9972531199455261, 0.9935182929039001, 0.45982488989830017, 0.9955180287361145, 0.0012155905133113265, 0.9989450573921204, 0.9717029929161072]",unhappiness,0.9989450573921204
shame,I was ashamed at being the only one to have got a C+ in ED assignment. ,shame,"[0.987069845199585, 0.9980313181877136, 0.9759165644645691, 0.9981520771980286, 0.09638148546218872, 0.9978908896446228, 0.9989493489265442]",embarrassment,0.9989493489265442
guilt,I was caught stealing a box of matches in the supermarket and had to plead guilty. ,guilt,"[0.897698163986206, 0.9168787598609924, 0.8233590722084045, 0.9966385364532471, 0.03645889833569527, 0.927338719367981, 0.9454348683357239]",culpability,0.9966385364532471
joy,When I heard that I had achieved a place in form I. ,joy,"[0.1799582690000534, 0.05562244728207588, 0.16945351660251617, 0.7031465768814087, 0.9881030917167664, 0.10224943608045578, 0.0708865150809288]",an achievement,0.9881030917167664
fear,When I first came to the UNZA I did not know the kind of people I would find here and the kind of behaviour they would have towards me. ,fear,"[0.7851305603981018, 0.8040804862976074, 0.9551959037780762, 0.8981876373291016, 0.1717008650302887, 0.8583118915557861, 0.7284234166145325]",anxiety,0.9551959037780762
anger,I had gone home for a week-end and when I came back I found that my clothes and my bedding had been stolen. ,sadness,"[0.974804699420929, 0.9867513179779053, 0.9746547937393188, 0.9684564471244812, 0.009082457982003689, 0.9937252402305603, 0.9463134407997131]",unhappiness,0.9937252402305603
sadness,When my father passed away. ,sadness,"[0.7548195719718933, 0.8647106289863586, 0.8890605568885803, 0.9866612553596497, 0.5286135673522949, 0.9932958483695984, 0.5786871314048767]",grief,0.9932958483695984
disgust,Someone stole a K note and the teacher thought that it was me when I was not responsible for the theft. ,guilt,"[0.9595089554786682, 0.9493846297264099, 0.9368031024932861, 0.9804980754852295, 0.04981182515621185, 0.9190434813499451, 0.9564178586006165]",misconduct,0.9804980754852295
shame,When I failed the grade seven exams. ,sadness,"[0.9591125845909119, 0.9821557402610779, 0.9161792993545532, 0.974054753780365, 0.023304931819438934, 0.9907270669937134, 0.9699217677116394]",unhappiness,0.9907270669937134
guilt,"One day my mother went to visit her friends. When she came back she scolded me for not having kept the house in order, so I decided not to talk to her. ",sadness,"[0.9929842948913574, 0.9893460869789124, 0.9385659694671631, 0.9863503575325012, 0.06854117661714554, 0.9935332536697388, 0.9573079347610474]",unhappiness,0.9935332536697388
joy,When I saw my family after a separation of one year. ,joy,"[0.2838381826877594, 0.08448415994644165, 0.3476674556732178, 0.3419671058654785, 0.9490546584129333, 0.49292704463005066, 0.07373949140310287]",pleasure,0.9490546584129333
fear,When my little sister was sick at home and I thought that she would die. ,fear,"[0.7014288306236267, 0.9272344708442688, 0.9983653426170349, 0.9683484435081482, 0.4448412358760834, 0.9936491847038269, 0.39507389068603516]",fear,0.9983653426170349
anger,When I found out that my sister had been playing with my confidential things which she had taken from my hand-bag. ,disgust,"[0.9849089980125427, 0.9897761344909668, 0.9601612091064453, 0.9775214195251465, 0.3023228645324707, 0.9884306192398071, 0.9766254425048828]",repugnance,0.9897761344909668
sadness,When one of my best friends commited siucide during these holidays. ,sadness,"[0.8983151316642761, 0.9718846082687378, 0.972737729549408, 0.9459669589996338, 0.0036268304102122784, 0.9920652508735657, 0.8690932393074036]",unhappiness,0.9920652508735657
disgust,I am disgusted at the number of second year students who are pregnant illegitimately. ,disgust,"[0.9980142116546631, 0.9990873336791992, 0.9979146122932434, 0.9943693280220032, 0.032579176127910614, 0.9983736276626587, 0.9980931878089905]",revulsion,0.9990873336791992
shame,When I got very low marks in one of the assignments. ,sadness,"[0.9794783592224121, 0.9504154324531555, 0.8768550157546997, 0.9041027426719666, 0.019536981359124184, 0.9890318512916565, 0.9535767436027527]",unhappiness,0.9890318512916565
guilt,When my aunt went out of her way to help me out with my financial problems. ,joy,"[0.18772536516189575, 0.10652230679988861, 0.16709817945957184, 0.7850643396377563, 0.9714851379394531, 0.0871971845626831, 0.03848973661661148]",the blessing,0.9714851379394531
joy,"When I fell in love with ""X"". Overnight I felt confidence, self-esteem, responsible and worthwhile. ",joy,"[0.000877655518706888, 0.0010041570058092475, 0.001813292969018221, 0.9731902480125427, 0.9773795008659363, 0.0004864589136559516, 0.0019332047086209059]",the awesome,0.9773795008659363
fear,When a thunder belt hit the roof top of the building I was in. ,fear,"[0.7951237559318542, 0.7796483635902405, 0.972032368183136, 0.3517161011695862, 0.8567597270011902, 0.7992452383041382, 0.17055001854896545]",scare,0.972032368183136
anger,"When my room-mate locked me out deliberately, before an exam due at hours. ",guilt,"[0.9861337542533875, 0.9714025855064392, 0.9756893515586853, 0.9900076389312744, 0.09837966412305832, 0.9864439368247986, 0.916725218296051]",blameworthy,0.9900076389312744
sadness,"When my friends died one after the other. The first died in a car accident and the second one recently, due to an illness. ",sadness,"[0.8417928218841553, 0.9708783030509949, 0.9512848854064941, 0.9810499548912048, 0.010079101659357548, 0.9937408566474915, 0.8098362684249878]",sadness,0.9937408566474915
disgust,When my cousin put feaces in my washing. A silly idea which was meant to be a joke. ,sadness,"[0.937137246131897, 0.8928346037864685, 0.7491515278816223, 0.9311522245407104, 0.031276483088731766, 0.9488076567649841, 0.9221341013908386]",unhappiness,0.9488076567649841
shame,Getting drunk and creating a lot of trouble at a place I respect - my friend's home. ,disgust,"[0.9943114519119263, 0.9965541362762451, 0.8341938853263855, 0.9965013265609741, 0.008756428025662899, 0.9938907623291016, 0.9483896493911743]",repugnance,0.9965541362762451
guilt,When I took a small boy's share of choclale. He was our guest and so had been given a larger share of the sweets. ,guilt,"[0.9385409951210022, 0.9250246286392212, 0.3097100257873535, 0.9693318009376526, 0.7677723169326782, 0.8713666796684265, 0.5073981881141663]",misconduct,0.9693318009376526
joy,The day I got a telegram telling me that I had been selected for a B. A at UNZA. I felt happy because I had not expected to be selected. ,joy,"[0.0009780974360182881, 0.0012724341358989477, 0.004073986317962408, 0.3419712781906128, 0.9969205856323242, 0.0015369217144325376, 0.0025002406910061836]",pleasure,0.9969205856323242
fear,The day I encountered a queer mamba face to face in a chunk of leaves behind our house. ,fear,"[0.6777148842811584, 0.9144567251205444, 0.9400011897087097, 0.4411352574825287, 0.7748901844024658, 0.5026718974113464, 0.3323166072368622]",scare,0.9400011897087097
anger,When my friends tried to discriminate against my friendship with certain other friends which they thought was improper. ,disgust,"[0.9670392274856567, 0.9806734323501587, 0.6021803617477417, 0.8884708881378174, 0.1257513165473938, 0.9358181357383728, 0.7394419312477112]",repugnance,0.9806734323501587
sadness,The day my teacher of Latin and French died. ,sadness,"[0.6597601771354675, 0.8109306693077087, 0.9088234901428223, 0.9574861526489258, 0.2625563144683838, 0.9839192032814026, 0.39293211698532104]",sadness,0.9839192032814026
disgust,The day I went to eat dinner in the dinning hall and found a dead fly in my gravy. ,anger,"[0.9914036393165588, 0.9875826239585876, 0.9843599200248718, 0.9365439414978027, 0.2738788425922394, 0.9875642657279968, 0.9709193110466003]",annoyance,0.9914036393165588
shame,I felt ashamed of myself the first time I drank as nobody in the family drinks. I felt that I had let down my parents and my friends. ,shame,"[0.8363076448440552, 0.997358500957489, 0.9398810863494873, 0.9969046711921692, 0.004443679470568895, 0.9969443678855896, 0.9980512857437134]",embarrassment,0.9980512857437134
guilt,The day I came home drunk after having attended a disco party. ,guilt,"[0.42231839895248413, 0.38312196731567383, 0.3095877766609192, 0.9788722395896912, 0.403551310300827, 0.6145440340042114, 0.7704724073410034]",misconduct,0.9788722395896912
joy,I was very happy when I received the year end results as I was worried about how well I had done. I was very happy to know that I had passed. ,joy,"[0.20807690918445587, 0.263288289308548, 0.9862596988677979, 0.9614633321762085, 0.9963739514350891, 0.7179787755012512, 0.16455604135990143]",happiness,0.9963739514350891
fear,"I was caught doing something I was not supposed to do. I did something with the person who caught me (bribe) and even though he promised not to report me, I am still frightened. ",fear,"[0.1710873544216156, 0.9892730116844177, 0.9983062744140625, 0.9965106844902039, 0.006374878343194723, 0.988425612449646, 0.9612680077552795]",fear,0.9983062744140625
anger,I told my friend something confidential which was supposed to remain between the two of us. The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it. I was very angry with my friend as I had trusted her. ,anger,"[0.9980229139328003, 0.9955793023109436, 0.6509661078453064, 0.9943192601203918, 0.0522700659930706, 0.9978852868080139, 0.9711968898773193]",anger,0.9980229139328003
sadness,I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother. ,sadness,"[0.012155893258750439, 0.23188932240009308, 0.6815697550773621, 0.9953102469444275, 0.008272447623312473, 0.9968919157981873, 0.8409655690193176]",grief,0.9968919157981873
disgust,"When thieves broke into our house, I was disgusted by their behaviour. They did not find anything so they broke things like the windows, glasses etc. ",disgust,"[0.9987025260925293, 0.9987429976463318, 0.9953557252883911, 0.9947368502616882, 0.006516634486615658, 0.9986202716827393, 0.9970404505729675]",repugnance,0.9987429976463318
shame,When I bribed the person who caught me doing something I was not supposed to have done. I was very ashamed of what I had done. ,shame,"[0.3281831741333008, 0.9962031245231628, 0.9309905171394348, 0.9965724945068359, 0.05314592272043228, 0.9942395687103271, 0.9981467723846436]",embarrassment,0.9981467723846436
guilt,"I was caught doing something bad and I bribed the person who caught me. Later I felt very bad, maybe I should have paid for my bad behaviour. ",guilt,"[0.45589879155158997, 0.9824414849281311, 0.9387071132659912, 0.9967117309570312, 0.009699009358882904, 0.9920470714569092, 0.9928011894226074]",guilt,0.9967117309570312
joy,When I received a positive answer from my appeal to withdraw my registration at UNZA. ,joy,"[0.6841613054275513, 0.9426202774047852, 0.390595942735672, 0.5470962524414062, 0.982106626033783, 0.35346516966819763, 0.5518145561218262]",an achievement,0.982106626033783
fear,I was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us. However another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road. ,fear,"[0.9150763154029846, 0.9174426198005676, 0.9610021710395813, 0.92399662733078, 0.06490069627761841, 0.9476186037063599, 0.8076857328414917]",scare,0.9610021710395813
anger,"I was asked to stop studying economics, a field which interested me, by my employers. ",sadness,"[0.909913957118988, 0.8410412669181824, 0.6869864463806152, 0.8355178833007812, 0.08436140418052673, 0.9535791277885437, 0.6613656282424927]",unhappiness,0.9535791277885437
sadness,When I learnt of the death of a friend. ,sadness,"[0.7532474398612976, 0.9756790995597839, 0.9668304920196533, 0.9916954636573792, 0.3268877863883972, 0.9949147701263428, 0.5972349643707275]",grief,0.9949147701263428
disgust,"When I learnt that my offer to study at the university had been withdrawn and so I would not get hostel accomodation at UNZA, even though I registered as a student later. ",sadness,"[0.9746291637420654, 0.9631727933883667, 0.973528265953064, 0.9841561913490295, 0.052738696336746216, 0.9939643740653992, 0.934697151184082]",unhappiness,0.9939643740653992
shame,My love proposal was turned down by a lady I really loved. ,sadness,"[0.9640759229660034, 0.8975889682769775, 0.8743983507156372, 0.9644686579704285, 0.038494810461997986, 0.9928240776062012, 0.8955469727516174]",unhappiness,0.9928240776062012
guilt,"I came across a blind man sitting in one of the corridors and asking for money, though I had some money I did not give him anything. ",disgust,"[0.7617308497428894, 0.9462472796440125, 0.5964409112930298, 0.8629249334335327, 0.08325120806694031, 0.8062536716461182, 0.5905027389526367]",repugnance,0.9462472796440125
joy,When I first came to the campus. ,fear,"[0.5132611393928528, 0.3154422342777252, 0.737364649772644, 0.6244445443153381, 0.6133877635002136, 0.40159010887145996, 0.2596477270126343]",anxiety,0.737364649772644
fear,When I was confronted by a policeman one night around o'clock. I was afraid when they threatened to take me and my girl to the gallows. ,fear,"[0.06651384383440018, 0.9869063496589661, 0.9987196922302246, 0.9042711853981018, 0.8675770163536072, 0.899802029132843, 0.8849048614501953]",fear,0.9987196922302246
anger,When an argument with a friend of mine over our behaviour towards another friend turned into a quarrel. I lost my temper and nearly knocked him out. ,anger,"[0.9949610233306885, 0.9555618762969971, 0.7553614377975464, 0.9828327298164368, 0.08523157984018326, 0.956839919090271, 0.6220142245292664]",anger,0.9949610233306885
sadness,When I lost my father in a car accident. ,sadness,"[0.6774407625198364, 0.9748366475105286, 0.9402549862861633, 0.9860134720802307, 0.05195999890565872, 0.9909965991973877, 0.7991655468940735]",unhappiness,0.9909965991973877
disgust,"When I was denied my favourite dish at the dinning hall (shima with roast chicken), I felt disgusted. ",sadness,"[0.9983830451965332, 0.9976170659065247, 0.9883036613464355, 0.9674413800239563, 0.009945650584995747, 0.9985769987106323, 0.9961994290351868]",unhappiness,0.9985769987106323
shame,"I felt ashamed when a friend, I had always respected, insulted me in public. He was drunk. ",shame,"[0.9338057041168213, 0.9974138140678406, 0.6982000470161438, 0.9972798824310303, 0.009351586923003197, 0.9953634738922119, 0.9992583394050598]",embarrassment,0.9992583394050598
guilt,When my library books were overdue and I did not have the money to pay for them. ,guilt,"[0.9679453372955322, 0.786026656627655, 0.960732638835907, 0.9823717474937439, 0.19135518372058868, 0.9522308111190796, 0.8116909265518188]",culpability,0.9823717474937439
joy,When I got my results - I had passed the form III exams. I had not expected to do so well. ,joy,"[0.8241634964942932, 0.27083688974380493, 0.9268295168876648, 0.6721560955047607, 0.9976588487625122, 0.5947836637496948, 0.8220016360282898]",an achievement,0.9976588487625122
fear,When I was an exploration with my friends and almost got lost in an unfamiliar environment. It was getting dark and we did not know how to get back home. ,fear,"[0.8978631496429443, 0.8092418909072876, 0.975807249546051, 0.90265953540802, 0.15403272211551666, 0.8420502543449402, 0.7880258560180664]",scare,0.975807249546051
anger,"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him. I felt angry over his actions. ",anger,"[0.9973940849304199, 0.9962038397789001, 0.8447044491767883, 0.9957491159439087, 0.03475235030055046, 0.9965873956680298, 0.8369548320770264]",irritation,0.9973940849304199
sadness,"When my little brother passed away mysteriously, at least from what I was told about it. ",sadness,"[0.8347356915473938, 0.93031907081604, 0.9785932302474976, 0.9529435038566589, 0.04727565124630928, 0.98415207862854, 0.779776394367218]",grief,0.98415207862854
disgust,"When I saw a woman who had been run over by a train, just off Kafue. The woman had been cut to bits, there was blood and splinters of bone every where. ",fear,"[0.8455848097801208, 0.9701125621795654, 0.983824610710144, 0.8995971083641052, 0.5340642929077148, 0.9826215505599976, 0.8798252940177917]",horror,0.983824610710144
shame,When I almost did something awful with a friend of mine and myself. ,disgust,"[0.9072027206420898, 0.9908986687660217, 0.978532075881958, 0.9796636700630188, 0.002399799879640341, 0.9825798869132996, 0.9127960801124573]",repugnance,0.9908986687660217
guilt,"When I ""passed out"" a female friend of mine for no apparent reason. I was under the influence of drugs and when I am like that I get mad at anyone, however small the provocation. ",anger,"[0.9807382225990295, 0.9160333275794983, 0.19105710089206696, 0.9663639068603516, 0.07018570601940155, 0.4982845187187195, 0.5085039138793945]",irritation,0.9807382225990295
joy,When I was accepted at UNZA. ,joy,"[0.22235600650310516, 0.0796247273683548, 0.14833226799964905, 0.4224467873573303, 0.9948602318763733, 0.08037693053483963, 0.04262637346982956]",an achievement,0.9948602318763733
fear,When thieves broke into our neighbour's house and later we heard gunshots. ,fear,"[0.8791518211364746, 0.9733946323394775, 0.988547682762146, 0.9731629490852356, 0.0592617504298687, 0.939529299736023, 0.6927086710929871]",scare,0.988547682762146
anger,"When my aunt scolded me for something I was not responsible for. A boy had come to our gate asking for me, my aunt went out to see him. I had neither met nor known the boy. ",anger,"[0.9862552881240845, 0.9679358005523682, 0.4482085406780243, 0.9530685544013977, 0.038212936371564865, 0.9759944677352905, 0.9684579968452454]",irritation,0.9862552881240845
sadness,When my cousin passed away unexpectedly and tragically (a murder). ,sadness,"[0.7862571477890015, 0.98968106508255, 0.9803637862205505, 0.9807290434837341, 0.0037367958575487137, 0.9954020977020264, 0.7862953543663025]",unhappiness,0.9954020977020264
disgust,When my mother got a terrible beating from my father. It was so bad that she fainted and it was only then that my dad realized how bad it was. ,guilt,"[0.9468938112258911, 0.9745752811431885, 0.954857349395752, 0.9768128395080566, 0.03563956916332245, 0.9532648921012878, 0.9118515849113464]",misconduct,0.9768128395080566
shame,When my friend had a child out of wedlock. ,disgust,"[0.9334086775779724, 0.9728579521179199, 0.8905238509178162, 0.961576521396637, 0.20238155126571655, 0.9633932709693909, 0.8997113108634949]",repugnance,0.9728579521179199
guilt,When I lied at home. I told them that I was going to a Christian meeting and I went to see my boyfriend instead. ,guilt,"[0.8480767607688904, 0.883598268032074, 0.6549338698387146, 0.9948006868362427, 0.1392306089401245, 0.8159981369972229, 0.9513629674911499]",misconduct,0.9948006868362427
joy,Receiving my result slip (pass) on my birthday. ,joy,"[0.08014573156833649, 0.04117148742079735, 0.4330241084098816, 0.3428252041339874, 0.9952980875968933, 0.06062411889433861, 0.01589912362396717]",an achievement,0.9952980875968933
fear,When we forced a friend to chew a poisonous herb in primary school. His tongue was swollen and he told his mother about it. The mother reported it to the headmaster who threatened to expel us. ,guilt,"[0.954412579536438, 0.9873591065406799, 0.9850082397460938, 0.9934872388839722, 0.13812683522701263, 0.9573054313659668, 0.9683312177658081]",misconduct,0.9934872388839722
anger,At boarding school someone put a lot of tiny thorns on my bed. When I complained everybody began teasing me and laughing at my inability to find out my enemies. I lost my temper. ,anger,"[0.9973475933074951, 0.989354133605957, 0.9195442795753479, 0.9787378907203674, 0.020199861377477646, 0.9956575632095337, 0.9770909547805786]",irritation,0.9973475933074951
sadness,When my grandfather died. ,sadness,"[0.7333805561065674, 0.9217237830162048, 0.9294916987419128, 0.9871821403503418, 0.4841431677341461, 0.993640124797821, 0.5350807309150696]",grief,0.993640124797821
disgust,"My room-mate was drunk, he vomited on the floor and fell face down on the vomit nearly choking himself to death. Then he fainted and so I called the first aid. ",fear,"[0.8084499835968018, 0.9509285092353821, 0.9647376537322998, 0.9587700366973877, 0.06695688515901566, 0.8657199144363403, 0.7994216680526733]",anxiety,0.9647376537322998
shame,As a kid my mother caught me stealing sugar and giving it to a neighbour. ,guilt,"[0.9550737738609314, 0.9693399667739868, 0.7126561999320984, 0.9939566850662231, 0.12740442156791687, 0.9146715998649597, 0.9565039873123169]",misconduct,0.9939566850662231
guilt,I got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us. ,guilt,"[0.9700295329093933, 0.8861789703369141, 0.9443246722221375, 0.9874211549758911, 0.012487929314374924, 0.9270782470703125, 0.8052711486816406]",misconduct,0.9874211549758911
joy,I felt vvery happy when I was accepted at UNZA for my studies. I had not expected this as I had been ill during the exams. ,joy,"[0.0005384740652516484, 0.0008112387731671333, 0.00157738768029958, 0.22266043722629547, 0.9976155757904053, 0.0013442814815789461, 0.0018419569823890924]",happiness,0.9976155757904053
fear,I felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money. I was looking at the man with his hand on the trigger. ,fear,"[0.06350526213645935, 0.980802059173584, 0.9987469911575317, 0.9078534841537476, 0.9683553576469421, 0.7864972352981567, 0.6508512496948242]",fear,0.9987469911575317
anger,A teacher at my former secondary school forced my darling to marry him. The girl tried to refuse but her parents would not leave her alone. ,disgust,"[0.9411440491676331, 0.9876241683959961, 0.940688967704773, 0.9675218462944031, 0.058001454919576645, 0.9734711050987244, 0.8953042030334473]",repugnance,0.9876241683959961
sadness,"When my sister died, she was only sixteen when she was put to rest. ",sadness,"[0.6865796446800232, 0.8712592720985413, 0.7859863042831421, 0.9660742282867432, 0.2879224121570587, 0.9850221276283264, 0.5912554264068604]",grief,0.9850221276283264
