labels,text,expr_emo,prob_expr_emo,prob_max
sadness,I was driving near my girlfriend's house and I decided to keep going because it was late and I would be back in the next few days anyway. The next day she was killed in a road accident. ,sadness,"[0.5633852, 0.30316272, 0.7698945, 0.948005, 0.00029769778, 0.98398095, 0.8072459]",0.98398095
disgust,My girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk. Whats more she drove home and couldn't remember doing so. I was disgusted by her state and her actions. ,disgust,"[0.99431086, 0.99820745, 0.7606118, 0.8897126, 0.0007157234, 0.688253, 0.99324834]",0.99820745
shame,A good friend of mine told me in comfidence that once he had tried to commit suicide. To meet him you wouldn't think so. I told another friend of mine about this when she was feeling depressed about her twin brother's suicide. I broke a bond of confidentiality. ,sadness,"[0.15637106, 0.08726121, 0.44030645, 0.80179685, 0.00090108137, 0.8588787, 0.49550074]",0.8588787
guilt,"When I was young I stole something from a shop and got caught, then I was taken to the police station and my parents had to come and get me. ",guilt,"[0.8370202, 0.7112778, 0.9459063, 0.9837159, 0.0030173224, 0.9197156, 0.9599752]",0.9837159
joy,"When I found out that a set task (i. e. essays and a test), the thought of which had oppressed me, were not on the date I had thought. ",fear,"[0.7905177, 0.72685754, 0.98584634, 0.9568914, 0.06575539, 0.9819364, 0.82422876]",0.98584634
fear,When confronted and in my opinion hassled by the police. ,anger,"[0.95225894, 0.77025384, 0.86065924, 0.4190349, 0.0008182723, 0.18320401, 0.058792684]",0.95225894
disgust,"Disgust - no. Maybe it is more precise to say revultion at a worm or a snake. But I mean it in a social aspect when somebody had behaved like a scoundrel to you, when by his actions he has made you change your attitude towards him but I thing this feeling the way I meant it, is not typical for the people interrelations. ",disgust,"[0.55259544, 0.88092923, 0.045658194, 0.07947194, 0.001535652, 0.034370042, 0.54104304]",0.88092923
shame,When you betray the trust you have been given. This is connected with copying at a class-work at school. ,guilt,"[0.50031495, 0.47684717, 0.20338733, 0.96853405, 0.002325575, 0.22044413, 0.7639818]",0.96853405
guilt,"When I have forgotten to warn somebody for something, or when I have forgotten to bring something I have been asked for. ",guilt,"[0.58245724, 0.45736137, 0.8272342, 0.99024045, 0.00349413, 0.8542369, 0.9672017]",0.99024045
joy,"When, for example, I was in my eleventh school year and I learned I had been classed for the Bulgarian Language and Literature National Olympiad. ",joy,"[0.061428424, 0.012029788, 0.11331606, 0.13936783, 0.8494484, 0.040006626, 0.07793416]",0.8494484
fear,"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me. ",fear,"[0.029034918, 0.0024740372, 0.996161, 0.8003151, 0.0016674139, 0.98553, 0.11315008]",0.996161
anger,"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates. ",sadness,"[0.9318226, 0.929572, 0.7823209, 0.87799627, 0.0011335701, 0.9713182, 0.91665244]",0.9713182
sadness,"When, for example, I left for the first time my parents and I went to live in Sofia. ",joy,"[0.10215539, 0.019915754, 0.20761928, 0.24490026, 0.2779206, 0.22715077, 0.04181471]",0.2779206
disgust,"When, for example, someone is calumnating. ",disgust,"[0.87317663, 0.89678466, 0.7373064, 0.7258602, 0.004847781, 0.0749276, 0.3021086]",0.89678466
shame,"When, for example, I fail in my undertakings. ",sadness,"[0.51972634, 0.5456576, 0.85347944, 0.8146699, 0.0012618905, 0.8620937, 0.83459437]",0.8620937
guilt,"For example, when I have promised something but I haven't fulfilled it. ",guilt,"[0.48017827, 0.25124827, 0.34577358, 0.9260163, 0.009537105, 0.5521898, 0.6945354]",0.9260163
joy,Some time ago a close relative of mine got off cheap with the worst. ,guilt,"[0.91055983, 0.9180379, 0.7252948, 0.92509973, 0.11598306, 0.90617687, 0.84420145]",0.92509973
fear,The last time I felt it was when I was coming home late at night. ,fear,"[0.37672612, 0.12657805, 0.8836034, 0.6360345, 0.06861677, 0.63277566, 0.20127225]",0.8836034
anger,I haven't often felt this feeling. Once someone stole my garment. ,guilt,"[0.59417397, 0.518633, 0.7033904, 0.93587196, 0.03182908, 0.80350083, 0.856256]",0.93587196
sadness,Recently I happened to remain alone for a long time. ,sadness,"[0.11780551, 0.066645816, 0.39612973, 0.4377018, 0.018773954, 0.70931125, 0.16231246]",0.70931125
disgust,I don't remember about a situation when I have experienced this feeling. Maybe it was when I saw a drunkard in the street. ,disgust,"[0.69463867, 0.8954049, 0.6912988, 0.68119913, 0.013613592, 0.793192, 0.6174811]",0.8954049
shame,I lied to my best friend and I wouldn't reform what I had done. ,guilt,"[0.8290609, 0.7584279, 0.43828392, 0.95504606, 0.001519447, 0.6955993, 0.82195103]",0.95504606
guilt,It happens to me quite often. I can't describe a particular case. ,sadness,"[0.07143884, 0.059486605, 0.12699296, 0.104246266, 0.021415805, 0.12781361, 0.073418476]",0.12781361
joy,"Realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims. ",joy,"[0.00059608277, 0.00037089223, 0.00083599467, 0.0005466955, 0.954085, 0.0005506156, 0.00050148845]",0.954085
fear,"Fear of the loss of a close friend, of feeling the ground slipping from under my feet. ",fear,"[0.0026844963, 0.005152032, 0.99869746, 0.10021432, 0.000410143, 0.640703, 0.009182738]",0.99869746
anger,"Attitude to some manners of dealing and some ""sanctioned"" relations. ",anger,"[0.16200593, 0.099955484, 0.07122071, 0.07511437, 0.02694458, 0.09685427, 0.019018933]",0.16200593
sadness,Feeling unable to preserve one's ideas and ambitions as innocent as they are when you are young. ,sadness,"[0.33239993, 0.13569394, 0.93265873, 0.94828105, 0.001659924, 0.9912348, 0.86235666]",0.9912348
disgust,Attitude to a related family. ,anger,"[0.5540504, 0.047954217, 0.089961134, 0.19775015, 0.12006676, 0.08634767, 0.05143248]",0.5540504
shame,"Exaggerating certain circumstances, wrong attitude and evaluation of these circumstances. ",anger,"[0.7787157, 0.38403207, 0.44656596, 0.5446248, 0.0010707496, 0.020107854, 0.11326923]",0.7787157
guilt,Low evaluation of other people's cares. ,sadness,"[0.5580217, 0.5044659, 0.26584986, 0.27595598, 0.0067444397, 0.6198854, 0.27685502]",0.6198854
joy,I won a sport contest. ,joy,"[0.0061595878, 0.0020671918, 0.0042563914, 0.01425539, 0.9575739, 0.0010877035, 0.0012672129]",0.9575739
fear,If a close relative's life is in danger. ,fear,"[0.38837692, 0.047491606, 0.97283936, 0.37382528, 0.0018127149, 0.9249555, 0.17745236]",0.97283936
anger,A close person lied to me. ,guilt,"[0.9729462, 0.83364296, 0.8466704, 0.9908406, 0.00070685503, 0.94767344, 0.9590531]",0.9908406
sadness,Getting separated from my girlfriend. ,fear,"[0.8659742, 0.6716289, 0.9827451, 0.7603851, 0.0010084593, 0.95693433, 0.68239903]",0.9827451
disgust,Encouter with a prostitute. ,guilt,"[0.3825542, 0.2639403, 0.17913562, 0.79137653, 0.021198105, 0.057268523, 0.13105497]",0.79137653
shame,A theft committed by me. ,guilt,"[0.39409137, 0.13124782, 0.04849904, 0.9818534, 0.002530902, 0.042986125, 0.32082638]",0.9818534
guilt,Lack of respect for my parents. ,anger,"[0.9229825, 0.91840255, 0.392318, 0.11356449, 0.0008119355, 0.110200524, 0.8077061]",0.9229825
joy,When my son was born. ,joy,"[0.14672817, 0.06306031, 0.43685058, 0.5746919, 0.88471115, 0.42910445, 0.10648557]",0.88471115
fear,Before an examination. ,fear,"[0.3576297, 0.07877, 0.93620926, 0.4240747, 0.035779618, 0.2501796, 0.15114398]",0.93620926
anger,Unjust punishment of a friend of mine. ,anger,"[0.9844432, 0.9188377, 0.37233594, 0.9677317, 0.00072498084, 0.9614662, 0.883356]",0.9844432
sadness,After the loss of a close relative. ,sadness,"[0.075809956, 0.051946733, 0.5163143, 0.5385556, 0.0008547022, 0.99063873, 0.14893489]",0.99063873
disgust,When somebody behaves like a scoundrel. Recently a colleague of mine used the name of another one for his own benefit. ,disgust,"[0.9418444, 0.95866156, 0.29140958, 0.8242152, 0.0025647555, 0.08188459, 0.9009034]",0.95866156
shame,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame. ,guilt,"[0.0079823965, 0.96899843, 0.56105053, 0.9969414, 0.00059465907, 0.9919145, 0.99645054]",0.9969414
guilt,I forgot to convey an important announcement. ,guilt,"[0.09539448, 0.03147999, 0.080558695, 0.9812887, 0.005318553, 0.15513612, 0.95232326]",0.9812887
joy,Meeting a loved man. ,joy,"[0.010521017, 0.0010161569, 0.06784354, 0.11747045, 0.92597926, 0.6859696, 0.010914907]",0.92597926
fear,"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light. ",fear,"[0.0058389446, 0.025545347, 0.9942392, 0.39859027, 0.00044555, 0.016953874, 0.05512232]",0.9942392
anger,"At an unjust, or to be more precise, at a bureaucratic treatment of one's personality. ",anger,"[0.9971584, 0.98577243, 0.6066359, 0.81646943, 0.0014436865, 0.8756376, 0.6456992]",0.9971584
sadness,When one is alone and knows that all the others are celebrating. ,sadness,"[0.4118847, 0.054165713, 0.3040099, 0.95634043, 0.07129473, 0.9813292, 0.4692669]",0.9813292
disgust,"At the sight of an insect, such as the black-beetle. ",fear,"[0.468362, 0.90097743, 0.92623955, 0.10500324, 0.129129, 0.097853914, 0.10389321]",0.92623955
shame,When not fulfilling any of my obligations to a person whom I respect. ,guilt,"[0.18431601, 0.012049278, 0.4323877, 0.9781349, 0.013465463, 0.56655633, 0.8727425]",0.9781349
guilt,When something unpleasant happens to a friend or relative of yours and you are at the bottom of it. ,guilt,"[0.93978024, 0.9670077, 0.9454017, 0.9930837, 0.0009894039, 0.97283214, 0.9732746]",0.9930837
joy,"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and. . . ! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them. ",fear,"[0.05429688, 0.010251591, 0.653858, 0.25351736, 0.20401214, 0.028634392, 0.06030433]",0.653858
fear,This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved ! ,fear,"[0.1694925, 0.030962478, 0.96692914, 0.58391285, 0.0013730144, 0.91699654, 0.087183]",0.96692914
anger,"Anger I felt when my boyfriend told me he didn't mind breaking it off with me, i. e. each of us to take his own road. Because until that moment, he deliberately restricted our dates. The motives were brought to my knowledge later. ",anger,"[0.99717414, 0.95938325, 0.0033243075, 0.33949345, 0.00052869454, 0.001250503, 0.015888026]",0.99717414
sadness,"Sometimes, when I'm alone I am seized by this feeling. But it always helps me to come round and at the same time to judge if it is worth. Very often this feeling is caused to me by people - friends who I love and respect. ",guilt,"[0.025799349, 0.002383492, 0.19126484, 0.24501525, 0.09491093, 0.13494752, 0.026414443]",0.24501525
disgust,Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat. ,disgust,"[0.065555915, 0.8758034, 0.45231357, 0.7273258, 0.7139438, 0.21880563, 0.49695647]",0.8758034
shame,This happens to me when I am not prepared in a given subject. ,fear,"[0.32473698, 0.23444931, 0.72247237, 0.54825723, 0.029390147, 0.29790357, 0.39857078]",0.72247237
guilt,"Quite unconsciously I offended a girlfriend of mine. It was really worthy to pass this fact over in silence, but I acted so, because I believed I was right. In fact it often happens to me to feel guilt, after I have already done the deed. ",guilt,"[0.675864, 0.62408173, 0.30081335, 0.9426967, 0.004762234, 0.563092, 0.86822486]",0.9426967
joy,When I was admitted to the University. ,joy,"[0.11586942, 0.03944754, 0.15829086, 0.17597575, 0.88798296, 0.040196836, 0.03402446]",0.88798296
fear,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown. ",fear,"[0.29464304, 0.2275634, 0.99531037, 0.16798572, 0.0016260343, 0.49858028, 0.13102734]",0.99531037
anger,In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources. ,guilt,"[0.30446196, 0.30958772, 0.36783278, 0.41452846, 0.04545275, 0.1784098, 0.4119302]",0.41452846
sadness,"Summer, heavy rain, storm - I was standing with my face stick to the window the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying. ",sadness,"[0.0015732305, 0.0038621856, 0.96397436, 0.8869481, 0.00045367348, 0.99836415, 0.66406417]",0.99836415
disgust,I saw in the street a man spitting. ,disgust,"[0.9767983, 0.9900719, 0.8971875, 0.8687464, 0.008671484, 0.74337775, 0.7380068]",0.9900719
shame,"I talked with a man who stammered and without controlling myself, I started to talk imitating him. ",guilt,"[0.2548905, 0.08623897, 0.44266835, 0.7967144, 0.08915107, 0.38682872, 0.5945372]",0.7967144
guilt,"Always, and this happens often when I do not keep my word. ",guilt,"[0.6646401, 0.41714537, 0.6321142, 0.96178454, 0.0039581247, 0.46168956, 0.69150734]",0.96178454
joy,When I understood that I was admitted to the University. ,joy,"[0.060703326, 0.022734819, 0.08301872, 0.10793778, 0.8420112, 0.033872396, 0.03163743]",0.8420112
fear,I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half. ,fear,"[0.8259688, 0.95637, 0.97107744, 0.6133685, 0.009100388, 0.61071765, 0.24224816]",0.97107744
anger,I feel this feeling when I am to fill in a questionnaire or a form. ,fear,"[0.21189174, 0.082027994, 0.53258777, 0.15900066, 0.17536075, 0.28893724, 0.12186999]",0.53258777
sadness,When the man I loved decided to leave me forever. ,sadness,"[0.8228507, 0.06407722, 0.8889555, 0.9112911, 0.000801998, 0.99381614, 0.6129373]",0.99381614
disgust,"I have felt this feeling when a person whom I believe and respect, lied to me. ",guilt,"[0.7953417, 0.38695636, 0.7003207, 0.9509148, 0.003932261, 0.69130254, 0.86750925]",0.9509148
shame,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love. ",guilt,"[0.019423453, 0.6403877, 0.07423789, 0.99367815, 0.0008500909, 0.7489295, 0.98830485]",0.99367815
guilt,When I offend somebody unfairly. ,guilt,"[0.9746055, 0.93195385, 0.32791635, 0.991422, 0.0012569113, 0.16933028, 0.8129024]",0.991422
joy,A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved. I was glad at the possibility to be with him. ,sadness,"[0.18837444, 0.0012858894, 0.016828094, 0.96569586, 0.23021899, 0.97549903, 0.40039438]",0.97549903
fear,"One evening I was watching the news on TV. Again they were talking about the danger of war. Suddenly I imagined what it might mean for me, for my friends, for the people close to me. I felt it a very near and possible event. ",fear,"[0.5858818, 0.15309425, 0.9889416, 0.5831235, 0.0013753781, 0.93994796, 0.22586456]",0.9889416
anger,"Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me. ",anger,"[0.99568105, 0.88487536, 0.0077402135, 0.13655621, 0.0010123064, 0.0014109025, 0.008424721]",0.99568105
sadness,"The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form. ",sadness,"[0.0018209075, 0.0029256924, 0.08645251, 0.45893106, 0.00047816758, 0.9978362, 0.06336125]",0.9978362
disgust,I felt disgust with a person whose behaviour was out of the elementary human norms. ,disgust,"[0.9836558, 0.9955772, 0.1167178, 0.52059233, 0.0007455556, 0.033589188, 0.9596405]",0.9955772
shame,I had not punched a ticket in the bus because I had a card. But when the ticket-collector came it turned out that I had forgotten it. The shame I felt was great though it was not done on purpose. ,guilt,"[0.012651879, 0.94560236, 0.6354775, 0.9940665, 0.0006452964, 0.98693615, 0.99285156]",0.9940665
guilt,At a moment of affect I offended a person very close to me. He had given me ground for that but it was a trifling in comparison with the way I insulted him. A moment later I felt a sense of guilt. ,guilt,"[0.93822587, 0.8475176, 0.6533843, 0.97530735, 0.00218601, 0.8834527, 0.9710425]",0.97530735
joy,When I understood I was admitted to the Sofia University. ,joy,"[0.07758519, 0.016111435, 0.08563155, 0.10150413, 0.7250206, 0.03256459, 0.027235528]",0.7250206
fear,"I broke my knee when I was skiing over ""Yastrebetz"" (a racing track in a Bulgarian winter resort). ",sadness,"[0.32559487, 0.2740831, 0.67165184, 0.5763178, 0.0014887544, 0.9579364, 0.699107]",0.9579364
anger,"The doctors from Belogradchik town determined a wrong diagnosis to my son. A month later, after some complex examinations at ISUL (A medical institute in Sofia), the diagnosis was categorically rejected. ",sadness,"[0.86884356, 0.8373968, 0.76183575, 0.49041355, 0.30527985, 0.90444726, 0.781706]",0.90444726
sadness,"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong. ",sadness,"[0.10234023, 0.08438548, 0.8342842, 0.80975187, 0.057597913, 0.9524383, 0.102828026]",0.9524383
disgust,A colleague of mine asked a lecturer to put him a higher mark in order to keep his good mards and thus to continue getting a scholarship for an excellent grade. ,guilt,"[0.14543743, 0.041453898, 0.5834947, 0.78038526, 0.02363245, 0.057645533, 0.121470466]",0.78038526
shame,I felt this feeling during the exam in higher mathematics. ,fear,"[0.13100281, 0.083791, 0.3139524, 0.11606221, 0.17665395, 0.15210815, 0.092269376]",0.3139524
guilt,My son drank four pills of diazepam every two hours instead of amidophen. ,guilt,"[0.43190622, 0.3398939, 0.7747249, 0.90650827, 0.0061539277, 0.30407166, 0.6573501]",0.90650827
joy,"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for ""a master of sports"". ",joy,"[0.0006502945, 0.0002517548, 0.00049828074, 0.0004924151, 0.99025565, 0.00031134667, 0.0002223199]",0.99025565
fear,"I felt fear once, when the car in which I travelled directed towards the precipice along the road. ",fear,"[0.0036628454, 0.009886865, 0.97376144, 0.048847407, 0.00089203904, 0.029661424, 0.018827986]",0.97376144
anger,When I see how people around me pass by certain unjustice because of indifference or cowardice. ,anger,"[0.98190904, 0.9784933, 0.9258178, 0.9706736, 0.0026833785, 0.9777225, 0.96049196]",0.98190904
sadness,When I left a man in whom I really believed. ,sadness,"[0.23721737, 0.0068788272, 0.07861668, 0.8639161, 0.0056716586, 0.960864, 0.40409973]",0.960864
disgust,Disgust with drunk people. ,disgust,"[0.9946964, 0.9988944, 0.037413135, 0.075453974, 0.0007805095, 0.014800021, 0.97967815]",0.9988944
shame,When I try to lie. ,guilt,"[0.39086497, 0.4286726, 0.68118143, 0.97696245, 0.006195966, 0.27582452, 0.7142146]",0.97696245
guilt,When I had had the possibility to act or to do certain activity better but I had not done it because of reluctance or carelessness. ,guilt,"[0.47731268, 0.40389594, 0.716407, 0.9787947, 0.008056167, 0.84233963, 0.8576121]",0.9787947
joy,When I was admitted to the University. ,joy,"[0.11586942, 0.03944754, 0.15829086, 0.17597575, 0.88798296, 0.040196836, 0.03402446]",0.88798296
fear,When I broke my leg I felt fear. ,fear,"[0.003278676, 0.01438888, 0.9849851, 0.18729746, 0.0005212382, 0.23739181, 0.11849596]",0.9849851
anger,When someone lies to me. ,guilt,"[0.9770421, 0.9207515, 0.94964397, 0.98557, 0.0029967085, 0.77277464, 0.87189335]",0.98557
sadness,At an unjust insult or injure. ,anger,"[0.99475914, 0.9451701, 0.65343124, 0.9032886, 0.0014057035, 0.7123019, 0.8225318]",0.99475914
disgust,From the cigarette smoke. Usually I feel disgust from it when I am in a restaurant. ,disgust,"[0.5492313, 0.98498535, 0.19182764, 0.1601833, 0.0009792844, 0.14014348, 0.8843056]",0.98498535
shame,When I promise to do something but I don't fulfill it. ,guilt,"[0.77148825, 0.5079997, 0.44249812, 0.9892278, 0.0034511155, 0.8849434, 0.9313781]",0.9892278
guilt,When I don't fulfill my obligations. ,guilt,"[0.48584846, 0.34100637, 0.71333784, 0.9589582, 0.0036812117, 0.66643727, 0.80347973]",0.9589582
joy,When my affairs with the girl I love settled positively. ,joy,"[0.010328255, 0.00071638735, 0.016145378, 0.25207967, 0.9354058, 0.037467793, 0.006403302]",0.9354058
fear,"In a dam lake, when the water was let flow to water the plants and I and two other boys were near the water pit. We rescued ourselves only thanks to the flippers and the tyre that was with us. ",fear,"[0.27052453, 0.17495102, 0.9495353, 0.78337824, 0.025005223, 0.26302448, 0.27084792]",0.9495353
anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially. ",anger,"[0.99590766, 0.9717119, 0.044808965, 0.11485123, 0.001221765, 0.002667117, 0.023541164]",0.99590766
sadness,When I am alone and listen to a song which I like very much and which I had listened before together with friends. ,joy,"[0.020267889, 0.0011501658, 0.019812016, 0.27129143, 0.924591, 0.06034113, 0.02470006]",0.924591
disgust,A striking act of ingratitude at a public vehicle. ,anger,"[0.945083, 0.84703493, 0.022813635, 0.5581468, 0.0012254227, 0.023382762, 0.12729354]",0.945083
shame,"I counterfeited a mark in the school register during the lesson in gymnastics. I felt this feeling two days later when I stood face to face with my teacher, whom I highly appreciated and respected. ",guilt,"[0.78778535, 0.78605884, 0.67469984, 0.9921027, 0.03878635, 0.49366114, 0.97939014]",0.9921027
guilt,In a fit of temper I told things that were unjust and they greatly hurt my mother though she didn't show it. ,anger,"[0.9945621, 0.57145095, 0.12762105, 0.9880981, 0.0017667834, 0.86814433, 0.91148245]",0.9945621
joy,I passed successfully the preliminary exam for a participation in the children Assembly. ,joy,"[0.04630704, 0.006494611, 0.015924927, 0.02078528, 0.9008978, 0.0041248305, 0.0030816041]",0.9008978
fear,I was alone in my room at the boarding house when at o'clock someone knocked violently on the door. ,fear,"[0.92839843, 0.59551686, 0.9699407, 0.82287854, 0.0074982573, 0.6592551, 0.5162131]",0.9699407
anger,A friend of mine promised to come with me to the cinema but he didn't come. ,sadness,"[0.8917492, 0.75871766, 0.6719113, 0.9618281, 0.0057113203, 0.97745, 0.94761187]",0.97745
sadness,I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success. ,sadness,"[0.0014729784, 0.0022794832, 0.086096175, 0.383679, 0.00072742143, 0.997391, 0.3589209]",0.997391
disgust,"Recently in the tram, a man ran his fingers over my girlfriend then over me. ",fear,"[0.9432729, 0.90575945, 0.9589119, 0.86807597, 0.010015697, 0.8187773, 0.9048801]",0.9589119
shame,"I had to prepare a report but I couldn't write it. I read from a book off-hand, I was quite uneasy and I felt I didn't manage. ",fear,"[0.35250023, 0.40350074, 0.9891944, 0.9456871, 0.0044276207, 0.74692243, 0.9508819]",0.9891944
guilt,My father got a slight heart attack after a telephone call of mine. ,fear,"[0.59549296, 0.21182764, 0.95844954, 0.92567146, 0.0014059532, 0.9200429, 0.70759934]",0.95844954
joy,Bulgaria won a football match against France. ,joy,"[0.13765712, 0.028584635, 0.11922908, 0.068796486, 0.8367292, 0.036654767, 0.005729081]",0.8367292
fear,I was going to knock down a pedestrian with my car. ,anger,"[0.96500343, 0.68695635, 0.94387907, 0.900348, 0.0013641671, 0.24460077, 0.34478748]",0.96500343
anger,I was neglected undeservedly. ,sadness,"[0.913744, 0.7688822, 0.25653332, 0.9626838, 0.0026093659, 0.9760039, 0.90515256]",0.9760039
sadness,My grandmother died. ,sadness,"[0.3799167, 0.2942638, 0.6589064, 0.759461, 0.000436429, 0.9840917, 0.41999093]",0.9840917
disgust,A man was unfair to a girlfriend of mine. ,anger,"[0.95377505, 0.75871325, 0.24959612, 0.8891179, 0.002377056, 0.8762861, 0.8235594]",0.95377505
shame,I didn't offer my seat to a pregnant woman in the bus. ,guilt,"[0.35912755, 0.2636588, 0.39666703, 0.93998843, 0.0014901159, 0.36169314, 0.77329457]",0.93998843
guilt,I didn't attend lectures. ,guilt,"[0.20725812, 0.16373739, 0.13975304, 0.5621424, 0.02739624, 0.26811805, 0.32648933]",0.5621424
joy,I felt joy when my two twin sisters were born. ,joy,"[0.0005172626, 0.0004998972, 0.00072021486, 0.0013079547, 0.99363434, 0.0004743259, 0.000616561]",0.99363434
fear,"The night before my wife had given birth to our twins. I felt fear in the hospital yard, I feared if everything was going to be in order. ",fear,"[0.03137294, 0.051059812, 0.9949379, 0.64293087, 0.0007613121, 0.50901407, 0.05726413]",0.9949379
anger,"About a month ago the Regional Council refused to pay my wife the due maternity benefit, because of bureaucratic reasons. ",sadness,"[0.86739177, 0.7328571, 0.8100666, 0.6070221, 0.0015649281, 0.9078145, 0.6600806]",0.9078145
sadness,Some months ago my wife gave birth to twin sisters. She had no idea of looking after babies and she felt quite oppressed. The fact that I couldn't help her caused grief to me. ,sadness,"[0.27501062, 0.15913872, 0.7037151, 0.98046106, 0.0010480788, 0.99618775, 0.67594683]",0.99618775
disgust,"I feel disgust with some people when I see what they are capable of, including lack of any dignity, when trying to find a seat in the tram. ",disgust,"[0.991706, 0.99825424, 0.033533208, 0.07550596, 0.0006194164, 0.0321564, 0.96545446]",0.99825424
shame,Some days ago I had a car accident. It was quite slight but through my fault. I felt strong shame because I had the spirits of a good driver. ,guilt,"[0.01776767, 0.9086629, 0.37847668, 0.992757, 0.00070691, 0.9768975, 0.99174315]",0.992757
guilt,Some days ago I had a slight car accident through my fault. ,guilt,"[0.6199819, 0.3354636, 0.6689697, 0.9402794, 0.0014909252, 0.8278775, 0.7701492]",0.9402794
joy,The period when I was pregnant and when I gave birth to my son. I can say those were the happiest months in my life. ,joy,"[0.00084807025, 0.0005378513, 0.0010858016, 0.0022351132, 0.99531025, 0.0010687002, 0.0009413429]",0.99531025
fear,A fear from the loss of a close friend as a result of his behavior. ,fear,"[0.025355268, 0.028943315, 0.99781066, 0.9611271, 0.0006674426, 0.13109116, 0.6376025]",0.99781066
anger,"When I encountered not only with my father's lack of understanding but also with his unwillingness to understand me as a parent, as far as things for which I (not he) have proves to be right are concerned. ",anger,"[0.9176426, 0.6332114, 0.50434244, 0.53980345, 0.0019390916, 0.8368793, 0.37544882]",0.9176426
sadness,From the fact that my husband and I are not in good terms. ,sadness,"[0.87526566, 0.47497576, 0.60697734, 0.7018649, 0.0008267648, 0.87935287, 0.5559927]",0.87935287
disgust,"I was disgusted from a quarrel between two married people, in which the children were involved as accusers of one of the parents. ",disgust,"[0.99330926, 0.99889576, 0.14748947, 0.7783001, 0.00068165135, 0.16079178, 0.993026]",0.99889576
shame,When I don't succeed to fulfill a promise. ,guilt,"[0.73316115, 0.5241049, 0.911887, 0.97311056, 0.0011100401, 0.9446165, 0.91540724]",0.97311056
guilt,"When I am not able to fulfill any request of my son - can't take him out to ride his byke, because I am tired. ",sadness,"[0.62262493, 0.39954028, 0.6016064, 0.9128576, 0.0010065305, 0.95229083, 0.6753775]",0.95229083
joy,I felt joy when I saw my daughter after a separation of twenty days. ,joy,"[0.00053953676, 0.00044725847, 0.00071553583, 0.0016876518, 0.995044, 0.0006477448, 0.0007240746]",0.995044
fear,"I felt fear when I sat for one of my exams. Though my fear was not quite justifiable, I still remember about it. ",fear,"[0.024038168, 0.015831145, 0.95840454, 0.3766195, 0.0018172477, 0.07268001, 0.05230623]",0.95840454
anger,I thought him a good friend but he tried to lie to me several times. Last time was the height of impudence. He promised he would come home but he didn't. I felt a sense of anger and insult. ,anger,"[0.99754983, 0.98970175, 0.102850854, 0.78660417, 0.0009187169, 0.00817473, 0.6332014]",0.99754983
fear,A fear of lack of personal powers. ,fear,"[0.010027545, 0.011590133, 0.9921737, 0.30392757, 0.0007878638, 0.13104202, 0.40479013]",0.9921737
anger,"At an undeserved attitude toward a man, when human personality is not treated decently. ",anger,"[0.99553204, 0.96146655, 0.49253425, 0.88491815, 0.0028425273, 0.91822714, 0.9085904]",0.99553204
sadness,At an irrevocable loss (with respect to human relations). ,sadness,"[0.68935215, 0.551393, 0.9325293, 0.47957888, 0.0005278622, 0.9885479, 0.654742]",0.9885479
