labels,text,expr_s,prob_expr_s,prob_max
sadness,When I had to come back from my village last Christmas. ,sadness,"[0.5145846779147784, 0.44042410266896087, 0.7664004663626353, 0.5301520625750223, 0.11239117880662282, 0.8335997760295868, 0.34906538265446824]",0.8335997760295868
disgust,One day I went to see a rather disagreeable film (X). ,disgust,"[0.8703576525052389, 0.9859974582990011, 0.8514749010403951, 0.814470907052358, 0.012002166050175825, 0.8189070473114649, 0.8711394667625427]",0.9859974582990011
shame,Once I had to visit a rather special person. ,joy,"[0.09634638018906116, 0.057081893319264054, 0.43967799345652264, 0.38298417441546917, 0.5394611284136772, 0.07408588208879034, 0.0311669510944436]",0.5394611284136772
guilt,"Once, I accidentally injured a boy in the eye and he almost lost it. ",guilt,"[0.8904472589492798, 0.5788676540056864, 0.9300907254219055, 0.9640989104906718, 0.013839541546379527, 0.6369885914027691, 0.6845314900080363]",0.9640989104906718
joy,When I knew the feelings of a beloved person. ,joy,"[0.004989138784973572, 0.0028165594849269837, 0.07441396731883287, 0.3270876572156946, 0.7792984147866567, 0.4902394190430641, 0.014731472552133104]",0.7792984147866567
fear,"A fall during a climb, with almost with no previous experience. ",fear,"[0.39947038516402245, 0.31504009043176967, 0.8478583693504333, 0.5763836776216825, 0.0021577502775471658, 0.5488025617475311, 0.684889001150926]",0.8478583693504333
anger,"On the occasion of assignment of tasks and responsibilities in which such an assignment, dispropotionately carried with it high responsibility and low ability of organisation and resolution. ",guilt,"[0.4123727573702733, 0.39779317875703174, 0.4503064068655173, 0.7607075721025467, 0.039051164872944355, 0.3510013185441494, 0.43055962522824603]",0.7607075721025467
sadness,"Moving to an unknown place, away from the familiar surroundings and into a situation of loneliness. ",sadness,"[0.3337855680535237, 0.41851481546958286, 0.8261829415957133, 0.28128342020014924, 0.0030686800309922546, 0.9553781052430471, 0.059966993828614555]",0.9553781052430471
disgust,"When I had to sleep in a bed at a hostel, which was full of dirt. ",disgust,"[0.8674429655075073, 0.9653000136216482, 0.919285774230957, 0.7469029774268469, 0.00468742911471054, 0.7666391357779503, 0.7628859380880991]",0.9653000136216482
shame,"While shopping, a person close to us created an uncomfortable situation for those who were with her. ",fear,"[0.6077895238995552, 0.6539192746082941, 0.7669168611367544, 0.7144519835710526, 0.003404350019991398, 0.2541659337778886, 0.5038238813479742]",0.7669168611367544
guilt,"Incomprehension and repression towards a child's behaviour, commonly not accepted, and making the child cry. ",fear,"[0.6467306564251581, 0.784156009554863, 0.8189020355542501, 0.5400572077681621, 0.0024528834231508276, 0.6029792912304401, 0.6217221667369207]",0.8189020355542501
fear,In a dark street at o'clock in the night and there was complete silence. ,sadness,"[0.0584940193220973, 0.21436536436279616, 0.3320783053835233, 0.2661255858838558, 0.27245502127334476, 0.6788277973731359, 0.13483374690016112]",0.6788277973731359
anger,"When they broke the artistic work of several weeks. Changes were made and it was broken without permission, they had no right to do this. ",anger,"[0.8554143706957499, 0.5872498701016108, 0.6102278331915537, 0.8151390006144842, 0.1224230198810498, 0.6529548664887747, 0.70404980580012]",0.8554143706957499
sadness,"When the train taking me to my military service left the station, on the platform remained relatives, projects and goodtimes. I had a hard year ahead. ",sadness,"[0.38554299995303154, 0.3245041240006685, 0.7064662526051203, 0.4243490720788638, 0.03416110094015797, 0.787744144598643, 0.13517444394528866]",0.787744144598643
disgust,"A situation of overt unfairness, manipulation of people and its consequences. ",anger,"[0.8432742555936178, 0.7856165816386541, 0.6929719746112823, 0.6410006216416756, 0.0030901705710372576, 0.3261763678553204, 0.6005324224630991]",0.8432742555936178
shame,"A children's film in which I played a clown, with spotlights, cameras and the director who demanded jumps and guffaws. ",joy,"[0.21336797364832213, 0.02311003425469001, 0.04538591518454874, 0.1520109811487297, 0.4060897246624033, 0.004734512243885547, 0.062164289954428874]",0.4060897246624033
guilt,When a close classmate failed a year. ,sadness,"[0.6896440237760544, 0.5289328234891096, 0.7335330049196879, 0.7209590077400208, 0.00958672515116632, 0.8920985758304596, 0.8724128305912018]",0.8920985758304596
joy,I was talking to a friend and he said something which was very funny. ,joy,"[0.0007092233039050674, 0.001452198572224006, 0.0012716760296219338, 0.021675055972688522, 0.7001951038837433, 0.0005754660475455845, 0.0028576571591353663]",0.7001951038837433
fear,"When I was young I saw a horror film. Then when I went to sleep, the film came back too my mind and the characters frighteneed my imagination. ",fear,"[0.4593193829059601, 0.7107556859652201, 0.9777740637461344, 0.5074273844559988, 0.12815633889598152, 0.2607214127977689, 0.20602623373270035]",0.9777740637461344
anger,"In a confrontation with a person, he provoked me several times till I reacted in an angry way. Fortunately there were no disastrous consequences. ",anger,"[0.9855279823144277, 0.5262479111552238, 0.2023503491654992, 0.8213529090086619, 0.15572295989841223, 0.16857034674224755, 0.22145498978594938]",0.9855279823144277
sadness,I was watching a sad film and it affected me deeply. ,sadness,"[0.0013286193716339767, 0.05574796114039297, 0.21104301512241364, 0.3098154676457246, 0.0018144616139276575, 0.8510153517127037, 0.12978805849949518]",0.8510153517127037
disgust,When I was reading a book. It had nothing to do with the book itself but with the disagreable smell of the pages of the book. ,disgust,"[0.5293339168032011, 0.8543821424245834, 0.3747582087914149, 0.5547269235054652, 0.0328625546147426, 0.3812354952096939, 0.60818812251091]",0.8543821424245834
shame,In class I had to say something aloud and people reacted by laughing. ,joy,"[0.12656606702754894, 0.17501429530481497, 0.07173067168332636, 0.2953543247034152, 0.4344803498437007, 0.043774911803969495, 0.4250563184420268]",0.4344803498437007
guilt,In an exam I answered the questions rather carelessly and afterwards I thought that the exam would have been better had I answered more carefully. ,guilt,"[0.3947984700401624, 0.5153468127051989, 0.35179161466658115, 0.9519614378611246, 0.034915314599250756, 0.6333584487438202, 0.7130732387304306]",0.9519614378611246
joy,"When I knew that there were, at last, no problems in making a journey that I had been wanting to make for a long time. ",joy,"[0.0074379065772518516, 0.0036849265452474356, 0.0024704166668622443, 0.08673905798544486, 0.9740495483080546, 0.002630394602116818, 0.008059002924710512]",0.9740495483080546
fear,It was more that fear - anguish -that I felt before my last exam. ,fear,"[0.033602881245315075, 0.4625823652992646, 0.9839509725570679, 0.45126357426246005, 0.001986298661601419, 0.6803860459476709, 0.08293300059934457]",0.9839509725570679
anger,When I had an argument with my best friend and I thought that I was right and she was not. ,guilt,"[0.6631528983513514, 0.3037312213952343, 0.10035239330803354, 0.691764255364736, 0.017683342661863815, 0.17273593851132318, 0.14402141235768795]",0.691764255364736
sadness,When I realized that it was impossible for me to be as free as I had imagined and that I could not do anythong about it. ,sadness,"[0.8708667457103729, 0.5774936738113562, 0.871151328086853, 0.5341839476798972, 0.01236771900827686, 0.9453363517920176, 0.49044734984636307]",0.9453363517920176
disgust,"The first time I saw a pornographic film, all that in practice is so beautiful but on the screen appered as something mechanical, irrational, disgusting and dehumanizing. ",disgust,"[0.5021532910565535, 0.7706091403961182, 0.6203962514797846, 0.4797443747520447, 0.11890220595523715, 0.22575230648120245, 0.6571351587772369]",0.7706091403961182
shame,When I stated sharply something I was not very sure of and a few days later I was shown to be wrong. ,guilt,"[0.7257870882749557, 0.4421667344868183, 0.6798266172409058, 0.8833300968011221, 0.01718132826499641, 0.5744509076078733, 0.650765540699164]",0.8833300968011221
guilt,When I do or say something inappropriate which hurts people close to me. ,guilt,"[0.7568730513254801, 0.5852309043208758, 0.6573851356903712, 0.9370656708876292, 0.001822189815963308, 0.6222050252060095, 0.8573302825291952]",0.9370656708876292
joy,"When a study tour got confirmed, I was happy all the time till the tour began. ",joy,"[0.00242968209204264, 0.0026642504381015897, 0.00744156304669256, 0.09725676042338212, 0.9491046170393626, 0.0018039188580587506, 0.0028414867895965776]",0.9491046170393626
fear,I was walking down a road and suddenly a few dogs appeared at a fence and started barking angrily. They were jumping and it seemed that they would come for me any time. ,fear,"[0.9713919957478842, 0.8401412665843964, 0.9891180396080017, 0.6854612628618876, 0.029718591036119808, 0.5341532515982786, 0.507289374868075]",0.9891180396080017
anger,"When I knew that they would not give me a transfer from one university to another. I began to insult the educatioon authorities and the government, I ended up at the door. ",anger,"[0.9940062959988912, 0.9848553140958151, 0.3138981442898512, 0.6373904688904682, 0.017124636777831864, 0.2355806952303586, 0.5675772889517248]",0.9940062959988912
sadness,We went to visit my mother at the residence. She was crying and said that she was about to die. I believed all her complaints and continously thought of the possibility of loosing her. ,sadness,"[0.2948973812162876, 0.4772074247399966, 0.9776580135027567, 0.7207743674516678, 0.044633109151618555, 0.979060540596644, 0.39965491741895676]",0.979060540596644
disgust,"My dog had been run over and died near the house. We had to pick him up, cold and glassy eyed, to get rid of the corpse. ",sadness,"[0.828431228796641, 0.9099597136179606, 0.9466255605220795, 0.7038172880808512, 0.010099125725294774, 0.9508364895979563, 0.7302314142386118]",0.9508364895979563
shame,A professor was going to read aloud in class a composition of mine in which I had criticized some political attitudes and also some class-mates. I was ashamed at having written that. ,shame,"[0.7351074169079462, 0.8688842554887136, 0.8446860611438751, 0.914007693529129, 0.010593306952311346, 0.5452884684006373, 0.9700678189595541]",0.9700678189595541
guilt,In an exam when I answered the questions with very little assurance due to insufficiet preparation. ,guilt,"[0.37568698450922966, 0.29848660094042617, 0.6632573443154494, 0.6772000143925349, 0.02946694086616238, 0.35881729672352475, 0.5717022071282069]",0.6772000143925349
joy,"When I received my report card in C. O. U. I was afraid of obtaining low marks, but they were much higher than expected. ",fear,"[0.4499508539835612, 0.263736115458111, 0.970187266667684, 0.3624667562544346, 0.9286549091339111, 0.4377603381872177, 0.22107106943925223]",0.970187266667684
fear,"I was at the cinema with my sister and her boyfriend. A man sitting beside me started to stroke my leg for a while, he left in the middle of the film. ",guilt,"[0.6302674214045206, 0.462098599721988, 0.722805788119634, 0.7364561458428701, 0.07096356758847833, 0.2799527570605278, 0.5620695228377978]",0.7364561458428701
anger,My father began to say incoherant things concerning my brother's and my own behaviour towards him. His biased (authoritarian) and ridiculous point of view made us angry. ,anger,"[0.9854582746823629, 0.833031972249349, 0.15802582850058874, 0.6381857370336851, 0.026101040770299733, 0.1933325759212797, 0.377909595767657]",0.9854582746823629
sadness,I had failed some subjects in mathematics. ,shame,"[0.45094899584849674, 0.4207255343596141, 0.4403303936123848, 0.7328946590423584, 0.021634301054291427, 0.6579151228070259, 0.8200989067554474]",0.8200989067554474
disgust,I was at the table at a French friend's house. They served me a big dish with roast cauliflower and sauce. I had to eat it. ,guilt,"[0.3052262216806412, 0.2780155334621668, 0.43494513630867004, 0.6452365381022295, 0.39245686928431195, 0.16541168908588588, 0.3153298559288184]",0.6452365381022295
shame,This morning I spent a lot of time on my toilet and missed the train to the university. My mother told me that I spent more time than a woman on my toilet. I felt a mixed emotion of shame and anger. ,shame,"[0.9318047165870667, 0.8575710157553355, 0.5202332437038422, 0.9691149989763895, 0.0031324968634483716, 0.4487609068552653, 0.9863034089406332]",0.9863034089406332
guilt,"I was alone at home when I broke a figure and then mended it. A few days later my mother noticed it and asked me about it, I told her that I had no idea. ",guilt,"[0.48033957928419113, 0.3485435942808787, 0.4384029457966487, 0.7659530639648438, 0.18808972587188086, 0.6143165603280067, 0.7134526868661245]",0.7659530639648438
joy,When I fell crazily in love with a beautiful girl and she returned my love. ,joy,"[0.002131770869406561, 0.0010351528690080158, 0.02155622700229287, 0.08693815628066659, 0.8402625570694605, 0.0020863742004924766, 0.006086413360511263]",0.8402625570694605
fear,"When I was caught by the police and was kept with a group of delinquents, which added to my fear of being shut up. I was afraid of the people near me and the future consequences. ",fear,"[0.44396180659532547, 0.7012448161840439, 0.9898481965065002, 0.8925122817357382, 0.04226476287779709, 0.6573393675498664, 0.7023415664831797]",0.9898481965065002
anger,When I was the target of a great many insults and completely unfair accusations of a large group of people. ,shame,"[0.8994986812273661, 0.8712469538052877, 0.6769332587718964, 0.4978833744923274, 0.00393213628558442, 0.6042929776012897, 0.9003466169039408]",0.9003466169039408
sadness,"When my best friend died, at the age of . ",sadness,"[0.4361812149484952, 0.5122955764333407, 0.7258513023455938, 0.5643715498348078, 0.03377639189905798, 0.9776892562707266, 0.4051233244438966]",0.9776892562707266
disgust,When I entered a brothel and saw two sailors with a young prostitute who was not older than . ,anger,"[0.8421286443869272, 0.7294682711362839, 0.8202990889549255, 0.8361169695854187, 0.25590672219793004, 0.4340731169407566, 0.667817622423172]",0.8421286443869272
shame,When I was in a religious school my teacher showed me up in front of all my class-mates. They were very sarcastic and cruel. ,shame,"[0.7911198536554972, 0.829480896393458, 0.7195280293623606, 0.7908732344706854, 0.007616883376613259, 0.23009253634760776, 0.9247357249259949]",0.9247357249259949
guilt,"Having suffered a not very pretty sight, I reacted by uttering some very cruel and sharp words. ",anger,"[0.9885226488113403, 0.9755000372727712, 0.686896562576294, 0.7091177105903625, 0.0008676778234075755, 0.17474594083614647, 0.6318601816892624]",0.9885226488113403
joy,When I came across an old friend whom I had not seen for a very long time. ,joy,"[0.017993831153338153, 0.011694825196173042, 0.05461974566181501, 0.18792260872821012, 0.6772392305235068, 0.06799140262107055, 0.03178746237729987]",0.6772392305235068
fear,I had an accident in which I hurt my eye. I was afraid of having injured it badly. ,fear,"[0.3198659134407838, 0.3819586622218291, 0.9630797406037649, 0.778414269288381, 0.02143023326061666, 0.7262905798852444, 0.44922726849714917]",0.9630797406037649
anger,When I was accused of something I had not done. ,fear,"[0.8026735385258993, 0.5571458588043848, 0.8664521972338358, 0.3441198767007639, 0.05344863592957457, 0.5580510360499223, 0.7939924200375875]",0.8664521972338358
sadness,A close friend died. ,sadness,"[0.41211383293072384, 0.4781300825998187, 0.8669093151887258, 0.4521435086304943, 0.03417016467816817, 0.9712774157524109, 0.47794253130753833]",0.9712774157524109
disgust,I saw some images of a decapitation in a horror film. ,fear,"[0.6402011414368948, 0.813200960556666, 0.9579125146071116, 0.34114084392786026, 0.006488262932786408, 0.5196905968089899, 0.2989663357535998]",0.9579125146071116
shame,I slipped and fell in to a puddle and people started looking at me. ,guilt,"[0.6112618148326874, 0.5898583283027014, 0.8548451960086823, 0.9349650839964548, 0.014570680214092135, 0.7142733136812845, 0.8317116598288218]",0.9349650839964548
guilt,I made another person cry for an unjustified cause. ,guilt,"[0.9526261289914449, 0.8428674240907034, 0.6587554415067037, 0.9712567230065664, 0.13788138037974326, 0.7081724219024181, 0.9296349187692007]",0.9712567230065664
joy,I received an unexpected letter from a friend I had met a short time before. He sent me a poem and wished me good luck. I felt very happy because I had great esteem for that person. ,joy,"[0.00300419086124748, 0.001175038031457613, 0.0047304593317676336, 0.08253985546374072, 0.8943305810292562, 0.003285290537557254, 0.0014224478897328179]",0.8943305810292562
fear,"I was walking with another person when a ""gang"" separted us and pushed me in to a house, hit me in the stomach and the face, then they left - leaving me bleeding. ",fear,"[0.8441069424152374, 0.817789226770401, 0.9398610790570577, 0.7636847048997879, 0.002958665272065749, 0.688447376092275, 0.7447296182314554]",0.9398610790570577
anger,"A certain person started to say dreadful things very calmly, I felt hurt and disgusted. ",disgust,"[0.9012351632118225, 0.988229235013326, 0.9652999639511108, 0.6177756438652674, 0.003488809937456002, 0.6245084169010321, 0.9728690683841705]",0.988229235013326
sadness,A certain person whom I respect and esteem a lot pays me no attention. She keeps up appearances but shows almost no interest in me. ,sadness,"[0.47120293229818344, 0.11530757492679793, 0.23457135260105133, 0.35530847931901616, 0.1282280326510469, 0.723833700021108, 0.21422808850184083]",0.723833700021108
disgust,In a bus I fell sick and vomitted in a bag. The entire situation was disgusting in itself. ,disgust,"[0.6730944042404493, 0.9870685736338297, 0.8287862241268158, 0.8462622265021006, 0.0028047868496893593, 0.5886772125959396, 0.924445778131485]",0.9870685736338297
shame,"A person (a male) told me that he liked me. He has a problem, he is a homosexual. ",guilt,"[0.4438370068868001, 0.1549578039557673, 0.5285271008809408, 0.6351606175303459, 0.05201528873294592, 0.3714957845707734, 0.36336766680081684]",0.6351606175303459
guilt,I rejected a person whom I had always thought to be a friend. I told him so and he reacted angrily. I felt guilty at not having realized it before and at having hurt him. ,guilt,"[0.859221875667572, 0.5614170655608177, 0.4289347243805726, 0.9908457597096761, 0.01002900292708849, 0.7796952923138937, 0.9263462722301483]",0.9908457597096761
joy,When I received some good news I obtained an amount of money I needed to buy something I had been planning to buy. ,joy,"[0.0009137003992994627, 0.001384827036721011, 0.0011179102196668584, 0.06960673787398264, 0.959768275419871, 0.0009581633251703655, 0.0013597132832122345]",0.959768275419871
fear,When my relatives and I were in a car going slowly on a frozen road. ,fear,"[0.30008395326634246, 0.2954530691107114, 0.7234836866458257, 0.4431866556406021, 0.19161396597822508, 0.4895876341809829, 0.09897030082841714]",0.7234836866458257
anger,My parents were having a typical family argument. I came in and saw the scene and became angry. ,anger,"[0.9962504208087921, 0.7588247060775757, 0.1255660098977387, 0.7244291035458446, 0.0063246526988223195, 0.1710106935740138, 0.2897641963015]",0.9962504208087921
sadness,"I was going away, leaving a dear person behind. ",sadness,"[0.41020948936541873, 0.29283672088058665, 0.8239801526069641, 0.7566815701623758, 0.07070942362770438, 0.9700693984826406, 0.4899177687863509]",0.9700693984826406
disgust,I visited a place in Morocco where they worked the leather. I saw the skins emerged in a liquid which ressembled putrification. ,disgust,"[0.24124077831705412, 0.7287453015645345, 0.5263738185167313, 0.325603981812795, 0.20502564993997416, 0.16361498708526293, 0.2542085647583008]",0.7287453015645345
shame,At a friend's party there were several allusions to my sexual adventures. ,guilt,"[0.24720031674951315, 0.05393119606499871, 0.03324321781595548, 0.40539521879206103, 0.1845598742365837, 0.025021243491210043, 0.18601986890037855]",0.40539521879206103
guilt,"I was in a cafe with another person when, suddenly, several close friends of my partner appeared. I did not know what to do and my partner felt uncomfortable. ",fear,"[0.40856914470593136, 0.34612518176436424, 0.930791308482488, 0.5426602537433306, 0.010688178842732063, 0.3713948118189971, 0.4809957221150398]",0.930791308482488
joy,When I talk to my friends. ,joy,"[0.06681962683796883, 0.030050752490448456, 0.043838313315063715, 0.16257298737764359, 0.694971020023028, 0.0790674554106469, 0.0407574608301123]",0.694971020023028
fear,When I am walking on the streets and see a gang of thugs. ,fear,"[0.9019924998283386, 0.8838611841201782, 0.9277131458123525, 0.6398250162601471, 0.08841558479859184, 0.6560069012145201, 0.5255059277017912]",0.9277131458123525
anger,When people harrass me I feel oppressed by their behavior. ,fear,"[0.802485595146815, 0.6590299755334854, 0.888308604558309, 0.5191971510648727, 0.003220873671428611, 0.6676951252544919, 0.5784942110379537]",0.888308604558309
sadness,When I am with a friend and we have to leave each other. ,sadness,"[0.7508231103420258, 0.4666922651231289, 0.9405772089958191, 0.5443806971112887, 0.1583576884586364, 0.9524016380310059, 0.30013031760851544]",0.9524016380310059
disgust,When I saw a film in which the man suffered from an illness and his skin came peeling off. ,fear,"[0.5990267843008041, 0.7844954530398051, 0.9327697157859802, 0.34928202132383984, 0.07755300802333902, 0.7556197742621104, 0.4376656338572502]",0.9327697157859802
shame,When I was in the toilet and someone came in. ,fear,"[0.8542608320713043, 0.6882245441277822, 0.9400734504063925, 0.9064523379007975, 0.16110413459440073, 0.7462758421897888, 0.624380129079024]",0.9400734504063925
guilt,"[ When I act thinking that I know everything and I then realize that there were things I had not thought about, thus hurting others. ] ",guilt,"[0.6771048357089361, 0.5272778943181038, 0.6262020617723465, 0.9766001005967458, 0.006578360781228791, 0.6029005218297243, 0.653230349222819]",0.9766001005967458
joy,"[ Any situation in everyday life has this emotional sense, in class, in the street, at home, at the table. . . . . . . . . . ] ",joy,"[0.04070493672043085, 0.019530242735830445, 0.0845825094729662, 0.15524586538473764, 0.398237980902195, 0.12874559126794338, 0.03223235377420982]",0.398237980902195
fear,On a dark night I felt that there were several people near me and I did not know who they were. ,fear,"[0.33759015053510666, 0.22493577500184378, 0.9298898180325826, 0.364993616938591, 0.0864570109018435, 0.276382007325689, 0.14104181341826916]",0.9298898180325826
anger,When I learned that several people had died in the street due to the cold weather. ,fear,"[0.893363873163859, 0.7009027351935705, 0.9736684660116831, 0.7124175205826759, 0.018827320425771177, 0.8576051990191141, 0.5850608671704928]",0.9736684660116831
sadness,"When I saw in the newspapers, on the T. V, and magazines the chaotic situation caused by the drought and hunger in Mauritania. ",fear,"[0.6322999447584152, 0.6120854193965594, 0.9081088900566101, 0.4633440511922042, 0.026924387629454333, 0.7969279785950979, 0.1507773989190658]",0.9081088900566101
disgust,The physical appearance of a meal. ,joy,"[0.05210458425184091, 0.041851737846930824, 0.04769232962280512, 0.07914010590563218, 0.13618111858765283, 0.050548037669310965, 0.02594886425261696]",0.13618111858765283
shame,"I was with a group of people and everybody told me to do or say something. It was a confusing, strong and traumatic situation for me. ",fear,"[0.6914651840925217, 0.5955156981945038, 0.9881803294022878, 0.5495570947726568, 0.0011950298503506929, 0.4857567714061588, 0.4235935906569163]",0.9881803294022878
guilt,"In a situation with my girlfriend I took a decision. Later when I thought about it, I realized that it was an erroneous decision. ",guilt,"[0.3532232480744521, 0.3651620956758658, 0.35439485932389897, 0.8188217058777809, 0.018775521544739604, 0.5706944894045591, 0.5009683581689993]",0.8188217058777809
joy,"One night, at a friend's place I realized that I had everything I most wished, around me. ",joy,"[0.0018014272791333497, 0.0012414379258795332, 0.0017306433098080258, 0.0661309459246695, 0.9441106220086416, 0.0015910329530015588, 0.0033278879709541798]",0.9441106220086416
fear,"During a demonstration I climbed up the closed central door of a bus. When the bus stopped I had to go back to the same place, afraid that the police would see me. ",fear,"[0.6193629602591196, 0.26309589482843876, 0.8905883878469467, 0.8230220476786295, 0.18433283812676868, 0.19332891268034777, 0.5278430034716924]",0.8905883878469467
anger,"When I saw parents punishing their little child for something he had not done. In my opinion, even if he had done it he should not have been punished for it. ",anger,"[0.8669476509094238, 0.7172959571083387, 0.5029831031958262, 0.4904102683067322, 0.049250917664418616, 0.627105139195919, 0.6656445364157358]",0.8669476509094238
sadness,A friend of mine was hurt as he thought that our relationship was not the same as before and something had gone wrong. ,sadness,"[0.5384059821565946, 0.3945544868086775, 0.35467764486869174, 0.4453970442215602, 0.004208491513660799, 0.6756606958806515, 0.44439709434906643]",0.6756606958806515
disgust,"When I was young, one day in the car we fell sick and ended up vomitting on each other. ",guilt,"[0.475409643103679, 0.8252019683519999, 0.7954694132010142, 0.8881443639596304, 0.024474708596244454, 0.5866378272573153, 0.7026644498109818]",0.8881443639596304
shame,The parents of a friend of mine surprised us and another couple sleeping in thier place. ,joy,"[0.20342839322984219, 0.03994835610501468, 0.5823210626840591, 0.14337766418854395, 0.6225381940603256, 0.034394004149362445, 0.05942179262638092]",0.6225381940603256
guilt,A friend of mine felt bad because of something I had done to something that belonged to him. ,guilt,"[0.3107543960213661, 0.4468233436346054, 0.24401207268238068, 0.9574146568775177, 0.012147646009301146, 0.6139307664707303, 0.7430226107438406]",0.9574146568775177
joy,When they told me that I had been admitted to the faculty of medicine. ,joy,"[0.1713667173559467, 0.047315677239870034, 0.2349035988251368, 0.14475815805296102, 0.8954264024893442, 0.06118557664255301, 0.061915838780502476]",0.8954264024893442
fear,Almost always when I go to fetch the results of an exam. ,fear,"[0.1719993328054746, 0.09428214716414611, 0.3855160114665826, 0.225212341795365, 0.28702958424886066, 0.13717293863495192, 0.07400120981037617]",0.3855160114665826
anger,[ No description. ] ,disgust,"[0.0025111634749919176, 0.009375602472573519, 0.002701768515786777, 0.006437014361533026, 0.0015213305790287752, 0.00505468239619707, 0.007596646629584332]",0.009375602472573519
sadness,When I decided not to out any longer with a girl whom I liked quite a lot. This made me feel low for a some time. ,sadness,"[0.058492448452549674, 0.2500397228480627, 0.4320821346094211, 0.6803204615910848, 0.0020458256282533207, 0.9723238746325175, 0.5610863318045934]",0.9723238746325175
disgust,I saw a program on T. V where they had to saw a skull for an operation. ,fear,"[0.5191670631368955, 0.6566038578748703, 0.9444287518660227, 0.32396690050760907, 0.09275954554323107, 0.4872863944619894, 0.3695145870248477]",0.9444287518660227
shame,"I was watching T. V with my parents and some pornographic scenes came on, I felt uncomfortable and tried to distract my parents attention by talking to them. ",fear,"[0.42552824101100367, 0.7979311992724737, 0.9095165232817332, 0.6925410528977712, 0.019417142767148714, 0.24825213166574636, 0.708588237563769]",0.9095165232817332
guilt,"When I used an adjective for a person without knowing what it meant. When I got to know the meaning, I felt guilty as it was a clear and unfair insult. ",guilt,"[0.6547357439994812, 0.8448554972807566, 0.5370686799287796, 0.9746786753336588, 0.008929220901336521, 0.5873321642478307, 0.9557145635286967]",0.9746786753336588
joy,When I obtained good marks in a subject I had failed before. ,joy,"[0.037849409117673836, 0.029971408036847908, 0.023169712008287508, 0.19192493318890533, 0.907049169143041, 0.02142878237646073, 0.02026604829976956]",0.907049169143041
fear,When a friend of mine told me a horror story. ,fear,"[0.5867074603835741, 0.8758033812046051, 0.9827139476935068, 0.36752302944660187, 0.0033623060735408217, 0.7435836584772915, 0.49426236003637314]",0.9827139476935068
anger,I was with my family and we found some abandoned puppies. I wanted to help them but everyone said no. We then left. ,sadness,"[0.5751433198650678, 0.46410222227374714, 0.48981619129578274, 0.6395672733585039, 0.025217610877007246, 0.8723414738972982, 0.4666883771618207]",0.8723414738972982
sadness,At my grandfather's death. ,sadness,"[0.7754145761330923, 0.4624079540371895, 0.6771620114644369, 0.580993919322888, 0.06936121863933901, 0.9195435047149658, 0.19029096141457558]",0.9195435047149658
disgust,Seeing a film in which there were several bloody crimes. ,fear,"[0.8820263048013052, 0.8951089382171631, 0.9331665535767873, 0.6861617714166641, 0.0364058802369982, 0.6607885053381324, 0.6350103716055552]",0.9331665535767873
shame,"At a concert an old man arrived and began to danse, sing and do silly things. ",joy,"[0.25031284320478636, 0.20226544685040912, 0.05375734871874253, 0.19253992661833763, 0.3999943360686302, 0.030142495253433783, 0.2226894355068604]",0.3999943360686302
guilt,"I had an argument with a friend of mine. She would not let me speak and then I began to shout at her. She got angry and left, I did not try to prevent her from leaving. ",anger,"[0.9840202132860819, 0.40994798702498275, 0.030645118250201147, 0.6201581414788961, 0.006514483558324476, 0.16066043470830968, 0.15862177095065513]",0.9840202132860819
joy,When I was told that they had got tickets for me for a film marathon I wanted to see. ,joy,"[0.13745337771251798, 0.025123726673579466, 0.07672421478976806, 0.17746347934007645, 0.8975876073042551, 0.040317737963050604, 0.02242896395425002]",0.8975876073042551
fear,We were on the road in a car when a lorry bypassed us. We had to swerve and we almost got run over. ,fear,"[0.7320369432369868, 0.5924758414427439, 0.9588874777158102, 0.772276242574056, 0.04506847068356971, 0.5775927392144998, 0.547836055358251]",0.9588874777158102
anger,I had applied for a job and they had assured me that the exams would take place a few months later. A week later I went to obtain some more information and they told me that the exams had already taken place. ,fear,"[0.7722525497277578, 0.5064963089923064, 0.8160411814848582, 0.6533939813574156, 0.01731993434562658, 0.6361243979384502, 0.5797336970766386]",0.8160411814848582
sadness,"I received a letter from some friends, who do not live in Madrid, telling me that they would not come on holiday. I had arranged everythiing for them. ",sadness,"[0.570007249712944, 0.4680113320549329, 0.5550644298394521, 0.6402724981307983, 0.014973634771498231, 0.8141786654790243, 0.6508563657601675]",0.8141786654790243
disgust,"I found a big, black spider near a bag of food. ",fear,"[0.47296299537022907, 0.6395801355441412, 0.8412536879380544, 0.3372438425819079, 0.2089473957506319, 0.23178161960095167, 0.1707586869597435]",0.8412536879380544
shame,I was in a very small class and the professor said something about me that made everyone look at me at the same time. ,fear,"[0.496030958990256, 0.29922206824024516, 0.653427874048551, 0.6276944080988566, 0.22938740501801172, 0.3336212821304798, 0.6223961015542349]",0.653427874048551
guilt,"I had arranged to meet my friends at a certain place, and I was with other people. My friends did not arrive and the people who were with me began to get tired. My friends were one hour late. ",sadness,"[0.4415999526778857, 0.24130884682138762, 0.37201443562904996, 0.48115689555803937, 0.009698113756409535, 0.6406539231538773, 0.331702866901954]",0.6406539231538773
joy,The man I am going around with gave me a very special present. ,joy,"[0.0028071399040830633, 0.0024175339300806322, 0.008335337935326, 0.03994125098688528, 0.8346709956725439, 0.0010863355516145627, 0.0030976718214030066]",0.8346709956725439
