labels,text,feels_s,prob_feels_s,prob_max
sadness,A close friend decided to stop with his study and to go back home. ,sadness,"[0.2976348139345646, 0.17544778001805147, 0.44089700157443684, 0.36476439237594604, 0.44291672731439274, 0.5701660762230555, 0.32180537035067874]",0.5701660762230555
disgust,We had a birthday party with friends. One of us frequently used hard drugs. On the party I discovered that the other friends also used them. While we agreed we would help the big user to stop using it. ,guilt,"[0.30486749733487767, 0.3284514198700587, 0.4000722070535024, 0.6691490809122721, 0.1549959615804255, 0.24326846934854984, 0.45261797308921814]",0.6691490809122721
shame,"During a family reunion, they started talking about me wearing an ear-ring. ",shame,"[0.8212568263212839, 0.5220422297716141, 0.5734945088624954, 0.850035031636556, 0.27511315296093625, 0.5629737513760725, 0.8772347569465637]",0.8772347569465637
guilt,"It was my mother's birthday. My father and I used to buy a present together. However, now I had bought something together with my girlfriend and I forgot to ask my father. ",guilt,"[0.7584064106146494, 0.43452051281929016, 0.6529368956883749, 0.957297295331955, 0.5444005702932676, 0.7760502894719442, 0.7934553325176239]",0.957297295331955
joy,For instance when a girl is interested in me and likes me. ,joy,"[0.01521590375341475, 0.005873166829890882, 0.10725672915577888, 0.13862141594290733, 0.9306847155094147, 0.015127241145819426, 0.03439288244893154]",0.9306847155094147
fear,"Walking at friday night through Nijmegen, going to a pub or a disco. ",joy,"[0.1151052179435889, 0.049875154082352914, 0.1710134157910943, 0.27559729913870495, 0.7701056152582169, 0.05582340061664581, 0.03471598192118108]",0.7701056152582169
disgust,I felt dusgust with a self-iterested person who ruined the life of another by means of utterly unfair methods. ,anger,"[0.9741788307825724, 0.7977212915817896, 0.14622391760349274, 0.4025396501335005, 0.2608817641933759, 0.19226517730082074, 0.6182910104592642]",0.9741788307825724
shame,I didn't do an important job and it had an adverse effect on other people. ,guilt,"[0.9439401626586914, 0.8150680412848791, 0.840334564447403, 0.9947430988152822, 0.001961207715794444, 0.7677010223269463, 0.9615721007188162]",0.9947430988152822
guilt,I stroke a person undeservedly. ,anger,"[0.6533116698265076, 0.34617804487546283, 0.37068000187476474, 0.6304410671194395, 0.13568476277093092, 0.5063719674944878, 0.5827626039584478]",0.6533116698265076
joy,I sensed this feeling when I passed successfully the second tour of a competition. ,joy,"[0.0604704978565375, 0.06214580141628782, 0.0847746366634965, 0.25921927702923614, 0.9417354762554169, 0.06710315619905789, 0.030255390563979745]",0.9417354762554169
fear,I felt fear when my mother was heavily ill. ,fear,"[0.05714352522045374, 0.3087592950711648, 0.9954382280508677, 0.4666601736098528, 0.0038840219688912234, 0.3744641977051894, 0.13759874428311983]",0.9954382280508677
anger,I felt anger against a colleague of mine during a rehearsal in acting. He hadn't learnt the text of an opera act in the course of several months and thus making difficulties for the rest of my colleagues. ,anger,"[0.9903757075468699, 0.6743203550577164, 0.1046888471270601, 0.5826442589362463, 0.003770088078454137, 0.20851620403118432, 0.1611287947744131]",0.9903757075468699
sadness,I felt sadness when I had to get separated from the woman I loved who had to leave for her motherland. ,sadness,"[0.0024202289738847562, 0.009383982949657366, 0.06779750296846032, 0.4687980849606295, 0.0016591748377929132, 0.9953981041908264, 0.054350290137032665]",0.9953981041908264
disgust,"I felt disgust with the alcohol, after I happened to see a young man, who was dead to the world and who wallowed on the pavement. This ""sight"" I watched from the bus. ",disgust,"[0.7786529051760832, 0.9464662472407023, 0.39413174862662953, 0.582187237838904, 0.00304441093855227, 0.37242409742126864, 0.8673138916492462]",0.9464662472407023
shame,"I felt shame and I couldn't look into my teacher's eyes, after not attending his lectures. ",shame,"[0.09282522031571716, 0.9085345615943273, 0.8338035742441813, 0.9960210919380188, 0.0012144480424467474, 0.5746425489584605, 0.9981582264105479]",0.9981582264105479
guilt,I felt guilty after I battered to death a classmate of mine. ,guilt,"[0.16564291653533778, 0.6820630530516306, 0.306345883756876, 0.9957338372866312, 0.000846600557755058, 0.7095222150286039, 0.9663932720820109]",0.9957338372866312
joy,"I was happy when at difficult times I could find support in my friend and my fiancT, I was happy because of their spiritual and moral help which gave me new power to struggle. I was happy then, I felt it in my soul. ",joy,"[0.041226505185477436, 0.006114477844676003, 0.11351179839887966, 0.34354644594714046, 0.9665895501772562, 0.0208338537098219, 0.08882697469865282]",0.9665895501772562
fear,I felt it at the same time when I felt disgust. ,disgust,"[0.8896332929531733, 0.9743047753969828, 0.5939910051723322, 0.8400569061438242, 0.006392804246085386, 0.2868264305094878, 0.9707158207893372]",0.9743047753969828
anger,I felt it on the same occasion when I felt sadness which finally grew into anger. ,sadness,"[0.8806969026724497, 0.3779766981800397, 0.2005855164801081, 0.7770637373129526, 0.006851640753059958, 0.8988565504550934, 0.3129774257540703]",0.8988565504550934
sadness,My living and working conditions at home were unbearable. We used to live in a three room flat together with two more families. The discords caused a change - one of the families moved out. The other family stayed with us but I drifted away from my fiancT. In fact we were two families in the flat. Then I found myself alone in the struggle for this life because my fiancT did not stay next to me my grief and sorrow took on large proportions. I wanted to commit suicide but instead I threw myself against the cause of the irritation. ,sadness,"[0.9483506381511688, 0.7646527240673701, 0.8116681178410848, 0.8511697153250376, 0.012476597611869996, 0.9916190207004547, 0.6417976766824722]",0.9916190207004547
disgust,"I am disgusted with my sister's husband. On an early Sunday morning after having knocked at my door, he suddenly rushed in and finching me still in bed he began quarrelling about something. I could not understand. I heard his last words ""Don't stare at me so because I'll beat you in your bed"" I got up terrified and a thrashing followed. ",anger,"[0.9845442175865173, 0.8630977074305216, 0.8730250000953674, 0.5212381103386482, 0.08909185963178363, 0.2098427862705042, 0.6671960366268953]",0.9845442175865173
shame,I feel shame mixed with anger with the behavior of some incultivated people because my fiancT is a foreigner. ,shame,"[0.9584947327772776, 0.8990521828333536, 0.16354107080648342, 0.9834893147150675, 0.0014309669204521924, 0.19373784974838296, 0.9949143131573995]",0.9949143131573995
guilt,I felt guilt because on account of my ambitions I nearly turned my sister out of my parents home. ,guilt,"[0.2106896974146366, 0.3352377874155839, 0.32082662731409073, 0.9930743674437205, 0.004516595518604542, 0.6653023163477579, 0.9089630246162415]",0.9930743674437205
joy,That was what I felt when I was finally accepted in the Bulgarian Conservatorie after I had applied a couple of years. ,joy,"[0.0351574185770005, 0.03061892988625914, 0.04767301864922047, 0.15478213969618082, 0.9307248493035635, 0.02168752516930302, 0.013718417147174478]",0.9307248493035635
fear,I experienced this feeling when the doctors found a nodule in one of my mother's breasts. It turned out to be an occlusion resulting from continious sucking but for a few days I was not in my reason. ,fear,"[0.5222417041659355, 0.5983058363199234, 0.9597494304180145, 0.8347607254981995, 0.040261467065041266, 0.6890546381473541, 0.5078584452470144]",0.9597494304180145
anger,I had an accident with a trafic police car that was packed at a curve without any visibility and against all traffic regulations in a strong snowstorm. As a result I still cannot repair my car because of the missing spare parts. ,anger,"[0.9579081435998281, 0.704198899368445, 0.9144827524820963, 0.917252798875173, 0.0028503164843035242, 0.823169027765592, 0.7607536713282267]",0.9579081435998281
sadness,"A sudden doubt made me run for a long time in a rainy autumn night. When I reached the intended place I saw my beloved in another man's arms. A sudden blow, grief, I cannot qualify it, it is painful for me to remember about it. ",fear,"[0.6526102970043818, 0.7578645944595337, 0.9803315798441569, 0.9503456155459086, 0.0019443214017276962, 0.9737546841303507, 0.9457842111587524]",0.9803315798441569
disgust,"I felt disgust with a man I had trusted and respected, to whose problems I had always shown deep understanding. ",anger,"[0.9759026269117991, 0.9733813802401224, 0.4656319155668219, 0.8683430254459381, 0.002601755094171191, 0.2196112220796446, 0.9758157134056091]",0.9759026269117991
shame,I was given the task to learn a page of music text for a small part. But I had forgotten all about it and I felt quite awkward when I had to show what I had prepared. ,guilt,"[0.383278370834887, 0.42207127312819165, 0.6744662970304489, 0.9374857644240061, 0.0010411306575406343, 0.6009418418010076, 0.8459837734699249]",0.9374857644240061
guilt,Some time ago I slapped my son without trying to understand who the real culprit of a damage was. After that I felt guilty and bad but it was too late. ,guilt,"[0.7395837356646856, 0.7969169219334921, 0.6505627632141113, 0.9862456917762756, 0.008056366680345187, 0.8147347370783488, 0.9402400453885397]",0.9862456917762756
joy,My boyfriend made me a proposal. ,joy,"[0.2028005262836814, 0.08962072463085254, 0.4440338034182787, 0.48894087970256805, 0.8844140569368998, 0.06802215334028006, 0.11453231486181419]",0.8844140569368998
fear,I was to be given an audition to get a role. I had a competitress and I wasn't well prepared because I was ill. ,fear,"[0.6175734748442968, 0.3863159865140915, 0.8393399467070898, 0.8125537435213724, 0.12629022860589126, 0.5950194696585337, 0.7243813574314117]",0.8393399467070898
anger,"A whole crowd of us went to a folklore festival. The instructor of the cast where my boyfriend played was traveling with us. We decided to catch the train that leaved early in the morning because we had business on the following day. The instructor tried to get the upper hand and made us catch the train in spite of everything, all the time he made me angry. ",anger,"[0.9742837150891622, 0.5991191118955612, 0.18207023913661638, 0.6630010356505712, 0.06187468165686975, 0.20798376419891915, 0.33718039964636165]",0.9742837150891622
sadness,When I quarrelled with my boyfriend. ,anger,"[0.9934792617956797, 0.729806145032247, 0.6786835243304571, 0.9497023522853851, 0.059138910456870995, 0.7877446909745535, 0.846215158700943]",0.9934792617956797
disgust,I am disgusted with the fact that bad singers play at the opera (and not only there) only because they are protegTs or lovers of an important felow while at the same time some young and able singers work in a quite different field of life. ,anger,"[0.9964243670304617, 0.8692793473601341, 0.42830822616815567, 0.6648391441752514, 0.0019665708435544125, 0.208472232411926, 0.9612192710240682]",0.9964243670304617
shame,I feel shy to show all my worth when I work for the first time with a conductor or a producer unfamiliar to me. ,fear,"[0.014228943250297258, 0.16030082905975482, 0.6768685895949602, 0.48299222563703853, 0.005009601397129397, 0.19933985670407614, 0.550236868361632]",0.6768685895949602
guilt,I offended my mother. ,guilt,"[0.9954471588134766, 0.8580489357312521, 0.6954636424779892, 0.9976404011249542, 0.010296859681451073, 0.6569641679525375, 0.9939906100432078]",0.9976404011249542
joy,When I heard what mark I had got at the entrance examination and I realized my admittance to the University was almost certain. ,joy,"[0.10073560910920303, 0.07392991062564154, 0.11836771542827289, 0.28227023407816887, 0.9556704461574554, 0.11189162731170654, 0.017613983053403597]",0.9556704461574554
fear,Once I was alone at home. I suddenly felt unwell and there was no one to help me and call First Aid. ,fear,"[0.7452143877744675, 0.49464669823646545, 0.9415764411290487, 0.9007974366346995, 0.042005045300660036, 0.881160964568456, 0.6966482053200403]",0.9415764411290487
joy,When I was admitted to a Language school. On the day when I was informed by a message and my parents congratulated me. ,joy,"[0.01140754398268958, 0.03691380480692411, 0.07116966106696054, 0.17049057075443366, 0.979628841082255, 0.0037374059902504086, 0.004311060164278994]",0.979628841082255
fear,When diving deep into the sea to reach the floor I felt breathless. I was cautious but I doubted I should be able to come to the surface and inhale. ,fear,"[0.6386077379186949, 0.5082355290651321, 0.9000845154126486, 0.6243987381458282, 0.03976388365845196, 0.7194261352221171, 0.5110228583216667]",0.9000845154126486
anger,When my friend (girl) promised to help me go to the hospital and be examined by good experts and she deceived me. ,anger,"[0.9779608349005381, 0.8064197028676668, 0.9269318282604218, 0.8730616370836893, 0.020588306137748685, 0.8161128386855125, 0.9229750434557596]",0.9779608349005381
sadness,When I had stayed abroad for a long time and I had remembered about my friends and relatives. I felt sad and I wanted to see them as soon as possible. ,sadness,"[0.015305092500057071, 0.10397156999291231, 0.1776853521975378, 0.7833772897720337, 0.0035644817689899355, 0.9926346937815348, 0.4037657504280408]",0.9926346937815348
disgust,I felt it when I saw our headmaster blushed ingratiating himself with high ranking officials. ,shame,"[0.7904396206140518, 0.895878920952479, 0.9199118117491404, 0.975307454665502, 0.5780511988947789, 0.7786952008803686, 0.9807369609673818]",0.9807369609673818
shame,"When I hadn't learnt my lesson and I asked the teacher to give me ""a three"" and he agreed but even he felt quite awkward. NB In Bulgarian schools ""a three"" is the second worst mark. ",guilt,"[0.2850127181348701, 0.46132414042949677, 0.5816936741272608, 0.87668443719546, 0.04030233349961539, 0.4601767857869466, 0.7079219569762548]",0.87668443719546
guilt,When I shouted and quarrelled and for no reason I had been rude to my mother and when my behaviour had been influenced by other outward factors. ,anger,"[0.9625919262568156, 0.7005856285492579, 0.612650694946448, 0.9593803683916727, 0.06750346958870068, 0.5648588935534159, 0.8546568353970846]",0.9625919262568156
joy,"When you are satisfied with something, when you achieve something you have striven to. ",joy,"[0.0022949243430048227, 0.00857327765940378, 0.0028453271370381117, 0.19042663493504128, 0.9411746362845103, 0.008433868313053003, 0.0028812918656816087]",0.9411746362845103
fear,"One fears many things, for example one fears going to the dentist. but as far as I am concerned this feeling is connected with the examination session. ",fear,"[0.06938441159824531, 0.4987786188721657, 0.9795798559983572, 0.4415590241551399, 0.0010158014192711562, 0.3334482399125894, 0.6012234290440878]",0.9795798559983572
anger,When you are unjustly assessed at something you are sure to have been right. ,anger,"[0.8735249737898508, 0.4676231195529302, 0.4854687700668971, 0.8546690543492635, 0.47049962480862934, 0.6042146931091944, 0.7864356537659963]",0.8735249737898508
sadness,"For the loss of a close friend or relative, but you feel grief when you are away from home, too. ",sadness,"[0.003416271375802656, 0.07683244488240841, 0.05032887573664387, 0.43327562883496284, 0.0011869352601934224, 0.794795774233838, 0.08381242832789819]",0.794795774233838
anger,They wanted something to happen but I didn't. ,guilt,"[0.7993672241767248, 0.3384544936319192, 0.22423309041187167, 0.9196802576382955, 0.044931350741535425, 0.8824637035528818, 0.5381298710902532]",0.9196802576382955
sadness,I couldn't be with a girl on whom I was very keen. ,sadness,"[0.9364162385463715, 0.30060130287893116, 0.6524059673150381, 0.8934151728947958, 0.12426028680056334, 0.954458216826121, 0.8321610192457835]",0.954458216826121
disgust,"I and my friends got acquainted with a guy from Sofia who turned out to be gay, but we found that out only after or days. ",anger,"[0.6277396927277247, 0.34375787898898125, 0.44357085476318997, 0.5762202441692352, 0.2214907710440457, 0.5151691834131876, 0.3866719603538513]",0.6277396927277247
shame,My first girlfriend. I had the feeling that she was going out with me only because of my defect. ,guilt,"[0.6831689327955246, 0.8751616974671682, 0.7941053758064905, 0.9776733815670013, 0.16708777429691204, 0.7487626820802689, 0.9517036775747935]",0.9776733815670013
guilt,Years ago I ran away from home which disappointed my parents. ,guilt,"[0.9184127748012543, 0.5772157510121664, 0.6284968505303065, 0.974386046330134, 0.016266520862700418, 0.8437664012114207, 0.9620156387488047]",0.974386046330134
joy,Having passed an exam. ,joy,"[0.020511984049032133, 0.013383088284172118, 0.013934530628224214, 0.08810718171298504, 0.9771880904833475, 0.01308276189956814, 0.008189991873223335]",0.9771880904833475
fear,Having a car accident. ,fear,"[0.8155679603417715, 0.597018746038278, 0.9514046311378479, 0.8335608641306559, 0.0033828812884166837, 0.7182248656948408, 0.820204476515452]",0.9514046311378479
anger,I shared a secret with a friend and it later turned out that he had revealed it to another person with whom I didn't get along very well. ,guilt,"[0.722491055727005, 0.42793410271406174, 0.7033195793628693, 0.7231139540672302, 0.01878441443356375, 0.6623301630218824, 0.5522706061601639]",0.7231139540672302
sadness,The loss of a very good friend. ,sadness,"[0.3787624463438988, 0.2757996489914755, 0.5510450005531311, 0.48214401801427204, 0.0014534856309182942, 0.9607649544874827, 0.18365714078148207]",0.9607649544874827
disgust,Negative statement concerning me of a friend before strangers. ,shame,"[0.7699412703514099, 0.7720746099948883, 0.5991908858219782, 0.6954092333714167, 0.006279882150314127, 0.6739877934257189, 0.8896168569723765]",0.8896168569723765
shame,"Adultery with the girlfriend of a friend of mine, of which he learned. ",anger,"[0.8216363986333212, 0.5595478042960167, 0.6071097254753113, 0.8188965419928232, 0.21392822640094286, 0.5672337003052235, 0.6881013413270315]",0.8216363986333212
guilt,Adultery with a friend's girlfriend. ,guilt,"[0.5904671301444372, 0.22910191491246223, 0.30250577131907147, 0.7301559448242188, 0.29282935506974656, 0.18173244719703993, 0.576077381769816]",0.7301559448242188
joy,I'm glad when I have good relations with my colleagues and most of all when we are at a party. ,joy,"[0.0044654686547194915, 0.002218992003084471, 0.012427536057657562, 0.11817601121341188, 0.9766983191172282, 0.003667508834041655, 0.002761669684938776]",0.9766983191172282
fear,I experienced it once when we were on a drive. Our car passed by the one comming from the opposite direction at an incredibly small distance. ,joy,"[0.5394562979539236, 0.3988097657759984, 0.5995035221179327, 0.5666477332512537, 0.6318620244661967, 0.461241049071153, 0.40604519844055176]",0.6318620244661967
anger,"I get angry with people who attain certain status without deserving it, only with the support, authority and influence of other people. ",anger,"[0.9976313511530558, 0.6136575154960155, 0.054855128129323326, 0.5474132883052031, 0.031348829759129636, 0.10664871354432155, 0.13909442288180193]",0.9976313511530558
sadness,I feel sad when I see things done against men and nothing could stop it - at least I think so. ,sadness,"[0.006599143516117086, 0.1730394414238011, 0.14555954048410058, 0.8780594070752462, 0.0011902553087566048, 0.8993896096944809, 0.4209182212750117]",0.8993896096944809
disgust,I have experienced disgust with some people - usually double dealers. ,disgust,"[0.9793162147204081, 0.9824824929237366, 0.4220289890654385, 0.5551861980929971, 0.007146160123132479, 0.1840692024367551, 0.8701202074686686]",0.9824824929237366
shame,I am ashamed when I am not prepared in a subject and I have to answer in the presence of the patients. ,shame,"[0.21486518687258163, 0.8460860177874565, 0.7862342198689779, 0.993620882431666, 0.0009534717634475479, 0.6337274139126142, 0.9980845948060354]",0.9980845948060354
guilt,I feel guilty when I should have done something at any rate but I haven't done it. ,guilt,"[0.020564656394223373, 0.2026594316897293, 0.14650039793923497, 0.9928447802861532, 0.001283264224184677, 0.4153825764854749, 0.610924114783605]",0.9928447802861532
joy,I experienced it when I was accepted at the Medical Higher Institute. ,joy,"[0.2958365852634112, 0.14503601876397929, 0.5553516211609045, 0.4311733345190684, 0.9224818348884583, 0.12029139200846355, 0.1193450844536225]",0.9224818348884583
fear,I felt it when I sat for my exam in anatomy. ,fear,"[0.6087699780861536, 0.6044346938530604, 0.9374854465325674, 0.827545702457428, 0.5296422845373551, 0.6865462263425192, 0.8111305435498556]",0.9374854465325674
anger,I experience that feeling when I am unsulted without deserving it or when someone deceives me. ,shame,"[0.9262945055961609, 0.7792878349622091, 0.7214419394731522, 0.9360813001791636, 0.11798286251723766, 0.6454954743385315, 0.9418650567531586]",0.9418650567531586
sadness,When my grandfather died. ,sadness,"[0.7317172090212504, 0.4872272362311681, 0.8241073787212372, 0.8728684484958649, 0.07812843471765518, 0.9630386332670847, 0.5875125775734583]",0.9630386332670847
disgust,"I feel disgusted with toadies, hypocrites, chameleons. ",anger,"[0.9938666224479675, 0.982866128285726, 0.4553814098859827, 0.5266549730052551, 0.00080385598509262, 0.1959514186407129, 0.9893702665964762]",0.9938666224479675
shame,When I do something unworthy. ,guilt,"[0.9098435044288635, 0.9401946564515432, 0.8325046002864838, 0.9929499526818594, 0.004062580623819183, 0.7271819586555163, 0.9911346534887949]",0.9929499526818594
guilt,When I offended my parents without wanting it. ,anger,"[0.9760425488154093, 0.8119213481744131, 0.751517708102862, 0.9733086129029592, 0.014782176391842464, 0.7160244683424631, 0.9610116879145304]",0.9760425488154093
joy,After each successfully passed exam I am happy. ,joy,"[0.0007505916194835057, 0.00168806072906591, 0.005275557845986138, 0.13814686840729942, 0.9959110716978709, 0.0007075597144042453, 0.0007267971717131635]",0.9959110716978709
fear,A friend of mine gave birth to a child. Very dangerous delivery. I was afraid for her and for the baby. ,fear,"[0.43526482830444974, 0.30673191758493584, 0.9877342383066813, 0.5658499052127203, 0.020760369894560426, 0.6702035913864771, 0.20509718855222067]",0.9877342383066813
anger,"I get angry when someone imputes on me things I never can do, naturally negative. Servility, ""connections"", impudence, traits that get me mad. ",anger,"[0.9903915524482727, 0.7074491828680038, 0.40786640097697574, 0.7634796351194382, 0.16996502263161042, 0.3209639061242342, 0.782496174176534]",0.9903915524482727
sadness,My brother is a soldier. He promised to come home in a furlough but in the last moment he phoned and said that he could not come. ,sadness,"[0.9637044568856558, 0.7527494629224142, 0.9547780454158783, 0.974292665719986, 0.01874071708880365, 0.9766536553700765, 0.9539748628934225]",0.9766536553700765
disgust,"I am disgusted with liers, hypocrites, slanderers, flunkeys. ",anger,"[0.9967983762423197, 0.9643346865971884, 0.436579669204851, 0.6993677023177346, 0.0018891839038891096, 0.23724430178602537, 0.9810188213984171]",0.9967983762423197
shame,Recently I saw a young girl fawning on a man. And what for - money and things. I was ashamed to be a woman. ,shame,"[0.9566413660844167, 0.9368576804796854, 0.900342176357905, 0.9351237118244171, 0.08558986006149401, 0.7980847458044688, 0.9970328311125437]",0.9970328311125437
guilt,When I have been overhastingly offending or hurting. ,guilt,"[0.9409339129924774, 0.7528349806865057, 0.6136942257483801, 0.9844736556212107, 0.017953136518675212, 0.7125131736199061, 0.8944228788216909]",0.9844736556212107
joy,After the term exams I happened to meet a person that I respect and of whom I think very highly. It was nice that although we see each other rarely he had not forgotten me. ,joy,"[0.005325569208556165, 0.02890108063002117, 0.14806184576203427, 0.26538005222876865, 0.8098942438761393, 0.12351121846586466, 0.018772154115140438]",0.8098942438761393
fear,Few years ago my father was very ill. He stayed at a hospital for a long time. Then I experienced that terrible feeling that I might lose him. ,fear,"[0.48336028059323627, 0.7179100662469864, 0.9921058118343353, 0.8525578677654266, 0.026222281051256385, 0.9651063779989878, 0.6029471904039383]",0.9921058118343353
anger,I have a friend that I deeply trusted but it happened that I lost my confidence in her for which she herself was to blame. ,guilt,"[0.8250033060709635, 0.3547296902785699, 0.5563007096449534, 0.871417393287023, 0.09093187450586508, 0.6934142162402471, 0.6357406278451284]",0.871417393287023
sadness,"We are several friends but our characters are very different and we inevitably split in the two extremes. It is sad that I myself don't know what to do, I try not to hurt either of the ""parties"" because there are conflicts to which one I should belong. ",sadness,"[0.6516312460104624, 0.4593589020272096, 0.7790975521008173, 0.959523598353068, 0.01331504003610462, 0.9759854674339294, 0.6840166648228964]",0.9759854674339294
disgust,"I stayed for several weeks with a friend of mine before she moved to live with her husband. One evening he came drunk and made an awful scene, which I still remember. ",anger,"[0.9602418939272562, 0.791727657119433, 0.8875352640946707, 0.8521864712238312, 0.11959549645932081, 0.7444884032011032, 0.7368974586327871]",0.9602418939272562
shame,"In the past I experienced this feeling almost all the time - wherever I went, in different sutuations. I was small and I had to be taken to kindergarten, but me the fool didn't dare to tell exactly where, finally as a result I was late. ",guilt,"[0.6701095402240753, 0.7345800449450811, 0.9609183073043823, 0.9888490537802378, 0.2215068954586362, 0.6735544800758362, 0.9746350546677908]",0.9888490537802378
guilt,"My roommate got married and invited me to share a flat with them. But with a young couple there should not be a third person. I am to blame for not following the advise of the others, but it is not late still. ",guilt,"[0.6856385121742884, 0.4083954369028409, 0.5270938500761986, 0.9923641085624695, 0.06668633765851457, 0.5435559848944346, 0.6391134709119797]",0.9923641085624695
joy,"I experienced this feeling when I was accepted as a student. Because everything turned out different from my expectations. Although I passed the exam successfully I was accepted as a student only when I didn't expect it at all, namely at the beginning of September. ",joy,"[0.2953691941996415, 0.21122852340340614, 0.3147997707128525, 0.4782254199186961, 0.6669511074821154, 0.25862592582901317, 0.16638732701539993]",0.6669511074821154
fear,In the real sense of the word I experienced fear in my first months in the army. During my first night of duty. The cause for all this was a bear. I became panic sticken (may be for the first time) and even forgot that I had a gun. ,fear,"[0.07338709842103223, 0.4082030976812045, 0.9897201557954153, 0.6538806160291036, 0.009201813508601239, 0.295331468184789, 0.5554263492425283]",0.9897201557954153
anger,When I was a soldier I quarrelled with my commander and may be in revenge for this he detailed me on duty two successive nights. Naturally he checked me up on the second night and found me asleep for which he sent me to the cells. ,anger,"[0.9563850164413452, 0.7318983525037766, 0.9078330993652344, 0.9557653963565826, 0.02008245704928413, 0.6849852924545606, 0.9229690631230673]",0.9563850164413452
sadness,Sometimes I experience sadness for the Sports High School and for my unrealized dreams in the sport. Anyway there I spent six years of my life. ,sadness,"[0.0019543739617802203, 0.057369486875055976, 0.11515385350988556, 0.6641799956560135, 0.0011850375861589175, 0.872508724530538, 0.2651874174674352]",0.872508724530538
disgust,"Sort of awkward. I'd introduced (a lover) but introduced as a friend to some members of my family, and my niece Yavanna who's six was home from school and at Mum's and Dad's and was really silly and at first it was ok, but it went on and on - yukky pooh! You eat your snot, etc. and I felt cross she wouldn't stop. But she had an audience and was in one of those moods. Once I'd accepted it was something everyone does at time I felt better - it was partly having my friend there. ",guilt,"[0.5939380011210839, 0.4940308618048827, 0.4432053118944168, 0.656770055492719, 0.16497637478945157, 0.34235823651154834, 0.38764872029423714]",0.656770055492719
shame,"In my s - and was going out to dinner to celebrate a friend's birthday. Her (older - in s) cousin, really wanted me to get drunk cos I'd visited their (cousin wife) place quite a bit, but had always been very careful - brought up to believe in moderation in drink (but not guilt repression etc). I mixed drinking with smoking (which I rarely did) and got drunk and had to leave the table to get sick in the loo, and later went home and was sick again have never felt so awful in my life. And I didn't want to face or tell my other flatmates, or family. ",fear,"[0.6177242795626322, 0.8635282814502716, 0.9230678677558899, 0.854515607158343, 0.002120603899432657, 0.862604022026062, 0.9160371422767639]",0.9230678677558899
guilt,I used to pinch change from my father's mantlepiece (never my mother - she didn't get enough housekeeping) and then I'd feel when we went to church as a family I'd felt awkward cos I felt I'm expected to go to communion and I would but I was afraid and guilty 'cos I committed a mortal sin. ,guilt,"[0.28701895801350474, 0.7695139870047569, 0.9874059756596884, 0.9927418132623037, 0.0011338109519177426, 0.7647234816104174, 0.9875015020370483]",0.9927418132623037
joy,Spontaneous picnic with sister and friend and children - great. ,joy,"[0.0078123240285397815, 0.0016488349259210129, 0.011047204190011447, 0.07058285366899024, 0.9936274190743765, 0.0019302920118207112, 0.004707983636762947]",0.9936274190743765
fear,Can think of no time that I have felt fear. ,joy,"[0.0741021353751421, 0.12254586707179745, 0.017669567993531626, 0.07618136114130418, 0.6055813133716583, 0.0730296615511179, 0.02636429574340582]",0.6055813133716583
anger,"Teenage neighbours smashed my letterbox for the fifth time in a couple of months. It was a deliberate action of kids who had stayed in my home, had meals there yet took a dislike to my daughter. ",anger,"[0.9670802156130472, 0.8449408014615377, 0.8848533928394318, 0.6538400774200758, 0.20676694135181606, 0.7439459214607874, 0.7006009121735891]",0.9670802156130472
sadness,Guy I cared for went back to Canada to live. ,sadness,"[0.8164560794830322, 0.29704055801266804, 0.6133146633704504, 0.9021662970383962, 0.3646811557312806, 0.9094952344894409, 0.6057936797539393]",0.9094952344894409
disgust,Bus driver driving roughly - old man fell off seat into aisle - driver wouldn't stop - disgusted with her behaviour. ,anger,"[0.9979702134927114, 0.9372285803159078, 0.9790531893571218, 0.9618231356143951, 0.0041224601785264285, 0.6524928336342176, 0.9954466720422109]",0.9979702134927114
shame,"A daughter in court for staff pilfering, she was dressed like a ""street walker"" - I had a friend form overseas with me and was falsely trying to impress with my family. ",guilt,"[0.6362774521112442, 0.15204484310622016, 0.2465974943091472, 0.8064720034599304, 0.0805581413442269, 0.10737683158367872, 0.18740863104661307]",0.8064720034599304
guilt,Reported neighbour to police for taking to my daughter with baseball ball - her counsellor rang me and after long talk convinced me the woman was o. k. I felt guilty for ringing the police then guilty for feeling guilty about it. ,guilt,"[0.6574446087082227, 0.6755023946364721, 0.861741453409195, 0.991796871026357, 0.004269129422027618, 0.8297198464473089, 0.8838285505771637]",0.991796871026357
joy,Meeting with two of my friends I had not seen for years. They were special people to me. ,joy,"[0.038815362534175314, 0.07907388178864494, 0.2707523090066388, 0.4697914496064186, 0.960364043712616, 0.25096108950674534, 0.041700244221525885]",0.960364043712616
fear,"I was in the Korean War. We were attacked with mortars, me and companion. We stopped the jeep and ran for cover. Fortunately neither of us was hit but we both came close to being killed. ",fear,"[0.8401238818963369, 0.6634683310985565, 0.9640924831231436, 0.6676876048247019, 0.48325544968247414, 0.7223764906326929, 0.4353361129760742]",0.9640924831231436
anger,"I've a situation of responsibility an employee who had a habit of being late, came late again after promising to say he would be at work in a few minutes, then arrived hours later. He had been drinking. ",guilt,"[0.7301607181628545, 0.29415211143592995, 0.46850769718488056, 0.8144305149714152, 0.0056050149141810834, 0.2613512085129817, 0.4758914957443873]",0.8144305149714152
