labels,text,emo_s,prob_emo_s,prob_max
disgust,I saw the gare of a prison. This gare and the building were in deplorable condition and were full of rubbish. ,disgust,"[0.5984726871053377, 0.7351586222648621, 0.54469000796477, 0.6647528906663259, 0.011016456691625839, 0.7317069172859192, 0.6330950359503428]",0.7351586222648621
shame,A mishap suffered on misinterpreting a girl's proposition. ,guilt,"[0.3013482540845871, 0.25309346119562787, 0.36624380697806674, 0.833159883817037, 0.0020840334279152253, 0.436142244686683, 0.49801746010780334]",0.833159883817037
guilt,"I thought that I could have avoided the above situation (the one in fear) if I had concentrated more on my work, which I hate. ",fear,"[0.2995812340329091, 0.6362509429454803, 0.662239616115888, 0.6277948468923569, 0.022492817117987823, 0.2935091021160285, 0.16090391700466475]",0.662239616115888
joy,"When I passed the last exam, which I had doudts about. ",fear,"[0.2906469864149888, 0.41383448118964833, 0.6774605512619019, 0.6192487478256226, 0.6218200822671255, 0.15340451151132584, 0.23479253674546877]",0.6774605512619019
fear,Before I had a tooth pulled out. I was very upset and ill. ,sadness,"[0.5775380084911982, 0.5356927538911501, 0.7058628598848978, 0.38593365748723346, 0.01742747889754052, 0.7288674985369047, 0.2765122205018997]",0.7288674985369047
anger,When the Real Madrid football team lost against the inter in the U. E. F. A cup. ,sadness,"[0.6275543669859568, 0.7070576647917429, 0.42748597264289856, 0.5473321974277496, 0.017987439253677923, 0.7447687884171804, 0.6350045949220657]",0.7447687884171804
sadness,When my dog died. I had reared it for nearly three years. It had been ill for several days and had not eaten anything. One morning I found it dead. ,sadness,"[0.3623931755622228, 0.5188139081001282, 0.5058088898658752, 0.6263920168081919, 0.055548288548986115, 0.7652412454287211, 0.3640366792678833]",0.7652412454287211
disgust,"On a trip to Santander a child sitting beside me fell ill and started to vomit, seeing this made me feel very bad. ",guilt,"[0.15258322563022375, 0.6103720888495445, 0.582361047466596, 0.7762873073418936, 0.011793996217117334, 0.754292922715346, 0.5308880507946014]",0.7762873073418936
shame,I fell down in the bus when it braked suddenly and everybody started looking at me. ,guilt,"[0.39193034917116165, 0.40282168487707776, 0.5430375436941782, 0.5925203661123911, 0.009566599037498236, 0.4141778188447158, 0.5425883630911509]",0.5925203661123911
guilt,"When I finished a test type of exam and did not dare to answer any question, I doubted whether I would pass the exam or not. ",fear,"[0.3039256085952123, 0.34835142890612286, 0.7368341485659281, 0.49195319910844165, 0.07343934026236336, 0.4954969634612401, 0.27883055930336315]",0.7368341485659281
joy,"When I was back home after a long time, meeting beloved people and close friends. ",joy,"[0.046426684906085335, 0.026789327384904027, 0.10554543370380998, 0.3491834799448649, 0.8460934658845266, 0.05279068922391161, 0.19360558626552424]",0.8460934658845266
disgust,When I heard about the treatment of a friend in jail. Really inhuman. I never realised that such things also happen in the Netherlands. ,disgust,"[0.47806940972805023, 0.6956266661485037, 0.44393449028333026, 0.4170975585778554, 0.003145884179199735, 0.5746897707382838, 0.39321424067020416]",0.6956266661485037
shame,I cannot remember a situation in which I felt ashamed. I was eating with some people and a little boy I took care of. I warned him often not to knock down his glass of mild. When I took out his chair I knocked down my own glass. ,guilt,"[0.1722782232488195, 0.15406544444461664, 0.14433234619597593, 0.4070800232390563, 0.0044449711761747794, 0.08658377057872713, 0.06922000615547101]",0.4070800232390563
guilt,My mother always took my side. That brought about quarrels with my father. I knew she didn't like that and I felt very sorry for that. ,guilt,"[0.457169050971667, 0.3009445530672868, 0.2624630456169446, 0.7213798016309738, 0.05294425420773526, 0.6435480539997419, 0.3245149714251359]",0.7213798016309738
joy,"When on holiday in Greece I called my best friend, she told me she passed the examinations and that she had been admitted to the study for speech therapy. ",joy,"[0.20535639052589735, 0.13488090659181276, 0.10311883532752593, 0.3181879023710887, 0.7273186047871908, 0.08497846064468224, 0.19795685121789575]",0.7273186047871908
fear,"Together with a little brother I biked on a lonely road in the Polder. Then we were annoyed by a boy on a motorbike he took over, stopped, took over, etc. Then we saw he had something in his hand, we turned until we came across a man, who accompanied us. ",anger,"[0.5907239764928818, 0.2795176350822051, 0.16272364680965742, 0.2851266587773959, 0.00830808396373565, 0.17768511983255544, 0.14030456325660148]",0.5907239764928818
anger,We lived with persons in the loft of a house. It often occurred that other persons again and again climbed the stairs with much noise. When I was studying I couldn't concentrate and got angry. ,anger,"[0.8174419403076172, 0.5945581644773483, 0.4856756528218587, 0.6146845122178396, 0.06720713452280809, 0.46677887067198753, 0.47660259405771893]",0.8174419403076172
sadness,"I partly colored my hair black. My mother didn't like it and reproached me to be a ""subversive element"". Later on she stated that this was due to my friends. As I see it, this all resulted from colouring my hair. ",anger,"[0.7527929544448853, 0.5585857443511486, 0.4012107228239377, 0.617697556813558, 0.05206084942134718, 0.3530666095515092, 0.4769780958692233]",0.7527929544448853
disgust,"I was shopping in Utrecht with friends, we also ate some chips and snacks in a snackbar, then we saw a shabby fellow. He took a cold half eaten croquette (a snack) from a rubbish bin and eat it. ",sadness,"[0.34151234726111096, 0.3940308094024658, 0.24295934786399206, 0.4081207513809204, 0.033427910724033914, 0.4465515539050102, 0.38281309852997464]",0.4465515539050102
shame,I had subscribed for this test. We were informed by our secretary where the test took place. We went over there and thought there was a course. So we went back again I felt ashamed that the secretary again should see me. ,shame,"[0.26101136145492393, 0.7027141054471334, 0.5092728609840075, 0.8306238154570261, 0.013377067759089792, 0.5586877837777138, 0.9165503084659576]",0.9165503084659576
guilt,"I was out with a friend in a place where it was very, very busy. When we wanted to go I bumped a person, who dropped his glass beer I offered a new one but he didn't accept it. ",guilt,"[0.4288797974586487, 0.36922285954157513, 0.36244311183691025, 0.7445382575194041, 0.04689856758341193, 0.3604966178536415, 0.38760333756605786]",0.7445382575194041
joy,"It appeared that I gave correct answers to all questions during an examination of personality while I thought I performed very badly. Even now, I don't know how I managed it. ",guilt,"[0.45634569227695465, 0.4901816050211589, 0.440067321062088, 0.6114886303742727, 0.2081536492332816, 0.5539713948965073, 0.3849376017848651]",0.6114886303742727
fear,"My father was very angry with me, and I locked me up in the shower. Then my father knocked his fist through the door, I was scared to death. ",fear,"[0.8189058800538381, 0.4341649015744527, 0.9049534897009531, 0.6281185398499171, 0.01463152557456245, 0.3595187117656072, 0.38079491009314853]",0.9049534897009531
anger,"My sister borrowed some LP records for a party. She had left them in the car on curatao. Due to the heat they were crooked, so I couldn't play them again. ",sadness,"[0.45231374601523083, 0.3942818840344747, 0.34151024123032886, 0.5102993448575338, 0.038924874078171946, 0.5166871026158333, 0.36910801629225415]",0.5166871026158333
sadness,"When my grandmother died, her life was heavy and her last hours were terrible. ",sadness,"[0.4227426250775655, 0.708566298087438, 0.7106689314047495, 0.5903491775194804, 0.008990262528338159, 0.8705530762672424, 0.2510700697700183]",0.8705530762672424
disgust,"When I watched TV and saw a performance of ""Prince"" (a popidol). Disgusting he'd better be a stallion. ",disgust,"[0.7298365235328674, 0.9039614001909891, 0.486136036614577, 0.43389960875113803, 0.0019833864498650655, 0.27306016255170107, 0.6387928873300552]",0.9039614001909891
shame,We had arranged a beach party with people. There my father got drunk I felt very ashamed. ,shame,"[0.3639532874027888, 0.7362118711074194, 0.5493144442637762, 0.9003554880619049, 0.005830462265294045, 0.6139075617926816, 0.9492967426776886]",0.9492967426776886
guilt,When I flew out to my mother and made rude remarks because I felt so tense (studied too hard for an examination). ,guilt,"[0.7636388167738914, 0.472229632238547, 0.754167294750611, 0.8158452411492666, 0.008136007925107455, 0.23190114026268324, 0.4810226857662201]",0.8158452411492666
joy,"Unofficially I was informed about my results of the final examination of the secondary school. A teacher wrote them up for me. When I went outside, I started crying with joy. ",joy,"[0.0012913619381530832, 0.0007872716572213297, 0.0026146092617030567, 0.1812262640451081, 0.7825451691945394, 0.003052167065713244, 0.02109180709036688]",0.7825451691945394
fear,"I am thinking about death, the eternal of it, the unknown, the sense of being here. Often, laying in bed in the dark and quiet, the fear makes me feel dizzy. ",fear,"[0.1094608133037885, 0.43461526185274124, 0.9217966695626577, 0.43306351204713184, 0.024233009355763595, 0.5760812113682429, 0.3591430336236954]",0.9217966695626577
anger,"If they force me to eat something I don't like. For example, my parents always twaddle and whine, when I don't eat all the food. ",anger,"[0.626627633968989, 0.38240980108579, 0.2882830376426379, 0.48087746401627857, 0.03897621436044574, 0.32626903677980107, 0.3524145906170209]",0.626627633968989
sadness,"I had to leave Den Helder and all friends and acquaintences, after having spend two weeks there with my friends. ",sadness,"[0.45255103955666226, 0.3603108078241348, 0.46976638088623685, 0.6540477971235911, 0.022454051359090954, 0.6802558600902557, 0.32557464266816777]",0.6802558600902557
disgust,"Being on view in a meat-factory. Pigs being cut open, pigs being suspended from nods, blood everywhere, decompsition. ",disgust,"[0.5641813973585764, 0.7335524757703146, 0.6998397807280222, 0.4349026158452034, 0.011116168675168106, 0.539014642049248, 0.44518932700157166]",0.7335524757703146
shame,"When I have suffered a terrible fit of eating, that frequently occurs. Then I eat everything, I act like a glutton I eat big amounts of food, sometimes even half a loaf. ",guilt,"[0.5849868655204773, 0.2255443005512158, 0.5038126334547997, 0.6272602876027426, 0.19486696831882, 0.49337443709373474, 0.5245865533749262]",0.6272602876027426
guilt,When my father (physically handicapped) asks me to do something and I raise several objections. Often I can fix it in few moments. ,anger,"[0.3862088720003764, 0.2589883717397849, 0.13331584787617126, 0.17194470825294653, 0.10259328565249841, 0.06134142602483431, 0.054527366533875465]",0.3862088720003764
joy,When the parents of my girlfriend gave permission to spend our holiday together. ,joy,"[0.05675677264419695, 0.051178754617770515, 0.07455562613904476, 0.22697754266361395, 0.6812735150257746, 0.021421562259395916, 0.05963913335775336]",0.6812735150257746
fear,When the relationship with my first girlfriend broke up and I realized it too late. ,guilt,"[0.33365240693092346, 0.37284070750077564, 0.4369755834341049, 0.7079318215449651, 0.016195332573261112, 0.6666825165351232, 0.28604188561439514]",0.7079318215449651
anger,Someone who always took care for the key of the sportshall stayed away without letting us know. Next time he did as if nothing had happened. ,guilt,"[0.34577590351303417, 0.2620132453739643, 0.2946040729681651, 0.5860868394374847, 0.08345583671083052, 0.2797201797366142, 0.21099648997187614]",0.5860868394374847
sadness,When my last relation broke up. ,sadness,"[0.63203992942969, 0.6530771652857462, 0.5844316184520721, 0.6717628240585327, 0.019603025012960035, 0.8567930161952972, 0.4424274116754532]",0.8567930161952972
disgust,"When working in a chemical laundry, I saw rats and maggots in the washing. ",disgust,"[0.4789688636859258, 0.6620939423640569, 0.5268479337294897, 0.46436986823876697, 0.015086987734927485, 0.46003234200179577, 0.36147262901067734]",0.6620939423640569
shame,When I forgot the birthday of my best friend and I innocently came to visit her one week later. ,guilt,"[0.040436888191228114, 0.06523794277260701, 0.0502790332150956, 0.2865130379796028, 0.07228365850945313, 0.09516364180793364, 0.08832144582023223]",0.2865130379796028
guilt,"When I made love with a girl, which I don't really love. However I know that she loves me. ",guilt,"[0.2503703658779462, 0.38036516805489856, 0.1456904448568821, 0.5195256993174553, 0.23230548575520515, 0.19621831520150104, 0.18143836160500845]",0.5195256993174553
joy,When I passed the driving test (on the second try). ,joy,"[0.08251752673337857, 0.07995872789373, 0.06832333141937852, 0.3125810120254755, 0.737721840540568, 0.018782294432943065, 0.04098635541352754]",0.737721840540568
fear,"I was walking in the wood at night with my boyfriend. Very romantic. Suddenly I heard a car driving very slowly with the lights out, it looked as if they were looking for something. ",guilt,"[0.04651087413852414, 0.07640590850496665, 0.1573665632555882, 0.16625946387648582, 0.024406611376131575, 0.016267682736118633, 0.10312310357888539]",0.16625946387648582
anger,I am a teacher in arts and crafts (boys from - years). for them it is obligatory and they dislike it. They tease me. When one of them cut up some material I flared up. ,anger,"[0.8242810964584351, 0.5213093707958857, 0.2830078887442748, 0.4913252418239911, 0.016834197061446805, 0.27258914647003013, 0.3349841237068176]",0.8242810964584351
sadness,My sister was in coma for months (due to a train accident). Now her brainfunctions are disturbed. She will never be able to walk and she can hardly talk. ,sadness,"[0.2528126686811447, 0.3273580918709437, 0.41916538774967194, 0.3170737822850545, 0.015083741624645578, 0.6287289510170618, 0.24079803129037222]",0.6287289510170618
disgust,I lived together with my boyfriend. One night he stayed away and next day he told me that he had chat up with another girl. ,guilt,"[0.5756506125132242, 0.44499879082043964, 0.5798712174097697, 0.6336387097835541, 0.02810960488083462, 0.6327159404754639, 0.48640405635039013]",0.6336387097835541
shame,"I talk too much, cannot keep things secret. I promised a friend not to tell something to anybody. Neverthless, I did, and she got informed about it. I felt very ashamed. ",guilt,"[0.3982324997584025, 0.6677373001972834, 0.5149379422267278, 0.9444196323553721, 0.024593868816737086, 0.6773649950822195, 0.9035632113615671]",0.9444196323553721
guilt,My parents appreciate very much me and my boyfriend coming and have dinner with them at Christmas. However we decided to visit his parents. My mother was rather disappointed. ,sadness,"[0.13530474109575152, 0.07162679638713598, 0.07000465380648772, 0.11337771515051524, 0.010628735632053576, 0.21207757107913494, 0.05905135783056418]",0.21207757107913494
joy,"When I started a relation with a girl, with whom I have fallen in love already some time ago. ",joy,"[0.07239862189938624, 0.019658973052476842, 0.12562506211300692, 0.3839854324857394, 0.68434805671374, 0.029086963428805273, 0.1540727112442255]",0.68434805671374
fear,"Once sitting in the cinema, I became very anxious (watching a ""cold"" film). I do not know the reason. ",fear,"[0.32781829436620075, 0.3141029079755147, 0.6690911302963892, 0.3494001825650533, 0.028775254904758185, 0.32001906260848045, 0.3729879359404246]",0.6690911302963892
anger,"I work for a journal. Once the lay-out came to nothing, due to thoughtlessness of some colleagues. ",guilt,"[0.4397520398100217, 0.3165309590597947, 0.2903424638013045, 0.788385291894277, 0.012300865753786638, 0.41952578350901604, 0.3211987440784772]",0.788385291894277
sadness,"My mother was stuck by an apoplectic fit, was hemi-paralyzed and suffered an aphasia. ",sadness,"[0.14894970692694187, 0.24506390591462454, 0.45282162353396416, 0.20378446578979492, 0.012105979010812007, 0.45572146338721115, 0.14599121361970901]",0.45572146338721115
disgust,Each time I am confronted with reports about repression and torture. ,fear,"[0.6677113473415375, 0.7539895872275034, 0.7923968533674876, 0.6312166998783747, 0.0027038489643018693, 0.6395702237884203, 0.41266614695390064]",0.7923968533674876
shame,I wrote a letter to my father to ventilate my bottled up feelings. Afterwards I thought it was too negative. ,sadness,"[0.5833462476730347, 0.4849117298920949, 0.4124883363644282, 0.5460368593533834, 0.03049764238918821, 0.7601659198602041, 0.22978607937693596]",0.7601659198602041
guilt,I chatted up with a girl who I didn't love. She however was fallen in love with me. I felt responsible for her sorrow. ,guilt,"[0.16832114507754645, 0.3297887071967125, 0.37121176222960156, 0.8801673154036204, 0.012831991916755214, 0.7066117227077484, 0.3797542129953702]",0.8801673154036204
joy,I felt very happy when I heard I had passed the examination to move up to the second year course. ,joy,"[0.004797370270049821, 0.15283508816113076, 0.004911727082799189, 0.2714652253004412, 0.9582519233226776, 0.002548291343070256, 0.13284283833733448]",0.9582519233226776
fear,On a holiday in France I made a walk in the woods all alone and very relaxed. Then a motorbike took me over and I saw the man watching all the time. Suddenly the man stood behing me and I ran away fast. ,fear,"[0.29172150293986004, 0.3502466368178527, 0.6311603039503098, 0.24477398519714674, 0.0026160651080620787, 0.1699149695535501, 0.18651940363148847]",0.6311603039503098
anger,"I invited two friends. We should go out together. Those two girls kept talking about boys, chatting up etc. I bacame sick of it. ",anger,"[0.6531648933887482, 0.6223713705937067, 0.2930244480570157, 0.44964804748694104, 0.023322440780854475, 0.3806788055226207, 0.36053891976674396]",0.6531648933887482
sadness,"I felt very sad when my boyfriend wanted to break our relationship. Our relationship lasted two years, we shared everything and all this was finished. ",sadness,"[0.02923796634422615, 0.11346314498223364, 0.13169247781236967, 0.5825927530725797, 0.02949791992432438, 0.8823559085528055, 0.3351811307171981]",0.8823559085528055
disgust,"I broke an egg, with which there was something wrong, into a little cup. There was a thick white ""wad"" in it. I tried to take it out and throw it in the sink. ",guilt,"[0.4046708072225253, 0.4014567931493123, 0.3075270851453145, 0.42905216415723163, 0.021370456777124975, 0.39207234730323154, 0.2206238123277823]",0.42905216415723163
shame,"When I was years old I stained our bench with a fountain-pen, I tried to twin the cushions, but then there were colour nuances. Then my mother catched me, she saw it and became very angry. ",anger,"[0.880702793598175, 0.574169933795929, 0.3520228788256645, 0.8138297398885092, 0.037912231481944524, 0.45017509162425995, 0.569301595290502]",0.880702793598175
guilt,"I spend the night with my boyfriend, while there was also a friend of his. We all lay on the floor to sleep. When my boyfriend was fallen asleep the other boy and I started petting. After minutes I felt miserable and awoke my boyfriend to tell him that. ",disgust,"[0.4633185900747776, 0.7559242794911066, 0.5213652749856313, 0.6611283471186956, 0.014928805874660611, 0.7427784899870554, 0.4644547204176585]",0.7559242794911066
joy,I liked to see off my aunt (from Zaire) to the airport. That appeared to be impossible because I had to go to school. For long time I wasn't sure if I could accompany her. Two days before the departure they told me I was allowed to miss school. ,joy,"[0.2249173323313395, 0.15274016807476679, 0.23821390109757581, 0.2084063502649466, 0.25656023745735484, 0.14561717584729195, 0.17532053776085377]",0.25656023745735484
fear,"I went to the ballet lessons with a little friend in the dark. On a very quiet place a boy approached us from behind and asked at what time the lesson would be finished. I gave him an avoiding answer, he took me up and wanted to run away with me. ",fear,"[0.3385475277900696, 0.30436256403724354, 0.4677213082710902, 0.433211716512839, 0.0029988510941620916, 0.2287269321580728, 0.2681647638479869]",0.4677213082710902
anger,I was sleeping nicely until in the middle of the night when I became awake because a friend called me for some (in my opinion) nonsens reason. ,guilt,"[0.576570009191831, 0.41646691660086316, 0.4377276251713435, 0.606968343257904, 0.07942510147889455, 0.4031170016775529, 0.40414238969484967]",0.606968343257904
sadness,"My boyfriend with whom I had a longlasting relationship, fell in love with another girl, then he asked me something which implied that he loved that girl more than he loved me. ",sadness,"[0.5854807943105698, 0.4884019692738851, 0.6280813117822012, 0.6878104209899902, 0.032600759742005415, 0.6892307251691818, 0.49216489493846893]",0.6892307251691818
disgust,"On school, during a fancy fair, there was a stand of amnesty international. There I read (for the first time) a description of the tortures of a woman, what they did to her. ",fear,"[0.32387753824392956, 0.4666634698708852, 0.5198810150225958, 0.35266504685084027, 0.01463007795973681, 0.40695082520445186, 0.26481593896945316]",0.5198810150225958
shame,A friend catched me while masturbating. I am not fully sure whether she saw it or not. ,guilt,"[0.11669016008575757, 0.0522728922466437, 0.11872185207903385, 0.1821551707883676, 0.023373452791323263, 0.06235472431095938, 0.07784434780478477]",0.1821551707883676
guilt,When I was - years old my mother gave me some parts of a chocolate bar and ordered me to bring it to my father working outside. On my way I could not resist the temptation and ate it myself. ,guilt,"[0.29326261455814046, 0.060364761700232826, 0.28417052204410237, 0.6547995855410894, 0.22396716009825468, 0.34829997768004733, 0.3967946122090022]",0.6547995855410894
joy,"When I had to undergo the final examination of secondary school, I lived together with a girlfriend. We both were afraid to fail, but it appeard that we both had passed. ",fear,"[0.3094325512647629, 0.3443039506673813, 0.6941910907626152, 0.4325063501795133, 0.5887212703625361, 0.276621376319478, 0.1760505015651385]",0.6941910907626152
fear,"When I had left my home, my father, under false pretences, got me in his car and drove home where we were all alone. He was seethed with rage because I withrew from his authority. He hit me, kicked me and threatened me. ",anger,"[0.8071426302194595, 0.5802570382754008, 0.6833939254283905, 0.6735908885796865, 0.017943207019319136, 0.411185418566068, 0.5238214333852133]",0.8071426302194595
anger,"When my father took away my cherised diaries to burn them (I was also very sad) ""Oh, how I hated him"". ",anger,"[0.9007258415222168, 0.7844759051998457, 0.44697847714026767, 0.7050463606913885, 0.010891096860480806, 0.8372616420189539, 0.5453231185674667]",0.9007258415222168
sadness,"I felt very sad when I left home because I could not stand it any longer. I do not regret it, but I missed my little sister very much (and she missed me). These feelings wear off over time. ",sadness,"[0.14712057883540788, 0.12223122424135606, 0.17243602064748606, 0.48152726391951245, 0.12761812967558703, 0.6982858777046204, 0.2663986062010129]",0.6982858777046204
disgust,"A friend and a girlfriend went to Rome for days with their class. When they were back home I heard people tell ""strange"" stories about my friend and that girlfriend. ",guilt,"[0.4913602148493131, 0.4671765888730685, 0.4666790043314298, 0.5595496346553167, 0.09334951538282137, 0.33327140162388486, 0.48759517321983975]",0.5595496346553167
shame,"When my mother found a leaf of my diary where I had written about my mother's lack of education, especially her poor arithmetical insight. ",anger,"[0.6169568300247192, 0.4846155991156896, 0.4738331735134125, 0.5545783837636312, 0.07511391964120169, 0.361652635037899, 0.5559618373711904]",0.6169568300247192
guilt,"Very often I take care for my little sister and oversee her duties. Most of the time everything went fine, but sometimes she absolutely didn't want to obey then I hit her (we frequently were hit by our father). ",anger,"[0.6419049302736918, 0.19834630439678827, 0.20607705352207026, 0.5541719372073809, 0.10058771011730035, 0.14420158291856447, 0.173255472133557]",0.6419049302736918
joy,Passing my driver's examination (after two failures). ,joy,"[0.04452272535612186, 0.027715226790557306, 0.05751865613274276, 0.17713587048153082, 0.7227477033933004, 0.011466940282844007, 0.012461858180661997]",0.7227477033933004
fear,When I was six years old we were on holiday in France. There was very heavy weather then. ,disgust,"[0.40993370364109677, 0.426260344684124, 0.32739176352818805, 0.3791993608077367, 0.06736761490659167, 0.3700748570263386, 0.34686825176080066]",0.426260344684124
anger,"A quarrel with my mother because I thought she said very unreasonable things about me, that hit me strongly. ",anger,"[0.8631349901358286, 0.5115232169628143, 0.22301269074281058, 0.6368725051482519, 0.02029703451747385, 0.39222977279375, 0.5708983788887659]",0.8631349901358286
sadness,The disease and subsequent death of a close acquaintance. Sadness was accompanied with feelings of powerlessness (I also experienced sadness in the situation described under guilt). ,sadness,"[0.07721743204941352, 0.199301783926785, 0.2993360913048188, 0.7008932729562124, 0.013837094961976012, 0.8294648081064224, 0.39931032806634903]",0.8294648081064224
disgust,When I take a look into a slaughter-house and when listening to stories about torturing people or animals. ,disgust,"[0.7713701526323954, 0.8242301841576894, 0.8197593788305918, 0.6816604087750117, 0.030035293971498806, 0.6430723095933596, 0.5828710645437241]",0.8242301841576894
shame,"Making bloopers e. g. telling something negative about a certain person, while that person is standing besides you and hears everything. ",shame,"[0.5681629776954651, 0.7058991491794586, 0.4447778140505155, 0.712042972445488, 0.004177243060742815, 0.39386266966660816, 0.8806274831295013]",0.8806274831295013
guilt,"I wanted to finish a relationship after months. Unfortunately my friend had a different opinion. I could not answer his feelings this made him unhappy, and me feel guilty. ",guilt,"[0.45248883217573166, 0.3444977303345998, 0.3420135776201884, 0.8436383754014969, 0.04445936825747291, 0.5843549321095148, 0.470154012242953]",0.8436383754014969
joy,"When a friend of mine had her period, while thinking she was pregnant. ",fear,"[0.32352829600373906, 0.2757647434870402, 0.5936136916279793, 0.3888251433769862, 0.02550537201265494, 0.49231985956430435, 0.2807518430054188]",0.5936136916279793
fear,Fear to come and live in Nijmegen. ,fear,"[0.13189406134188175, 0.5643589111665884, 0.9436706304550171, 0.2052027971173326, 0.004876569340315958, 0.15061179672678313, 0.27710909644762677]",0.9436706304550171
anger,When the coach of our team degraded me to the second team. ,shame,"[0.6505907128254572, 0.6224396924177805, 0.3961695358157158, 0.583730881412824, 0.006991196967040499, 0.5756027698516846, 0.8482120434443156]",0.8482120434443156
sadness,When a friend died. ,sadness,"[0.4181627333164215, 0.5983679443597794, 0.6450231721003851, 0.5720505282903711, 0.004056560903942834, 0.895351787408193, 0.28257496654987335]",0.895351787408193
disgust,When I saw a documentary film about World War II (about Hitler and his adepts). ,guilt,"[0.35362611959377926, 0.3819869856039683, 0.4052881946166356, 0.4405740921696027, 0.16238508808116117, 0.2989385997255643, 0.17171517138679823]",0.4405740921696027
shame,"When I embarrassed a friend by asking him aloud if a certain person was ""the source of gossip"" he told me about, while that person was also present. ",shame,"[0.5610317016641299, 0.6061041206121445, 0.5785567859808604, 0.8495577871799469, 0.03720475661490733, 0.43676716710130375, 0.9533730844656626]",0.9533730844656626
guilt,"When I realised that I had rejected a boy, who was fallen in love with me, rather bluntly four times. ",guilt,"[0.4653240740299225, 0.5277239680290222, 0.4300132046143214, 0.8519746363162994, 0.009843298854927221, 0.5658378054698309, 0.5005949586629868]",0.8519746363162994
joy,"Spending the nitht with close friends, after being away (out of Nijmegen) for a while. ",joy,"[0.04715091300507387, 0.12747928329433003, 0.03959202774179479, 0.31569222422937554, 0.6936315596103668, 0.014397659106180072, 0.325630118449529]",0.6936315596103668
fear,"Just before I started my study I had to move, I was very afraid to be left alone and that I could not manage it. ",fear,"[0.32118574529886246, 0.3880443225304286, 0.8713685174783071, 0.5767604758342108, 0.031103964138310403, 0.6325440208117167, 0.33070547009507817]",0.8713685174783071
anger,"When anybody wants to make me feel guilty. For example I should do something for my mother, but things didn't go as she hoped. Then she threatens I'll do it myself. ",guilt,"[0.5117591693997383, 0.31180989493926364, 0.6318543081482252, 0.8252796232700348, 0.01348536127867798, 0.3441590219736099, 0.6338843181729317]",0.8252796232700348
sadness,"When a close friend took leave of me, because she went to Israel for one year. ",sadness,"[0.3053232704599698, 0.234137374907732, 0.27540010462204617, 0.4576232358813286, 0.0741300539424022, 0.6916526754697164, 0.12679225578904152]",0.6916526754697164
disgust,I wanted to take something from under my bed. While doing this I felt a dead bird laying under my bed. ,sadness,"[0.45082221428553265, 0.5030709405740103, 0.4937757005294164, 0.4830034722884496, 0.028005733930816252, 0.5903482362627983, 0.4275402973095576]",0.5903482362627983
shame,"I stayed at home for a period because I felt depressive and I neglected my study when people adked me, I told them that I had freeterm and studied hard. I felt ashamed for my behavior and lies. ",guilt,"[0.29635070233295363, 0.6496481423576673, 0.38822437077760696, 0.8300646245479584, 0.005052284711079362, 0.7925677547852198, 0.8166466255982717]",0.8300646245479584
guilt,"After a quarrel with my mother in which matters were ""inflated"" enormously. ",anger,"[0.7640267759561539, 0.44873711715141934, 0.3206319411595662, 0.575044572353363, 0.10624391878567015, 0.2436285981287559, 0.32328345129887265]",0.7640267759561539
joy,"A fellow player, quite unexpectedly, scores a goal, which means a draw. ",guilt,"[0.1528911373267571, 0.1354678881665071, 0.14569049949447313, 0.18277495664854845, 0.09813172277063131, 0.11426965457697709, 0.06395580961058538]",0.18277495664854845
fear,"In college, I started a discussion with the teacher referring to a question I posed. I felt very unsure and I was afraid to fail. ",fear,"[0.1295577815423409, 0.3344673179090023, 0.7270863950252533, 0.3268179769317309, 0.016482729755807668, 0.3176664312680562, 0.4011118784546852]",0.7270863950252533
anger,"While playing indoor-hockey, there always is an older man who frequently and intentionally plays the ball out of the field. In my opinion this is very childish, because we play for fun only. ",anger,"[0.5103765279054642, 0.4189288392663002, 0.1897949849565824, 0.4677242472146948, 0.2599962204694748, 0.3124854763348897, 0.3203313648700714]",0.5103765279054642
sadness,"I was together with my family one night, a few days after my father had died, during that conversation I expressed my displeasure because nobody understands me. ",sadness,"[0.6862727950016657, 0.6030612140893936, 0.3501414880156517, 0.47215762237707776, 0.02771471954959755, 0.7298974047104517, 0.2855272740125656]",0.7298974047104517
disgust,"Salo, a movie film by Pasolini. People were misused and tortured for the fun of a few elder Italian authorities, during World War II. ",disgust,"[0.502681573232015, 0.6329414049784342, 0.6291377445062002, 0.6044789006312689, 0.15543734771199524, 0.39881036306420964, 0.33598747104406357]",0.6329414049784342
shame,"I was jerking me off in my bedroom, when suddenly, my mother came in. She looked at me and immediately left the room. ",disgust,"[0.3126621296008428, 0.49525734782218933, 0.45112697780132294, 0.3693467949827512, 0.10268256068229675, 0.2904748885581891, 0.3393858919541041]",0.49525734782218933
guilt,My girlfriend and I agreed to go to the cinema. However I completely forgot our appointment. I remembered it two hours too late when I went to visit her. ,guilt,"[0.4290260151028633, 0.36374228696028393, 0.3747716099023819, 0.6336302012205124, 0.040794733562506735, 0.4730493774016698, 0.4617358098427455]",0.6336302012205124
joy,When my boyfriend once again told me that he loved me after a period in which he felt very depressive. ,sadness,"[0.09819121782978375, 0.067852263028423, 0.18128605342159668, 0.3031769096851349, 0.6463680615027746, 0.6653194278478622, 0.22968633410831293]",0.6653194278478622
