labels,text,feels_emo,prob_feels_emo,prob_max
shame,I felt ashamed of myself the first time I drank as nobody in the family drinks. I felt that I had let down my parents and my friends. ,shame,"[0.71168756, 0.9727495, 0.9931786, 0.9959155, 0.0005947188, 0.9778045, 0.9972415]",0.9972415
guilt,The day I came home drunk after having attended a disco party. ,guilt,"[0.6427867, 0.5737336, 0.8739321, 0.8786627, 0.34626642, 0.375463, 0.82203794]",0.8786627
joy,I was very happy when I received the year end results as I was worried about how well I had done. I was very happy to know that I had passed. ,joy,"[0.3677595, 0.08391311, 0.9958046, 0.116747364, 0.9977336, 0.036433473, 0.04146218]",0.9977336
fear,"I was caught doing something I was not supposed to do. I did something with the person who caught me (bribe) and even though he promised not to report me, I am still frightened. ",fear,"[0.52877903, 0.09748918, 0.99783164, 0.98442656, 0.0004215094, 0.13004814, 0.9571311]",0.99783164
anger,I told my friend something confidential which was supposed to remain between the two of us. The next thing that happened was that a girl who is not even close to us came laughing and askad me to tell her about it. I was very angry with my friend as I had trusted her. ,anger,"[0.99219465, 0.77302474, 0.8365291, 0.43275264, 0.44588298, 0.12790926, 0.7483334]",0.99219465
sadness,I remember that when my mother died the day was sad and every time I think of it I am saddened by the loss of my mother. ,sadness,"[0.045163017, 0.012391357, 0.9298233, 0.43614605, 0.0007149356, 0.99820065, 0.16064055]",0.99820065
disgust,"When thieves broke into our house, I was disgusted by their behaviour. They did not find anything so they broke things like the windows, glasses etc. ",disgust,"[0.99680257, 0.9977798, 0.6287415, 0.10165784, 0.0009931055, 0.037314452, 0.27760726]",0.9977798
shame,When I bribed the person who caught me doing something I was not supposed to have done. I was very ashamed of what I had done. ,guilt,"[0.25548002, 0.5060664, 0.95474976, 0.99606436, 0.00096147216, 0.9738158, 0.9941552]",0.99606436
guilt,"I was caught doing something bad and I bribed the person who caught me. Later I felt very bad, maybe I should have paid for my bad behaviour. ",guilt,"[0.14280187, 0.047326542, 0.93731725, 0.99789846, 0.00033542592, 0.98804176, 0.9852652]",0.99789846
joy,When I received a positive answer from my appeal to withdraw my registration at UNZA. ,joy,"[0.24820372, 0.2567437, 0.9468295, 0.5653414, 0.97464573, 0.14969778, 0.44948944]",0.97464573
fear,I was a passenger in a vehicle when suddenly another vehicle came from behind to overtake us. However another one was coming right in front so the other vehicle changed course and blocked our way and so we crashed against the side of the road. ,sadness,"[0.8904723, 0.6878276, 0.90042365, 0.78253996, 0.009761989, 0.9385712, 0.655231]",0.9385712
anger,"I was asked to stop studying economics, a field which interested me, by my employers. ",fear,"[0.9430588, 0.51572174, 0.9739204, 0.8198863, 0.010898108, 0.9553293, 0.7472654]",0.9739204
sadness,When I learnt of the death of a friend. ,sadness,"[0.60225934, 0.50939155, 0.93872744, 0.90758866, 0.0025217386, 0.99531734, 0.40352178]",0.99531734
disgust,"When I learnt that my offer to study at the university had been withdrawn and so I would not get hostel accomodation at UNZA, even though I registered as a student later. ",sadness,"[0.9609282, 0.8338252, 0.96734834, 0.7650233, 0.0018761355, 0.9933569, 0.74811864]",0.9933569
shame,My love proposal was turned down by a lady I really loved. ,sadness,"[0.9391281, 0.34989122, 0.92482924, 0.8781038, 0.0029647113, 0.98920244, 0.7821232]",0.98920244
guilt,"I came across a blind man sitting in one of the corridors and asking for money, though I had some money I did not give him anything. ",fear,"[0.42136186, 0.3598971, 0.8603709, 0.7349108, 0.009624194, 0.6105582, 0.3746408]",0.8603709
joy,When I first came to the campus. ,fear,"[0.6241199, 0.08202093, 0.9672702, 0.65973717, 0.74395204, 0.63839144, 0.36160645]",0.9672702
fear,When I was confronted by a policeman one night around o'clock. I was afraid when they threatened to take me and my girl to the gallows. ,fear,"[0.77248245, 0.014612944, 0.9983486, 0.9382163, 0.0007741123, 0.31351736, 0.66394967]",0.9983486
anger,When an argument with a friend of mine over our behaviour towards another friend turned into a quarrel. I lost my temper and nearly knocked him out. ,anger,"[0.9797428, 0.3335919, 0.8183354, 0.4989419, 0.008962702, 0.48030177, 0.29422337]",0.9797428
sadness,When I lost my father in a car accident. ,sadness,"[0.800783, 0.3718251, 0.98458683, 0.91007274, 0.00436419, 0.99575657, 0.52503514]",0.99575657
disgust,"When I was denied my favourite dish at the dinning hall (shima with roast chicken), I felt disgusted. ",disgust,"[0.9853851, 0.99733955, 0.8676863, 0.5669097, 0.0011492715, 0.12921438, 0.97310436]",0.99733955
shame,"I felt ashamed when a friend, I had always respected, insulted me in public. He was drunk. ",shame,"[0.7064069, 0.98555195, 0.84464425, 0.9954798, 0.00059088104, 0.70268685, 0.99757904]",0.99757904
guilt,When my library books were overdue and I did not have the money to pay for them. ,fear,"[0.9353188, 0.50581634, 0.9757681, 0.94455105, 0.023293877, 0.93703383, 0.7898862]",0.9757681
joy,When I got my results - I had passed the form III exams. I had not expected to do so well. ,fear,"[0.54882413, 0.1649207, 0.97743285, 0.4836513, 0.9743497, 0.30922702, 0.17895873]",0.97743285
fear,When I was an exploration with my friends and almost got lost in an unfamiliar environment. It was getting dark and we did not know how to get back home. ,fear,"[0.66399366, 0.26398188, 0.9725514, 0.82335955, 0.09683448, 0.8488427, 0.66869146]",0.9725514
anger,"When my father did not get back from Chipata on time, he was thus holding back progress as everything depended on him. I felt angry over his actions. ",anger,"[0.9978224, 0.6811183, 0.8290922, 0.94249046, 0.0018246936, 0.020471862, 0.25006458]",0.9978224
sadness,"When my little brother passed away mysteriously, at least from what I was told about it. ",sadness,"[0.800282, 0.55111265, 0.9292937, 0.8328133, 0.009343343, 0.99226403, 0.5434807]",0.99226403
disgust,"When I saw a woman who had been run over by a train, just off Kafue. The woman had been cut to bits, there was blood and splinters of bone every where. ",sadness,"[0.8816648, 0.81825376, 0.764383, 0.66379464, 0.008497014, 0.9128721, 0.57381886]",0.9128721
shame,When I almost did something awful with a friend of mine and myself. ,guilt,"[0.7905932, 0.5404657, 0.92816955, 0.96837515, 0.002691685, 0.87829447, 0.8944542]",0.96837515
guilt,"When I ""passed out"" a female friend of mine for no apparent reason. I was under the influence of drugs and when I am like that I get mad at anyone, however small the provocation. ",anger,"[0.85960585, 0.19338208, 0.79356503, 0.24268538, 0.0007497729, 0.120738216, 0.21572316]",0.85960585
joy,When I was accepted at UNZA. ,joy,"[0.12950666, 0.009195405, 0.924379, 0.24516875, 0.9891255, 0.032626603, 0.015067851]",0.9891255
fear,When thieves broke into our neighbour's house and later we heard gunshots. ,anger,"[0.94354963, 0.8182943, 0.78937066, 0.81155294, 0.0051538693, 0.8989258, 0.526372]",0.94354963
anger,"When my aunt scolded me for something I was not responsible for. A boy had come to our gate asking for me, my aunt went out to see him. I had neither met nor known the boy. ",anger,"[0.9822611, 0.7224911, 0.95382583, 0.9520093, 0.0041497224, 0.6533665, 0.9234871]",0.9822611
sadness,When my cousin passed away unexpectedly and tragically (a murder). ,sadness,"[0.87624544, 0.744477, 0.9730155, 0.84188217, 0.00092821673, 0.9960445, 0.54808766]",0.9960445
disgust,When my mother got a terrible beating from my father. It was so bad that she fainted and it was only then that my dad realized how bad it was. ,anger,"[0.9787957, 0.7337847, 0.9423692, 0.9458009, 0.09971224, 0.96601635, 0.7883845]",0.9787957
shame,When my friend had a child out of wedlock. ,fear,"[0.8888806, 0.7975162, 0.9773846, 0.72140014, 0.06279335, 0.9430816, 0.67620474]",0.9773846
guilt,When I lied at home. I told them that I was going to a Christian meeting and I went to see my boyfriend instead. ,fear,"[0.7486987, 0.4065933, 0.97368705, 0.97087204, 0.067915365, 0.8740689, 0.9116532]",0.97368705
joy,Receiving my result slip (pass) on my birthday. ,joy,"[0.32143295, 0.0075287805, 0.817305, 0.60234463, 0.9889303, 0.23409462, 0.023096811]",0.9889303
fear,When we forced a friend to chew a poisonous herb in primary school. His tongue was swollen and he told his mother about it. The mother reported it to the headmaster who threatened to expel us. ,fear,"[0.95886165, 0.8914704, 0.9911412, 0.96017665, 0.031152513, 0.8939162, 0.91549134]",0.9911412
anger,At boarding school someone put a lot of tiny thorns on my bed. When I complained everybody began teasing me and laughing at my inability to find out my enemies. I lost my temper. ,anger,"[0.99698657, 0.6524738, 0.9516221, 0.23336586, 0.0015147692, 0.45576397, 0.19909753]",0.99698657
sadness,When my grandfather died. ,sadness,"[0.7955451, 0.28579837, 0.9822389, 0.89092976, 0.010988098, 0.9932179, 0.45864883]",0.9932179
disgust,"My room-mate was drunk, he vomited on the floor and fell face down on the vomit nearly choking himself to death. Then he fainted and so I called the first aid. ",sadness,"[0.7512912, 0.84113175, 0.7093372, 0.72663647, 0.018917311, 0.93493176, 0.41156194]",0.93493176
shame,As a kid my mother caught me stealing sugar and giving it to a neighbour. ,guilt,"[0.9418866, 0.83807576, 0.9769777, 0.98387516, 0.19324633, 0.88583016, 0.94838417]",0.98387516
guilt,I got into a bad fight in a bar and my friend received a bad cut above his left eye while trying to separate us. ,anger,"[0.98381597, 0.60892236, 0.7593597, 0.95784825, 0.009260936, 0.93069273, 0.8450612]",0.98381597
joy,I felt vvery happy when I was accepted at UNZA for my studies. I had not expected this as I had been ill during the exams. ,joy,"[0.0021733348, 0.0004558698, 0.7379441, 0.0048864633, 0.9981147, 0.00082095, 0.0006861842]",0.9981147
fear,I felt very frightened when a robber broke into our house and threatened to shoot my father if he did not part with some money. I was looking at the man with his hand on the trigger. ,fear,"[0.89484507, 0.27414918, 0.9779358, 0.89134145, 0.015915478, 0.82529527, 0.36888564]",0.9779358
anger,A teacher at my former secondary school forced my darling to marry him. The girl tried to refuse but her parents would not leave her alone. ,anger,"[0.9436172, 0.6398307, 0.69284064, 0.071691066, 0.0049338164, 0.93690294, 0.09441148]",0.9436172
sadness,"When my sister died, she was only sixteen when she was put to rest. ",sadness,"[0.8661856, 0.46436343, 0.9362639, 0.84526265, 0.024783785, 0.99199134, 0.45454958]",0.99199134
disgust,When I witnessed an accident. ,guilt,"[0.76239693, 0.446406, 0.89046437, 0.95637524, 0.005227118, 0.8418005, 0.30438322]",0.95637524
shame,"When my father found me in bed with a girl, we were deep in actioon when he entered the room. ",guilt,"[0.89810014, 0.8140556, 0.9583259, 0.9643302, 0.38399392, 0.876506, 0.93024457]",0.9643302
guilt,"I took my grandmother's money without telling her and when asked if it was me who had taken the money, I denied it. ",fear,"[0.86202693, 0.59145343, 0.9612905, 0.9118553, 0.03015222, 0.75876, 0.91194665]",0.9612905
joy,When I won some coins in a small competion. ,joy,"[0.09782712, 0.022418993, 0.77058285, 0.29592535, 0.990036, 0.009397467, 0.032914244]",0.990036
fear,I went home late one evening and saw that the security lights were off. I got inside the gate and just then I realized that the dogs may be outside. ,fear,"[0.82930857, 0.679105, 0.9420017, 0.9408256, 0.08430801, 0.888661, 0.6434086]",0.9420017
anger,"My little niece, who is very talkative, suddenly became very naughty and began wetting her pants. She did it one afternoon. ",fear,"[0.89922285, 0.85766983, 0.9496466, 0.82760334, 0.29451478, 0.9358486, 0.74413735]",0.9496466
sadness,This morning during my sleep I had a feeling that someboby was attacking me. I started crying in my sleep and then my room-mate woke me up. ,fear,"[0.9491436, 0.26548427, 0.9937605, 0.58106077, 0.001241095, 0.98393005, 0.4429519]",0.9937605
disgust,When I learnt that my cousin sister was pregnant. ,fear,"[0.5684915, 0.41738856, 0.9700589, 0.90311927, 0.9461976, 0.72719747, 0.43022227]",0.9700589
shame,My cousin and I were at the farm and at night we drunk like fools and made a lot of noise. We had drunk two much of wine. ,guilt,"[0.84453756, 0.7572579, 0.7755631, 0.86495835, 0.31507552, 0.19965681, 0.8392701]",0.86495835
guilt,"The fridge we had at home had a lock. One day when I wanted something, I unscrewed the door but unfortunately I was caught in the act. ",sadness,"[0.9357786, 0.74882203, 0.9450976, 0.9716365, 0.11338839, 0.98852706, 0.9266177]",0.98852706
joy,When I was selected for the university. ,joy,"[0.14846982, 0.017345631, 0.9142875, 0.28559333, 0.9861963, 0.12855218, 0.03813234]",0.9861963
fear,"When I saw an accident, a woman was run over and she died on the spot. ",sadness,"[0.92931205, 0.8930735, 0.70176864, 0.792178, 0.002268303, 0.9903645, 0.5582496]",0.9903645
anger,When my dress and a few other things were stolen from my wardrobe. ,sadness,"[0.9488357, 0.899041, 0.8666457, 0.61200434, 0.0038328548, 0.9832707, 0.85841733]",0.9832707
sadness,When my grandmother passed away. ,sadness,"[0.6923331, 0.20046914, 0.98440206, 0.8600254, 0.012298863, 0.9908728, 0.4372981]",0.9908728
disgust,"While watching a movie, someone who was drunk started vomiting helplessly. ",fear,"[0.36520618, 0.71679014, 0.86505115, 0.29125005, 0.0011749213, 0.73646003, 0.4657322]",0.86505115
shame,When I ate my sister's food and then she found out that it was me. I felt very ashamed but still refused to admit that it was me. ,shame,"[0.4221653, 0.97804743, 0.99439526, 0.9963392, 0.0012513221, 0.9406265, 0.99751556]",0.99751556
guilt,"When I told a person something that had happened to my friend, and this person went and told my friend. ",joy,"[0.5287324, 0.06594667, 0.5304489, 0.20408365, 0.6626817, 0.2538147, 0.07409153]",0.6626817
joy,When I got myself the kind of girlfriend I had been hunting for a long time. ,joy,"[0.024583789, 0.0015368427, 0.85812414, 0.055340845, 0.9919425, 0.005707306, 0.0074982503]",0.9919425
fear,When I was told that the form five results were out. ,joy,"[0.39680034, 0.116152436, 0.68471646, 0.58348536, 0.7435834, 0.56357795, 0.2482027]",0.7435834
anger,When I saw my younger sister being bothered by a boy she did not know. ,fear,"[0.97676885, 0.80294544, 0.99425745, 0.9730541, 0.011523299, 0.97046363, 0.45579454]",0.99425745
sadness,"The time I lost a badminton match, that I should have won at the Zambia closed badminton championships. ",sadness,"[0.9660037, 0.9060819, 0.9384212, 0.9697353, 0.006549064, 0.9851285, 0.93479455]",0.9851285
disgust,"When I was taking my girlfriend out, she seemed to have taken her time. ",fear,"[0.792223, 0.1408206, 0.84969735, 0.83606917, 0.7241353, 0.82993543, 0.56138635]",0.84969735
shame,When my dad caught me with a honey (girlfriend) in my bedroom. ,fear,"[0.97868013, 0.9501057, 0.9871853, 0.9870799, 0.05013568, 0.92214173, 0.9725405]",0.9871853
guilt,When I beat up a stupid boy who was fond of cracking jokes on me. ,anger,"[0.9665785, 0.50108033, 0.90297663, 0.76991886, 0.81762975, 0.0497477, 0.32559365]",0.9665785
joy,"When I was selected for higher education, i. e grade to formI. ",joy,"[0.27964047, 0.03182695, 0.92294306, 0.26130357, 0.9546411, 0.112238385, 0.0875715]",0.9546411
fear,"When I impregnated a certain girl, I thought that I would be forced to marry her or go to court. ",fear,"[0.7885378, 0.17433414, 0.995282, 0.8509626, 0.0015824399, 0.722741, 0.7606047]",0.995282
anger,When the university withdrew the accomodation that it had given me. ,fear,"[0.9436253, 0.76133364, 0.9736685, 0.77795774, 0.005704252, 0.9523436, 0.7080876]",0.9736685
sadness,When my mother and father separated (it was a brief separation and they are together now). ,fear,"[0.6012553, 0.28914982, 0.9589575, 0.5739435, 0.3576937, 0.82608294, 0.30231604]",0.9589575
disgust,"When I patronized a certain tavern which had prostitutes, it was almost a brothel. ",fear,"[0.7000372, 0.49677584, 0.89836025, 0.67932034, 0.09659933, 0.59921366, 0.6945777]",0.89836025
shame,When I proposed love to a girl and she turned me down. ,sadness,"[0.86177313, 0.39461488, 0.9639121, 0.8905261, 0.009724953, 0.9773077, 0.78038573]",0.9773077
guilt,When I sided with my mother in a quarrel she had with my father before they briefly separated. ,fear,"[0.8889444, 0.18581899, 0.97519785, 0.93393046, 0.5504861, 0.75597036, 0.56555104]",0.97519785
joy,When I received a letter from a woman I thought had not ever cared for me. This was when I needed her and I was overjoyed to learn that it was me who was delaying things. ,joy,"[0.036551807, 0.0012939674, 0.9539607, 0.7935223, 0.9966203, 0.006930439, 0.041367512]",0.9966203
fear,Two guys were fighting murderously and I feared that one of them would be killed. ,fear,"[0.98885393, 0.8918312, 0.99894005, 0.9684369, 0.0034664792, 0.9853328, 0.6156376]",0.99894005
anger,"When I could not reason my friend, it angered me. ",anger,"[0.9984012, 0.15529455, 0.89870983, 0.59300584, 0.0008902716, 0.0071692485, 0.13587159]",0.9984012
sadness,I did not like it when a little girl was crying for her dead mother and was calling her by her name. I was sad. ,sadness,"[0.23994267, 0.2002472, 0.86460716, 0.8754033, 0.0043846928, 0.9961677, 0.37517783]",0.9961677
disgust,"I feel disgusted at not having got aa ""A"" in yesterday's practicals of G. ",disgust,"[0.98110676, 0.99821246, 0.95144683, 0.89950794, 0.0005054703, 0.16755944, 0.9956617]",0.99821246
shame,I felt very ashamed at having got a book by force from a girl. ,shame,"[0.71776706, 0.9937655, 0.99301344, 0.99797195, 0.00049074786, 0.99037653, 0.99830437]",0.99830437
guilt,I felt guilty of having suspected my room-mate of stealing the money last term. ,guilt,"[0.37092406, 0.44434732, 0.98971975, 0.9984969, 0.00085642934, 0.86055654, 0.9862866]",0.9984969
joy,Our only elder sister got married and started having pains in her abdomen and she was told that she could not have children. To our suprise she had a baby months back. ,joy,"[0.61400115, 0.032359455, 0.7251928, 0.28115806, 0.92315227, 0.14198932, 0.06855806]",0.92315227
fear,My uncle was taken to the UTC for an operation as he had cancer. There had been a lot of deaths of late - out of every operated. I was scared for my uncle's life. ,fear,"[0.70733356, 0.2576028, 0.9988426, 0.81391877, 0.00201236, 0.9888017, 0.42457047]",0.9988426
anger,I had planned to go to town with my friend at hours but she went for the registration and I waited for a good and a / hours. It was vital for me to go to town but I could not as it was she who had the money. Finally I borrowed some money from friends and we went to town. I was really angry with my friend. ,anger,"[0.99736136, 0.7655416, 0.65935266, 0.16693705, 0.0006514898, 0.02124686, 0.18286264]",0.99736136
sadness,I dreamt of my father's death while I was at secondary school. I was screaming at the top of my voice and was woken up by my friend. That day I was really sad. ,sadness,"[0.7458219, 0.11282724, 0.98144734, 0.78942156, 0.0023499385, 0.9976259, 0.44000754]",0.9976259
disgust,I had prepared a special meal for my boyfriend but when my brother came home he ate it all. I was really disgusted about it. ,disgust,"[0.9977215, 0.9985079, 0.83071506, 0.99139297, 0.00072625594, 0.9586954, 0.99392647]",0.9985079
shame,"We were at a party, this guy I liked and me. I really loved him and gathered enough courage to ask him to kiss me. He did not do it but instead asked me what I would like for my birthday. I told him that I would like a kiss more than anything else but he excused himself and said that it was impossible. I really felt embarassed. ",shame,"[0.51132363, 0.20822057, 0.9799793, 0.8362196, 0.0015595417, 0.8668681, 0.9805002]",0.9805002
guilt,We were at secondary school and I was making a lot of noise. The teacher came to ask us as to who was making all the noise. I did not own up so the whole class was punished. ,guilt,"[0.9365643, 0.48785317, 0.9444081, 0.9518925, 0.013921009, 0.848502, 0.8933389]",0.9518925
joy,I was very happy when my scholarship to continue studying at UNZA was approved after it had been cancelled. ,joy,"[0.0016354604, 0.00046582904, 0.93057317, 0.025225889, 0.9987086, 0.0008758402, 0.0013334792]",0.9987086
fear,When I met an elephant in the bush. ,fear,"[0.6261677, 0.42651236, 0.9855759, 0.6336829, 0.5446983, 0.575293, 0.3619774]",0.9855759
anger,When someone took my pen away. ,anger,"[0.95156515, 0.5143098, 0.8197955, 0.41255203, 0.0045832815, 0.9478664, 0.2941528]",0.95156515
sadness,When my cousin passed away during the holidays at home. He fell ill at night and the next day he died in the evening. ,sadness,"[0.7495126, 0.47512588, 0.9065142, 0.76139235, 0.007081191, 0.9905342, 0.4278913]",0.9905342
disgust,"An officer at the Dean of students office had promised me to give me a room the next day, but he failed to keep his promise. ",sadness,"[0.983752, 0.9101762, 0.8305625, 0.47294554, 0.0022534314, 0.98588204, 0.43585435]",0.98588204
shame,"I do not have accomodation on the campus so I stay with my extended family, one young man used bad words while asking me to leave their home. ",anger,"[0.9827717, 0.8550321, 0.80807346, 0.028479476, 0.0005392486, 0.008259321, 0.10130066]",0.9827717
guilt,I broke a glass of glycerine at the Z. C. B. C store in Ndola. ,anger,"[0.97948545, 0.8089878, 0.9430615, 0.9762809, 0.12262823, 0.93434536, 0.9569871]",0.97948545
joy,When I was with someone I love. ,joy,"[0.05802866, 0.00095018715, 0.77495, 0.30202183, 0.9819744, 0.44132933, 0.025042012]",0.9819744
fear,When I was walking around all alone at night. ,fear,"[0.80944425, 0.45206985, 0.988988, 0.9047721, 0.21077785, 0.9565773, 0.81192124]",0.988988
anger,Being made to look like a fool by a girl. ,fear,"[0.9584725, 0.9357914, 0.9916549, 0.845947, 0.0018352878, 0.966407, 0.9902014]",0.9916549
sadness,When my dad passed away. ,sadness,"[0.78572756, 0.24851274, 0.9864407, 0.9133597, 0.011301493, 0.99354666, 0.56844705]",0.99354666
disgust,When I was told that I had no right to control my lover. ,anger,"[0.97986686, 0.6847499, 0.9367033, 0.7705265, 0.012094494, 0.91672593, 0.80815595]",0.97986686
shame,Getting very low marks in mathematics. ,fear,"[0.85006285, 0.75254226, 0.96230346, 0.65585417, 0.011967693, 0.93676794, 0.81883925]",0.96230346
guilt,When one of my lovers told me that I was a flirt. ,fear,"[0.6489094, 0.1722423, 0.8860889, 0.57672113, 0.20287837, 0.6186758, 0.5889909]",0.8860889
joy,At my sister's wedding. ,fear,"[0.6537549, 0.05473919, 0.96536803, 0.6945225, 0.94294995, 0.5928769, 0.2768881]",0.96536803
fear,When I had to walk along a dark road alone. ,fear,"[0.82482153, 0.41116017, 0.9941771, 0.91144013, 0.003828697, 0.9759386, 0.7118819]",0.9941771
anger,When I was locked out of my room by my room-mate's friend. ,anger,"[0.972141, 0.5915521, 0.861759, 0.13232385, 0.010270245, 0.9560455, 0.20593125]",0.972141
sadness,When I failed one of my courses at school - the university of Zambia. ,sadness,"[0.9177017, 0.91137165, 0.9717155, 0.92476064, 0.0035040113, 0.9726681, 0.9223457]",0.9726681
disgust,When I found out that someone close to me was flirting around. ,anger,"[0.9753924, 0.9213126, 0.6323151, 0.42373136, 0.010854462, 0.851964, 0.3839131]",0.9753924
shame,When I swindled money out of someone. ,guilt,"[0.61299264, 0.41333163, 0.7874072, 0.9591564, 0.012706015, 0.29113802, 0.5315916]",0.9591564
guilt,I did not deliver a message on time. ,guilt,"[0.8181455, 0.51480675, 0.9377396, 0.9769514, 0.0063758744, 0.82229954, 0.9320141]",0.9769514
joy,When the lady who is now my wife accepted my proposal to be my lover and future wife. ,joy,"[0.12256219, 0.019227944, 0.95325917, 0.53633267, 0.9820104, 0.06562543, 0.09858024]",0.9820104
fear,When my neighbour's house was broken into and shots could be heard. ,anger,"[0.95338285, 0.86247796, 0.8257595, 0.88120794, 0.00975301, 0.9533044, 0.64753616]",0.95338285
anger,When a thief broke into my house and stole some valuable goods. ,sadness,"[0.97076744, 0.8985304, 0.5745431, 0.18139742, 0.0040047206, 0.97853446, 0.12201981]",0.97853446
sadness,The death of my guardian with whom I had stayed when I did my grade six. ,sadness,"[0.70517296, 0.2534866, 0.96733963, 0.75745976, 0.00697705, 0.9956417, 0.40096736]",0.9956417
disgust,"When I was substituted in a play which was to be staged, after I had learnt all the lines. ",fear,"[0.97130495, 0.9118212, 0.9764129, 0.88637954, 0.0567507, 0.97562224, 0.8476746]",0.9764129
shame,"When a woman who I respected very much was made pregnant, unexpectedly by a man of a caliber I never expected. ",sadness,"[0.9579608, 0.9073967, 0.9514282, 0.76403296, 0.3996483, 0.9746534, 0.48134753]",0.9746534
guilt,When I applied for a false travelling claim allowance and later I thought that I would be found out. ,fear,"[0.6556966, 0.34423703, 0.9976587, 0.95784354, 0.0014010412, 0.8258665, 0.8144573]",0.9976587
joy,I felt happy when my mother gave birth to a son who is the last born in the family. ,joy,"[0.0016191502, 0.00065406016, 0.64553475, 0.0035026744, 0.9977538, 0.00088447734, 0.0009981361]",0.9977538
fear,My father had been involved in a car accident two years ago. I was then very scared thinking that he would die as he lay unconscious in hospital for two weeks. ,fear,"[0.28728354, 0.03133364, 0.99876046, 0.7574258, 0.002620708, 0.97896135, 0.22936116]",0.99876046
anger,I felt very angry when a mishanga seller robbed me of the transport money I had to go to school. ,anger,"[0.9983637, 0.84964037, 0.71161264, 0.18380345, 0.000888198, 0.004079331, 0.17337976]",0.9983637
sadness,I felt very sad when a friend of mine failed the final exam and she could not be accepted at the institution of learning. ,sadness,"[0.012518086, 0.004799094, 0.90688115, 0.61321175, 0.0011115136, 0.9984717, 0.7532213]",0.9984717
disgust,I felt disgusted when a fellow student asked me to marry him. I had not expected this from him as he was a mere friend. ,disgust,"[0.9055391, 0.9981927, 0.6028551, 0.19866082, 0.0006922157, 0.019289743, 0.66807497]",0.9981927
shame,I was ashamed when my friend and I were cross with each other till we apologized to each other. ,shame,"[0.99112976, 0.9888306, 0.98790306, 0.9976719, 0.0032714007, 0.9868519, 0.9981193]",0.9981193
guilt,"I felt guilty when I said bad things to my sister, I had not intended to do so. She cried a lot and later she fell ill and I felt responsible for her illness. ",guilt,"[0.82518077, 0.5354197, 0.9797355, 0.9986872, 0.0010586042, 0.9903138, 0.97926027]",0.9986872
joy,When I was selected to study here at UNZA. ,joy,"[0.11915539, 0.009940046, 0.8934784, 0.19823536, 0.98601556, 0.050441492, 0.030132135]",0.98601556
fear,"In , I was going to a school which was near my village and I met a lion on the way, which disappeared suddenly. ",fear,"[0.73041505, 0.27612114, 0.9692722, 0.4750097, 0.47192496, 0.83729345, 0.24888954]",0.9692722
anger,When my wife told me that the refrigerator had stopped working. ,sadness,"[0.8772305, 0.73299855, 0.84362245, 0.9052628, 0.020837504, 0.9651854, 0.41029048]",0.9651854
sadness,When I heard of the death of my mother. ,sadness,"[0.70743006, 0.46939707, 0.9451816, 0.8357513, 0.007309262, 0.9945427, 0.48015213]",0.9945427
disgust,When my relatives troubled me so that I would help them financially. ,fear,"[0.9352086, 0.2654484, 0.9902098, 0.9222807, 0.009599071, 0.88016707, 0.57603085]",0.9902098
shame,When I failed one of the first year's courses. ,sadness,"[0.9413508, 0.937945, 0.97431266, 0.9662469, 0.0050456226, 0.98193204, 0.9619607]",0.98193204
guilt,"When I was late for work and told my boss that it was due to transport problem, whereas the truth was that I had woken up late. I thus cheated my boss. ",fear,"[0.87896436, 0.5765578, 0.9605395, 0.9303672, 0.01383468, 0.80938137, 0.8377317]",0.9605395
joy,I was overwhelmed with joy when I received the acceptance letter to UNZA. This happened again when I passed all my first year courses. ,joy,"[0.0044319555, 0.000871935, 0.7211828, 0.00805707, 0.9979394, 0.001426925, 0.0011181416]",0.9979394
fear,"In when my friend was caught by a crocodile. We were swimming in a river on whose banks our primary school was situated. When my friend was caught, he was on the banks of the river and some of us were still in the middle of the river. I was very frightened. ",fear,"[0.37261304, 0.1940702, 0.9978416, 0.78800035, 0.0025469942, 0.9812106, 0.33813187]",0.9978416
anger,"In , I was annoyed at an uncle who was drunk and was beating up his old father. He claimed that the father was responsible for his guardian's failure. ",anger,"[0.99502856, 0.9752356, 0.94280136, 0.9175551, 0.0022581902, 0.030858686, 0.3029114]",0.99502856
sadness,"Last academic year I received bad news - my grand-uncle had passed away. I felt lonely and bad because apart from the biological ties, he was a good old friend of mine at home. ",sadness,"[0.11362623, 0.0402661, 0.92535603, 0.98982316, 0.0010388823, 0.9986687, 0.84485924]",0.9986687
disgust,"Last week a former school (secondary) mate of mine, who is now in a differentt school came to my room here at UNZA in my absence. He was drunk and he vomited in my room. I was unhappy. ",anger,"[0.9487351, 0.92523605, 0.54216874, 0.2588908, 0.0028780224, 0.8684163, 0.34870273]",0.9487351
shame,"A few years back I had proposed love to a girl who later turned out to be related to me. Though we were in love with each other, we both felt ashamed and withdrew from each other. ",shame,"[0.7296614, 0.98348594, 0.99588436, 0.9913623, 0.0017773142, 0.9823256, 0.9960461]",0.9960461
guilt,"Last year I was asked to look after my niece while her mother was cooking. Unfortunately the kid fell off the bed, I was confident that she would not fall and had not been paying much attention. ",sadness,"[0.82748634, 0.6457494, 0.93976307, 0.9511165, 0.24148056, 0.9895808, 0.78060895]",0.9895808
