labels,text,feels_emo,prob_feels_emo,prob_max
joy,"When I was accepted for further education, here at the university. ",joy,"[0.1112633, 0.009658182, 0.66011643, 0.30877042, 0.68903965, 0.06968099, 0.030970529]",0.68903965
fear,"When I was walking at night, I saw fire suspended in the air and it was split into several segments by something I could not see. I suspected that it was witch-craft. ",fear,"[0.8605061, 0.93110085, 0.9737621, 0.94791716, 0.020252055, 0.8150216, 0.92099243]",0.9737621
anger,"When I was accused by my brother of having stolen a kwatcha note from my mother's bag. I was beaten up for this, the money was found later. ",anger,"[0.97335345, 0.8412938, 0.9465045, 0.9402846, 0.008324673, 0.878433, 0.956065]",0.97335345
sadness,When I received a message that my brother was seriously ill and was in hospital. ,sadness,"[0.8438538, 0.5841548, 0.901646, 0.9497455, 0.0048962664, 0.9652565, 0.9166894]",0.9652565
disgust,"When I was refused a transfer from my school to another, simply because it was far away from my house. ",anger,"[0.97605944, 0.906777, 0.9138136, 0.9036747, 0.0061961133, 0.9462184, 0.94412595]",0.97605944
shame,"When I was taking an exam in grade . The examinator found me with a note-book and accused me of copying, All the students laughed at me. ",shame,"[0.9805449, 0.9768603, 0.946216, 0.9660975, 0.015944412, 0.84143645, 0.98521626]",0.98521626
guilt,When I was caught stealing mangoes in a certain compound. ,fear,"[0.96969754, 0.92065614, 0.9725094, 0.9603035, 0.007714438, 0.91195095, 0.93979347]",0.9725094
joy,When I got first division in the exams before leaving school. ,joy,"[0.6006206, 0.09280301, 0.6555787, 0.6831311, 0.6983272, 0.48273534, 0.2478442]",0.6983272
fear,When I went to town in a double dekker bus. The bus was about to fall on the way when the driver controlled it. It had almost fallen. ,fear,"[0.8180223, 0.74304, 0.9340853, 0.8554277, 0.063126355, 0.81780154, 0.855339]",0.9340853
anger,"When I was in form , my aunts lied to my daddy telling him that I had told them that I was pregnant. My daddy told my mother and she asked me if it was true. I was very angry with my aunts. ",anger,"[0.997729, 0.9768306, 0.9039033, 0.9522336, 0.0016709944, 0.46175855, 0.93352944]",0.997729
sadness,When I received a letter telling me that my mother was very ill. ,sadness,"[0.81930786, 0.62205297, 0.91006553, 0.94679815, 0.004472321, 0.96286964, 0.92875487]",0.96286964
disgust,"When a drunkard, in town yelled at me saying that I was a prostitute. ",anger,"[0.98620516, 0.64523697, 0.4129624, 0.3351442, 0.0034406518, 0.55468035, 0.81874824]",0.98620516
shame,"My brother came to see me and found me with a boy friend. When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend. ",anger,"[0.99340546, 0.95387894, 0.96355546, 0.9409234, 0.0061553256, 0.8452159, 0.96447676]",0.99340546
guilt,"When I went to my room-mate's drawer to see if she had an iron which I could use, she came in. I felt guilty as she may have thought that I had been stealing. ",guilt,"[0.6959275, 0.90140635, 0.9637649, 0.9974208, 0.009763639, 0.9039306, 0.996236]",0.9974208
joy,When I had my four children. ,guilt,"[0.4694369, 0.2829576, 0.8098175, 0.9424778, 0.48181129, 0.67811936, 0.873383]",0.9424778
fear,When two of my children were critically ill with measles. ,guilt,"[0.9385115, 0.9030304, 0.8789435, 0.9819064, 0.005757718, 0.979267, 0.9696917]",0.9819064
anger,When I got a low grade in an administration course. ,anger,"[0.95689845, 0.90297645, 0.8005264, 0.9547949, 0.00655922, 0.92710525, 0.9507316]",0.95689845
sadness,When I got divorced from my husband after ten years of marriage. ,sadness,"[0.945018, 0.80337757, 0.90274364, 0.9382951, 0.007445842, 0.95266676, 0.9326214]",0.95266676
disgust,When my mother betrayed me by obtaining money from my husband when we were separated - pending divorce. ,guilt,"[0.98398215, 0.95375335, 0.94771624, 0.98505914, 0.0013361241, 0.94990724, 0.97294647]",0.98505914
shame,When I gave my boyfriend a brush-off. ,anger,"[0.99001044, 0.95320034, 0.9571076, 0.9512745, 0.00448714, 0.7033716, 0.9353666]",0.99001044
guilt,When I beat up my son for having beaten up his sister. ,anger,"[0.9905585, 0.90106386, 0.86810213, 0.98362696, 0.0038813837, 0.5695533, 0.965313]",0.9905585
joy,"This happened when I went to check my first year results, I had thought that I would fail and I found that I had a clear pass in all my courses. ",guilt,"[0.78618354, 0.2830662, 0.64863, 0.8013322, 0.13214202, 0.53297263, 0.6849306]",0.8013322
fear,When I woke up at night to find a fire spreading towards the bed -rooms. I was very frightened as I realized that I faced death. ,fear,"[0.70936257, 0.7047491, 0.9985759, 0.9741892, 0.0024318981, 0.89289147, 0.9558969]",0.9985759
anger,When a friend of mine was trying to make a fool out of me. ,anger,"[0.9509965, 0.8553461, 0.6018822, 0.60217637, 0.004315237, 0.734836, 0.8026098]",0.9509965
sadness,I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it's problems. ,sadness,"[0.9891271, 0.93633294, 0.9265319, 0.9898711, 0.0009114055, 0.9974527, 0.98394924]",0.9974527
disgust,"When I heard of the assassination of the Indian prime-minister, Indira Gandhi. ",sadness,"[0.97899055, 0.9599929, 0.9547164, 0.9558333, 0.008513855, 0.9838414, 0.9684695]",0.9838414
shame,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me. ,anger,"[0.98650974, 0.9707116, 0.9188974, 0.96088964, 0.007649153, 0.7058555, 0.9751388]",0.98650974
guilt,When I was caught sneaking back into the house at night after having gone to a disco without permission. ,fear,"[0.9572071, 0.8890556, 0.99125355, 0.9625193, 0.0096176695, 0.90382105, 0.9235995]",0.99125355
joy,When I was told that I had passed the exams. ,joy,"[0.3907111, 0.08109509, 0.68886137, 0.3227694, 0.71630114, 0.2040589, 0.0829827]",0.71630114
fear,When a thief broke into my house at night. ,fear,"[0.98509336, 0.93689775, 0.9888599, 0.96525806, 0.003763336, 0.9413018, 0.966407]",0.9888599
anger,When my sister broke my china tea set. ,guilt,"[0.9838876, 0.94324213, 0.9386722, 0.9840132, 0.0069372193, 0.9759746, 0.9700642]",0.9840132
sadness,I felt very sad when my son died after a short illness. ,sadness,"[0.0015012079, 0.005425914, 0.8299072, 0.9763625, 0.00022284067, 0.9981939, 0.96047324]",0.9981939
disgust,I met my best friend's husband with a prostitute. ,anger,"[0.97005415, 0.8914901, 0.962329, 0.9666473, 0.013790863, 0.95807403, 0.9508336]",0.97005415
shame,When I failed to answer a simple question. ,guilt,"[0.9737533, 0.9219825, 0.81083894, 0.9835328, 0.006123852, 0.8623247, 0.9742323]",0.9835328
guilt,"My brother wanted money but I refused to give it to him, two days later he stole it from my father. ",anger,"[0.9692208, 0.934691, 0.94325614, 0.9581011, 0.010969163, 0.9456733, 0.96541893]",0.9692208
joy,When I learnt that I was selected for form I. ,guilt,"[0.8310225, 0.5075594, 0.7162073, 0.93097407, 0.4689333, 0.7644782, 0.8253068]",0.93097407
fear,When I was nearly beaten up by the brother of my girlfriend. ,anger,"[0.99010265, 0.96669185, 0.98006195, 0.9699453, 0.002310384, 0.96117854, 0.9690568]",0.99010265
anger,When I heard that my girlfriend was talking behind my back and looking down on me. ,anger,"[0.98983556, 0.9752168, 0.98472196, 0.98428184, 0.0019439714, 0.96903026, 0.98789495]",0.98983556
sadness,"When a friend, who has been with me at school, failed to make it to UNZA. ",sadness,"[0.70392865, 0.56124824, 0.8229289, 0.7272798, 0.0063240957, 0.8513129, 0.61677116]",0.8513129
disgust,When my girlfriend told me that she was no longer interested in me. ,sadness,"[0.93426484, 0.8127409, 0.8975916, 0.95134604, 0.004066552, 0.95627546, 0.93518424]",0.95627546
shame,I choked on a cold drink in front of girls who were strangers. ,fear,"[0.97435445, 0.97422147, 0.99162275, 0.9875074, 0.0020666167, 0.97894806, 0.97912395]",0.99162275
guilt,When I was caught with my girlfriend in the house at night. ,anger,"[0.96700245, 0.92631954, 0.95125014, 0.9609957, 0.00834807, 0.89856565, 0.93377244]",0.96700245
joy,When I passed the grade exam. ,joy,"[0.02407072, 0.010123328, 0.5462293, 0.056271233, 0.8325051, 0.023707023, 0.018549537]",0.8325051
fear,"When I was told by the doctor, after many months of coughing, that I had tuberculosis. ",fear,"[0.9108486, 0.7123878, 0.9194279, 0.8987364, 0.006063089, 0.89573437, 0.9123096]",0.9194279
anger,"When a cousin of mine took my bottle of T. B tablets, put water in it and threw it in the dust-bin. ",anger,"[0.9825865, 0.939606, 0.9370214, 0.738031, 0.006731426, 0.95427805, 0.8921497]",0.9825865
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays. ,sadness,"[0.93566674, 0.882271, 0.89674556, 0.9746054, 0.0056330534, 0.98387086, 0.96478283]",0.98387086
disgust,When I realized that my closest friend had said bad things about me when I was not around and had betrayed me by making friends with my boyfriend's other girl. ,guilt,"[0.98833674, 0.9737288, 0.9646645, 0.99003243, 0.0006188382, 0.9750905, 0.9863301]",0.99003243
shame,When five of my friends at the secondary school found out the bad things that I had been saying about them. ,shame,"[0.95866203, 0.8848969, 0.93101346, 0.9803498, 0.0062090233, 0.9450517, 0.985558]",0.985558
guilt,"When my mother returned from a holiday, I told her a lie i. e my father had brought another woman home while she was away. ",fear,"[0.9408479, 0.8562176, 0.9837437, 0.9483101, 0.034381676, 0.9296863, 0.96368235]",0.9837437
joy,The time I qualified to enter secondary school. ,guilt,"[0.3145641, 0.09647852, 0.7081592, 0.8511618, 0.31510362, 0.50973284, 0.28553024]",0.8511618
fear,"One evening I saw the old guard-man I knew, change into something inhuman for about - seconds, this really frightened me. ",fear,"[0.8114456, 0.83306533, 0.99644804, 0.90537155, 0.00530194, 0.7480711, 0.8880525]",0.99644804
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter. I realized this before I handed over the coin, but the man called me a thief and called a witness. ",fear,"[0.9144701, 0.62446064, 0.95898825, 0.8156336, 0.0060829055, 0.6442883, 0.8611953]",0.95898825
sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour's dogs. It had been locked out by my wife who claimed that it had dirtied the sheets. ,sadness,"[0.964484, 0.95650446, 0.872164, 0.9632059, 0.0060301293, 0.97756517, 0.9731829]",0.97756517
disgust,The day I was forced to use a public convenience place in town. It was so filthy that it really made me sick. ,disgust,"[0.97683424, 0.998329, 0.87667364, 0.96769863, 0.008873, 0.95834506, 0.98507106]",0.998329
shame,My mother caught me stealing some food when I was a young boy. ,fear,"[0.91687334, 0.89542997, 0.96301234, 0.96275383, 0.020320076, 0.95009595, 0.962569]",0.96301234
guilt,"When I gave in to what my wife wanted and locked the cat out, it was killed by the dogs. ",fear,"[0.95426863, 0.92159283, 0.9831578, 0.9473627, 0.009596313, 0.8998807, 0.91994774]",0.9831578
joy,I felt joy when I came to know Christ. That is when I became a Christian. ,joy,"[0.00069005793, 0.00030474723, 0.11067308, 0.004133852, 0.9945287, 0.00046514522, 0.0018104772]",0.9945287
fear,When I broke the window pane of my next door neighbour's house. ,fear,"[0.9805729, 0.90494376, 0.9811065, 0.9744796, 0.015322433, 0.8908479, 0.9483547]",0.9811065
anger,When my brother did not send me the transport money to resume my studies in time at UNZA. ,guilt,"[0.97192365, 0.8797383, 0.9142581, 0.98272485, 0.0035159208, 0.96107095, 0.96859354]",0.98272485
sadness,When I heard that my nephew had passed away. ,sadness,"[0.9408309, 0.89329135, 0.9195221, 0.98453486, 0.007504171, 0.9928731, 0.977657]",0.9928731
disgust,When my father thought that I was an unrelaible son. ,guilt,"[0.8546846, 0.09817082, 0.86352426, 0.9386192, 0.053663593, 0.74585944, 0.63613254]",0.9386192
shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt. ",anger,"[0.97130686, 0.95951074, 0.918408, 0.9436061, 0.008949215, 0.7393468, 0.9631215]",0.97130686
guilt,When I insulted an elderly person for no reason. ,anger,"[0.8741916, 0.5669797, 0.11750556, 0.7347354, 0.0039214636, 0.33657643, 0.50492704]",0.8741916
joy,"When my uncle gave me my first year's results. I opened the envelope and my eyes ran into two ""B+"" - in EC and M, this meant that I had qualified for a major in economics. ",fear,"[0.2356179, 0.20172471, 0.72919494, 0.71289253, 0.6339583, 0.42155626, 0.43454683]",0.72919494
fear,"I turned the knob of my granny's two band radio and did not hear any broadcast, "" What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? "" --I did not know how to tune a radio. ",fear,"[0.99272835, 0.97389185, 0.99803895, 0.99720204, 0.0015241121, 0.9706005, 0.9956428]",0.99803895
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd my step-dad. I thought, "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? "" ",anger,"[0.9957208, 0.986198, 0.8644211, 0.9938983, 0.0032396324, 0.9634956, 0.98666525]",0.9957208
sadness,"When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected. ",sadness,"[0.89365554, 0.86973995, 0.9329238, 0.9607721, 0.0038880873, 0.9715622, 0.9416036]",0.9715622
disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette. There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes. "" ",anger,"[0.99749774, 0.9942608, 0.9944507, 0.9944495, 0.0034808198, 0.9870629, 0.98759216]",0.99749774
shame,"When a lady I was flirting with told all my class-mates that she was in second year while I was in first year, everyone laughed and started looking at me. ",disgust,"[0.8774991, 0.9024824, 0.6708657, 0.78327936, 0.009219369, 0.5674135, 0.8391544]",0.9024824
guilt,"My cousin knocked on the door, looking for me to get her watch back. I had given it to my girlfriend, Lizzy, as a present. ",guilt,"[0.9737499, 0.89663666, 0.9426489, 0.98590744, 0.012031569, 0.96406955, 0.98224545]",0.98590744
joy,"This was when the girl I was in love with accepted my proposal and everything went smoothly, just as I had wanted it to. It was contrary to my previous feelings of uncertainty about her response. ",joy,"[0.01670158, 0.0039992463, 0.26344183, 0.18947566, 0.6763348, 0.016031569, 0.0214584]",0.6763348
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom. He was very repulsive and I have never seen anything like that before. ",disgust,"[0.9785323, 0.99637395, 0.9909423, 0.96273404, 0.0047674193, 0.94268215, 0.9759497]",0.99637395
anger,This was when I found out that a cousin of mine had taken away my trousers without my consent. ,anger,"[0.9791357, 0.9581248, 0.93834203, 0.97239345, 0.005714473, 0.9589387, 0.96923167]",0.9791357
sadness,When I failed a test at my primary school. I was then in grade and we were about to take the main exam. ,shame,"[0.94591886, 0.9146406, 0.9070493, 0.95671844, 0.0058132648, 0.9425697, 0.96467793]",0.96467793
disgust,"This was when I saw, for the first time, a naked woman (prostitute) run away from a house after having been discovered by the guardian. ",disgust,"[0.8768894, 0.93047553, 0.92722684, 0.81877166, 0.051259432, 0.8935133, 0.8896132]",0.93047553
shame,"This was when I was discovered stealing a piece of bread at home, I was very hungry a few hours before supper. ",anger,"[0.9722764, 0.8680518, 0.8926373, 0.9494676, 0.010571485, 0.9028678, 0.9365451]",0.9722764
guilt,When I was afraid to tell my sports teacher at secondary school that I had not participated in the sports activities the previous day. ,fear,"[0.50575334, 0.8697507, 0.99872106, 0.99413633, 0.0049703373, 0.8918255, 0.99676657]",0.99872106
joy,I was in grade . We had an inter-house volley-ball competition. In Luapula I was the youngest member of the team and I scored the winning goal using my head. I jumped up with joy and fell down. ,joy,"[0.038755503, 0.0107244225, 0.5400732, 0.70872056, 0.99549794, 0.013519207, 0.104551315]",0.99549794
fear,"I was escorting a relative on a bike, we passed by a dark road with bushas on each side. Half way down this road, suddenly, we saw a white dog appear from one side. Before we could do anything, it had vanished and moreover it did not seem to have any legs. ",sadness,"[0.84571147, 0.8405107, 0.8304667, 0.85781527, 0.013440871, 0.8843376, 0.87425]",0.8843376
anger,"The comrade staying next doors insulted me for what he called the misuse of his iron. He called me stupid, self centered etc. I wanted to punch him but instead went for a walk to the mining school to cool off. ",anger,"[0.9977143, 0.99382484, 0.843014, 0.7038813, 0.0011515449, 0.12566392, 0.8995536]",0.9977143
sadness,"A close relative was at odds with a very powerful firm. All his things had been taken, His dad had died a little before this event. He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears . . . . . I asked to be excused and then went and cried in the loo. ",sadness,"[0.99315274, 0.96886295, 0.9851554, 0.9961344, 0.0010160969, 0.9974413, 0.9958625]",0.9974413
disgust,A pig in the well from which we drink. ,disgust,"[0.9004553, 0.9774057, 0.9360375, 0.9043734, 0.018093955, 0.7935546, 0.95997256]",0.9774057
shame,"My girlfriend had started going around with another boy. Her cousin, also a friend of mine, asked her as to who she preferred. Both of us were present and she chose the other guy. ",anger,"[0.88329375, 0.72427124, 0.78072023, 0.85657483, 0.113988005, 0.85441875, 0.8228972]",0.88329375
guilt,"I bumped my dad's car in a lamp post. He was not at home then, neither was he home when I left for the campus. I did not tell him about the accident and I will never tell him. ",guilt,"[0.95380723, 0.85728025, 0.9351336, 0.98117113, 0.034146067, 0.9599045, 0.97859555]",0.98117113
joy,I was at school whhen I received a letter from the dean of my school congratulating me for my performance at the previous year's exam. ,fear,"[0.011002289, 0.0051532923, 0.6180483, 0.038125884, 0.5662107, 0.0061857896, 0.013507481]",0.6180483
fear,"This was at secondary school, a prefect framed up some case and took it to the deputy head-master. I was called by the head-master and he threatened to suspend me. ",anger,"[0.95531887, 0.83924115, 0.89368993, 0.91223913, 0.018151648, 0.6934288, 0.8933504]",0.95531887
anger,"When I travelled all the way to my former school to collect my certificate, only to be told that I owed them some money, I knew nothing about this. ",fear,"[0.93674546, 0.82822376, 0.939105, 0.9325429, 0.010178061, 0.92099565, 0.92706645]",0.939105
sadness,"My sister was in a hospital, later in the evening we received the information that she had died. ",sadness,"[0.8950137, 0.87032324, 0.90692264, 0.9635639, 0.005365314, 0.9788775, 0.9641747]",0.9788775
disgust,"When at school I thought that I was going to get the best results in mathematics, but it was someone else who got the prize. ",sadness,"[0.9670924, 0.8525114, 0.88108337, 0.95704234, 0.005953416, 0.9749283, 0.9559576]",0.9749283
shame,When I received a letter from my girlfriend telling me that she was engaged to an another man. ,guilt,"[0.9088916, 0.84345865, 0.9092874, 0.9208978, 0.012576111, 0.91252273, 0.9171921]",0.9208978
guilt,"I felt guilty when I heard the results of my friend, who had failed. I wished that I had helped him. ",shame,"[0.06497474, 0.8920939, 0.8988442, 0.9982095, 0.0001694828, 0.99716055, 0.9982267]",0.9982267
joy,My being admitted to UNZA. ,guilt,"[0.6247012, 0.20541981, 0.7030429, 0.7969538, 0.09698816, 0.614073, 0.19204478]",0.7969538
fear,While paddling in the river during a storm. I feared drowning. ,fear,"[0.82883966, 0.7769645, 0.9989396, 0.97936475, 0.0031810421, 0.9185451, 0.97972554]",0.9989396
anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money. ",anger,"[0.9469756, 0.9079185, 0.8434373, 0.89917445, 0.006550662, 0.9203115, 0.8540644]",0.9469756
sadness,The loss of my mother. ,sadness,"[0.98086, 0.9161447, 0.9712723, 0.9920825, 0.0008436764, 0.9983039, 0.98944527]",0.9983039
disgust,Over an argument. ,anger,"[0.9872131, 0.14437924, 0.16183403, 0.5518412, 0.0013393787, 0.06677145, 0.5288812]",0.9872131
shame,At school - being whipped by the teacher in front of the class. ,anger,"[0.98121566, 0.89584553, 0.97928303, 0.83044523, 0.0046741315, 0.8938915, 0.9419728]",0.98121566
guilt,"When I had sufficient amount of money, I brought more clothes for myself than for the children - I felt bad about it. ",guilt,"[0.9421093, 0.9613474, 0.94197196, 0.9986123, 0.00031984056, 0.9974056, 0.9977068]",0.9986123
joy,My first kiss. ,joy,"[0.006279304, 0.0046812133, 0.2611566, 0.6452411, 0.888787, 0.07387454, 0.23552623]",0.888787
fear,When I saw a ghost. ,fear,"[0.8294463, 0.78730154, 0.9938292, 0.9495866, 0.009131711, 0.8407643, 0.8967415]",0.9938292
anger,My trouser's zipper was open when I was at a public wedding. ,fear,"[0.9728275, 0.95308757, 0.9786783, 0.97185236, 0.0125930235, 0.9401753, 0.9654726]",0.9786783
sadness,When a friend left me and went back home for good. ,sadness,"[0.9354081, 0.74484664, 0.8878494, 0.7598783, 0.0056273285, 0.9371101, 0.6990723]",0.9371101
disgust,When I failed an exam. ,guilt,"[0.9850464, 0.96236044, 0.9748735, 0.9891235, 0.0025198837, 0.9748233, 0.98543316]",0.9891235
shame,Insulted my girlfriend during a peptalk. ,anger,"[0.9861747, 0.8160968, 0.68243974, 0.93585026, 0.0027845395, 0.2972699, 0.885262]",0.9861747
guilt,I caught a close relative with the servant of the house. ,anger,"[0.646277, 0.4178941, 0.56996346, 0.6350512, 0.042901568, 0.43210176, 0.56202954]",0.646277
joy,When I passed my form three exams. ,joy,"[0.040948138, 0.015038207, 0.60271794, 0.14851257, 0.8096738, 0.060974486, 0.028164797]",0.8096738
fear,The time I was threatened with expulsion from secondary school (form four). ,fear,"[0.9808982, 0.9522482, 0.99699926, 0.9858436, 0.007790411, 0.9486077, 0.98565185]",0.99699926
anger,When I discovered that the people I trusted most were talking behind my back. ,anger,"[0.98430425, 0.94925994, 0.9325695, 0.97845936, 0.00314504, 0.9445581, 0.9726209]",0.98430425
sadness,When I heard about the death of my aunt. ,sadness,"[0.96664876, 0.91991013, 0.9521718, 0.98857284, 0.0068937633, 0.9919248, 0.98627925]",0.9919248
disgust,When my brother promised me money but he failed to fulfill the promise. ,anger,"[0.9581633, 0.8990717, 0.9035543, 0.9350715, 0.0055131367, 0.9542002, 0.92591894]",0.9581633
shame,I was running in front of a crowd when I slipped and fell on a wet lawn. ,fear,"[0.90954185, 0.8839013, 0.98072207, 0.9614955, 0.0254324, 0.9169509, 0.93619]",0.98072207
guilt,When I took drugs. ,guilt,"[0.7313736, 0.306619, 0.5888182, 0.9795473, 0.011507617, 0.3849098, 0.9638346]",0.9795473
joy,"As the time to get the results drew near I became more and more anxious. My friend called me and said, "" You have passed. "" My heart was full of joy. ",joy,"[0.009821283, 0.004509913, 0.9055948, 0.36727026, 0.99122095, 0.0044166525, 0.058823876]",0.99122095
fear,I watched a very terrfying film in LT. This film really pushed my heart out of my body and I was forced to go out before the second reel ended. ,fear,"[0.9837298, 0.9977723, 0.9984718, 0.96670026, 0.00055391603, 0.99053943, 0.9879282]",0.9984718
anger,""" I have been hearing rumours that you have not been allowing people in your room,"" he said. This sentence really shot my heart. I failed to find the right words, instead I walked away without uttering a word. ",disgust,"[0.9918269, 0.9977309, 0.98958474, 0.9911849, 0.002291592, 0.9955409, 0.99741435]",0.9977309
sadness,"One Saturday morning I had got ready to go out swimming with my friends. Unfortunately the weather did not permit it, so we stayed indoors. ",guilt,"[0.85483503, 0.7383305, 0.87807673, 0.90266746, 0.049210243, 0.86961097, 0.83721733]",0.90266746
disgust,"One day I went to town to get my grocery. On my way back, I took a mini bus which was full of drunk students. I felt very disgusted. ",disgust,"[0.9620742, 0.99770015, 0.8987546, 0.99270344, 0.000779966, 0.94221836, 0.9941214]",0.99770015
shame,"I had gone to aa bookshop to buy some books. Somehow, I got very cross with the security guard checking through what I had bought. I lost my temper and screamed at him. Later I felt very ashamed at myself as a lot of people I know were there. ",shame,"[0.9967894, 0.9437507, 0.9262281, 0.9968569, 0.0018583818, 0.55727416, 0.9978739]",0.9978739
guilt,"I remember deceiving my brother, I told him that I was going to attend the Sunday service, instead I went out to the town with a friend. ",shame,"[0.95893764, 0.8688941, 0.9671482, 0.98564434, 0.018594062, 0.95798093, 0.9874763]",0.9874763
joy,"When I heard that a close relative of mine had given birth at a very young age, in a very remote area and had had very few problems. ",joy,"[0.32336175, 0.20245299, 0.46122152, 0.44465557, 0.5967682, 0.5904112, 0.06747587]",0.5967682
fear,The possibility of having failed the examination. ,guilt,"[0.77946365, 0.7083999, 0.87506825, 0.88407886, 0.0032847733, 0.80571795, 0.75342005]",0.88407886
anger,When someone chased me from his house. ,anger,"[0.9528482, 0.5533566, 0.79666555, 0.5173445, 0.0053681997, 0.50441194, 0.4936695]",0.9528482
sadness,When I realized that I did not have the basic things needed by a student like me. ,guilt,"[0.96416193, 0.88174534, 0.84098107, 0.982787, 0.00793689, 0.9680056, 0.9761686]",0.982787
disgust,"When some people, including me, are treated in a way which equates them to an animal or a thing. ",anger,"[0.9517491, 0.9168995, 0.7260982, 0.83141756, 0.004065752, 0.8346895, 0.9428]",0.9517491
shame,"When someone I know was caught in an ""adultery"" situation. ",guilt,"[0.5780418, 0.68256253, 0.7220799, 0.85581535, 0.002007479, 0.77411765, 0.7206736]",0.85581535
guilt,When I did something wrong in the past and denied having done it when asked about it later. ,guilt,"[0.8866496, 0.7717483, 0.8608583, 0.95917225, 0.0055689504, 0.554454, 0.9504977]",0.95917225
joy,"My girlfriend wrote to me telling me that she was four months pregnant and that I was responsible for the ""damages"". This made me happy as I longed to have a child to call mine. ",joy,"[0.00572947, 0.002240803, 0.66995436, 0.9754004, 0.9929101, 0.0005725455, 0.15364689]",0.9929101
fear,"The shooting started and we all lay down to protect ourselves from the flying bullets. This incident occured on our way to Feira, during the Zambia army patrols in the Rhodesia war. ",fear,"[0.88861716, 0.88988286, 0.9555104, 0.8529938, 0.060893353, 0.79864603, 0.8887907]",0.9555104
anger,"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds (security guards) were busy eating the food that was supposed to be for me. ",fear,"[0.9790219, 0.97628707, 0.9840312, 0.9700476, 0.004237632, 0.97218925, 0.97819126]",0.9840312
sadness,"That afternoon I received two messages informing me, one that my brother was in a coma in the U. T. H suffering (kidney disease) and two, that my uncle met with an accident on his way to the hospital to see my brother. ",sadness,"[0.67505, 0.3909577, 0.85344845, 0.8067085, 0.0098117525, 0.94705343, 0.8567732]",0.94705343
disgust,This happened when I went to visit my friend in Chelston and found him screwing my girlfriend. ,anger,"[0.9789178, 0.9602271, 0.8910608, 0.9364168, 0.0052240146, 0.93850654, 0.92505765]",0.9789178
shame,When I walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside. ,shame,"[0.95855236, 0.9283327, 0.9778592, 0.9770751, 0.0062495274, 0.94543856, 0.9805068]",0.9805068
guilt,My father caught me having sexual intercourse with my closest cousin. There was nothing wrong with it but the female was too old for me. ,fear,"[0.8285736, 0.57687795, 0.9285272, 0.870919, 0.017177539, 0.8339682, 0.7891754]",0.9285272
joy,"When a girl I wanted very much, said ""yes"" and fell in love with me. ",joy,"[0.0687153, 0.007640822, 0.23967609, 0.5208143, 0.58766514, 0.22461973, 0.13785768]",0.58766514
fear,"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives. ",fear,"[0.89297223, 0.8863721, 0.99723214, 0.9464435, 0.009359701, 0.8772743, 0.9714599]",0.99723214
anger,When somebody stole my brother's disco machine. ,anger,"[0.98348355, 0.9182182, 0.5432381, 0.6195007, 0.0088326745, 0.97077674, 0.72765416]",0.98348355
sadness,When my uncle died. ,guilt,"[0.97599936, 0.9479439, 0.9690596, 0.99186724, 0.018739384, 0.9916864, 0.9841823]",0.99186724
disgust,A class-mate answered (accidentally) the call of nature in the class during a tough mathematics examination. ,fear,"[0.08252695, 0.061304912, 0.7228448, 0.4970653, 0.06681817, 0.23443317, 0.33669144]",0.7228448
shame,I was double crossing my fiancee and one day she caught me red handed. She forgave me later. I was very ashamed of what I had done. ,shame,"[0.8529514, 0.9878685, 0.9366438, 0.9964386, 0.009286324, 0.9908251, 0.9977937]",0.9977937
guilt,"I took some money from my parent's house without asking them for it, and I was caught red handed. ",anger,"[0.940251, 0.83851296, 0.88752323, 0.92632127, 0.015013091, 0.8161013, 0.90271175]",0.940251
joy,I was very happy when I discovered that I had passed my first year examination and was among the thirty students who would major in economics. ,joy,"[0.0006026031, 0.000458895, 0.43200707, 0.0095839, 0.992937, 0.00026981672, 0.003938861]",0.992937
fear,I was approaching my exam time and my books got stolen. I was in a panic as I thought that I would not do well enough to be considered for the economics quota. I cried a lot but that did not help and as the exam day came near a strange fear gripped me. ,fear,"[0.7951744, 0.7472428, 0.9988875, 0.9951131, 0.0005348389, 0.98647296, 0.9902374]",0.9988875
