labels,text,feels_emo,prob_feels_emo,prob_max
guilt,When something went wrong for me I lashed out at someone else whom I loved and who was not in any way responsible for what had happened (my sister). ,anger,"[0.98196226, 0.17952101, 0.6383455, 0.6464449, 0.0001720166, 0.8568003, 0.4208697]",0.98196226
joy,Easter holiday - I had been working weekends and had just left. ,fear,"[0.6215463, 0.43894088, 0.8837487, 0.6714888, 0.489784, 0.7231195, 0.4047885]",0.8837487
fear,Haven't been frightened for ages. ,fear,"[0.003440753, 0.0021426722, 0.6769687, 0.0018316531, 0.6234031, 0.0069171176, 0.00041455653]",0.6769687
anger,I visited a special education school. The headmaster applied a policy of strict positive - negative reinforcement to the children involved. Children who measured up to his standards were made a fuss of - children who didn't were ignored. ,fear,"[0.31338152, 0.25136185, 0.66674984, 0.26422805, 0.15219337, 0.33949628, 0.1386025]",0.66674984
sadness,I felt sad with the two situations I described before. The cat and the school. Sadness was intermingled with the other feelings. ,sadness,"[0.008273355, 0.42508933, 0.92925036, 0.48961562, 0.0016462997, 0.9984308, 0.6470321]",0.9984308
disgust,"Next door nieghbour ran over his cat in driveway, he tried to finish it off with a flat shovel. I would have taken cat to veterinary to either kill humanely or cure. ",anger,"[0.97197354, 0.9389264, 0.9547573, 0.77299094, 0.00060562906, 0.9042919, 0.626823]",0.97197354
shame,Haven't felt shame for ages. ,joy,"[0.0036490643, 0.0028156424, 0.19845344, 0.004225977, 0.327191, 0.039913327, 0.004353558]",0.327191
guilt,"I borrowed a friend's books and forgot I had them, she asked for them back and I told her I didn't have them. I duly found and returned them. ",fear,"[0.1799572, 0.0642163, 0.78925204, 0.42422098, 0.03284051, 0.15567715, 0.16573952]",0.78925204
joy,"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto. ",joy,"[0.42284644, 0.06299251, 0.3872832, 0.4508638, 0.77674884, 0.492607, 0.071395755]",0.77674884
fear,Obscene phone call where the person knew my name. ,disgust,"[0.7986431, 0.9317442, 0.72457004, 0.37763813, 0.00033626796, 0.28589922, 0.79424715]",0.9317442
anger,At work being shifted to another area. ,fear,"[0.526365, 0.3327624, 0.8432071, 0.40093672, 0.049278602, 0.73971134, 0.3227984]",0.8432071
sadness,"Enrolling at varsity, being told I couldn't get in to certain papers. ",fear,"[0.94299054, 0.83671796, 0.9621582, 0.82542914, 0.005364026, 0.931177, 0.81238776]",0.9621582
disgust,Noticing my flat had maggotts ! ,disgust,"[0.97412777, 0.9919453, 0.96488714, 0.8532035, 0.00061373797, 0.926056, 0.9200159]",0.9919453
shame,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately). ",guilt,"[0.76913536, 0.5715617, 0.6898433, 0.9260176, 0.00036669057, 0.8468029, 0.61621374]",0.9260176
guilt,Forgot to turn up on prescribed day for jury service. ,guilt,"[0.7284254, 0.60244834, 0.80704606, 0.83757836, 0.00024558176, 0.6506383, 0.75952315]",0.83757836
joy,When I was finally able to return to a job that I enjoyed doing after several months absence (I was not needed during this time). ,joy,"[0.092306726, 0.0010955632, 0.47161064, 0.106994666, 0.8478384, 0.22906798, 0.006194273]",0.8478384
fear,When I was attacked by a teenage boy and had my wallet stolen. ,anger,"[0.9479008, 0.8560286, 0.9047675, 0.7262643, 0.00061163056, 0.89350677, 0.81718105]",0.9479008
anger,Someone who was speeding was forced to slow down when I pulled out onto the road and proceeded to abuse me at the next set of traffic lights. ,anger,"[0.92277884, 0.5260223, 0.7247863, 0.31598148, 0.0002831176, 0.10927581, 0.41977075]",0.92277884
sadness,When someone I was close to became a paranoid schizophrenic and I was unable to see this person because of the situation. ,sadness,"[0.37460363, 0.46904227, 0.5452247, 0.44306254, 0.00020572868, 0.6153187, 0.37814805]",0.6153187
disgust,"When someone whom I considered my friend, without telling me he was annoyed, proceeded to ignore me for several meets with no apparent reason. ",anger,"[0.9912771, 0.87170374, 0.6712396, 0.36845985, 0.0002803999, 0.71639323, 0.6805506]",0.9912771
shame,When some unforgiving acquaintance dragged up an old and rather embarassing situation from my past. ,anger,"[0.9738186, 0.8536428, 0.8558578, 0.6194717, 0.00019931499, 0.8621401, 0.923053]",0.9738186
guilt,When I made a mistake at work and when questioned about it pretended I had nothing to do with the problem. ,fear,"[0.82026297, 0.7177904, 0.95297, 0.72287667, 0.00069202314, 0.6795471, 0.7213085]",0.95297
joy,At my wedding - standing with the man I love and acknowledging that fact to members of family and friends. ,fear,"[0.29761648, 0.22123365, 0.85853016, 0.35591912, 0.77337295, 0.5461073, 0.103971235]",0.85853016
fear,As a result of breaking the indicator light as mentioned for guilt. ,guilt,"[0.5092073, 0.37830365, 0.65365154, 0.9939365, 0.00025677987, 0.83623034, 0.97776663]",0.9939365
anger,Arriving home from work after a long and tiring day to find no dinner prepared as I had expected. ,sadness,"[0.9679666, 0.8984307, 0.815266, 0.87819463, 0.0002305775, 0.9692323, 0.8715934]",0.9692323
sadness,At the death of my husband's father's mother which occurred during university examinations and therefore I was unable to attend her funeral. ,sadness,"[0.85558754, 0.7103405, 0.856939, 0.87443024, 0.035267733, 0.9537424, 0.7858559]",0.9537424
disgust,With a Manager who insists on making crude innuendos pertaining to sex. ,anger,"[0.8918219, 0.86050737, 0.71616125, 0.3754159, 0.00026463895, 0.27094308, 0.4979883]",0.8918219
shame,Cannot remember such a situation. ,fear,"[0.17018168, 0.37931252, 0.81824857, 0.340303, 0.00052686187, 0.44124058, 0.25149316]",0.81824857
guilt,Breaking the left hand indicator box by moving too close to structure. ,fear,"[0.70232975, 0.6265019, 0.943683, 0.6726742, 0.00066986773, 0.6785913, 0.70195013]",0.943683
joy,Waking in morning (early morning) and having whole day to myself. ,joy,"[0.045764863, 0.016424118, 0.6086446, 0.024696322, 0.8604073, 0.114414535, 0.0075042252]",0.8604073
fear,Being driven by friend who suddenly swerved and skidded a little. It was night and on a long trip. We ended up on side of road. ,fear,"[0.5059553, 0.4720533, 0.87636316, 0.61947143, 0.009794391, 0.4988166, 0.53118336]",0.87636316
anger,Friend (male) hinted that my talking to other men at a pub was immoral. He implied that I should remain only with my boyfriend the entire evening. ,fear,"[0.87137854, 0.7055523, 0.9873985, 0.7813584, 0.0011090197, 0.74426144, 0.734101]",0.9873985
sadness,On rising. No apparent reason. ,fear,"[0.13737047, 0.14140034, 0.6254541, 0.027607195, 0.019921038, 0.07735945, 0.06407585]",0.6254541
disgust,"Prolonged ""niggling"" of friend on a single theme which I considered of no consequence. ",fear,"[0.4923886, 0.32144004, 0.87012905, 0.43833244, 0.0001442534, 0.36344624, 0.29222104]",0.87012905
shame,Felt I had not appreciated my parents enough. Regretted the problems I'd caused. ,sadness,"[0.8025218, 0.4131822, 0.7302116, 0.9742113, 0.0021462955, 0.9850568, 0.8603061]",0.9850568
guilt,"Boyfriend doing cleaning in situation where it was my job to do it. Later snapped at him over trivial thing. He looked downcast. I felt guilty - ""he's just done all that work for me"". ",guilt,"[0.968895, 0.7831306, 0.9115516, 0.9966246, 0.0022873734, 0.9727931, 0.9580972]",0.9966246
joy,When my first niece was born. ,fear,"[0.5098727, 0.32694083, 0.88418853, 0.48008856, 0.7422251, 0.6282491, 0.1757477]",0.88418853
fear,In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door. ,fear,"[0.89580745, 0.8354713, 0.9550752, 0.81012094, 0.00081875897, 0.93002874, 0.8035791]",0.9550752
anger,When the bus driver failed to stop and pick me up at a bus stop. ,anger,"[0.97310424, 0.89984375, 0.91420877, 0.83535683, 0.0017508568, 0.9699527, 0.8764965]",0.97310424
sadness,When my uncle died of leukemia at age . ,sadness,"[0.7380405, 0.61947834, 0.94161266, 0.8021121, 0.011364913, 0.9825655, 0.459868]",0.9825655
disgust,Watching an alcoholic woman who was approaching everyone at the wharf for cigarettes - a prostitute in Auckland (elderly). ,disgust,"[0.7948726, 0.89540833, 0.8734084, 0.5734627, 0.003511243, 0.6463796, 0.52537507]",0.89540833
shame,Stealing money from my parents when I was young. ,anger,"[0.9737725, 0.9104813, 0.8444849, 0.9661085, 0.0015939904, 0.86956954, 0.9565166]",0.9737725
guilt,Two timing - going out with guys at once (secretly). ,fear,"[0.12376118, 0.2174169, 0.5240494, 0.4069476, 0.050571, 0.13936119, 0.23056948]",0.5240494
joy,"When I went to the pub with a large group of friends, we drank and danced. ",fear,"[0.20551084, 0.054581657, 0.8121365, 0.34727573, 0.6763272, 0.19503023, 0.07240792]",0.8121365
fear,Watched a horror movie which involved sexual attacks on women. ,fear,"[0.77164495, 0.8637101, 0.96316206, 0.63918746, 0.00019609215, 0.46109238, 0.6143504]",0.96316206
anger,My boyfriend promised to take me to see a game of tennis and rang saying he was going to the pub with some of his friends instead. ,sadness,"[0.88053197, 0.6920195, 0.9230586, 0.8367834, 0.0046928767, 0.9231418, 0.73286134]",0.9231418
sadness,My mother was unwell and went for many cancer tests. She spent time in hospital being opened and closed many times. ,sadness,"[0.5344441, 0.59402657, 0.8077703, 0.6723401, 0.005971628, 0.8090208, 0.41308448]",0.8090208
disgust,"I was driving along and saw this young guy urinating into the gutter, in broad daylight. ",disgust,"[0.89580715, 0.9158368, 0.7811362, 0.5364634, 0.002624048, 0.56737065, 0.65443724]",0.9158368
shame,I kicked the dog outside on a cold night because he was annoying me. The next day he came down with the flu and we thought he was going to die. ,anger,"[0.9884548, 0.90407264, 0.96989125, 0.95467514, 0.003872846, 0.9518225, 0.86186457]",0.9884548
guilt,I spent all weekend with a friend instead of studying for my exams. ,guilt,"[0.44771862, 0.31030372, 0.71239316, 0.7787019, 0.15194298, 0.39306352, 0.40069526]",0.7787019
joy,Birth of children. ,fear,"[0.34314308, 0.29983735, 0.7702262, 0.3762724, 0.7250978, 0.6056002, 0.122221686]",0.7702262
fear,Being alone at night. ,fear,"[0.537376, 0.5234996, 0.9917698, 0.46910906, 0.005494611, 0.7107282, 0.49758384]",0.9917698
anger,In a hurry to get to lectures and the car would not start. ,anger,"[0.8958136, 0.7892078, 0.888263, 0.7751894, 0.0003536241, 0.6159332, 0.6990007]",0.8958136
sadness,When grandfather died. ,sadness,"[0.4308925, 0.35550722, 0.915766, 0.53642094, 0.013059385, 0.9500088, 0.2302309]",0.9500088
disgust,Obscene phone calls. ,disgust,"[0.9295116, 0.98043025, 0.8527276, 0.6635544, 0.00056479254, 0.3835939, 0.8541781]",0.98043025
shame,"Being with a close friend, in the city, who was involved at the present point in time in outrageous activity. ",disgust,"[0.6483457, 0.70068747, 0.644375, 0.65075505, 0.0070262854, 0.49111983, 0.5087678]",0.70068747
guilt,Telling white lies. ,fear,"[0.6427728, 0.80052435, 0.92550737, 0.7450467, 0.00032688206, 0.2982944, 0.73258305]",0.92550737
joy,Thought had discovered true love. ,joy,"[0.00062300026, 0.00044270075, 0.001245479, 0.0007532706, 0.8283245, 0.0015724055, 0.0005635483]",0.8283245
fear,Stopped at lights in Mangere late one Friday night on way home from work. Alone in car when someone came up behind the car and started banging and shaking it. Light was red and had nowhere to go until light changed. When green I took off. ,fear,"[0.90757287, 0.5514285, 0.93177396, 0.5950466, 0.012945064, 0.5985113, 0.42687768]",0.93177396
anger,When fired unjustly from a job as casual bar-person. Charged with giving away free drinks. Not done so and had witnesses to prove it - both patrons and bar staff. Other staff were supportive. ,anger,"[0.98357475, 0.9292315, 0.6540783, 0.78474504, 0.0019371888, 0.94813347, 0.86657614]",0.98357475
sadness,Close friend leave to go overseas for an indefinite period. Farewell scene at airport. ,sadness,"[0.42397436, 0.5100332, 0.8244801, 0.41140032, 0.063238025, 0.9284572, 0.34508112]",0.9284572
disgust,When employer made a pass at me whilst I was at work. ,anger,"[0.94020206, 0.8226026, 0.90765536, 0.68993306, 0.007935753, 0.80932045, 0.72233427]",0.94020206
shame,When caught shoplifting and the police were called in parents also informed. ,fear,"[0.59166455, 0.43577844, 0.8480723, 0.6588509, 0.0025208076, 0.35794652, 0.6028095]",0.8480723
guilt,When caught shop-lifting as for shame. ,guilt,"[0.61138266, 0.98743945, 0.9701338, 0.993295, 0.00019910281, 0.97704405, 0.99121]",0.993295
joy,Receiving understanding from within self of a subject I had previously wished to understand better. ,fear,"[0.0111608, 0.017059065, 0.5216362, 0.10091319, 0.20705247, 0.12666094, 0.020052955]",0.5216362
fear,To talk in a meeting - expound my thoughts on a subject. Fear delayed me acting to do this. ,fear,"[0.45129505, 0.36298355, 0.993802, 0.57058084, 0.0007592624, 0.43066257, 0.42928496]",0.993802
anger,Towards wife's laziness in not performing her usual duties because of television watching. ,anger,"[0.94389415, 0.84023297, 0.6989121, 0.8982823, 0.0013114767, 0.8001278, 0.7237256]",0.94389415
sadness,Watching suffering in Third World country. ,sadness,"[0.92576563, 0.9116338, 0.8438896, 0.81353134, 7.2905204e-05, 0.9673214, 0.77355105]",0.9673214
disgust,Observation of people lost in the profit motive - i. e. business managers to their actions esp. ,disgust,"[0.3372628, 0.579519, 0.30120268, 0.230342, 0.0011276143, 0.5214037, 0.2086523]",0.579519
shame,On own reading book. Recall came to mind of slight sexual exploitation of a female (years ago) i. e. had her on even for sexual motives. ,guilt,"[0.5944577, 0.6420582, 0.4971089, 0.75748634, 0.0005865233, 0.6089619, 0.5675681]",0.75748634
guilt,Telling a lie to wife over phone about what I had been working at. ,fear,"[0.88684034, 0.8107038, 0.9590919, 0.9237262, 0.00060560484, 0.7313686, 0.84151703]",0.9590919
joy,Meeting best friend at the airport (boyfriend) who I had missed terribly. ,sadness,"[0.100397535, 0.0053920476, 0.6226984, 0.48999107, 0.6846457, 0.8529541, 0.017405437]",0.8529541
fear,Confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger. ,fear,"[0.98683304, 0.8699033, 0.9969439, 0.8402521, 0.00015752862, 0.4721697, 0.6024033]",0.9969439
anger,NO RESPONSE. ,fear,"[0.7924533, 0.8152908, 0.96588403, 0.6133614, 0.003835758, 0.8131117, 0.6625053]",0.96588403
sadness,My cat died painfully and slowly. ,sadness,"[0.8304899, 0.77847624, 0.80717117, 0.7712859, 0.0007262145, 0.969824, 0.4657091]",0.969824
disgust,Having unwanted attention paid to me in my place of work - harrassment (and sexual harrassment) by another worker - disgusted by his implications. ,disgust,"[0.9967008, 0.9988589, 0.88530326, 0.9022078, 0.00033468552, 0.97455615, 0.9890715]",0.9988589
shame,Close friend discovered I had deceived them. Felt shame at having done it and knowing that they knew. ,shame,"[0.35858777, 0.9866595, 0.9419647, 0.99770266, 0.00030169878, 0.9937968, 0.99883026]",0.99883026
guilt,Two-timing - going out with person other than guy I was in relationship with. ,guilt,"[0.42550334, 0.5144624, 0.6503125, 0.67592525, 0.014151888, 0.33747435, 0.49145404]",0.67592525
joy,I was very pleased and happy when my older sister came home from living somewhere out of town and I hadn't seen her for months. We are very close sisters. ,joy,"[0.013163573, 0.0011195868, 0.6349831, 0.053291798, 0.9880385, 0.01673396, 0.005677373]",0.9880385
fear,I was skiing alone and the mountain became covered with mist and I thought I was lost and was going to panic. ,fear,"[0.5089441, 0.3072893, 0.9844924, 0.58426785, 0.0007347409, 0.69807714, 0.34054965]",0.9844924
anger,My parents didn't allow me to go to a social function that all my friends were attending. ,fear,"[0.9260376, 0.8237396, 0.9844247, 0.85525966, 0.0032730433, 0.93756044, 0.92308116]",0.9844247
sadness,"While still at school a friend died of cancer, after being ill for a long time, she was yrs old. ",sadness,"[0.6512587, 0.6373297, 0.7343646, 0.6817586, 0.0008182072, 0.9502385, 0.42145884]",0.9502385
disgust,At a party my best girlfriend got really drunk and went off with a guy she knows I really like. ,fear,"[0.8441688, 0.72902775, 0.88114834, 0.83886427, 0.018439315, 0.85144407, 0.7025423]",0.88114834
shame,I was severely reprimanded for a trivial offence in front of members of my peer group while still at school. ,fear,"[0.8697009, 0.70024765, 0.8917288, 0.7725119, 0.00037374804, 0.74037415, 0.83357376]",0.8917288
guilt,Someone asked me to do something and I made up an excuse and said no. I then went and didn't the same thing with someone else and hoped the first person never found out. ,fear,"[0.6984073, 0.5095802, 0.96918947, 0.7398713, 0.008945802, 0.65019816, 0.6512378]",0.96918947
joy,When my brother who has been out of New Zealand for years came to visit with his wife which none of our family had previously met. ,fear,"[0.5598957, 0.4170328, 0.8063645, 0.45488262, 0.5027868, 0.61970764, 0.30020726]",0.8063645
fear,"When I had to give a speech about some historical event, to an audiece of about people my own age whom I did not know. ",fear,"[0.33319065, 0.3664531, 0.8010301, 0.41783056, 0.026638957, 0.41420177, 0.3551108]",0.8010301
anger,In arguments with a close friend or relative where my point of view is completely disregarded. ,anger,"[0.899372, 0.66250134, 0.7733721, 0.4758155, 0.0005090776, 0.6685181, 0.49836764]",0.899372
sadness,"When my grandfather whom I had met only once for weeks, died after several months. I was really sad because he was a lovely person and I did not have the means for his company. ",sadness,"[0.68082315, 0.5543184, 0.8262204, 0.8078889, 0.0011813213, 0.98406523, 0.6819765]",0.98406523
disgust,I once saw a programme on TV describing how certain wild life films were made and was disgusted by the treatment of certain animals in this particular programme of the polar bear. ,disgust,"[0.9893175, 0.9980895, 0.9295311, 0.7955024, 0.00019247254, 0.95210373, 0.87609446]",0.9980895
shame,The nd time someone I had met cared for came over to my house I was absolutely inebriated and was sick into a bucket. ,fear,"[0.21689928, 0.32690865, 0.48158756, 0.4759245, 0.00015550743, 0.27019316, 0.42746532]",0.48158756
guilt,The first time I went away with my boyfriend and lied about where we were staying. ,fear,"[0.78649074, 0.5866705, 0.93537027, 0.84541726, 0.19228028, 0.6655747, 0.70032644]",0.93537027
joy,"When my former boyfriend and I reconciled and he decided that I was very important to him. I had always wanted us to get back together again, but had doubted the likelihood of this, so I was very happy when my small amount of faith was vindicated. ",joy,"[0.040559534, 0.024143202, 0.47216758, 0.25985652, 0.9836353, 0.038423646, 0.042961303]",0.9836353
fear,"When riding in a very fastly-driven car on a lose metal road at a very late hour - no other cars on road, and driver was taking corners very sharply. I felt afraid - because if an accident happened, the area was very isolated. Also, I feared for driver, after I was dropped off - would he make it home safely. ",fear,"[0.81416535, 0.7446528, 0.99070436, 0.7695814, 0.0019875336, 0.86241996, 0.6258962]",0.99070436
anger,"When at very short notice I agreed to work in place of a friend who was sick, and owner of the restaurant refused to allow me a drink later in the evening (which is usually always available for workers), did not thank me, and was generally indifferent towards me - I felt I did not deserve this. ",anger,"[0.9883731, 0.9554424, 0.89104843, 0.9439739, 0.0020443986, 0.9683945, 0.98065656]",0.9883731
sadness,"When I learned that my former boyfriend had become engaged - although I was glad that he had found what he wanted, I was very sad at my own personal loss, since I had always hoped we might one day reconcile. ",sadness,"[0.69018525, 0.6260106, 0.833056, 0.88835156, 0.0007712999, 0.9927644, 0.7982466]",0.9927644
disgust,When reading a newspaper story of a man who had committed incestuous acts on his two-year old child - the thought that anyone could do such a thing is abhorrent to me. ,disgust,"[0.99387145, 0.99889994, 0.8962711, 0.436153, 0.00026745888, 0.9200555, 0.9629131]",0.99889994
shame,"When dropping a carton of boiling soup onto a co-worker's leg - causing great pain, and for me, severe embarassment at my own ineptitude, and shame that another person suffered as a result. ",shame,"[0.75895596, 0.97764754, 0.8351875, 0.98767054, 0.00015274285, 0.9777794, 0.9978436]",0.9978436
guilt,"When my sister had the opportunity to do some modelling work. And I was quite jealous - later on the photographer decided not to take her photograph, and she was very upset - I felt guilty as a result, almost as if I had caused her to lose her opportunity, by not being genuinely happy for her in the first place. ",guilt,"[0.9159234, 0.4189602, 0.89055353, 0.996298, 0.03120777, 0.97145474, 0.95759416]",0.996298
joy,"I did a solo flight from Ardmore to Kaikohe before I got my pilot licence. I can remember it was gorgeous day and I was on a natural high, cruising up the coast with my maps and compasses and gear. Other pilots had seen me off and wished me good luck and it was a real adventure. ",fear,"[0.147392, 0.10991238, 0.48382095, 0.118382476, 0.40710297, 0.21550818, 0.069238886]",0.48382095
fear,A friend (female) and I were on holiday on Great Barrier Island by ourselves. One night we were nearly raped by about locals - they came to our bach and tried to break the doors down. All of them were stoned or drunk and we hid under the bunks and were totally terrified. Eventually these guys gave up and went looking for us on the beach. We escaped and slept in the bush for nights. ,fear,"[0.8254738, 0.68741554, 0.9610912, 0.7096224, 0.007265972, 0.69132376, 0.5411879]",0.9610912
anger,"I ""cooked"" the engine in my father's car - it was actually his fault because he hadn't fixed the temperature gauge or told me. When I finally got home I was absolutely screamed at and the anger I experienced was over the injustice of it all plus the huge row which developed. ",anger,"[0.9910097, 0.8646899, 0.80922985, 0.89658684, 0.0024090472, 0.71676964, 0.77478814]",0.9910097
sadness,"This sounds really predictable and usual but it was absolutely heart-rending at the time. My first lover (I was ) just rang up one day and announced that he had found another woman. I never saw him again and it hurt because I was positive that it was ""TRUE LOVE"" ! ! ",sadness,"[0.44934535, 0.3704144, 0.8224964, 0.585796, 0.0013730341, 0.9631572, 0.34072438]",0.9631572
disgust,"I once saw an old man up the road, fossicking through the rubbish bins and the gutter. I was really disgusted at first but I've seen him a few times since then and now I feel really sorry for him and I often give him cigarettes when I see him, because he mainly goes after cigarette butts and it is revolting. ",disgust,"[0.36042857, 0.9882216, 0.7949078, 0.97797567, 0.013461239, 0.981136, 0.96596277]",0.9882216
shame,"When I was my mother discovered various items in my room which year olds aren't usually expected to have - mainly alcohol, marijuana and contraceptives ! ",guilt,"[0.79780316, 0.7629965, 0.77606446, 0.8396979, 0.041664384, 0.5580633, 0.8084143]",0.8396979
guilt,NO RESPONSE. ,fear,"[0.7924533, 0.8152908, 0.96588403, 0.6133614, 0.003835758, 0.8131117, 0.6625053]",0.96588403
joy,"A holiday at a whitesand deserted beach. A cool evening near the end of summer and we had a fire in the sand - toasted marshmellows, cuddled and drank champagne. ",joy,"[0.020062735, 0.017271219, 0.43187234, 0.0854848, 0.8209096, 0.15995301, 0.019252248]",0.8209096
fear,"Skiing down a very icy slope, very fast in white-out conditions. Out of control with no idea of what I was doing or where I was heading. ",fear,"[0.7444233, 0.5722532, 0.8316263, 0.73062396, 0.0028190035, 0.51778716, 0.5823563]",0.8316263
anger,My best friend at school told lies about me to a boy I was seeing and went out with him herself. ,fear,"[0.9237213, 0.82593614, 0.9289816, 0.88439894, 0.0018822416, 0.84497553, 0.85806525]",0.9289816
sadness,I found a baby opposum on the road and took it home and cared for it for a week. It had to be force-fed and carried in a fur pouch under my jersey. My father had the vet put it to sleep as he said they carried diseases. ,sadness,"[0.20530882, 0.0848653, 0.66114414, 0.31306794, 0.04787179, 0.665676, 0.07193108]",0.665676
disgust,A boyfriend with whom I split up with came over to a friend's house where I was visiting with a male friend. In a confrontation in another room he tried to find out if I was aroused by my friend by feeling my parts. ,fear,"[0.8373915, 0.21444848, 0.8927797, 0.57575774, 0.022183364, 0.56082076, 0.31689945]",0.8927797
shame,I told my primary teacher I hadn't done my homework as my mother was in a car accident. My teacher rang that night to see how my mother was - she was fine i. e. no accident ! ,guilt,"[0.5253535, 0.27345327, 0.69943106, 0.7180741, 0.010556514, 0.4595932, 0.35707888]",0.7180741
guilt,I told my pesent boyfriend that I was an Australian as are my parents. As the relationship developed I found it harder and harder to confess and became sure it would end our relationship. He eventually found out when told in front of me by my mother. ,fear,"[0.52178943, 0.45145056, 0.9846843, 0.82387185, 0.09114383, 0.672935, 0.71318984]",0.9846843
joy,"Winning a race that I had been training for, for many weeks. (Running Race). ",joy,"[0.15268235, 0.008004403, 0.21202278, 0.121115, 0.9701763, 0.21851723, 0.002808342]",0.9701763
fear,"When I was very young and we moved as a family to Auckland from Wellington, this meant new school and friends (etc. ). ",fear,"[0.19317341, 0.18436645, 0.7964434, 0.21625236, 0.27086326, 0.40243348, 0.13345738]",0.7964434
anger,When someone ignores what I am saying or doesn't let me have my point of view and they monopolise a conversation. ,fear,"[0.69951177, 0.51398396, 0.7275933, 0.21340133, 0.0005075725, 0.4104586, 0.3653038]",0.7275933
sadness,"When I got into an argument with someone and was very abusive, but they were a close friend and I later regretted it. ",guilt,"[0.7842454, 0.7125854, 0.551792, 0.9695663, 0.00018794378, 0.8756059, 0.83922786]",0.9695663
disgust,When a close relative got quite drunk. It was a relative that I had respected for a long time and looked up to as a child. ,sadness,"[0.55313087, 0.54350895, 0.5366199, 0.63271844, 0.0016613068, 0.7777352, 0.52229065]",0.7777352
shame,"When I had come home drunk the day after a party, I felt very ashamed in front of my parents. ",shame,"[0.7444804, 0.94474554, 0.9777494, 0.9874182, 0.00034057835, 0.9524304, 0.98948026]",0.98948026
guilt,When I crashed by bike into an old lady crossing a road and knocked her down. ,anger,"[0.90368503, 0.69986993, 0.8473789, 0.88034827, 0.0023484097, 0.8146578, 0.7523066]",0.90368503
joy,Listening to the opening bars of Tchaikovsdy's symphony No. fourth movement at my sister's wedding. ,fear,"[0.18572742, 0.20520923, 0.7250846, 0.19976017, 0.46945015, 0.55790335, 0.12173397]",0.7250846
fear,"As a passenger in a vehicle travelling from the steep side of Arthur's Pass in the middle of a sleet-storm, icy roads, sheer chasms to one side, sheer face to the other. ",fear,"[0.7863548, 0.7234238, 0.9700028, 0.6018413, 0.0010886219, 0.6294937, 0.59374654]",0.9700028
anger,"As in sadness (A), relating to this slaghter of fur-seals. ",sadness,"[0.002909809, 0.9768247, 0.94258535, 0.881517, 0.00042956005, 0.99624205, 0.98722714]",0.99624205
sadness,A) A documentary in which baby fur seals were being clubbed/spiked to death by Canadian seal-hunters. Brutally graphic. B) Description of a disfigured orphaned child in Hiroshima calling for her mother. ,fear,"[0.7464561, 0.8015301, 0.9303885, 0.38670394, 0.003464661, 0.7228019, 0.294834]",0.9303885
disgust,"The repression of rioting and non-rioting ""Blacks"" in South Africa by the police of that ""Democracy"". ",anger,"[0.93497807, 0.93203336, 0.93014175, 0.64954346, 0.001019651, 0.8283065, 0.7915838]",0.93497807
shame,Breaking an implicit promise. ,fear,"[0.8738905, 0.63520575, 0.9230148, 0.8576296, 0.00069403654, 0.9075724, 0.7653968]",0.9230148
guilt,At the age of (or so) I stole from a Ranger's fruit tree an apple. (And eventually was compelled to confess - Dostoersky would like this). ,guilt,"[0.5741646, 0.40688458, 0.8569528, 0.9555818, 0.10391065, 0.5226396, 0.7642671]",0.9555818
joy,Seeing my sister after about years of not seeing her. Only spent hour or so before she was off overseas with her husband for months. ,sadness,"[0.20128192, 0.08760961, 0.59694874, 0.33868244, 0.50405216, 0.64799696, 0.10651911]",0.64799696
fear,I imagined I heard footsteps up the hall while sleeping in bed one night by myself in the house. ,fear,"[0.6526147, 0.49746707, 0.9736177, 0.6243483, 0.0024615852, 0.66668993, 0.4144356]",0.9736177
anger,Stopped at a Fast Food shop with friends and a few locals wanted to fight us for no apparent reason. They hit and picked on one of my friends. ,anger,"[0.98310065, 0.8447248, 0.9151809, 0.5555493, 0.0016540344, 0.7869997, 0.61042804]",0.98310065
sadness,My father recently having a heart attack - spending a few months in hospital. ,sadness,"[0.7799316, 0.68305224, 0.91523737, 0.73391765, 0.00067923084, 0.93135184, 0.5396176]",0.93135184
disgust,My flatmate and close friend living and sleeping with another close friend of mine. ,fear,"[0.5039543, 0.6744698, 0.7343315, 0.6546119, 0.11921008, 0.48125118, 0.47123018]",0.7343315
shame,Sleeping with a girl on a Saturday night and then not contacting her in later days. ,fear,"[0.84646153, 0.8462826, 0.8741864, 0.8432049, 0.0004962748, 0.6412269, 0.82014346]",0.8741864
guilt,Stealing money from a milk token jar from a close friend of the family when visiting. ,guilt,"[0.87475896, 0.7920563, 0.8647261, 0.89204687, 0.0003163464, 0.6201783, 0.83505535]",0.89204687
joy,Talking with someone I admire a lot. ,joy,"[0.0029823908, 0.00020498736, 0.010598179, 0.009202851, 0.27200493, 0.007641208, 0.00030124123]",0.27200493
fear,Held under water by a large wave and thought I was drowning. ,fear,"[0.7769801, 0.41840658, 0.98793143, 0.45053214, 0.0003329069, 0.8912258, 0.785075]",0.98793143
