labels,text,feels_emo,prob_feels_emo,prob_max
joy,"Break! What is the most beautiful, inspiring thing you've ever seen? Picture it now, as if you're right there. LJB ",surprise,"[0.026895763, 0.0024630155, 0.22810799, 0.7418133, 0.016575424, 0.9428594]",0.9428594
surprise,"Final product of my research paper is dooooooooone. Before midnight, too. ",sadness,"[0.77040935, 0.9835106, 0.9165612, 0.021442583, 0.98584914, 0.91869825]",0.98584914
joy,does not simply happen to us. We have to choose joy and keep choosing it every day. — Henri Nouwen Quotes fact ,surprise,"[0.0484346, 0.031381555, 0.48019692, 0.51800925, 0.045965604, 0.7639246]",0.7639246
sadness,A little bit of soap entered to my eye when I was taking a bath. ( ,surprise,"[0.8996132, 0.95764846, 0.97804093, 0.01645002, 0.89993495, 0.9803714]",0.9803714
fear,"People who get trapped in an elevator actually do take the stairs next time,, don let take over and wear you down . . quote life ",fear,"[0.82688636, 0.9195037, 0.9820576, 0.0062447647, 0.8328613, 0.82326823]",0.9820576
joy,"So, I now have a Keith Scott Body Shop sweatshirt. . . ",surprise,"[0.60617936, 0.16761379, 0.8804336, 0.4319063, 0.5869669, 0.92506623]",0.92506623
joy,English exam in the morning ,surprise,"[0.5909745, 0.32409537, 0.7638539, 0.051183145, 0.48082203, 0.7973453]",0.7973453
joy,"Have no plans for the weekend, just sleeping and taking a lot of day quil, then off to bed with night quill! ",surprise,"[0.5905662, 0.77930355, 0.91485876, 0.45667905, 0.66267335, 0.9883609]",0.9883609
joy,I really don't wanna go to school. Less than thirty days til Christmas break. ,sadness,"[0.99535614, 0.99541855, 0.99687815, 0.005107888, 0.9982855, 0.93059987]",0.9982855
surprise,When taylors phone's game has naked people in it ahhh ,surprise,"[0.9858153, 0.9866794, 0.95332414, 0.7969776, 0.94360214, 0.9982462]",0.9982462
anger,--gt Don't EVER say anything negative to people who are part of an management group. Lmao ,anger,"[0.9872448, 0.9826429, 0.94605756, 0.621717, 0.85649586, 0.9615924]",0.9872448
fear,"Thissss! ! ! ! ) RT  not afraid of tomorrow, for I have seen yesterday and I love today less ",surprise,"[0.4008491, 0.7090477, 0.9485657, 0.38352305, 0.61966825, 0.9953433]",0.9953433
sadness," Today is December, sir. And it's cold. ",sadness,"[0.83318347, 0.8066134, 0.9377868, 0.0076160836, 0.95641106, 0.92231035]",0.95641106
joy,today is going to be a very long day. . . ,fear,"[0.9415868, 0.8446918, 0.9630833, 0.006220004, 0.9377929, 0.74471945]",0.9630833
fear,It amazes me how seems to b the chosen method of persuasion in our society these days. Not hope ,surprise,"[0.21699555, 0.18387504, 0.71481204, 0.0069840974, 0.38289618, 0.99880743]",0.99880743
surprise,Work actually isn't that bad today. ,surprise,"[0.023853177, 0.019267254, 0.7366457, 0.051240396, 0.05453023, 0.98631895]",0.98631895
fear,"quotSeek not happiness too greedily, and be not fearful of happiness. quot ~ Lao tzu ",fear,"[0.1186066, 0.045314923, 0.89401436, 0.14077911, 0.090052344, 0.67724544]",0.89401436
joy,pm Choir Cantata Tomorrow night! ! Join us at the church for a wonderful holiday celebration! -) Music ,joy,"[0.07191581, 0.13982373, 0.59541255, 0.98428506, 0.038505424, 0.9597976]",0.98428506
fear,When doubt hate knocks on your door remember you don't have to answer fb ,fear,"[0.97116596, 0.90798044, 0.991674, 0.00155987, 0.9178762, 0.5841083]",0.991674
joy,"At just over hrs in has amazed and excited to ridiculous levels, entry into my fav games of the decade is granted Sir. . . ",surprise,"[0.011253647, 0.0024130945, 0.08721014, 0.97667617, 0.008796696, 0.99450016]",0.99450016
joy,THE LOCKOUT IS OVER! roll on the game season! ,surprise,"[0.33540243, 0.023639448, 0.9370495, 0.9830873, 0.020401198, 0.98979783]",0.98979783
joy,Well family birthday tomorrow. ,surprise,"[0.024793925, 0.014129786, 0.6567579, 0.74883485, 0.22792469, 0.7838487]",0.7838487
surprise,roar back to form and it happens at the same time as Wayne Rooney ,surprise,"[0.80594695, 0.22807063, 0.95638806, 0.8618957, 0.029029446, 0.9736231]",0.9736231
fear,The sickest feeling in my stomach is being vulnerable. ,disgust,"[0.24246798, 0.9990963, 0.9979442, 0.00035329015, 0.99732435, 0.576647]",0.9990963
fear,"Man I Gotta Make It. . . and I'm Running Outta Time, Moms ain't getting no younger so I gotta make sure she Get to live the good life ",anger,"[0.9587032, 0.27407432, 0.94849753, 0.029797953, 0.7643971, 0.8839117]",0.9587032
joy,I hope my BooBoo shakeIt today for his party! ! ! ,surprise,"[0.5491834, 0.074019924, 0.6021687, 0.9921588, 0.04574536, 0.99786747]",0.99786747
fear,Listen Your body is wise. It arouses feelings of fear so that you can release them. ,fear,"[0.044782568, 0.085552044, 0.9968353, 0.0015112939, 0.17625129, 0.71322423]",0.9968353
disgust,It is so nasty seeing someones bare feet on the dashboard. . . ,disgust,"[0.9484214, 0.9835175, 0.5399736, 0.0027194405, 0.44934505, 0.2967949]",0.9835175
joy, videos always make my day. . . But scare my mom. ,fear,"[0.76333916, 0.05495938, 0.9888861, 0.39224803, 0.10787766, 0.98662925]",0.9888861
sadness,I cant see an Alvin and the Chipmunks commercial without missing my best friend. ,sadness,"[0.9778347, 0.8424203, 0.92418927, 0.0016088662, 0.99861705, 0.85019416]",0.99861705
joy,Yay I get to put up with all the cute couples in my family for the holidays not ,surprise,"[0.24908425, 0.12591375, 0.8070132, 0.5957951, 0.046796203, 0.98480994]",0.98480994
sadness,I heard the piñata break so I ran to that motherfucker but it was filled with Mexican candy. ,anger,"[0.9943657, 0.985005, 0.9742158, 0.045884892, 0.8915733, 0.9565303]",0.9943657
joy,Mr. Mango's workout are gunna be sore for a week after today. ,surprise,"[0.7515103, 0.7327186, 0.766996, 0.03243247, 0.5143582, 0.83352804]",0.83352804
joy,"quotSitting in this room playing russian roulette, finger on the trigger to find you Juliet. quot  ",anger,"[0.99098104, 0.32776538, 0.9777294, 0.0056130965, 0.30130446, 0.70558673]",0.99098104
surprise,Its days like today that make wonder if I have a floating sign over my head that says quotScrew me overquot. ,anger,"[0.99586993, 0.9943658, 0.9837767, 0.0014163933, 0.96926683, 0.953878]",0.99586993
sadness,"Just casually feeling down, getting better because you're having a jam sesh, but then you realise you have that history assignment. ",sadness,"[0.07968946, 0.3171052, 0.9357534, 0.0018361843, 0.95800334, 0.90577686]",0.95800334
joy,oh amp i thought payday was today. . . . its NEXT friday. ,surprise,"[0.99293923, 0.9742565, 0.96284896, 0.02367657, 0.98898447, 0.99778736]",0.99778736
fear," not afraid of tomorrow, for I have seen yesterday and I love today less» ",fear,"[0.26309207, 0.80586886, 0.98913366, 0.04207187, 0.93477, 0.7609176]",0.98913366
surprise,I love finding things I never even knew I had with the tags still on it . . ! ,surprise,"[0.02103392, 0.00096626766, 0.09036413, 0.9964909, 0.0051657213, 0.99774253]",0.99774253
surprise,back in tampa a day early! ,surprise,"[0.9935423, 0.913498, 0.97572225, 0.4133084, 0.7537663, 0.9964055]",0.9964055
joy,Another day full of annoying people tomorrow. ,anger,"[0.96006376, 0.87855375, 0.35452506, 0.0015494159, 0.14702758, 0.088344306]",0.96006376
joy,I'm in rare form tonight. ,joy,"[0.588418, 0.014749671, 0.267268, 0.9897082, 0.012538153, 0.96204895]",0.9897082
surprise,Gang of school boys walking together. Chanting. Then I realised they were declining latin verbs. kidslovelatin overheardonstreet ,surprise,"[0.7341045, 0.8616057, 0.84892577, 0.2333546, 0.7735248, 0.9896291]",0.9896291
surprise,Stoppen ga straks wel verder. Nu effe kijken wat we morgen voor les hebben en www. dongemondcolle. nl ,surprise,"[0.62900907, 0.8065167, 0.8341424, 0.25477108, 0.6736515, 0.925825]",0.925825
surprise,Riding in a Prius for the first time. I had no idea. Shouldn't be this cool. hybrid ,surprise,"[0.6661227, 0.044772346, 0.5509466, 0.51901454, 0.10867715, 0.9979519]",0.9979519
surprise,I love a good surprise in the morning! ! ,joy,"[0.030059667, 0.0014835367, 0.107435144, 0.9983437, 0.015767237, 0.99761933]",0.9983437
surprise,I woke up this morning expecting a semi-empty timeline due to the fact that I'm up at . . . Instead I find a  blog ) ,surprise,"[0.8174836, 0.5339287, 0.73172724, 0.27394387, 0.5769071, 0.99749327]",0.99749327
surprise,last time Stefanie ran off with the wrk. What happened to her history. . . . I can't wait to catch'em slipping. ,anger,"[0.98379, 0.96216005, 0.9614215, 0.02927886, 0.9298938, 0.9539366]",0.98379
disgust,Girls that try to be niggas me. U wasnt born wit a dick so ull neva be a nigga. ,anger,"[0.9908698, 0.9897911, 0.97781277, 0.009797255, 0.8654669, 0.9631687]",0.9908698
joy,What's better than a cozy night with family amp friends ,joy,"[0.023759281, 0.0046402426, 0.7631171, 0.9365096, 0.056870636, 0.77123415]",0.9365096
surprise,Kan die schijnheilige dat niet zelf doen? ! ? En vanavond zeker met de eer gaan strijken -( fb ,surprise,"[0.93802863, 0.8207526, 0.95515805, 0.1321744, 0.963297, 0.9905275]",0.9905275
surprise,Never once in my Engg. life had I been to library. Now here I am making it as a second home. ,surprise,"[0.15086824, 0.036176577, 0.63024426, 0.745081, 0.32308933, 0.96878225]",0.96878225
anger, don't get me started on that stupid song orientated around them. . ,disgust,"[0.9846503, 0.9895034, 0.9088889, 0.029136099, 0.71261626, 0.87041295]",0.9895034
anger,"what's really that about and getting hurt fear helplessness, DON'T LET LIFE GET TO YOU! ",fear,"[0.9281259, 0.6305774, 0.9984132, 0.0009677971, 0.9568588, 0.9289961]",0.9984132
sadness,I want to be pregnant again just so I can be fat with impunity. Can't blame my almost one-year old for my big ass anymore. ,anger,"[0.99774146, 0.98135763, 0.920578, 0.005342622, 0.7753778, 0.89242977]",0.99774146
joy,"Only got a German speaking exam to go, then it's Christmas ",fear,"[0.09224736, 0.2561517, 0.8937322, 0.4707666, 0.6295882, 0.79345024]",0.8937322
surprise, don't tell mom I told she may have wanted to you yikes ,surprise,"[0.99749714, 0.9979552, 0.9972646, 0.0026326228, 0.99533635, 0.9984034]",0.9984034
joy,"So instead of shopping like % of the population, tomorrow I'm doing nothing but applying for jobs. Oh and working. . ",fear,"[0.912458, 0.86683494, 0.9770135, 0.012634725, 0.8952155, 0.9562916]",0.9770135
fear,"i can hardly describe how i felt when i saw that play forming, happening. ",surprise,"[0.49267516, 0.83830905, 0.8087647, 0.17403029, 0.8952154, 0.97941774]",0.97941774
disgust,the leading republican presidential candidate would want a fence on the mexican/us border. he's prob for segregation too ,fear,"[0.8964283, 0.45043412, 0.9540803, 0.060239334, 0.3993225, 0.91018665]",0.9540803
surprise,Ik ben nog geen min aan t schilderen en ik zit nu al onder de verf. . ,surprise,"[0.92734706, 0.96733963, 0.97848004, 0.8218495, 0.9776831, 0.9876066]",0.9876066
joy,Getting up at tomorrow cause I have to babysit on my thanksgiving vacation. ,fear,"[0.89294505, 0.56131536, 0.9389633, 0.058000036, 0.824287, 0.9194171]",0.9389633
sadness,"If I never see any of the babes or bros after they leave for college, I will be upset. I will find you all when I am in college lt ",sadness,"[0.9975362, 0.99084973, 0.99490094, 0.0006099072, 0.997928, 0.88958955]",0.997928
joy,Hooray! Woke up at and still finished my paper just in time to get ready for my lol ,joy,"[0.09944363, 0.045242116, 0.4625753, 0.9975781, 0.01635304, 0.99732333]",0.9975781
fear,Needles? Lollll bring on the water works! ! ,surprise,"[0.99661404, 0.99209857, 0.9943408, 0.9686649, 0.16276968, 0.99805355]",0.99805355
joy,Nothing better then yours daughter's smile when you haven't seen her in a few days. ,joy,"[0.0062020826, 0.0016130321, 0.72843933, 0.97263116, 0.04974254, 0.94582844]",0.97263116
joy,Reactive Attachment Disorder training. . . ,fear,"[0.2391583, 0.2094766, 0.9564415, 0.021170588, 0.66090137, 0.61664265]",0.9564415
fear,"And the of the LORD fell on all the kingdoms of the lands that were around Judah, so that they did not make war against Jehoshaphat. ",surprise,"[0.7361747, 0.7501527, 0.8625554, 0.25350296, 0.758591, 0.8777636]",0.8777636
surprise, Funny cause I have one for you come to the store tomorrow ,surprise,"[0.26752746, 0.14337663, 0.5233365, 0.41348636, 0.35186273, 0.9469913]",0.9469913
joy,After Thanksgiving's feast I'm definetly not gonna be ready for Fridays morning practice. ,fear,"[0.91024613, 0.84492105, 0.9486829, 0.014413285, 0.94851553, 0.93909156]",0.9486829
fear," not afraid of tomorrow, for I have seen yesterday and I love today lessquot ",fear,"[0.05708934, 0.021737928, 0.9755485, 0.97518754, 0.10822628, 0.84425646]",0.9755485
sadness,So fucking tired of finding things out last. ,disgust,"[0.9965417, 0.9969578, 0.9574522, 0.0006860273, 0.9889448, 0.55885077]",0.9969578
joy,Home alone. . . . that means I have to cook my own food -___- ,anger,"[0.9939231, 0.9765336, 0.9915946, 0.007122825, 0.9883896, 0.98884284]",0.9939231
sadness,Staying up with Heidi! ! ) Love her will miss her so much next semester! !  ,sadness,"[0.31669134, 0.03899935, 0.8147388, 0.70628, 0.9976726, 0.99531955]",0.9976726
fear,That Freaky moment when you are turning your vehicle at high speed and you suddenly seem to lose control ,fear,"[0.28512523, 0.72775686, 0.98890626, 0.003274297, 0.22936855, 0.9842039]",0.98890626
surprise,Wow my brother might get a job ,surprise,"[0.020454496, 0.011618579, 0.4469208, 0.9288466, 0.010231952, 0.99865746]",0.99865746
sadness,Going to bed happy for once. . . that is until I think about how I have to work tomorrow ,surprise,"[0.17038472, 0.37593973, 0.8439959, 0.31784615, 0.4286844, 0.84483844]",0.84483844
joy,am dying with happiness at the mocks that await me this week ,joy,"[0.007971925, 0.03148002, 0.20080498, 0.9978108, 0.003128454, 0.98848236]",0.9978108
joy,cant wait to see  tomorrow morning ,joy,"[0.024738163, 0.02059476, 0.57470924, 0.97142494, 0.046777423, 0.9359408]",0.97142494
surprise,"I just got punkd! ! ! Thx the balloons and saran wrap! Youth group kids! Whoever u are! FYI, I am not ",surprise,"[0.9961712, 0.9957072, 0.98585284, 0.013832963, 0.9343048, 0.99835277]",0.99835277
joy,The best part of my Twitter feed is the updates on God's Justice being brought about in the world    ,joy,"[0.06648482, 0.003371927, 0.72315896, 0.99112797, 0.014824537, 0.9350274]",0.99112797
joy,This morning will be greatampbeautifull for all my friends in twitter. Praying that God gave you and in ur life. Happy Sunday ,joy,"[0.018137671, 0.014644293, 0.4234382, 0.982209, 0.016939186, 0.8418612]",0.982209
fear,not living up to my FULL potential ,anger,"[0.9798084, 0.96269417, 0.9731569, 0.0029124566, 0.96353424, 0.92023206]",0.9798084
anger,You about that tonight? RT  I would spill my leftover chipotle. . . atleast my dogs got to enjoy it ,surprise,"[0.9803156, 0.9790206, 0.95324135, 0.16591257, 0.9384278, 0.98823535]",0.98823535
joy,on phone to british gas. ,surprise,"[0.64204115, 0.2489658, 0.7316665, 0.14005668, 0.5032988, 0.7713844]",0.7713844
joy,Start of a looonngggg bus ride . ,disgust,"[0.6127533, 0.8977953, 0.81922746, 0.6263739, 0.8539199, 0.87865573]",0.8977953
surprise,Just finished a presentation on voting systems for Politics Society and I'm still against Party List PR. donteatme ,anger,"[0.9855467, 0.87831974, 0.95631164, 0.038408704, 0.842294, 0.9314445]",0.9855467
disgust, ! ! ! ! ! Nasty gay ass RT  Now Why Would u Wanna Suck Ur Own D ! ! RHOA” ,anger,"[0.9981207, 0.9975696, 0.94551766, 0.0027875605, 0.17414825, 0.980184]",0.9981207
disgust,The conversation that  and I are having on is simply EPIC. ,joy,"[0.051888954, 0.0032448804, 0.47176245, 0.9946285, 0.011845611, 0.9358197]",0.9946285
joy,two papers for the same class due the same damn day -_- which is wednesday amp i havent started . . ! ,anger,"[0.99825734, 0.9963851, 0.98709273, 0.0033001537, 0.99539703, 0.99467045]",0.99825734
sadness,Dudes cant even appreciate having a girl without tryna be thirsty and talk to other girls on the side ,fear,"[0.95714825, 0.9147354, 0.98323315, 0.047251288, 0.75811845, 0.91350824]",0.98323315
joy,The Macy's Thanksgiving Day Parade is on! And The Godfather amp both come on later today on AMC! Set your DVRs! Happy Thanksgiving ,joy,"[0.021034136, 0.014811825, 0.7664254, 0.99734515, 0.015691647, 0.9251101]",0.99734515
joy,"Ahh friday tomorrow, days left till the holidays ",joy,"[0.05343621, 0.07586484, 0.797988, 0.94515556, 0.4146373, 0.84441644]",0.94515556
joy,"quotWeeping may endure for a night, but joy cometh in the morning. quot Psalm jesustweeters ",sadness,"[0.96578026, 0.9301084, 0.9872881, 0.046640307, 0.9951001, 0.73633343]",0.9951001
fear,is pain arising from the anticipation of evil. ~ Aristotle via  in ,fear,"[0.9201498, 0.9617106, 0.9855487, 0.0012999038, 0.9445859, 0.10357217]",0.9855487
joy,"Een vaatwasser! Zo lang al over lopen zeuren, en nu komt er dan echt eentje in huize Buijs! Dat wordt echt al het servies afwassen! ",surprise,"[0.9890777, 0.98129565, 0.86378175, 0.65689796, 0.37981665, 0.98980695]",0.98980695
joy,I give up. I'm failing my chapter six chemistry test tomorrow. ,sadness,"[0.95906544, 0.9937569, 0.99062073, 0.0007303443, 0.9963074, 0.79589456]",0.9963074
surprise, ohh okok. . . Ull get it soon mama don't worry. . ,fear,"[0.056729592, 0.06028816, 0.9710145, 0.57330847, 0.14647283, 0.95983416]",0.9710145
joy,"Thank you, Lord! So blessed and so humbled } overflowing ",surprise,"[0.0029700154, 0.0009773503, 0.38891703, 0.98875636, 0.0045849755, 0.99002993]",0.99002993
joy,Not a day goes by that my house isn't covered in toilet paper ,anger,"[0.98456234, 0.9788882, 0.9669962, 0.019648042, 0.95478106, 0.90660566]",0.98456234
sadness,"when you spend enough time thinking, youll realize decisions never get easier and bad news only gets worse ",fear,"[0.6858276, 0.65454876, 0.8673459, 0.007982201, 0.8558514, 0.49508104]",0.8673459
joy,"Joy is when my yr old niece kisses me on the cheek, hugs me amp says quot姑姑 bye byequot! ",joy,"[0.0011135451, 0.0012126775, 0.05422885, 0.99476445, 0.0017658242, 0.98621494]",0.99476445
joy,I love when my whole church laughs together during a service! Lol  ,surprise,"[0.008864365, 0.0019911183, 0.32496834, 0.74436426, 0.005745551, 0.9604308]",0.9604308
fear,"not afraid of tomorrow, for I have seen yesterday and I love today less ",fear,"[0.49476972, 0.7759341, 0.8700184, 0.027865335, 0.7568913, 0.6974287]",0.8700184
joy,Actually gonna go be responsible and study for my spanish test -_- ,fear,"[0.9932046, 0.98350567, 0.9967933, 0.0019310659, 0.9897097, 0.9598236]",0.9967933
joy,"So my nap this morning was grand, now for some lunch. I may have to scour the kitchen to see what is open for grabs after Thanksgiving. ",surprise,"[0.10148498, 0.042485263, 0.7397057, 0.41625482, 0.13547106, 0.88160664]",0.88160664
sadness,In desperate need of Daisy perfume ,sadness,"[0.5876354, 0.046420373, 0.93512845, 0.004475904, 0.98389673, 0.6067071]",0.98389673
joy, better wake up and make me some pancakes. i feel like today is going to be mad depressing. ,sadness,"[0.7344301, 0.87551665, 0.97804946, 0.0004914613, 0.9988348, 0.8672573]",0.9988348
fear,APOCALYPTO this movie never gets old to me. . . . very simple classic story about and REALLOVE ,joy,"[0.044464767, 0.0026177308, 0.22931458, 0.9954354, 0.04012974, 0.88182026]",0.9954354
joy,laying on my bathroom floor because I feel like I'm going to throw up. ,disgust,"[0.6651044, 0.9988796, 0.99812394, 0.0005411681, 0.9835243, 0.7133412]",0.9988796
sadness,Drunken truth I'm so I love with myself that I won't notice if true live hits me in my face. realtalk imajerk ,joy,"[0.10548144, 0.02149673, 0.26986414, 0.9957253, 0.037025347, 0.790323]",0.9957253
joy,Dance practice for hours. . ,joy,"[0.037845753, 0.011435215, 0.26875997, 0.92914367, 0.05862902, 0.7754295]",0.92914367
joy,Waiting outside for minutes before my dad shows up to pick me up ,surprise,"[0.86823684, 0.6794414, 0.95026094, 0.031722102, 0.84051496, 0.9621209]",0.9621209
sadness,I miss being close to some of my friends ( ,sadness,"[0.37046003, 0.024504775, 0.798568, 0.014602073, 0.99886286, 0.8824937]",0.99886286
joy,quotAhh Mr Vincent. . . your case has caused a lot of problems. . . quot thanks knee consultant! Now have to have an MRI + potential surgery. . . ,surprise,"[0.8776522, 0.88447446, 0.94420254, 0.028095055, 0.97493184, 0.99307054]",0.99307054
fear,We underestimate the power of and the grip that it has in our lives and on the choices we make. Especially in matters of love. ,surprise,"[0.24195191, 0.13667357, 0.8049959, 0.04507757, 0.44854656, 0.8554442]",0.8554442
surprise,Another reason to hate Hitler he made the subscriptions that fall out of your magazine. Just when we thought you couldnt be lamer ,anger,"[0.9963159, 0.9931304, 0.94726187, 0.00073960074, 0.94909257, 0.8112655]",0.9963159
fear,Can't wait for  to finish football serious snuggle needed ,joy,"[0.035943802, 0.030799825, 0.81847674, 0.8574432, 0.101492, 0.81469387]",0.8574432
sadness,Party cut short. . . We felt like baba was passing judgement on us ,fear,"[0.9332153, 0.8952592, 0.95224464, 0.0011964941, 0.8344275, 0.5457749]",0.95224464
sadness,I miss HCC and NoteOrious. I need to stop listening to high school recordings. ,sadness,"[0.96962065, 0.33732548, 0.8174084, 0.023795642, 0.9987941, 0.8183153]",0.9987941
surprise,"didn't expect to see  running round Victoria Park, but there you go! ",surprise,"[0.526597, 0.3637955, 0.9230393, 0.4257603, 0.39111403, 0.9986896]",0.9986896
fear,Whenever I talk to you. . . . . I always feel so comfortable yet I feel that force that tells me not to get to close. . . . . confused ,surprise,"[0.06739986, 0.019517465, 0.98644817, 0.0042699836, 0.7866653, 0.98723793]",0.98723793
joy,Confined to my apartment til AbeGabe is born. ,fear,"[0.9542808, 0.9735675, 0.9962739, 0.006856864, 0.97346956, 0.8056046]",0.9962739
joy,Heaven begins on earth and takes place in our hearts. Therefore Jesus will come back for those who have had a Heavenly heart transplant ,fear,"[0.18234813, 0.06940313, 0.7295675, 0.24819554, 0.2297829, 0.69538695]",0.7295675
joy,physical Therapy striaght to weight training hmu ,surprise,"[0.24319877, 0.13675055, 0.88188004, 0.26195446, 0.46864432, 0.88669556]",0.88669556
fear,"Serasa smw menuntut tuk terjadi, segera. But my ego is doubting to its other one, pelan dan mematikan. This is bigger time after time. ",anger,"[0.9646804, 0.61388737, 0.960438, 0.012393806, 0.8138243, 0.96222275]",0.9646804
joy,"Yaay , danish and afrina is coming today D ",surprise,"[0.2630196, 0.1784506, 0.8600612, 0.96129763, 0.14581358, 0.97767913]",0.97767913
surprise, is het erger dan de vagina die een leerling maakte voor haar vriendin met clitpiercing? ,fear,"[0.93642503, 0.89148015, 0.9794326, 0.122702934, 0.79031247, 0.9559165]",0.9794326
surprise,got chosen to do a mini lyrical duet piece with lifts and such ) yay! ,joy,"[0.02020008, 0.0023216666, 0.52805823, 0.99753004, 0.05402133, 0.9961753]",0.99753004
sadness,Kai. . . . . . .   took a leak amp he sed he feels like he jst had an orgasm. ,surprise,"[0.032757375, 0.013709785, 0.4574115, 0.7950089, 0.004246504, 0.954075]",0.954075
anger,Overheard (Grown Man to a woman) quotI did too go on Batman amp Robin! I went on Medusa too FOR YOUR INFORMATION! quot management ,anger,"[0.9695892, 0.39834622, 0.6440859, 0.3932442, 0.6280886, 0.9691228]",0.9695892
fear,"Mon second kernel panic en ans de Mac OS. Je crois que mon MacBook est en train de mourir en ce moment. Vite, sauvegardes. ",fear,"[0.9909122, 0.995148, 0.99810326, 0.0067544077, 0.9941058, 0.9978908]",0.99810326
sadness,stop taunting me ☹ I'm too broke to unlock you gonna have to wait till next thursday ,anger,"[0.9953111, 0.9807076, 0.9768272, 0.023652708, 0.9876116, 0.98068947]",0.9953111
anger,"'i love michael buble, shame bout him putting on a bit of weight' well you dont love him then do you, fake vain fans. ",surprise,"[0.91936815, 0.343508, 0.8579702, 0.07153885, 0.7919204, 0.9627923]",0.9627923
joy, it brings me when you can do something nice and put a smile on someone else's face. ,joy,"[0.0010499567, 0.00019154324, 0.14696687, 0.9852211, 0.0020811022, 0.9542384]",0.9852211
joy,Easy to get caught in the holiday rush-be aware in the moment-build silver-white pillar as Self just be present to radiate Mindfulness ,fear,"[0.118660145, 0.3812629, 0.8609505, 0.07363098, 0.24645731, 0.7018602]",0.8609505
surprise,"waiting for my teddy bear to get home, in his bed( lmfao, ",surprise,"[0.2642142, 0.3509836, 0.82526183, 0.83442384, 0.84348685, 0.96040833]",0.96040833
sadness,craving ice cream right now. . . ,surprise,"[0.085721314, 0.0025249152, 0.19211777, 0.782954, 0.17439978, 0.8091137]",0.8091137
sadness,"quotis easier because it is surrender. I say make time to dance alone, with one hand waving free. quot ~Elizabethtown ",surprise,"[0.07605608, 0.0673996, 0.8031382, 0.80479544, 0.19578569, 0.86900836]",0.86900836
disgust,It is true. Washington lifted the ban on horse slaughter for human consumption. My heart just sank. ,disgust,"[0.9451701, 0.9987779, 0.9898712, 0.00022306238, 0.998478, 0.9937714]",0.9987779
sadness, Brandi's cover of Roy Orbison quotIt's Overquot. . . . and it is officially over for her touring at least here for quite a bit. ,sadness,"[0.7786786, 0.7507252, 0.7930636, 0.091797724, 0.8892301, 0.84717166]",0.8892301
joy,"Happy, sad, mad or indifferent LET THE GOOD TIMES ROLL! ! ! ",surprise,"[0.08861478, 0.010228495, 0.0772194, 0.7531725, 0.08475549, 0.92840046]",0.92840046
sadness,I don't want to be awake right now. Too tired and too cold. ,sadness,"[0.9724061, 0.9916952, 0.9922822, 0.0026931036, 0.99672556, 0.8814236]",0.99672556
joy,"Not looking forward to school tomorrow, have to attempt to finish my Spanish project due nd period then I have to make Gingerbread ",sadness,"[0.99591064, 0.9950504, 0.99503016, 0.001276823, 0.99803966, 0.7654889]",0.99803966
joy,Yay i get to stay home tonight! ,surprise,"[0.13682741, 0.081566684, 0.99056655, 0.99855834, 0.011225217, 0.99862266]",0.99862266
joy,"Seein' folks, overcome limitations, by seeing that THEY can be who they DREAM! That their capacity for is the compass! ",surprise,"[0.30177218, 0.03390287, 0.90884596, 0.92097837, 0.05776184, 0.9783201]",0.9783201
joy, I like you're single quotDo it like youquot I could listen to it all day long. . ,joy,"[0.05701315, 0.012601319, 0.18790045, 0.9805557, 0.62205404, 0.9550686]",0.9805557
surprise,Eindelijk heeft iedereen in het huis door dat mike een loser is waarmee je niet gezien wil worden. finally ,sadness,"[0.9616787, 0.9636988, 0.9640191, 0.010510572, 0.966232, 0.9403588]",0.966232
joy,There are a few hoons hanging around TTP of the geriatric variety. christmasshopping ,fear,"[0.8097773, 0.9096702, 0.93807447, 0.3821648, 0.35980904, 0.8222783]",0.93807447
anger,"I've come to the conclusion that I do have an issue, especially for folks who know better! ",anger,"[0.99757415, 0.96346205, 0.9735227, 0.00728459, 0.7066016, 0.95818096]",0.99757415
surprise,"Ecoute l'album de son ptit bn de bel inconnu, mais c'est que c'est très très bon ",joy,"[0.14343363, 0.03992232, 0.70893455, 0.9952813, 0.035320207, 0.98834085]",0.9952813
disgust,Eww. I hate hearing people eat. Sitting in a room with three people eating plus two dogs ,disgust,"[0.9976006, 0.9991412, 0.42785823, 0.0009003172, 0.9892513, 0.95369864]",0.9991412
joy,Finally finished words of essay ,fear,"[0.15138839, 0.1475601, 0.6083218, 0.25186592, 0.35642168, 0.46242556]",0.6083218
joy,"Oh, and I have a lovely swollen eye and its completely red ",fear,"[0.99153054, 0.96638775, 0.99158293, 0.014287709, 0.9310188, 0.9793307]",0.99158293
anger, DO WE HAVE FRENCH HOMEWORK? ANSWER MY TEXTS. ,surprise,"[0.77437454, 0.39007452, 0.8709587, 0.114547074, 0.60100555, 0.8924055]",0.8924055
joy,Headache and I feel like shit. ,disgust,"[0.93971777, 0.9991609, 0.9926472, 0.00025571857, 0.99907327, 0.37904266]",0.9991609
sadness,Finally at home ending a hard week. Now it's time for a hard weekend ,fear,"[0.8909765, 0.7003277, 0.89520204, 0.0017196211, 0.8895227, 0.7412695]",0.89520204
joy,Bored in work til then ,sadness,"[0.23724084, 0.9122922, 0.8654364, 0.002610865, 0.9653814, 0.31649154]",0.9653814
