labels,text,emotion,prob_emotion
shame,"On New Years eve I drank too much alcohol, so much that I had to vomit in the presence of other people. ",guilt,"[0.7356021046638489, 0.885015857219696, 0.6858880996704102, 0.9033116221427917, 0.04533705059438944, 0.6953665167093277, 0.8547237873077392]"
guilt,I have cut loose from my father a few years ago. I know he is very sad about this. ,sadness,"[0.0020086513832211494, 0.005310402577742934, 0.06237308094277978, 0.5237248912453651, 0.11733055780641735, 0.987248420715332, 0.14836912583559753]"
joy,A recurrent lovesickness. ,sadness,"[0.002384135825559497, 0.00696480271872133, 0.011390217137522996, 0.2852247764356434, 0.11230566753074527, 0.34409340424463153, 0.04753437051549554]"
fear,I was sexually assaulted one night by a stranger. ,guilt,"[0.7043880939483642, 0.7639219403266907, 0.7650861144065857, 0.772076427936554, 0.02295173191232607, 0.7664732336997986, 0.713075315952301]"
anger,Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night. ,anger,"[0.5043247118592262, 0.28657616674900055, 0.21405177861452102, 0.4584659993648529, 0.018330293707549572, 0.27467285841703415, 0.2948046088218689]"
sadness,The dying of a close member of the family. ,sadness,"[0.6168218314647674, 0.6232960641384124, 0.8626042246818543, 0.7368995606899261, 0.14989365697838367, 0.9777029007673264, 0.6934714198112488]"
disgust,"Seeing maltreated, dead animals. ",disgust,"[0.7787941217422485, 0.9002841830253601, 0.7112508416175842, 0.6709573626518249, 0.02089498802088201, 0.8686565160751343, 0.6833791553974151]"
shame,A much older man took advantage of me during my childhood (four to eight years of age). ,guilt,"[0.8089633107185363, 0.8112877607345581, 0.7951986193656921, 0.8805336117744446, 0.04761775541119277, 0.8596320301294327, 0.828614068031311]"
guilt,"When my friend needed my help very much and I, at that moment, made an end to our relationship. ",guilt,"[0.6730347096920013, 0.5151262938976288, 0.47881158590316775, 0.8855091333389282, 0.09324768055230379, 0.8051670789718628, 0.7046097397804261]"
joy,When I passed a very important exam. ,joy,"[0.01796842776238918, 0.003905392228625715, 0.05457950942218304, 0.2629199743270874, 0.915138304233551, 0.0036300605861470103, 0.005609519639983773]"
fear,When a man rang the doorbell and wanted to enter the house with violence. I was alone at home that moment. ,fear,"[0.8527857780456543, 0.7832934021949768, 0.9269618034362793, 0.7788036108016968, 0.07360416883602738, 0.7158790975809097, 0.7111961007118225]"
anger,"A friend came to visit me late one night. He promised to stay only a quarter of an hour, but he stayed hours ! ! He didn't leave and I was very angry. ",anger,"[0.9772081494331359, 0.6438815414905548, 0.15281402729451657, 0.7924286723136902, 0.24647050159983336, 0.2524114764528349, 0.3785344772040844]"
sadness,"I had to terminate a training because I wasn't suited for it. I was very sad about this, because I very much wanted to finish that training. ",sadness,"[0.0012516711372882127, 0.006798227783292532, 0.06757126317825168, 0.5603166192770004, 0.11095044610556215, 0.995308130979538, 0.24182824026793243]"
disgust,During my birthday party a friend drank too much alcohol. So much that he had to throw up. Worst of all was that he couldn't leave my friend alone and that he was molesting her. ,disgust,"[0.9397499561309814, 0.9519575238227844, 0.9425450921058655, 0.9187344789505005, 0.0799707107245922, 0.9289508908987045, 0.9153278350830079]"
shame,I tried to swindle a jeweller because my watch was broken and I wanted to have it repaired it was a pity but they detected it. ,sadness,"[0.7359856188297271, 0.6819510191679001, 0.608349347114563, 0.9483719229698181, 0.02513924565864727, 0.9763690233230591, 0.9112254023551941]"
guilt,"Someone had to do a lot of efforts to make something work. With my help he would have finished much sooner, but I wasn't in the mood to help him. ",guilt,"[0.44135930091142656, 0.3484895765781403, 0.20873678028583526, 0.7129164338111877, 0.05232878397218883, 0.39123083278536797, 0.23880763053894044]"
joy,I went to visit friends and it was very companionable. ,joy,"[0.0020393752958625553, 0.001266660715918988, 0.006275854306295514, 0.09631852526217699, 0.8615110754966736, 0.0027302618545945734, 0.04884142866358161]"
fear,"I wanted to get in contact with a girl I loved, but I was afraid she would refuse me. ",fear,"[0.08379531633108854, 0.13976612604456023, 0.9773140668869018, 0.6882220029830932, 0.2472812443971634, 0.6182834357023239, 0.5033713519573212]"
anger,During military service a superior reproached me unjustly. This led to friction in a lot of situations. ,shame,"[0.8171362757682801, 0.6534003674983978, 0.28558194935321807, 0.7680675268173218, 0.022011347627267242, 0.5086528286337852, 0.8291206002235413]"
sadness,Disappointed love. The girl made an end to our relationship while I thought she was in love with me. ,sadness,"[0.03049026122316718, 0.05686017400585115, 0.01226208619773388, 0.3995117500424385, 0.03153380700387061, 0.8882269412279129, 0.3308947175741196]"
disgust,During military service I heard the story of someone who tried to commit suicide and as a result of this got a week custody. ,guilt,"[0.6310337305068969, 0.6418918788433075, 0.7098544597625732, 0.7833867907524109, 0.10434131398797035, 0.6631895825266838, 0.6750777244567872]"
shame,I thought of myself as being clumsy when I made love for the first time with a girl. ,shame,"[0.40717688500881194, 0.3838751308619976, 0.4758983626961708, 0.8072540283203125, 0.04377196934074164, 0.2356661856174469, 0.8163278937339783]"
guilt,A friend of mine had a bicycle-accident because I pulled at his handlebar. ,guilt,"[0.8085443019866944, 0.6862296879291534, 0.7589523196220398, 0.9358923554420471, 0.05221504848450422, 0.8485648781061172, 0.8204298853874207]"
joy,Sitting alone in a quiet room concentrating on things happening around me which pleases me. ,joy,"[0.0007151762489229441, 0.0005228168971370906, 0.0007916676753666252, 0.30611280396115037, 0.8656471252441407, 0.0007737319829175249, 0.1837134743342176]"
fear,"Sitting alone in a quiet room, concetrating on things happening around you. Thoughts come into my mind which make me afraid. ",fear,"[0.0019060506951063872, 0.24465389302931725, 0.985699737071991, 0.3888985123485327, 0.0190500863653142, 0.02307181025389582, 0.09248486026190221]"
anger,When a teacher tells a story which isn't true. It only reflects his way of interpreting reality. ,anger,"[0.4080217868089676, 0.32959613800048826, 0.249250328540802, 0.33930744528770446, 0.13058554977178574, 0.17925678938627243, 0.25906714498996736]"
sadness,I have high expectations for my future but if I pursue the subject in this manner I will not attain this. ,guilt,"[0.3402606025338173, 0.03559929430484772, 0.47692335546016695, 0.5086515128612519, 0.11655542850494385, 0.2257254272699356, 0.15526011884212493]"
disgust,I heard a broadcasting programme about parapsychology. The people in this programme used very difficult words which I couldn't understand. They acted exaggerated without showing any feeling. ,guilt,"[0.002902008290402591, 0.0032441691728308797, 0.006275148456916213, 0.05218390431255102, 0.01599755696952343, 0.004835970583371818, 0.05022026333026588]"
shame,A girl asked me why I didn't dance. I told her I was ashamed to dance. I felt myself ashamed having to tell her this. ,shame,"[0.019574210233986377, 0.6487793505191803, 0.5189509958028793, 0.8676646590232849, 0.148389123682864, 0.39267343282699585, 0.9687902569770813]"
guilt,I saved up money for a good purpose. As I also have to organise a party I am afraid there will rest only a little money for the good purpose I feel guilty about this. ,guilt,"[0.0038988297106698155, 0.1762259695213288, 0.46263250708580017, 0.9410564780235291, 0.03184055631281808, 0.5171068459749222, 0.3748028092086315]"
joy,My sister and brother in law returned from Sri Lanka where they adopted a child. I went to pick them up at the airport. ,joy,"[0.1903248317539692, 0.029071630630642175, 0.27648108303546903, 0.5152702391147613, 0.8232083320617676, 0.26443900167942047, 0.2688144609332085]"
fear,During a football game I made an offence towards an acquaintance. Later on this acquaintance also tackeled me and the game became very rude. ,anger,"[0.8906877756118774, 0.8281661629676819, 0.7158365845680237, 0.8887874245643616, 0.05486914776265621, 0.41535625234246254, 0.8755632519721985]"
anger,I work at a petrol station. When there is a foreigner who wants petrol my collegues treat him very impolite. ,disgust,"[0.7936521530151367, 0.8088467955589295, 0.6413949966430664, 0.7140101075172425, 0.043570850230753425, 0.4002649988979101, 0.7791997194290161]"
sadness,"An uncle of mine who just retired, having worked hard all his life, got a cerebral hemorrhage. ",sadness,"[0.706957221031189, 0.5968933939933777, 0.8942579627037048, 0.7732253074645996, 0.044062588713131845, 0.9438740909099579, 0.616905415058136]"
disgust,A student who lives in the same house where I live is an alcoholic. He tries to manipulate other people with his money when he has drunk too much. ,disgust,"[0.7874582946300507, 0.8405286192893981, 0.5543387472629547, 0.637854489684105, 0.03234809311106801, 0.32925355434417725, 0.6595394611358643]"
shame,When I went to a disco with a friend I started behaving badly embarrassing him without reason. ,shame,"[0.7440266966819763, 0.663252341747284, 0.44401626884937284, 0.8475768327713012, 0.10730971125885844, 0.2413414923939854, 0.973286509513855]"
guilt,"When I talked to another student about the notes she got last semester, not knowing that she got a lot of bad grades. ",shame,"[0.6508886992931366, 0.6099499106407166, 0.6564445495605469, 0.7924223065376281, 0.11419933252036571, 0.7355016022920609, 0.7974862575531005]"
joy,When I got my drivers licence. ,joy,"[0.24913742393255234, 0.04483918622136116, 0.45164458751678466, 0.5054817616939544, 0.9142226338386535, 0.05606273701414466, 0.08325281888246536]"
fear,When I stayed alone in a house in Great Brittain and there was a lot of rumour in the newspaper about a murderer still being free. ,fear,"[0.8223461747169495, 0.8080017685890197, 0.9275449275970459, 0.7965792417526245, 0.16651607006788255, 0.7406370639801025, 0.7201596975326539]"
anger,The stories about the way my grandmother treated my mother. ,sadness,"[0.9071695685386658, 0.9302188515663147, 0.8262218952178955, 0.854502511024475, 0.22555278949439525, 0.9361453056335449, 0.8882704496383667]"
sadness,When my mother was proved to suffer from a very serious disease. ,sadness,"[0.5467505276203155, 0.534110939502716, 0.8844657182693482, 0.7244819223880767, 0.15042569693177937, 0.9575788974761963, 0.6083835482597351]"
disgust,The stories about my aunt who was beaten and humiliated by my uncle. ,shame,"[0.9248834490776062, 0.9609372973442077, 0.9051085233688354, 0.8590005278587342, 0.18039240078069269, 0.9556249976158142, 0.9825899481773377]"
shame,"I omitted to do a favor to a friend, while he was very much in need for help. ",guilt,"[0.7298966169357299, 0.5190087914466858, 0.4791145235300064, 0.9371630907058716, 0.08299380168318748, 0.8848860561847687, 0.8279885649681091]"
guilt,When I had a little accident with my boss'car. ,guilt,"[0.6941642045974732, 0.5368316471576691, 0.6626803874969482, 0.8190636992454529, 0.07750574201345443, 0.798968032002449, 0.7436396360397339]"
joy,Every year during carnival I am very joyful I have an intense feeling of happiness then. ,joy,"[0.002312799170613289, 0.0008787671104073524, 0.0029965037014335395, 0.3608990964712575, 0.9127638816833497, 0.0012978275190107524, 0.21694614125881345]"
fear,The only event I can remember is having a nightmare when I was very young ( years old) I dreamt about a machine which was going to crush me. ,fear,"[0.39922092854976654, 0.7001161396503448, 0.9643927812576294, 0.43967871367931366, 0.0032461138907819986, 0.8353987336158752, 0.5625723421573638]"
anger,I am usually angry at myself. This happens often. For instace when I want to pet without falling in love and it soon proves that I have fallen in love with him. ,anger,"[0.9875762462615967, 0.5628505028784275, 0.015236110053956508, 0.8844170212745667, 0.00655961399897933, 0.24992163648130372, 0.5657525032758712]"
sadness,Losing a boyfriend for the second time to my friend. He fell in love with her. The same thing happened a few months earlier with another boyfriend. ,sadness,"[0.8325886368751526, 0.595294114947319, 0.8152082800865174, 0.8609742522239685, 0.23544533997774125, 0.9641155302524567, 0.8382578015327453]"
disgust,There is a person whom I disgust. Evrey time I see her I get this terrible feeling I disgust her whole appearance. ,disgust,"[0.3527224868535995, 0.9160076379776001, 0.3309722274541855, 0.5476190641522407, 0.03795163061004132, 0.24496918730437756, 0.4564931929111481]"
shame,When I am angry at someone without a good reason. Later on it proves that he didn't do anything wrong. ,anger,"[0.6856273792684078, 0.1725817032158375, 0.008664932125248015, 0.54674666300416, 0.023769523767987265, 0.0028885964129585773, 0.28812817940488455]"
guilt,My mother always evokes feelings of guilt in me. For instance when I miss the last bus I know she will be concerned for me and stay awake till I arrive. ,guilt,"[0.006770048430189491, 0.1824186636134982, 0.06214148569852114, 0.9503355145454406, 0.01678192731924355, 0.20852777175605297, 0.8047308921813965]"
joy,When I came again in contact with a girl I liked very much. And most important she also liked me. ,joy,"[0.004112143977545201, 0.0014210467576049267, 0.08983173575252294, 0.3925228103995323, 0.9229165077209472, 0.01505506900139153, 0.14913719915784895]"
anger,After a hard day at the university I also had to make dinner that evening. It failed because of a frying pan which broke. ,sadness,"[0.8812659025192261, 0.7986149311065673, 0.815173077583313, 0.7904850363731384, 0.014730954263359308, 0.9249025732278824, 0.8734951853752136]"
sadness,When my father had a cerebral hemorrhage. ,sadness,"[0.5953048169612885, 0.67744882106781, 0.9134398221969604, 0.7373038828372955, 0.13028044132515787, 0.9656383246183395, 0.5592177748680115]"
disgust,A story I heard recently about a baby dying after sexual abuse. ,sadness,"[0.8425563216209412, 0.8793539881706238, 0.8768081545829773, 0.7976876974105835, 0.17905991568695753, 0.942028284072876, 0.7893545150756835]"
shame,During a party I overheard a conversation about china. When I wanted to give my opinion one of the people came out to be Chinese and his opinion was right of course. ,shame,"[0.64974085688591, 0.5793526470661163, 0.526724898815155, 0.6517562389373779, 0.32265920639038087, 0.4891956150531769, 0.7436093211174011]"
guilt,When I didn't bring my girlfriend home one night. Later she told me that a cardriver solicited her. ,fear,"[0.7734515070915222, 0.6330632090568542, 0.8557798027992248, 0.8515327334403991, 0.14485379457473754, 0.7894297689199448, 0.7827385306358338]"
joy,When an old schoolfriend phoned me to arrange an appointment to talk about old memories. I hadn't seen him for years. ,joy,"[0.1274901395663619, 0.012655942142009735, 0.2753438323736191, 0.5905309021472931, 0.7649617791175842, 0.27962151914834976, 0.40474540144205096]"
fear,Standing in a crowed shop or in a closed room with too much people in it. This gives me a fearful experience. ,fear,"[0.004581370763480664, 0.410468958504498, 0.9913480162620545, 0.43587007373571396, 0.009863813902484253, 0.11902009882032871, 0.23872591527178882]"
anger,My older brother who gives me unwanted advices about problems in my relationship with my girlfriend. ,anger,"[0.8892072558403015, 0.8395501017570496, 0.6881648302078247, 0.7502821683883667, 0.049785536527633664, 0.5668357834219933, 0.7386597752571106]"
sadness,My girlfriend left the house in which we lived together a few months ago. This made me very sad. ,sadness,"[0.0026865851832553744, 0.0037697063758969306, 0.08039055243134499, 0.548828960955143, 0.15154237893875688, 0.9956511557102203, 0.21752284821122886]"
disgust,"When my parents behave very ""witty"" towards me, they make insipid jokes about which they laugh. Or my mother who treats me like a little child. ",shame,"[0.44802816957235336, 0.28293856531381606, 0.28505456298589704, 0.4614367142319679, 0.2135048598051071, 0.15766914538107812, 0.543074169754982]"
shame,Making an unexpected talk with a professor in the canteen. This made me shy. ,fear,"[0.019120589224621655, 0.10871773241087794, 0.6763277109712362, 0.3306454554200172, 0.03626709994859993, 0.10429448261857033, 0.4478502631187439]"
guilt,"Flirting with other girls while I already had a very good relationship. When there are problems in my relationship, the flirting increases as does the feeling of guilt. ",guilt,"[0.00961650051176548, 0.11648545861244201, 0.03486107988283038, 0.8761608719825744, 0.011369195324368775, 0.16062680818140507, 0.24436549171805383]"
joy,"Occurs frequently. A recent experience when going out with many friends, nice music, after the examinations, I felt so happy I could have embraced everybody. ",joy,"[0.00046440267469733955, 0.0003274415619671345, 0.0008444605278782547, 0.1053761176764965, 0.9164125680923462, 0.0005647885845974088, 0.05920575998025015]"
fear,"I lived alone in a repulsive area in the city of Rotterdam. I was annoyed, heard a lot of Burglary and assaults. Especially in the evening and the night I frequently felt anxious. ",disgust,"[0.8058295249938965, 0.8709097623825073, 0.8683585882186889, 0.5632736086845398, 0.017504236847162246, 0.3759680353105068, 0.2776475787162781]"
anger,Being treated unfairly and being hurt by someone I love. ,sadness,"[0.837933349609375, 0.6904742479324341, 0.8944135427474975, 0.8845085382461548, 0.11106061119353398, 0.9666295349597931, 0.6548613414168358]"
sadness,"When I finished a relation after four years, leading to much sorrow for the other one and myself (""although it was the best solution""). ",sadness,"[0.0017478138324804604, 0.004676667600870132, 0.025098529877141118, 0.543337619304657, 0.05285049715312198, 0.9900835603475571, 0.11296252757310868]"
disgust,"Every time I meet a certain person. We cannot get on well together, we dislike each other. ",disgust,"[0.7018692374229432, 0.9516432762145997, 0.42768663763999937, 0.5273138523101807, 0.019529569800943135, 0.6634030118584633, 0.5117518961429596]"
shame,When coming up for trial because of shop lifting. ,guilt,"[0.573947548866272, 0.5199074745178223, 0.6027742445468902, 0.6186649918556213, 0.016749928425997495, 0.33276859298348427, 0.6099348783493042]"
guilt,Being catched when stealing. ,fear,"[0.881650984287262, 0.8588163733482361, 0.9369511008262634, 0.8654974222183227, 0.01699529029428959, 0.9097800701856613, 0.9350475549697876]"
joy,I fell over head and ears in love with someone who appeared to be in love with me. it made me so happy that I could hardly sleep and eat for one week. ,joy,"[0.0005391832499299198, 0.00027467507752589884, 0.004838633403414861, 0.3128268908476457, 0.8595319628715515, 0.0005439431770355441, 0.17115499234059825]"
fear,One night I had to bike home all alone after a party. Then I found out that I was pursued by a man in a car. ,fear,"[0.8907163977622986, 0.8109992504119873, 0.9702954530715943, 0.8910476684570312, 0.0913490628823638, 0.8535511791706085, 0.8702541351318359]"
anger,"I had a quarrel with my father, because I was of the opinion that he decided in an authoritarian way which TV program we should watch. I became very angry and started throwing things through the room. ",anger,"[0.8103032350540161, 0.34120127633214, 0.04447761969640851, 0.5372960351407527, 0.15158551977947354, 0.01653130739578046, 0.18691356796771288]"
sadness,"My boyfriend finished our relationship when I started studying psychology in Nijegen, because then we would not be able to meet frequently anymore. ",sadness,"[0.5548837304115295, 0.34841635525226594, 0.5990962356328964, 0.6398275434970856, 0.09488911628723144, 0.8055343329906464, 0.5309990406036377]"
disgust,"A friend had a quarrel with the mother of her boyfriend because she and her friend decided to go and live together. She needed money for removal, then she made a great effort to reconcile. ",anger,"[0.7266560614109039, 0.4893376439809799, 0.4267530679702759, 0.7143635392189026, 0.20119380131363868, 0.4877469167113304, 0.6003104090690613]"
shame,"I was catched when, as a little girl, I played tricks. I was very startled then and wet my pants. ",fear,"[0.20817803964018822, 0.38314498513936995, 0.9520593762397767, 0.7514075994491577, 0.09317011696984992, 0.3880535624921322, 0.693925279378891]"
guilt,"I was of the opinion that . pm was too early to be back at home after going out, so I stayed away longer, knowing that my mother would be worried. ",fear,"[0.40217922404408457, 0.19384974390268325, 0.7402046024799347, 0.731899619102478, 0.37871820777654647, 0.6012081280350685, 0.4484167665243149]"
joy,I was called and invited to have a talk about a job I wanted to have. ,joy,"[0.26348681151866915, 0.041002696566283706, 0.17744291499257087, 0.33625503107905386, 0.508646285533905, 0.042722650337964296, 0.08809671550989151]"
fear,Once late at night (around midnight) a person asked me to give him a lift. He suddenly tried to attack me but I could escape. After this he followed me for a little while. ,fear,"[0.8309106349945068, 0.716848361492157, 0.9054498553276062, 0.8466200709342957, 0.05855051120743156, 0.23325582593679428, 0.728376317024231]"
anger,There was a lot of irritation between me and a person who lives in the same house where I live. Suddenly it became too much for me and I accused him of several things. ,anger,"[0.7608254849910736, 0.2667135216295719, 0.05408900324255228, 0.5566275235265493, 0.04851676088292152, 0.1377876840706449, 0.20333891436457635]"
sadness,The end of a relationship (after years) by doing this I hurt the other person very much. ,guilt,"[0.3989832080435008, 0.4587893679738045, 0.3326913759112358, 0.8777174234390259, 0.01459890465484932, 0.8323489725589752, 0.5398281306028366]"
disgust,I saw a terrible accident in which the driver of a motor was thrown through the frontwindow of a car. His face was completely away. ,sadness,"[0.6106193602085114, 0.8000393271446228, 0.8889845609664917, 0.6890314817428589, 0.008976647455710918, 0.9193402528762817, 0.5322372689843178]"
shame,I am troubled by hair growing in my neck. I was troubled by this for a long time and was much ashamed when someone brought his/her hands close to my face. ,shame,"[0.13873011618852615, 0.771466538310051, 0.6024102360010147, 0.7070345997810363, 0.03771640763152391, 0.5448727309703827, 0.9784538626670838]"
guilt,Against the will and without the approval of my parents I went for a few days to my boyfriend in Germany. ,guilt,"[0.8303692698478699, 0.5262450397014617, 0.7363079786300659, 0.8747852325439454, 0.21549813598394393, 0.7012570649385452, 0.715225088596344]"
joy,When a friend of me came for an unexpected visit. ,joy,"[0.20363848507404328, 0.012634561490267515, 0.3245199158787727, 0.5217915117740631, 0.7753470838069916, 0.16689059510827065, 0.2558743990957737]"
fear,When I thought the house was on fire at night. ,fear,"[0.8257824182510376, 0.5368094444274902, 0.9886587262153625, 0.7208990693092346, 0.22490381910465657, 0.8024411201477051, 0.4040186733007431]"
anger,When I was at an official meeting I asked a question to a person. His response was not directed at me but at the chairman. ,shame,"[0.5885168671607971, 0.4285875797271729, 0.2949226230382919, 0.5673817217350006, 0.22853257060050963, 0.4014754369854927, 0.6113238453865051]"
sadness,When the mother of a good friend of mine died. ,sadness,"[0.3475280240178108, 0.46521243155002595, 0.7281835556030274, 0.7083987474441529, 0.19416752248071134, 0.9537916481494904, 0.5128681555390358]"
disgust,A teacher was very blunt in his relation to a child so that the child was very upset when arriving at home. ,sadness,"[0.44444024860858916, 0.3744109034538269, 0.47363598346710206, 0.6313527226448059, 0.17203130545094608, 0.756904348731041, 0.466316282749176]"
shame,I was very angry at someone. ,anger,"[0.7221759172156453, 0.4846998073160648, 0.04587591588497162, 0.5431743212975562, 0.21776964396703988, 0.0024326989660039544, 0.2236435364000499]"
guilt,That I didn't take the time to make an appointment with someone. ,guilt,"[0.688031655550003, 0.6053397834300995, 0.4368850260972977, 0.9158548355102539, 0.02987023952882737, 0.798852950334549, 0.8841525912284851]"
joy,After I saw my family and good friends back after staying one year in a foreign country. ,joy,"[0.03639402687549591, 0.008514283876866102, 0.07934411652386189, 0.4646499574184418, 0.8246155142784118, 0.25136316660791636, 0.20696440972387792]"
fear,When a good friend of mine behaved in a very cool manner to me for a very long time. ,sadness,"[0.5660480052232743, 0.3484358824789524, 0.24021793864667415, 0.6312862992286682, 0.3156528279185295, 0.6608350500464439, 0.5857931256294251]"
anger,I was in the library of medical psychology and walked into the wrong direction. A man who came out of a room threated me very denigrating and I became very angry in a resisting manner. ,anger,"[0.8210776746273041, 0.7043938100337982, 0.13649877198040486, 0.5638931795954705, 0.14678117132280022, 0.009183713525999337, 0.5556248690001666]"
sadness,A good friend of mine died. During the funeral I felt an intense feeling of sadness. ,sadness,"[0.0020763893146067856, 0.0025499775540083645, 0.014227534364908933, 0.3187279826030135, 0.11459076288156211, 0.9847204685211182, 0.16002920852042735]"
disgust,When an uncle of mine who is very ill started to cough wich sounded very dirty. (He can't help it of course). ,sadness,"[0.6184495449066162, 0.7387281775474548, 0.6660132050514221, 0.6554372370243072, 0.11245155921205878, 0.8458116054534912, 0.7325088858604432]"
shame,At Christmas night there was a good movie on television which I wanted to see for years. I was whining about it till someone told me it was very childish. Then I felt shame. ,shame,"[0.18920359848998486, 0.45400951653718946, 0.0647010930813849, 0.867162001132965, 0.186423701653257, 0.2835810459218919, 0.9476365447044373]"
guilt,A good friend of mine who is at the moment in a foreign country. I didn't write her for several months and now I feel guilty. ,guilt,"[0.010566378338262438, 0.13475427085068076, 0.07331723459064961, 0.9301602363586425, 0.0749122453853488, 0.7007644698023796, 0.5289853423833847]"
joy,When I go out with my friend with enough money and good sense to our favorite dancing. ,joy,"[0.013432026840746403, 0.0028227151371538637, 0.012562312930822373, 0.2755483013112098, 0.8897417306900024, 0.0074763838783837855, 0.04227652251720428]"
fear,When going out I am threatened regularly by two punk-girls. ,fear,"[0.781307601928711, 0.6198614656925201, 0.9093171715736389, 0.6034260809421539, 0.04029117091558874, 0.3979371413588524, 0.6271482408046722]"
anger,A friend started to shout at me. He called me an old frump. ,anger,"[0.9867826104164124, 0.9606342911720276, 0.6198669254779816, 0.731427800655365, 0.16822985094040632, 0.3243259834125638, 0.9175108313560486]"
sadness,My relationship with a boyfriend was finished and I didn't succeed a years-course. ,sadness,"[0.7722659707069397, 0.5821079462766647, 0.6026954710483551, 0.8444880962371826, 0.0407658277079463, 0.8881232291460037, 0.8482859969139099]"
disgust,My father is someone I disgust. So when he comes close to me a feeling of disgust overwhelms me. When I stay a week-end at my parent's place I will remember it for long time. ,disgust,"[0.02329868944361806, 0.8135196611285209, 0.08716764342971146, 0.3310600121039897, 0.01845456465962343, 0.06098834972362965, 0.19024063842371106]"
shame,After a party in which I made love with a boy in public. Later on I heard that others were talking about me and called me a slut. ,shame,"[0.9039211511611939, 0.9074925780296326, 0.876470398902893, 0.9137017369270325, 0.09655441073700785, 0.9082171618938446, 0.9669437646865845]"
guilt,"When I got associated with a boy one year ago, I neglected my best friend. When the relation with this boy finished she behaved very easy-going towards me. I felt guilty then. ",guilt,"[0.03135589547455311, 0.21877921298146247, 0.07976539395749568, 0.8860913634300231, 0.05598977736663073, 0.4935515448451042, 0.49387572407722474]"
joy,When I made the winning goal during a very important football game. ,joy,"[0.013115829275920986, 0.0028424696647562087, 0.04789278241805732, 0.42135257860645653, 0.9302146434783936, 0.0014693130069645122, 0.14531462530139833]"
fear,A terrible cloud-burst started when we were camping in a tent on a great bald field. ,fear,"[0.8014133214950562, 0.6120951771736145, 0.9272498488426208, 0.6521514117717743, 0.04741338975727558, 0.7794412523508072, 0.38227954506874084]"
anger,"Seeing for the first time pictures about the so called ""treatment"" of Jewish people in Nazi-Germany during World War II. ",sadness,"[0.806769585609436, 0.8808841109275818, 0.8558527588844299, 0.7867942690849304, 0.1331758962594904, 0.9214409738779068, 0.8199210405349732]"
sadness,The death of my mother-in-law after a long sick-bed. at the moment of dying I was with her. ,sadness,"[0.1326742112636566, 0.17164960205554963, 0.47554328441619875, 0.5243045687675476, 0.23188775777816772, 0.8807342201471329, 0.2749081522226334]"
disgust,I was looking at a one-man show on television. He told very disgusting things so that I started to be disgusted with it. (Later on it proved that this was his intention). ,disgust,"[0.05153129864484072, 0.8040673494338989, 0.09381800796836615, 0.41180831715464594, 0.16295295874588192, 0.13788036047481, 0.27998764254152775]"
shame,I was drinking a glass of wine and eating something when there suddenly appeared pictures about the famine in some parts of Africa. ,sadness,"[0.7690922021865845, 0.8082514643669129, 0.8484542012214661, 0.7498556137084961, 0.15032836999744176, 0.959738627076149, 0.6057380139827728]"
guilt,When I don't go to my parents on Sunday and phone them to tell them that I have to study. The truth is that I listened to sports on the radio. ,guilt,"[0.5171549797058106, 0.4336148887872696, 0.3887458652257919, 0.7950567364692688, 0.08997411280870438, 0.3169688582420349, 0.6552350699901581]"
joy,When it appeared that I was not pregnant when I was several weeks overtime. ,sadness,"[0.5891524374485015, 0.44200494289398196, 0.5949668049812317, 0.557197117805481, 0.27438504844903944, 0.7209141403436661, 0.5160019874572754]"
fear,The same situation as with sadness. I was afraid about what my parents would further do to distroy my relationship. ,sadness,"[0.00699484683573246, 0.028012706711888314, 0.8284121751785278, 0.2974116086959839, 0.011461724061518908, 0.9234520941972733, 0.11394701693207025]"
anger,Once again my parents distroyed a relationship. ,sadness,"[0.870310366153717, 0.7527924180030823, 0.7165443658828735, 0.7914994895458222, 0.016073766583576798, 0.9046116322278976, 0.8271296143531799]"
sadness,I had this feeling when my parents distroyed a relationship with a boy because they thought he was bad and irresponsible. ,guilt,"[0.5087169885635376, 0.5289078116416931, 0.32666300535202025, 0.6724824428558349, 0.05522272996604442, 0.5823682546615601, 0.5535251021385192]"
disgust,After the accident which I described in SHAME. I came to myself and saw how terrible everything looked like. I disgusted myself and everything I saw. ,shame,"[0.8544033169746399, 0.9841250538825989, 0.4154597669839859, 0.8360365390777588, 0.02015661735786125, 0.3901781365275383, 0.9843767285346985]"
sadness,A sudden end to the relationship with my first girlfriend. ,sadness,"[0.7815632462501526, 0.6259163379669189, 0.7180618643760681, 0.7119054079055787, 0.08876129081472754, 0.9237890392541885, 0.6727342367172241]"
disgust,I heard part of a conversation in which one talked very low about women. ,shame,"[0.7446839332580566, 0.8590662837028503, 0.5040567815303802, 0.6844480872154236, 0.09716709181666375, 0.5477925390005112, 0.8936953544616699]"
shame,"In an important situation for me, my father behaved inadequately. ",sadness,"[0.8897404074668884, 0.8009382247924804, 0.732254707813263, 0.8511424660682678, 0.03368471954017878, 0.9410240054130554, 0.9116580963134766]"
guilt,When I took the car of someone without saying it to him. ,guilt,"[0.5587917387485504, 0.38522129952907563, 0.44135589003562925, 0.84114990234375, 0.07159952856600285, 0.5200228318572044, 0.6453655242919922]"
