labels,text,emotion,prob_emotion
shame,A young visitor to the house stole money from an elderly visitor's purse. It wasn't noticed for some hours. ,guilt,"[0.9083792567253113, 0.8685302138328552, 0.9011560082435608, 0.9607460498809814, 0.043950756546109915, 0.7216656804084778, 0.841242790222168]"
guilt,I had to leave an important function early because of family commitments. Someone else had to complete my job. ,sadness,"[0.9284219741821289, 0.8801732063293457, 0.8312979936599731, 0.8826031684875488, 0.05873230844736099, 0.939252495765686, 0.7939102649688721]"
joy,I was seriously injured in a road accident. The very first steps I took with only one crutch to support me I felt so good. I enjoy being alive. ,joy,"[0.005428628996014595, 0.0011250757379457355, 0.057917505502700806, 0.7391980886459351, 0.985639899969101, 0.0014009918086230755, 0.006525076925754547]"
fear,"I was attacked, standing in a doorway, by a pack of dogs, alsatians and farm dogs with my escape route blocked by a shut fence. ",fear,"[0.8931015133857727, 0.9567511081695557, 0.9873883128166199, 0.8123292326927185, 0.0024670034181326628, 0.8545918464660645, 0.33490487933158875]"
anger,"In the house where I live there is a new flatmate. His friends unfortunately are the dirt of society, intelligent, fashonable, rich and bored. At a party recently they were doing things I didn't like done in my house. I felt angry at them. ",anger,"[0.9655040502548218, 0.9504637718200684, 0.24371199309825897, 0.8445479273796082, 0.0028293634532019496, 0.7209117412567139, 0.005033903755247593]"
sadness,I was driving near my girlfriend's house and I decided to keep going because it was late and I would be back in the next few days anyway. The next day she was killed in a road accident. ,sadness,"[0.3451629877090454, 0.9081235527992249, 0.9012286067008972, 0.8836183547973633, 0.0007260388229042292, 0.9617306590080261, 0.08243633061647415]"
disgust,My girlfriend came home after a business dinner at the most expensive place in town drunk as a skunk. Whats more she drove home and couldn't remember doing so. I was disgusted by her state and her actions. ,disgust,"[0.9838376641273499, 0.9968929290771484, 0.7691665291786194, 0.946786642074585, 0.0022928137914277613, 0.9874762892723083, 0.9538348317146301]"
shame,A good friend of mine told me in comfidence that once he had tried to commit suicide. To meet him you wouldn't think so. I told another friend of mine about this when she was feeling depressed about her twin brother's suicide. I broke a bond of confidentiality. ,sadness,"[0.35293471813201904, 0.28091707825660706, 0.4597837030887604, 0.5787919163703918, 0.006292396457865834, 0.8781562447547913, 0.4024321436882019]"
guilt,"When I was young I stole something from a shop and got caught, then I was taken to the police station and my parents had to come and get me. ",guilt,"[0.9399745464324951, 0.9629913568496704, 0.9540941715240479, 0.9785479307174683, 0.012945916969329119, 0.9636545181274414, 0.9299907684326172]"
joy,"When I found out that a set task (i. e. essays and a test), the thought of which had oppressed me, were not on the date I had thought. ",sadness,"[0.9366669058799744, 0.9721221327781677, 0.8370171785354614, 0.7427743077278137, 0.1748974211513996, 0.9729035496711731, 0.7279535531997681]"
fear,When confronted and in my opinion hassled by the police. ,anger,"[0.9784750938415527, 0.9613063335418701, 0.9025339484214783, 0.7808704972267151, 0.0040485870849806815, 0.9731762409210205, 0.6014202833175659]"
disgust,"Disgust - no. Maybe it is more precise to say revultion at a worm or a snake. But I mean it in a social aspect when somebody had behaved like a scoundrel to you, when by his actions he has made you change your attitude towards him but I thing this feeling the way I meant it, is not typical for the people interrelations. ",disgust,"[0.16319434344768524, 0.8780936598777771, 0.035282719880342484, 0.43307891488075256, 0.0013989221188239753, 0.6138168573379517, 0.050286777317523956]"
shame,When you betray the trust you have been given. This is connected with copying at a class-work at school. ,guilt,"[0.7824730277061462, 0.8876646757125854, 0.6770579814910889, 0.9877552390098572, 0.0015471174847334623, 0.8448382019996643, 0.8078817129135132]"
guilt,"When I have forgotten to warn somebody for something, or when I have forgotten to bring something I have been asked for. ",guilt,"[0.9389265179634094, 0.9577721357345581, 0.9070950150489807, 0.992024302482605, 0.002663196879439056, 0.9597375392913818, 0.9258894920349121]"
joy,"When, for example, I was in my eleventh school year and I learned I had been classed for the Bulgarian Language and Literature National Olympiad. ",joy,"[0.17070099711418152, 0.09625670313835144, 0.31271278858184814, 0.09664709120988846, 0.9178265929222107, 0.07447023689746857, 0.17018096148967743]"
fear,"When, for example, my grandfather fell seriously ill. It was necessary for him to be operated and I felt great fear of losing him because he is so dear to me. ",fear,"[0.00378691079095006, 0.17948667705059052, 0.9878492951393127, 0.5422197580337524, 0.002514777588658035, 0.7071438431739807, 0.008327788673341274]"
anger,"When, for example, I was not approved to continue my studies at the Moscow University, no matter that I had the highest marks and in general the best records of all the candidates. ",sadness,"[0.9454469680786133, 0.9448754191398621, 0.8420751690864563, 0.8280775547027588, 0.002751257852651179, 0.9753599762916565, 0.8469293117523193]"
sadness,"When, for example, I left for the first time my parents and I went to live in Sofia. ",fear,"[0.1846940666437149, 0.25314900279045105, 0.7051213383674622, 0.6769075393676758, 0.5150584578514099, 0.20312795042991638, 0.12104392796754837]"
disgust,"When, for example, someone is calumnating. ",disgust,"[0.9377763271331787, 0.9710915088653564, 0.8848373293876648, 0.8573362231254578, 0.036251126788556576, 0.9112781882286072, 0.7224298119544983]"
shame,"When, for example, I fail in my undertakings. ",guilt,"[0.9072632789611816, 0.9357919096946716, 0.8504900336265564, 0.9584130644798279, 0.0021548261865973473, 0.9470500946044922, 0.8430526256561279]"
guilt,"For example, when I have promised something but I haven't fulfilled it. ",guilt,"[0.8626800179481506, 0.8273199200630188, 0.6046801209449768, 0.9667621850967407, 0.01556071499362588, 0.8763955235481262, 0.7597514390945435]"
joy,Some time ago a close relative of mine got off cheap with the worst. ,disgust,"[0.885990560054779, 0.9384410381317139, 0.9186289310455322, 0.81511390209198, 0.07479186356067657, 0.9183102250099182, 0.733302891254425]"
fear,The last time I felt it was when I was coming home late at night. ,guilt,"[0.5758370161056519, 0.4113033711910248, 0.5687100291252136, 0.6287640929222107, 0.4647454023361206, 0.49424609541893005, 0.266635924577713]"
anger,I haven't often felt this feeling. Once someone stole my garment. ,guilt,"[0.6590955257415771, 0.7842460870742798, 0.5832564234733582, 0.8317969441413879, 0.08310867473483086, 0.642856240272522, 0.6266338229179382]"
sadness,Recently I happened to remain alone for a long time. ,sadness,"[0.7862818241119385, 0.5707689523696899, 0.6855998635292053, 0.63811856508255, 0.2564234957098961, 0.7870001196861267, 0.41959428787231445]"
disgust,I don't remember about a situation when I have experienced this feeling. Maybe it was when I saw a drunkard in the street. ,guilt,"[0.697770893573761, 0.6996173858642578, 0.6276726722717285, 0.7066921591758728, 0.05966755375266075, 0.6713846921920776, 0.5763925909996033]"
shame,I lied to my best friend and I wouldn't reform what I had done. ,guilt,"[0.91693514585495, 0.9480801820755005, 0.8548340797424316, 0.9813020825386047, 0.010391175863333046, 0.9387281537055969, 0.9103860259056091]"
guilt,It happens to me quite often. I can't describe a particular case. ,anger,"[0.27618613839149475, 0.1300419569015503, 0.1138690635561943, 0.12183500826358795, 0.05676540359854698, 0.18536551296710968, 0.11096230894327164]"
joy,"Realizing one's desire, an experienced feeling of satisfaction from the realization of one's desires and aims. ",joy,"[0.001032494124956429, 0.0006931963725946844, 0.0029847368132323027, 0.029418712481856346, 0.938095211982727, 0.0009594250586815178, 0.0008995874668471515]"
fear,"Fear of the loss of a close friend, of feeling the ground slipping from under my feet. ",fear,"[0.0018179960316047072, 0.05585094541311264, 0.9958202838897705, 0.06231066212058067, 0.0005537695542443544, 0.17234885692596436, 0.0024086851626634598]"
anger,"Attitude to some manners of dealing and some ""sanctioned"" relations. ",disgust,"[0.49984103441238403, 0.6452183723449707, 0.11617352068424225, 0.2383028119802475, 0.2085704430937767, 0.20119033753871918, 0.139665424823761]"
sadness,Feeling unable to preserve one's ideas and ambitions as innocent as they are when you are young. ,sadness,"[0.6998707056045532, 0.7413759231567383, 0.5745068788528442, 0.4774194359779358, 0.0015543703339062631, 0.9215039610862732, 0.43229201436042786]"
disgust,Attitude to a related family. ,joy,"[0.3744836151599884, 0.19832688570022583, 0.1536373794078827, 0.41893571615219116, 0.426365926861763, 0.25265055894851685, 0.14644114673137665]"
shame,"Exaggerating certain circumstances, wrong attitude and evaluation of these circumstances. ",guilt,"[0.707297146320343, 0.6885838508605957, 0.48510122299194336, 0.7451853156089783, 0.020686456467956305, 0.4644443988800049, 0.23151810467243195]"
guilt,Low evaluation of other people's cares. ,anger,"[0.837346613407135, 0.7884844541549683, 0.2425815463066101, 0.468021959066391, 0.08508985117077827, 0.8037664890289307, 0.3336070775985718]"
joy,I won a sport contest. ,joy,"[0.04441797733306885, 0.021123919636011124, 0.012729537673294544, 0.2157467007637024, 0.9612211287021637, 0.015152736566960812, 0.03408639505505562]"
fear,If a close relative's life is in danger. ,fear,"[0.17895501852035522, 0.8289557695388794, 0.9461485743522644, 0.3531181514263153, 0.001841754070483148, 0.8684483170509338, 0.008802497759461403]"
anger,A close person lied to me. ,guilt,"[0.958094596862793, 0.9600839614868164, 0.9253095984458923, 0.9914541244506836, 0.015735634602606297, 0.9302279949188232, 0.9350543022155762]"
sadness,Getting separated from my girlfriend. ,sadness,"[0.9305077195167542, 0.933374285697937, 0.9352436661720276, 0.8697361946105957, 0.005587325198575854, 0.9608311057090759, 0.845978856086731]"
disgust,Encouter with a prostitute. ,guilt,"[0.6674584150314331, 0.8636015057563782, 0.43471336364746094, 0.9217185974121094, 0.387684915214777, 0.4708089530467987, 0.49444064497947693]"
shame,A theft committed by me. ,guilt,"[0.6635438799858093, 0.7616644501686096, 0.47430694103240967, 0.9780689477920532, 0.025635559111833572, 0.33584895730018616, 0.5444594025611877]"
guilt,Lack of respect for my parents. ,disgust,"[0.8847713470458984, 0.9927553534507751, 0.6417974233627319, 0.8128553628921509, 0.004826881631743163, 0.9583629965782166, 0.8054929375648499]"
joy,When my son was born. ,joy,"[0.4334416687488556, 0.06917349994182587, 0.5232226252555847, 0.6590576171875, 0.9274138510227203, 0.3531838655471802, 0.21591603755950928]"
fear,Before an examination. ,guilt,"[0.7817479968070984, 0.7991188764572144, 0.8749818801879883, 0.919447124004364, 0.2585071474313736, 0.4423482418060303, 0.756293535232544]"
anger,Unjust punishment of a friend of mine. ,disgust,"[0.9715492725372314, 0.9898663759231567, 0.7360755801200867, 0.9447208046913147, 0.007244779029861093, 0.9683512449264526, 0.5807843208312988]"
sadness,After the loss of a close relative. ,sadness,"[0.26732343435287476, 0.7531247735023499, 0.5927968621253967, 0.5373635292053223, 0.002180319046601653, 0.9583776593208313, 0.01683114655315876]"
disgust,When somebody behaves like a scoundrel. Recently a colleague of mine used the name of another one for his own benefit. ,disgust,"[0.9514168500900269, 0.9870207905769348, 0.5726730227470398, 0.9593185782432556, 0.023832285252865404, 0.8897392749786377, 0.74848473072052]"
shame,I travelled on a bus and I forgot to punch the ticket. A ticket collector came in and I had to pay the fine. I did it with a feeling of shame. ,shame,"[0.007125047501176596, 0.9892003536224365, 0.07198786735534668, 0.9833447337150574, 0.0006883532623760402, 0.9769411683082581, 0.995972216129303]"
guilt,I forgot to convey an important announcement. ,guilt,"[0.8647719621658325, 0.4453158974647522, 0.46943795680999756, 0.9546874165534973, 0.14088527113199234, 0.5449862480163574, 0.9149397015571594]"
joy,Meeting a loved man. ,joy,"[0.003580032382160425, 0.001583080505952239, 0.03855348005890846, 0.4238557517528534, 0.9783962666988373, 0.0018470240756869316, 0.027749601751565933]"
fear,"I felt a physical fear, if I can call it this way, today, in the bus where I was sitting on the first seat. While turning the driver didn't see the tram which was making a dash towards us (coming from the side I was), and whose driver intended to cross in yellow light. ",fear,"[0.0014318708563223481, 0.3544551432132721, 0.9827654957771301, 0.0904485434293747, 0.0006220298237167299, 0.009539288468658924, 0.0015059327706694603]"
anger,"At an unjust, or to be more precise, at a bureaucratic treatment of one's personality. ",sadness,"[0.9755768775939941, 0.9779060482978821, 0.46946680545806885, 0.31498444080352783, 0.0036821296671405435, 0.9818010330200195, 0.4373531639575958]"
sadness,When one is alone and knows that all the others are celebrating. ,sadness,"[0.525363564491272, 0.33418530225753784, 0.2571580111980438, 0.4966996908187866, 0.041533125564455986, 0.7104315161705017, 0.3807181417942047]"
disgust,"At the sight of an insect, such as the black-beetle. ",anger,"[0.9073470830917358, 0.845800518989563, 0.9006394147872925, 0.2948995530605316, 0.35375089198350906, 0.7038854360580444, 0.28005579113960266]"
shame,When not fulfilling any of my obligations to a person whom I respect. ,guilt,"[0.7809494733810425, 0.7772042751312256, 0.40925467014312744, 0.9636408090591431, 0.3288486748933792, 0.8813175559043884, 0.811165452003479]"
guilt,When something unpleasant happens to a friend or relative of yours and you are at the bottom of it. ,sadness,"[0.8536756634712219, 0.9584566354751587, 0.7209352850914001, 0.982404887676239, 0.0011087095481343567, 0.983366072177887, 0.826285719871521]"
joy,"I sensed such a feeling when I understood I was admitted to the University. I was at home, the atmosphere was still, though I myself was full of suspense. I tried to do different things. When the telephone rang and. . . ! Yes, of course there were other situations when I felt a similar feeling but I was unmindful of them. ",guilt,"[0.008637537248432636, 0.030559927225112915, 0.2429019659757614, 0.5464012026786804, 0.2231159806251526, 0.05044051259756088, 0.03160259500145912]"
fear,This feeling I sensed quite recently. It was arisen by the terrific thought that I might lose the man I loved ! ,fear,"[0.10859228670597076, 0.4982442557811737, 0.791217029094696, 0.48925521969795227, 0.0063009297009557486, 0.6418188214302063, 0.02075381577014923]"
anger,"Anger I felt when my boyfriend told me he didn't mind breaking it off with me, i. e. each of us to take his own road. Because until that moment, he deliberately restricted our dates. The motives were brought to my knowledge later. ",disgust,"[0.940222442150116, 0.9766141772270203, 0.004571930505335331, 0.9051452875137329, 0.00040867306233849376, 0.20667897164821625, 0.0034576645120978355]"
sadness,"Sometimes, when I'm alone I am seized by this feeling. But it always helps me to come round and at the same time to judge if it is worth. Very often this feeling is caused to me by people - friends who I love and respect. ",guilt,"[0.13460449874401093, 0.08823361247777939, 0.12219259142875671, 0.5211241841316223, 0.230559803545475, 0.16423748433589935, 0.10429521650075912]"
disgust,Such a feeling springs up in me sometimes when I have meals at a catering establishment. It is a result either of the look of the food or when watching the way some people eat. ,joy,"[0.5892394781112671, 0.5653256177902222, 0.3222426176071167, 0.5404823422431946, 0.6631385087966919, 0.45892632007598877, 0.4991985559463501]"
shame,This happens to me when I am not prepared in a given subject. ,guilt,"[0.760758638381958, 0.5644338726997375, 0.6732441782951355, 0.7854569554328918, 0.03444845974445343, 0.6616660356521606, 0.7484880685806274]"
guilt,"Quite unconsciously I offended a girlfriend of mine. It was really worthy to pass this fact over in silence, but I acted so, because I believed I was right. In fact it often happens to me to feel guilt, after I have already done the deed. ",guilt,"[0.19342483580112457, 0.47173359990119934, 0.12264098227024078, 0.9067634344100952, 0.001158137049060315, 0.427886962890625, 0.07767941802740097]"
joy,When I was admitted to the University. ,joy,"[0.2895143926143646, 0.04174046590924263, 0.2106240838766098, 0.4140351414680481, 0.9169193208217621, 0.11550206691026688, 0.13938255608081818]"
fear,"I had to have my tonsils out. I had been making up my mind almost for a year - I was afraid. But during the two hours in the hospital room, while I was waiting to be called for the operation I felt a real fear - of the pain, of what they were going to do to me, of the unknown. ",fear,"[0.006978987250477076, 0.5260161757469177, 0.9848532676696777, 0.6797260642051697, 0.00099462122307159, 0.057359930127859116, 0.0037630461156368256]"
anger,In a conversation my boyfriend expressed definite and quite pretentious opinions and he took up an attitude towards a theory which he himself had never known. His information was from fortuitous sources. ,anger,"[0.7995501160621643, 0.4210180640220642, 0.5056412816047668, 0.6386481523513794, 0.18425145745277405, 0.3814908266067505, 0.6271980404853821]"
sadness,"Summer, heavy rain, storm - I was standing with my face stick to the window the childhood, something was going away forever this summer, I was leaving my home, I was going to study in another town, for the first time I was leaving my parents, friends, I had to manage myself, a long and loved period of my life was over - I was crying. ",sadness,"[0.002060164464637637, 0.048482537269592285, 0.4927285313606262, 0.8964726328849792, 0.001161419742857106, 0.9907570481300354, 0.03820512443780899]"
disgust,I saw in the street a man spitting. ,anger,"[0.9720242023468018, 0.9718807339668274, 0.774639904499054, 0.9514183402061462, 0.04165262053720653, 0.9591167569160461, 0.7692384719848633]"
shame,"I talked with a man who stammered and without controlling myself, I started to talk imitating him. ",guilt,"[0.6725353598594666, 0.3204844892024994, 0.49595171213150024, 0.865403413772583, 0.18561204336583614, 0.5537239909172058, 0.8343860507011414]"
guilt,"Always, and this happens often when I do not keep my word. ",guilt,"[0.793136477470398, 0.8270012140274048, 0.5896522998809814, 0.9554102420806885, 0.024291779845952988, 0.8263137340545654, 0.6361047029495239]"
joy,When I understood that I was admitted to the University. ,joy,"[0.1915666162967682, 0.06550809741020203, 0.13969078660011292, 0.30604028701782227, 0.8413909375667572, 0.09618840366601944, 0.14743730425834656]"
fear,I felt this feeling when one day my landlord's cat had crept under my bed and I couldn't cope with it during an hour and a half. ,anger,"[0.8357160687446594, 0.7950778603553772, 0.7732537984848022, 0.48707208037376404, 0.006583439419046044, 0.5892649292945862, 0.17868173122406006]"
anger,I feel this feeling when I am to fill in a questionnaire or a form. ,anger,"[0.600364625453949, 0.5490462779998779, 0.4616674780845642, 0.47241488099098206, 0.22970803827047348, 0.3944356143474579, 0.4317830502986908]"
sadness,When the man I loved decided to leave me forever. ,sadness,"[0.7721951603889465, 0.6917973756790161, 0.8657010793685913, 0.8442419767379761, 0.005539122270420194, 0.9851455688476562, 0.4689914584159851]"
disgust,"I have felt this feeling when a person whom I believe and respect, lied to me. ",guilt,"[0.8214067816734314, 0.8947375416755676, 0.739739716053009, 0.9033131003379822, 0.016769658541306853, 0.8630212545394897, 0.7857828140258789]"
shame,"I feel shame when sometimes, (unconsciously) I behave unethically and without understanding the problems of the man I love. ",shame,"[0.006849545985460281, 0.9740580320358276, 0.057498447597026825, 0.9239125847816467, 0.0007777091232128441, 0.13321992754936218, 0.9866800904273987]"
guilt,When I offend somebody unfairly. ,guilt,"[0.9696180820465088, 0.9607982039451599, 0.4451899528503418, 0.9796376824378967, 0.007006506260950118, 0.9342066049575806, 0.8297115564346313]"
joy,A quarrel was followed by the decision of leaving a person close to me. Several days later my regret was great. I was beside myself. Quite unexpectedly he came and the conflict was calmly solved. I was glad at the possibility to be with him. ,sadness,"[0.006894448772072792, 0.0054203481413424015, 0.34649839997291565, 0.6652246713638306, 0.14454304426908493, 0.6936179995536804, 0.008020969107747078]"
fear,"One evening I was watching the news on TV. Again they were talking about the danger of war. Suddenly I imagined what it might mean for me, for my friends, for the people close to me. I felt it a very near and possible event. ",fear,"[0.4112289249897003, 0.8843460083007812, 0.9702380299568176, 0.8675333857536316, 0.004598999745212495, 0.910849928855896, 0.34289318323135376]"
anger,"Unfair and unjust attitude toward a person close to me, what I was the witness of, caused anger in me. ",anger,"[0.9840017557144165, 0.9476212859153748, 0.012547306716442108, 0.7695534229278564, 0.0020223851897753775, 0.25296398997306824, 0.0038413740694522858]"
sadness,"The thought that I'll never sit at the school desk again, caused a deep grief at the end of my eleventh form. ",sadness,"[0.0017521539703011513, 0.12690101563930511, 0.19952617585659027, 0.49208351969718933, 0.0005187530623516068, 0.9843020439147949, 0.0035418823827058077]"
disgust,I felt disgust with a person whose behaviour was out of the elementary human norms. ,disgust,"[0.5031209588050842, 0.9603700637817383, 0.020080558955669403, 0.21488434076309204, 0.00044497958151623607, 0.9053297638893127, 0.03394689783453941]"
shame,I had not punched a ticket in the bus because I had a card. But when the ticket-collector came it turned out that I had forgotten it. The shame I felt was great though it was not done on purpose. ,shame,"[0.0048593515530228615, 0.9788187742233276, 0.35499608516693115, 0.9389313459396362, 0.0007568942673970014, 0.9172537922859192, 0.9949842691421509]"
guilt,At a moment of affect I offended a person very close to me. He had given me ground for that but it was a trifling in comparison with the way I insulted him. A moment later I felt a sense of guilt. ,guilt,"[0.7489320635795593, 0.9054526090621948, 0.6329833269119263, 0.9473087787628174, 0.00217763107502833, 0.9161637425422668, 0.7337690591812134]"
joy,When I understood I was admitted to the Sofia University. ,joy,"[0.35807734727859497, 0.0989469662308693, 0.22486911714076996, 0.39793169498443604, 0.7931247353553772, 0.1588772088289261, 0.1922254115343094]"
fear,"I broke my knee when I was skiing over ""Yastrebetz"" (a racing track in a Bulgarian winter resort). ",sadness,"[0.8954634666442871, 0.8932961225509644, 0.9388598799705505, 0.8534475564956665, 0.004296659375540912, 0.9621387720108032, 0.7083563208580017]"
anger,"The doctors from Belogradchik town determined a wrong diagnosis to my son. A month later, after some complex examinations at ISUL (A medical institute in Sofia), the diagnosis was categorically rejected. ",disgust,"[0.928676962852478, 0.9471865296363831, 0.8458862900733948, 0.9204975962638855, 0.3055992126464844, 0.9407531023025513, 0.8115957379341125]"
sadness,"My son lives with my parents in the country and I feel this feeling always when leaving for Sofia, but the last time it was quite strong. ",sadness,"[0.3174355626106262, 0.39967307448387146, 0.40130868554115295, 0.506397545337677, 0.35198861360549927, 0.5173865556716919, 0.17047463357448578]"
disgust,A colleague of mine asked a lecturer to put him a higher mark in order to keep his good mards and thus to continue getting a scholarship for an excellent grade. ,guilt,"[0.7123774290084839, 0.347927063703537, 0.6018537878990173, 0.8766007423400879, 0.23191145062446594, 0.22585223615169525, 0.39726027846336365]"
shame,I felt this feeling during the exam in higher mathematics. ,anger,"[0.4934801161289215, 0.36363446712493896, 0.4279910624027252, 0.3495442867279053, 0.27186915278434753, 0.3248336613178253, 0.41827231645584106]"
guilt,My son drank four pills of diazepam every two hours instead of amidophen. ,guilt,"[0.7521786093711853, 0.62577885389328, 0.7692945599555969, 0.9147126078605652, 0.12903655506670475, 0.3377178907394409, 0.6021898984909058]"
joy,"I am a sportwoman as well. I felt joy when after an year of practice, at a contest, I covered the norms for ""a master of sports"". ",joy,"[0.0004914730088785291, 0.00044496043119579554, 0.007645360194146633, 0.031639665365219116, 0.990442156791687, 0.0004039929190184921, 0.00035284404293634]"
fear,"I felt fear once, when the car in which I travelled directed towards the precipice along the road. ",fear,"[0.0011908737942576408, 0.04864132031798363, 0.9899942278862, 0.13989609479904175, 0.0006103442283347249, 0.007358228787779808, 0.0008433833136223257]"
anger,When I see how people around me pass by certain unjustice because of indifference or cowardice. ,disgust,"[0.9416229128837585, 0.9830286502838135, 0.9507554769515991, 0.8830966949462891, 0.02965232008136809, 0.9777556657791138, 0.8110550045967102]"
sadness,When I left a man in whom I really believed. ,sadness,"[0.4602905511856079, 0.28262677788734436, 0.27000802755355835, 0.48132675886154175, 0.040470561012625694, 0.9144840836524963, 0.4482131004333496]"
disgust,Disgust with drunk people. ,disgust,"[0.9632317423820496, 0.9979366064071655, 0.01865549385547638, 0.5122300386428833, 0.0013775473926216364, 0.982047438621521, 0.07159966975450516]"
shame,When I try to lie. ,guilt,"[0.7779064178466797, 0.8504377007484436, 0.6619707345962524, 0.9614161849021912, 0.020827938802540302, 0.7380473613739014, 0.795502245426178]"
guilt,When I had had the possibility to act or to do certain activity better but I had not done it because of reluctance or carelessness. ,disgust,"[0.7965594530105591, 0.978390097618103, 0.24017657339572906, 0.8451896905899048, 0.004823955474421382, 0.7860069870948792, 0.5027455687522888]"
joy,When I was admitted to the University. ,joy,"[0.2895143926143646, 0.04174046590924263, 0.2106240838766098, 0.4140351414680481, 0.9169193208217621, 0.11550206691026688, 0.13938255608081818]"
fear,When I broke my leg I felt fear. ,fear,"[0.00525751942768693, 0.5158682465553284, 0.9918912649154663, 0.3975187838077545, 0.0010146569111384451, 0.293558806180954, 0.0023008480202406645]"
anger,When someone lies to me. ,guilt,"[0.9484201073646545, 0.9611436724662781, 0.8851186037063599, 0.978270947933197, 0.03405906795524061, 0.9392951130867004, 0.8565933704376221]"
sadness,At an unjust insult or injure. ,disgust,"[0.978941798210144, 0.986396849155426, 0.7552043199539185, 0.8393529057502747, 0.007912598259281367, 0.9762803912162781, 0.8626753091812134]"
disgust,From the cigarette smoke. Usually I feel disgust from it when I am in a restaurant. ,disgust,"[0.5627137422561646, 0.9943925738334656, 0.018416602164506912, 0.4040236175060272, 0.0007508923590648919, 0.9808576107025146, 0.058829229325056076]"
shame,When I promise to do something but I don't fulfill it. ,guilt,"[0.8891487121582031, 0.8967410326004028, 0.6069874167442322, 0.9743665456771851, 0.027689751237630844, 0.9135037660598755, 0.8128905892372131]"
guilt,When I don't fulfill my obligations. ,guilt,"[0.8434738516807556, 0.8978701829910278, 0.5369778871536255, 0.9654846787452698, 0.0720402654260397, 0.8583904504776001, 0.7682600021362305]"
joy,When my affairs with the girl I love settled positively. ,joy,"[0.02458828128874302, 0.002083054045215249, 0.014604165218770504, 0.5356066226959229, 0.9740858674049377, 0.0030657637398689985, 0.012782670557498932]"
fear,"In a dam lake, when the water was let flow to water the plants and I and two other boys were near the water pit. We rescued ourselves only thanks to the flippers and the tyre that was with us. ",fear,"[0.8329970240592957, 0.8212842345237732, 0.9756128191947937, 0.9213537573814392, 0.11037134751677513, 0.6162295937538147, 0.6915390491485596]"
anger,"It was quite recently, at the football match between the national teams of Bulgaria and France. I felt strong anger with the Scottish referee who ran the match quite partially. ",anger,"[0.9792752861976624, 0.8423569202423096, 0.17134961485862732, 0.8917419910430908, 0.001047994795953855, 0.7606989145278931, 0.0026444459799677134]"
sadness,When I am alone and listen to a song which I like very much and which I had listened before together with friends. ,joy,"[0.011075444519519806, 0.0036725616082549095, 0.02975653111934662, 0.8606945276260376, 0.9220146238803864, 0.007274738047271967, 0.0693572461605072]"
disgust,A striking act of ingratitude at a public vehicle. ,disgust,"[0.7205358743667603, 0.9487044811248779, 0.3719847500324249, 0.82930588722229, 0.004079683101736009, 0.8596652746200562, 0.18753036856651306]"
shame,"I counterfeited a mark in the school register during the lesson in gymnastics. I felt this feeling two days later when I stood face to face with my teacher, whom I highly appreciated and respected. ",guilt,"[0.7087337374687195, 0.8337950110435486, 0.5242759585380554, 0.9711158275604248, 0.05018629878759384, 0.7258865833282471, 0.8632306456565857]"
guilt,In a fit of temper I told things that were unjust and they greatly hurt my mother though she didn't show it. ,anger,"[0.987047553062439, 0.8524831533432007, 0.6567336916923523, 0.9534083008766174, 0.002000519016291946, 0.8827461004257202, 0.5291196703910828]"
joy,I passed successfully the preliminary exam for a participation in the children Assembly. ,joy,"[0.17643950879573822, 0.03874170035123825, 0.10692419111728668, 0.1487552672624588, 0.9236189424991608, 0.0296843983232975, 0.09085806459188461]"
fear,I was alone in my room at the boarding house when at o'clock someone knocked violently on the door. ,fear,"[0.9513745307922363, 0.899770975112915, 0.9684184193611145, 0.8693715929985046, 0.09758070111274719, 0.775370180606842, 0.8191405534744263]"
anger,A friend of mine promised to come with me to the cinema but he didn't come. ,sadness,"[0.9359952211380005, 0.7538956999778748, 0.6719453930854797, 0.9335848093032837, 0.14846513886004686, 0.9564499258995056, 0.8818403482437134]"
sadness,I felt sadness when I remembered my former boyfriend with whom I got separated an year ago and when comparing him with my present one with whom things are not much of a success. ,sadness,"[0.0010797827271744609, 0.0039035272784531116, 0.007602393161505461, 0.2680007815361023, 0.0006142079946585, 0.9061204195022583, 0.009306222200393677]"
disgust,"Recently in the tram, a man ran his fingers over my girlfriend then over me. ",anger,"[0.9531383514404297, 0.9231957197189331, 0.9216068983078003, 0.9137750864028931, 0.2198372185230255, 0.8838828802108765, 0.8785557150840759]"
shame,"I had to prepare a report but I couldn't write it. I read from a book off-hand, I was quite uneasy and I felt I didn't manage. ",disgust,"[0.8927576541900635, 0.996322512626648, 0.9510982036590576, 0.8973516821861267, 0.0007823500782251358, 0.9921461939811707, 0.8261691927909851]"
guilt,My father got a slight heart attack after a telephone call of mine. ,fear,"[0.79547119140625, 0.785205066204071, 0.9757745862007141, 0.9552633762359619, 0.006224616197869182, 0.7445166110992432, 0.3673374056816101]"
joy,Bulgaria won a football match against France. ,joy,"[0.49560168385505676, 0.41425228118896484, 0.2920819818973541, 0.45305684208869934, 0.9137232005596161, 0.3385359048843384, 0.14432577788829803]"
fear,I was going to knock down a pedestrian with my car. ,guilt,"[0.8880113363265991, 0.9262877106666565, 0.938831627368927, 0.9589511156082153, 0.007803405751474202, 0.8710747361183167, 0.664104700088501]"
