labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
joy,"This happened when I went to check my first year results, I had thought that I would fail and I found that I had a clear pass in all my courses. ",guilt,guilt,guilt,guilt,"[0.4592445, 0.23261128, 0.61668324, 0.8632317, 0.32038182, 0.14672485, 0.5546937]","[0.6641277, 0.19451597, 0.7116524, 0.91941184, 0.5743823, 0.73844165, 0.75873053]","[0.78618354, 0.2830662, 0.64863, 0.8013322, 0.13214202, 0.53297263, 0.6849306]","[0.104518496, 0.033248965, 0.06899041, 0.44158098, 0.15543798, 0.10393519, 0.10014371]",guilt
fear,When I woke up at night to find a fire spreading towards the bed -rooms. I was very frightened as I realized that I faced death. ,fear,fear,fear,fear,"[0.5398424, 0.6920346, 0.99733526, 0.8599012, 0.020548252, 0.8919949, 0.8681567]","[0.8003242, 0.67130613, 0.99045193, 0.9234245, 0.00959176, 0.95282656, 0.8782989]","[0.70936257, 0.7047491, 0.9985759, 0.9741892, 0.0024318981, 0.89289147, 0.9558969]","[0.28677207, 0.2956299, 0.99147683, 0.79967344, 0.005051773, 0.9614672, 0.7461107]",fear
anger,When a friend of mine was trying to make a fool out of me. ,anger,anger,anger,shame,"[0.85268956, 0.8445747, 0.501222, 0.6942602, 0.10524203, 0.49206412, 0.8261152]","[0.9176611, 0.81557286, 0.73705286, 0.5606359, 0.015975388, 0.6835994, 0.8820909]","[0.9509965, 0.8553461, 0.6018822, 0.60217637, 0.004315237, 0.734836, 0.8026098]","[0.42446253, 0.5323065, 0.16664186, 0.46774626, 0.006035581, 0.5861483, 0.6057689]",anger
sadness,I experienced this emotion when my friend committed suicide after we had spent the afternoon playing and discussing life and it's problems. ,sadness,sadness,sadness,sadness,"[0.9845604, 0.95249057, 0.9755499, 0.9813323, 0.10147674, 0.99480504, 0.97314113]","[0.9810651, 0.9348508, 0.9083449, 0.98672485, 0.0037937562, 0.9900883, 0.97013354]","[0.9891271, 0.93633294, 0.9265319, 0.9898711, 0.0009114055, 0.9974527, 0.98394924]","[0.78748953, 0.49536648, 0.51921153, 0.69687295, 0.005193459, 0.97421175, 0.49758628]",sadness
disgust,"When I heard of the assassination of the Indian prime-minister, Indira Gandhi. ",sadness,sadness,sadness,sadness,"[0.81920415, 0.8522373, 0.70389766, 0.7438325, 0.015246566, 0.9670159, 0.87795264]","[0.955281, 0.94606704, 0.9643292, 0.8401673, 0.014734545, 0.9780051, 0.92104876]","[0.97899055, 0.9599929, 0.9547164, 0.9558333, 0.008513855, 0.9838414, 0.9684695]","[0.5180716, 0.51234305, 0.604888, 0.58414114, 0.0068325987, 0.89062065, 0.588099]",sadness
shame,When I got drunk at a party and made a fool of myself by vomitting all over the place and insulting the people who were there with me. ,anger,anger,anger,shame,"[0.9620738, 0.94676095, 0.46652418, 0.95578015, 0.16249627, 0.61184293, 0.94384164]","[0.971209, 0.91818863, 0.71902984, 0.94252646, 0.074104436, 0.8060211, 0.96544605]","[0.98650974, 0.9707116, 0.9188974, 0.96088964, 0.007649153, 0.7058555, 0.9751388]","[0.821701, 0.803788, 0.11216526, 0.82471585, 0.010704251, 0.45618933, 0.8526437]",anger
guilt,When I was caught sneaking back into the house at night after having gone to a disco without permission. ,guilt,shame,fear,guilt,"[0.8835548, 0.7138676, 0.659477, 0.9584921, 0.14311017, 0.7530158, 0.9135471]","[0.9219924, 0.68545705, 0.8638587, 0.8830654, 0.0682657, 0.84093714, 0.9454395]","[0.9572071, 0.8890556, 0.99125355, 0.9625193, 0.0096176695, 0.90382105, 0.9235995]","[0.3895938, 0.3782266, 0.3128786, 0.8315313, 0.015201679, 0.63669926, 0.6499019]",guilt
joy,When I was told that I had passed the exams. ,joy,joy,joy,joy,"[0.07056837, 0.08758011, 0.047599066, 0.20906998, 0.24027278, 0.05838507, 0.080982625]","[0.33930328, 0.061031006, 0.09741536, 0.4116815, 0.90586257, 0.2717293, 0.2310693]","[0.3907111, 0.08109509, 0.68886137, 0.3227694, 0.71630114, 0.2040589, 0.0829827]","[0.1348841, 0.02018663, 0.012968622, 0.109973736, 0.35451764, 0.065623395, 0.029513616]",joy
fear,When a thief broke into my house at night. ,fear,anger,fear,sadness,"[0.8352761, 0.74274594, 0.9269295, 0.8968327, 0.048859574, 0.75429904, 0.87441885]","[0.9566637, 0.796375, 0.945817, 0.5734021, 0.009294602, 0.88002217, 0.9066866]","[0.98509336, 0.93689775, 0.9888599, 0.96525806, 0.003763336, 0.9413018, 0.966407]","[0.6338966, 0.4927217, 0.6221322, 0.70786244, 0.0057852827, 0.8094829, 0.66439664]",fear
anger,When my sister broke my china tea set. ,guilt,sadness,guilt,sadness,"[0.9115714, 0.84356195, 0.7852776, 0.95378524, 0.022044895, 0.9410806, 0.90370286]","[0.9730732, 0.9436508, 0.9176599, 0.93351847, 0.0095771765, 0.9749414, 0.9515894]","[0.9838876, 0.94324213, 0.9386722, 0.9840132, 0.0069372193, 0.9759746, 0.9700642]","[0.47817037, 0.39455435, 0.16960883, 0.7581651, 0.006732255, 0.84051216, 0.40205076]",sadness
sadness,I felt very sad when my son died after a short illness. ,sadness,sadness,sadness,sadness,"[0.015436505, 0.40683553, 0.74604243, 0.9381522, 0.0009850374, 0.9984256, 0.8859316]","[0.008319217, 0.12805802, 0.58708805, 0.9847344, 0.0007660267, 0.994994, 0.8867231]","[0.0015012079, 0.005425914, 0.8299072, 0.9763625, 0.00022284067, 0.9981939, 0.96047324]","[0.0017627354, 0.008722568, 0.06729835, 0.69092983, 0.0003079544, 0.99845123, 0.7155098]",sadness
disgust,I met my best friend's husband with a prostitute. ,guilt,anger,anger,guilt,"[0.8164544, 0.79816216, 0.62356555, 0.93824184, 0.27414066, 0.8395157, 0.8193614]","[0.97902644, 0.93172127, 0.9605162, 0.975246, 0.14941746, 0.9649992, 0.96874166]","[0.97005415, 0.8914901, 0.962329, 0.9666473, 0.013790863, 0.95807403, 0.9508336]","[0.6800695, 0.62469536, 0.41927454, 0.8556092, 0.019656904, 0.7503215, 0.74577457]",guilt
shame,When I failed to answer a simple question. ,guilt,guilt,guilt,guilt,"[0.84132206, 0.81067634, 0.33745432, 0.96490574, 0.029646384, 0.80999154, 0.9103153]","[0.9368243, 0.86436474, 0.71107477, 0.97484314, 0.013332856, 0.9121812, 0.9729898]","[0.9737533, 0.9219825, 0.81083894, 0.9835328, 0.006123852, 0.8623247, 0.9742323]","[0.43448246, 0.41587093, 0.11180323, 0.84054077, 0.013035887, 0.62051076, 0.7898726]",guilt
guilt,"My brother wanted money but I refused to give it to him, two days later he stole it from my father. ",anger,anger,anger,sadness,"[0.93254095, 0.8098344, 0.6555921, 0.90031785, 0.22369757, 0.81554186, 0.865709]","[0.9355134, 0.8194857, 0.8423456, 0.8827817, 0.033183653, 0.86313623, 0.89962053]","[0.9692208, 0.934691, 0.94325614, 0.9581011, 0.010969163, 0.9456733, 0.96541893]","[0.60025764, 0.61877996, 0.29142708, 0.66062474, 0.009080286, 0.9104518, 0.56136]",sadness
joy,When I learnt that I was selected for form I. ,guilt,guilt,guilt,guilt,"[0.4769527, 0.22016308, 0.24217819, 0.6595588, 0.26266766, 0.41515392, 0.5100324]","[0.6891389, 0.3913979, 0.5267476, 0.91784424, 0.785064, 0.8522, 0.86839426]","[0.8310225, 0.5075594, 0.7162073, 0.93097407, 0.4689333, 0.7644782, 0.8253068]","[0.26440886, 0.08431024, 0.04735891, 0.4040914, 0.23034456, 0.30960017, 0.23491432]",guilt
fear,When I was nearly beaten up by the brother of my girlfriend. ,anger,anger,anger,sadness,"[0.9849798, 0.92906594, 0.83615476, 0.9060596, 0.03099649, 0.9103457, 0.8656289]","[0.9718916, 0.8179459, 0.9097417, 0.8575676, 0.008865311, 0.9095865, 0.93666315]","[0.99010265, 0.96669185, 0.98006195, 0.9699453, 0.002310384, 0.96117854, 0.9690568]","[0.7323866, 0.59786826, 0.50437605, 0.74958515, 0.0049585784, 0.8773867, 0.49962074]",anger
anger,When I heard that my girlfriend was talking behind my back and looking down on me. ,anger,anger,anger,sadness,"[0.96175367, 0.9139546, 0.93869644, 0.94354343, 0.04448849, 0.92171484, 0.9149306]","[0.96975905, 0.9533289, 0.9671252, 0.86146253, 0.0056399344, 0.93099123, 0.9438795]","[0.98983556, 0.9752168, 0.98472196, 0.98428184, 0.0019439714, 0.96903026, 0.98789495]","[0.7820059, 0.8232333, 0.59994584, 0.6768898, 0.004325271, 0.83121306, 0.5948138]",anger
sadness,"When a friend, who has been with me at school, failed to make it to UNZA. ",sadness,sadness,sadness,sadness,"[0.73115975, 0.7745468, 0.73729306, 0.925697, 0.03931992, 0.952376, 0.8516211]","[0.76923066, 0.5932561, 0.8015799, 0.6999745, 0.0092674, 0.8790438, 0.8157411]","[0.70392865, 0.56124824, 0.8229289, 0.7272798, 0.0063240957, 0.8513129, 0.61677116]","[0.31179008, 0.3136748, 0.24147508, 0.657133, 0.004971766, 0.8508844, 0.37619448]",sadness
disgust,When my girlfriend told me that she was no longer interested in me. ,sadness,sadness,sadness,sadness,"[0.73742837, 0.7618403, 0.62825716, 0.87719417, 0.051582295, 0.94852585, 0.75225073]","[0.7073603, 0.6738839, 0.69584733, 0.8696006, 0.0055916696, 0.902646, 0.84336555]","[0.93426484, 0.8127409, 0.8975916, 0.95134604, 0.004066552, 0.95627546, 0.93518424]","[0.25631934, 0.29277995, 0.18661195, 0.23411527, 0.0073916623, 0.6793991, 0.29498386]",sadness
shame,I choked on a cold drink in front of girls who were strangers. ,sadness,shame,fear,guilt,"[0.89059764, 0.9747277, 0.9544345, 0.97337127, 0.05854203, 0.97827315, 0.93793106]","[0.94518113, 0.9515986, 0.9480021, 0.9384543, 0.015597551, 0.9505596, 0.9767546]","[0.97435445, 0.97422147, 0.99162275, 0.9875074, 0.0020666167, 0.97894806, 0.97912395]","[0.40590996, 0.748093, 0.2787053, 0.8278267, 0.005161772, 0.81058306, 0.5979642]",guilt
guilt,When I was caught with my girlfriend in the house at night. ,guilt,shame,anger,guilt,"[0.7981383, 0.7198187, 0.62914866, 0.9417828, 0.09597521, 0.81016093, 0.9262858]","[0.9111645, 0.68854886, 0.7881303, 0.8476184, 0.0287555, 0.7661848, 0.9155672]","[0.96700245, 0.92631954, 0.95125014, 0.9609957, 0.00834807, 0.89856565, 0.93377244]","[0.42676, 0.44494575, 0.25495955, 0.75796777, 0.0095857205, 0.65398633, 0.6140422]",guilt
joy,When I passed the grade exam. ,joy,joy,joy,joy,"[0.017985974, 0.016514743, 0.052137036, 0.023566706, 0.124031134, 0.013467617, 0.016692607]","[0.029801495, 0.020012187, 0.051064946, 0.059733897, 0.8955212, 0.03564741, 0.073186845]","[0.02407072, 0.010123328, 0.5462293, 0.056271233, 0.8325051, 0.023707023, 0.018549537]","[0.009627748, 0.0053503416, 0.008519174, 0.03227922, 0.29797164, 0.01518723, 0.011913675]",joy
fear,"When I was told by the doctor, after many months of coughing, that I had tuberculosis. ",sadness,sadness,fear,sadness,"[0.58229077, 0.73256606, 0.7191593, 0.7990291, 0.033477586, 0.8700694, 0.7601117]","[0.85943514, 0.67033136, 0.8724997, 0.8353159, 0.011132895, 0.89621055, 0.88647616]","[0.9108486, 0.7123878, 0.9194279, 0.8987364, 0.006063089, 0.89573437, 0.9123096]","[0.30951285, 0.29995194, 0.31032133, 0.45019755, 0.00693012, 0.76415586, 0.35210213]",sadness
anger,"When a cousin of mine took my bottle of T. B tablets, put water in it and threw it in the dust-bin. ",guilt,anger,anger,sadness,"[0.8937518, 0.9038149, 0.7189358, 0.9190988, 0.2145044, 0.88909656, 0.8938199]","[0.96756727, 0.9562554, 0.8976403, 0.9073784, 0.06670034, 0.9394189, 0.9447189]","[0.9825865, 0.939606, 0.9370214, 0.738031, 0.006731426, 0.95427805, 0.8921497]","[0.58462465, 0.6750397, 0.21600854, 0.54013336, 0.0066994256, 0.8129631, 0.5129695]",sadness
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays. ,sadness,sadness,sadness,sadness,"[0.85378516, 0.78445506, 0.81568116, 0.9382416, 0.13073558, 0.9865805, 0.9218556]","[0.7762239, 0.53780055, 0.8734455, 0.8405412, 0.008588351, 0.8792661, 0.86353976]","[0.93566674, 0.882271, 0.89674556, 0.9746054, 0.0056330534, 0.98387086, 0.96478283]","[0.39790452, 0.38458768, 0.50403327, 0.76640666, 0.0059371646, 0.95781094, 0.53876686]",sadness
disgust,When I realized that my closest friend had said bad things about me when I was not around and had betrayed me by making friends with my boyfriend's other girl. ,guilt,anger,guilt,sadness,"[0.96904266, 0.94182867, 0.900109, 0.9734918, 0.014789638, 0.90072966, 0.9463798]","[0.9571539, 0.9086227, 0.90891874, 0.8860069, 0.0023984897, 0.93345916, 0.94349116]","[0.98833674, 0.9737288, 0.9646645, 0.99003243, 0.0006188382, 0.9750905, 0.9863301]","[0.73199594, 0.6665562, 0.3385873, 0.7889241, 0.002219997, 0.8418122, 0.68103135]",sadness
shame,When five of my friends at the secondary school found out the bad things that I had been saying about them. ,guilt,anger,shame,sadness,"[0.8721749, 0.7679116, 0.6476982, 0.93179524, 0.06198462, 0.89213187, 0.8558792]","[0.91506004, 0.661639, 0.7966933, 0.7974846, 0.013220321, 0.8474242, 0.88022834]","[0.95866203, 0.8848969, 0.93101346, 0.9803498, 0.0062090233, 0.9450517, 0.985558]","[0.47070774, 0.4536464, 0.17397135, 0.71371657, 0.00590957, 0.80275166, 0.5682863]",sadness
guilt,"When my mother returned from a holiday, I told her a lie i. e my father had brought another woman home while she was away. ",guilt,shame,fear,guilt,"[0.75312316, 0.60238636, 0.8197289, 0.9577171, 0.26471877, 0.79988086, 0.8853128]","[0.5962979, 0.48302004, 0.8261142, 0.91284955, 0.0487632, 0.7281274, 0.9277369]","[0.9408479, 0.8562176, 0.9837437, 0.9483101, 0.034381676, 0.9296863, 0.96368235]","[0.15090361, 0.22578526, 0.18765074, 0.49576876, 0.0121435765, 0.27956384, 0.29890302]",guilt
joy,The time I qualified to enter secondary school. ,guilt,guilt,guilt,guilt,"[0.1325187, 0.17429556, 0.20361213, 0.5615599, 0.25524256, 0.22591731, 0.18269321]","[0.13816965, 0.12136377, 0.27775, 0.64287627, 0.57536894, 0.51259726, 0.4398212]","[0.3145641, 0.09647852, 0.7081592, 0.8511618, 0.31510362, 0.50973284, 0.28553024]","[0.031160383, 0.024188144, 0.037283603, 0.22141545, 0.15329978, 0.1210946, 0.051753942]",guilt
fear,"One evening I saw the old guard-man I knew, change into something inhuman for about - seconds, this really frightened me. ",fear,fear,fear,fear,"[0.8462119, 0.48848408, 0.995401, 0.72995377, 0.016219426, 0.5203413, 0.69544977]","[0.7573089, 0.5960117, 0.99161583, 0.74372286, 0.014757477, 0.7746919, 0.7773388]","[0.8114456, 0.83306533, 0.99644804, 0.90537155, 0.00530194, 0.7480711, 0.8880525]","[0.17597793, 0.27315268, 0.9895309, 0.5401537, 0.0028337974, 0.75911075, 0.51440835]",fear
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter. I realized this before I handed over the coin, but the man called me a thief and called a witness. ",shame,anger,fear,shame,"[0.7436109, 0.6764772, 0.8568083, 0.83573234, 0.061562482, 0.57468915, 0.88236207]","[0.86999977, 0.5619792, 0.7528967, 0.57827723, 0.09494622, 0.71474075, 0.8575812]","[0.9144701, 0.62446064, 0.95898825, 0.8156336, 0.0060829055, 0.6442883, 0.8611953]","[0.36355525, 0.2735838, 0.5147735, 0.2283608, 0.011337674, 0.5354731, 0.5538032]",shame
sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour's dogs. It had been locked out by my wife who claimed that it had dirtied the sheets. ,sadness,sadness,sadness,sadness,"[0.85783774, 0.91024476, 0.7601993, 0.92725265, 0.12354866, 0.9860226, 0.92974395]","[0.90308106, 0.8959899, 0.89814836, 0.8383671, 0.016044075, 0.9568146, 0.9057202]","[0.964484, 0.95650446, 0.872164, 0.9632059, 0.0060301293, 0.97756517, 0.9731829]","[0.39492443, 0.62637806, 0.25617462, 0.57298505, 0.006333031, 0.9435927, 0.5502935]",sadness
disgust,The day I was forced to use a public convenience place in town. It was so filthy that it really made me sick. ,disgust,disgust,disgust,disgust,"[0.88487923, 0.99754983, 0.6620354, 0.9310511, 0.12559417, 0.9070198, 0.882291]","[0.96826977, 0.99134713, 0.87817603, 0.9344753, 0.02603832, 0.9574699, 0.96613455]","[0.97683424, 0.998329, 0.87667364, 0.96769863, 0.008873, 0.95834506, 0.98507106]","[0.7793879, 0.9854924, 0.32728526, 0.8162569, 0.0070725163, 0.9316986, 0.8473141]",disgust
shame,My mother caught me stealing some food when I was a young boy. ,guilt,shame,fear,sadness,"[0.5715471, 0.6187375, 0.6123705, 0.9305904, 0.2812996, 0.82056284, 0.89847624]","[0.80138713, 0.78584445, 0.8322018, 0.9049342, 0.2180878, 0.93214464, 0.9582168]","[0.91687334, 0.89542997, 0.96301234, 0.96275383, 0.020320076, 0.95009595, 0.962569]","[0.27480063, 0.41259807, 0.31616735, 0.8391452, 0.032591518, 0.84621775, 0.72832197]",guilt
guilt,"When I gave in to what my wife wanted and locked the cat out, it was killed by the dogs. ",sadness,fear,fear,sadness,"[0.89203596, 0.9002451, 0.86439645, 0.9602883, 0.16131939, 0.96641445, 0.924738]","[0.9382926, 0.8854676, 0.94272506, 0.9361117, 0.03292425, 0.919481, 0.9257061]","[0.95426863, 0.92159283, 0.9831578, 0.9473627, 0.009596313, 0.8998807, 0.91994774]","[0.45299354, 0.58047295, 0.47399622, 0.7692116, 0.007633738, 0.8867724, 0.557713]",sadness
joy,I felt joy when I came to know Christ. That is when I became a Christian. ,joy,joy,joy,joy,"[0.0020039303, 0.0006824271, 0.0012750372, 0.0026950866, 0.99468106, 0.0003820006, 0.00046570715]","[0.001663891, 0.0024791083, 0.004640471, 0.005882833, 0.98442495, 0.0008971462, 0.0076042684]","[0.00069005793, 0.00030474723, 0.11067308, 0.004133852, 0.9945287, 0.00046514522, 0.0018104772]","[0.00059916486, 0.00055356324, 0.0005578538, 0.0016831951, 0.9964623, 0.0006319427, 0.00049574097]",joy
fear,When I broke the window pane of my next door neighbour's house. ,anger,anger,fear,guilt,"[0.9813949, 0.77309984, 0.5765696, 0.95418406, 0.16877644, 0.82537425, 0.8452896]","[0.9813959, 0.87271446, 0.83903193, 0.93081075, 0.116614796, 0.91503817, 0.9255293]","[0.9805729, 0.90494376, 0.9811065, 0.9744796, 0.015322433, 0.8908479, 0.9483547]","[0.58831203, 0.4058261, 0.12719448, 0.72279406, 0.02990932, 0.6537705, 0.34365964]",guilt
anger,When my brother did not send me the transport money to resume my studies in time at UNZA. ,guilt,sadness,guilt,guilt,"[0.91719675, 0.8397955, 0.7851553, 0.9759951, 0.015142031, 0.9658221, 0.9051881]","[0.9537423, 0.8538477, 0.91185755, 0.9288192, 0.006423609, 0.95607764, 0.94947845]","[0.97192365, 0.8797383, 0.9142581, 0.98272485, 0.0035159208, 0.96107095, 0.96859354]","[0.5227529, 0.4408595, 0.2933541, 0.87655854, 0.004210135, 0.8516484, 0.53871083]",guilt
sadness,When I heard that my nephew had passed away. ,sadness,sadness,sadness,sadness,"[0.6713561, 0.6805819, 0.84664845, 0.8932846, 0.023559947, 0.98271906, 0.7919301]","[0.5680756, 0.44581994, 0.93093514, 0.90402687, 0.015298149, 0.980841, 0.84329516]","[0.9408309, 0.89329135, 0.9195221, 0.98453486, 0.007504171, 0.9928731, 0.977657]","[0.2500623, 0.2409893, 0.36806154, 0.7228553, 0.009913956, 0.9378476, 0.41950485]",sadness
disgust,When my father thought that I was an unrelaible son. ,guilt,guilt,guilt,guilt,"[0.70147705, 0.42013696, 0.5103244, 0.7849651, 0.235486, 0.707685, 0.46915525]","[0.6851975, 0.33258262, 0.7813355, 0.8894325, 0.30892104, 0.8063573, 0.7827983]","[0.8546846, 0.09817082, 0.86352426, 0.9386192, 0.053663593, 0.74585944, 0.63613254]","[0.12546451, 0.011925637, 0.071434505, 0.30058438, 0.20416647, 0.19145232, 0.063328974]",guilt
shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt. ",shame,shame,anger,shame,"[0.86024934, 0.8753772, 0.68015116, 0.9250183, 0.2344604, 0.52731097, 0.92771983]","[0.94336146, 0.90196, 0.81570584, 0.901852, 0.05184087, 0.6982603, 0.9498559]","[0.97130686, 0.95951074, 0.918408, 0.9436061, 0.008949215, 0.7393468, 0.9631215]","[0.45138025, 0.49199945, 0.20245445, 0.47565043, 0.009390567, 0.17035513, 0.602097]",shame
guilt,When I insulted an elderly person for no reason. ,anger,anger,anger,guilt,"[0.95963573, 0.8524242, 0.24928042, 0.95700836, 0.033816673, 0.45372355, 0.86834055]","[0.9827855, 0.86678255, 0.38399526, 0.9259867, 0.008819109, 0.41440102, 0.95674247]","[0.8741916, 0.5669797, 0.11750556, 0.7347354, 0.0039214636, 0.33657643, 0.50492704]","[0.7139303, 0.5643807, 0.07184397, 0.7190379, 0.00538408, 0.244328, 0.49238536]",anger
joy,"When my uncle gave me my first year's results. I opened the envelope and my eyes ran into two ""B+"" - in EC and M, this meant that I had qualified for a major in economics. ",guilt,joy,fear,joy,"[0.07470709, 0.10685005, 0.13503662, 0.48419884, 0.3353515, 0.13209766, 0.29259804]","[0.066812225, 0.036413237, 0.2658045, 0.6232822, 0.9530903, 0.45094284, 0.33345014]","[0.2356179, 0.20172471, 0.72919494, 0.71289253, 0.6339583, 0.42155626, 0.43454683]","[0.044691496, 0.017798543, 0.025159921, 0.17250101, 0.31848308, 0.13903886, 0.0653293]",joy
fear,"I turned the knob of my granny's two band radio and did not hear any broadcast, "" What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? "" --I did not know how to tune a radio. ",fear,fear,fear,fear,"[0.967314, 0.89359206, 0.99447024, 0.98105705, 0.034393065, 0.964744, 0.921688]","[0.9892448, 0.9659404, 0.9973742, 0.99535817, 0.0057771048, 0.9895536, 0.9875289]","[0.99272835, 0.97389185, 0.99803895, 0.99720204, 0.0015241121, 0.9706005, 0.9956428]","[0.7380035, 0.67129236, 0.9890537, 0.96152073, 0.0033315637, 0.96247625, 0.921927]",fear
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd my step-dad. I thought, "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? "" ",anger,anger,anger,sadness,"[0.9774229, 0.93800956, 0.7198171, 0.96062225, 0.016261816, 0.89061755, 0.92454046]","[0.9926581, 0.97287107, 0.94950867, 0.9752083, 0.013248853, 0.97280854, 0.96352196]","[0.9957208, 0.986198, 0.8644211, 0.9938983, 0.0032396324, 0.9634956, 0.98666525]","[0.90328306, 0.6530398, 0.11554175, 0.910824, 0.0017405379, 0.91534704, 0.76919925]",anger
sadness,"When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected. ",sadness,guilt,sadness,sadness,"[0.752834, 0.87382746, 0.8129509, 0.97195417, 0.048918255, 0.9739256, 0.9250638]","[0.45373425, 0.72861004, 0.8928258, 0.97220254, 0.0091250595, 0.9692751, 0.96385574]","[0.89365554, 0.86973995, 0.9329238, 0.9607721, 0.0038880873, 0.9715622, 0.9416036]","[0.100303955, 0.31308037, 0.26741764, 0.89704597, 0.0057843146, 0.91587776, 0.7229739]",sadness
disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette. There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes. "" ",guilt,anger,anger,guilt,"[0.9583206, 0.96659833, 0.9602863, 0.97479886, 0.20206504, 0.92551595, 0.80316335]","[0.9613175, 0.9299775, 0.91803455, 0.9441405, 0.07629734, 0.9123807, 0.8716712]","[0.99749774, 0.9942608, 0.9944507, 0.9944495, 0.0034808198, 0.9870629, 0.98759216]","[0.18591413, 0.42595953, 0.3666776, 0.6815109, 0.009920828, 0.45434284, 0.39119327]",guilt
shame,"When a lady I was flirting with told all my class-mates that she was in second year while I was in first year, everyone laughed and started looking at me. ",shame,shame,disgust,disgust,"[0.415181, 0.8397493, 0.4339519, 0.83473784, 0.18853292, 0.40223122, 0.8615825]","[0.48297298, 0.669729, 0.52403814, 0.63014424, 0.05632789, 0.35840198, 0.8445049]","[0.8774991, 0.9024824, 0.6708657, 0.78327936, 0.009219369, 0.5674135, 0.8391544]","[0.26337916, 0.67463666, 0.23032683, 0.20443894, 0.0063347993, 0.07525592, 0.46543965]",disgust
guilt,"My cousin knocked on the door, looking for me to get her watch back. I had given it to my girlfriend, Lizzy, as a present. ",guilt,sadness,guilt,guilt,"[0.851521, 0.6858494, 0.7236768, 0.95952994, 0.30819, 0.82968044, 0.8626572]","[0.79536474, 0.47079825, 0.7400067, 0.72445464, 0.07652161, 0.84548235, 0.8089211]","[0.9737499, 0.89663666, 0.9426489, 0.98590744, 0.012031569, 0.96406955, 0.98224545]","[0.17766063, 0.12109812, 0.07002983, 0.4560337, 0.05885524, 0.39265135, 0.22792223]",guilt
joy,"This was when the girl I was in love with accepted my proposal and everything went smoothly, just as I had wanted it to. It was contrary to my previous feelings of uncertainty about her response. ",joy,joy,joy,joy,"[0.016056554, 0.017860787, 0.03531557, 0.457102, 0.7241597, 0.004974097, 0.108076386]","[0.00904972, 0.012048999, 0.02169915, 0.2395489, 0.85034555, 0.014401688, 0.13644613]","[0.01670158, 0.0039992463, 0.26344183, 0.18947566, 0.6763348, 0.016031569, 0.0214584]","[0.008274951, 0.0040757256, 0.019715553, 0.17908616, 0.43127024, 0.0128395315, 0.010176975]",joy
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom. He was very repulsive and I have never seen anything like that before. ",disgust,disgust,disgust,disgust,"[0.9761664, 0.9938192, 0.8615447, 0.82922995, 0.06553396, 0.80858815, 0.87684476]","[0.9332898, 0.9741424, 0.91638136, 0.758726, 0.043919686, 0.8817209, 0.8603246]","[0.9785323, 0.99637395, 0.9909423, 0.96273404, 0.0047674193, 0.94268215, 0.9759497]","[0.8265254, 0.9772264, 0.672981, 0.56536275, 0.00769988, 0.8724788, 0.75670975]",disgust
anger,This was when I found out that a cousin of mine had taken away my trousers without my consent. ,guilt,anger,anger,sadness,"[0.94882345, 0.8796377, 0.78092533, 0.9495982, 0.067127295, 0.90795517, 0.89915097]","[0.970829, 0.9119139, 0.90644693, 0.8701804, 0.0057710544, 0.9431505, 0.9519447]","[0.9791357, 0.9581248, 0.93834203, 0.97239345, 0.005714473, 0.9589387, 0.96923167]","[0.6908143, 0.7145879, 0.3503336, 0.8157212, 0.013897966, 0.91491085, 0.71986127]",sadness
sadness,When I failed a test at my primary school. I was then in grade and we were about to take the main exam. ,guilt,shame,shame,sadness,"[0.841213, 0.8348545, 0.6677453, 0.95604247, 0.088023625, 0.941881, 0.93300754]","[0.8945346, 0.82121974, 0.82780397, 0.9378017, 0.009424941, 0.9248488, 0.94947964]","[0.94591886, 0.9146406, 0.9070493, 0.95671844, 0.0058132648, 0.9425697, 0.96467793]","[0.3076569, 0.42044586, 0.23609324, 0.6371831, 0.0059759356, 0.7403549, 0.50184286]",sadness
disgust,"This was when I saw, for the first time, a naked woman (prostitute) run away from a house after having been discovered by the guardian. ",shame,shame,disgust,sadness,"[0.88635087, 0.8837088, 0.87656504, 0.8636401, 0.2981949, 0.7795861, 0.9055567]","[0.7166061, 0.8751155, 0.8567226, 0.71085674, 0.1076554, 0.8246008, 0.92610836]","[0.8768894, 0.93047553, 0.92722684, 0.81877166, 0.051259432, 0.8935133, 0.8896132]","[0.3469815, 0.5480357, 0.3909949, 0.5602204, 0.018292703, 0.5680212, 0.55037886]",shame
