labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
disgust,When I ate a rotten apple. ,guilt,disgust,disgust,disgust,"[0.32888016, 0.4061416, 0.26469776, 0.67308444, 0.0029579913, 0.5199423, 0.33797276]","[0.84432656, 0.9903087, 0.88941175, 0.97401166, 0.002202131, 0.97002405, 0.9482475]","[0.9178557, 0.9858921, 0.985567, 0.9769033, 0.0053584757, 0.96075475, 0.9689599]","[0.8369757, 0.97071314, 0.889231, 0.94875014, 0.004974676, 0.95245713, 0.902776]",guilt
shame,When I didn't meet an appointment I had made. The person phoned me but I thought of something (I told I was ill) so that I didn't have to go. ,fear,guilt,fear,guilt,"[0.5732703, 0.2034274, 0.76626635, 0.7386062, 0.03406494, 0.6858018, 0.34785497]","[0.34173048, 0.2908105, 0.5991262, 0.9200989, 0.029464362, 0.72877884, 0.7678759]","[0.62508774, 0.30865946, 0.8647577, 0.48663858, 0.02126442, 0.5362932, 0.31007385]","[0.5416433, 0.46891358, 0.5829478, 0.941118, 0.058480572, 0.8641128, 0.8345382]",guilt
guilt,When I have to take exams I am very excited and have not much time for the housekeeping. Then my friend has to do everything. ,joy,joy,joy,joy,"[0.07627289, 0.076573476, 0.22007528, 0.1821872, 0.22304665, 0.16330095, 0.09787246]","[0.18450086, 0.06847797, 0.019615736, 0.67497915, 0.7764444, 0.046570856, 0.09247432]","[0.50755787, 0.1032684, 0.82968694, 0.5711348, 0.98881394, 0.5065616, 0.19059306]","[0.030489732, 0.0072015906, 0.0014258423, 0.600198, 0.8798695, 0.0009191136, 0.15682113]",joy
joy,My boyfriend was playing with my cat. He was playing games with her and telling nice things to her. ,joy,joy,joy,joy,"[0.045203317, 0.02115122, 0.3590447, 0.32022363, 0.88177204, 0.09437132, 0.028509479]","[0.0033616452, 0.0009000118, 0.009866208, 0.33958405, 0.9627621, 0.0041132546, 0.011998473]","[0.2224819, 0.003400873, 0.9660571, 0.37237114, 0.9834299, 0.70280373, 0.08478077]","[0.024313278, 0.0012636184, 0.03351943, 0.4366483, 0.96700114, 0.0118694175, 0.07377783]",joy
fear,When I slept for the first time all alone in the house where I live now. A man phoned me at . am. He wanted something from me. I was afraid. ,fear,fear,fear,fear,"[0.023673441, 0.016313225, 0.9332149, 0.2811724, 0.003257498, 0.3651717, 0.08706739]","[0.06596292, 0.01440839, 0.99614906, 0.6547902, 0.00063952565, 0.26968414, 0.56913376]","[0.6376066, 0.05196075, 0.99780315, 0.77507085, 0.0009664794, 0.5354229, 0.56633294]","[0.0014903586, 0.0014531658, 0.99551386, 0.07413134, 0.00057635875, 0.0028155376, 0.0064347666]",fear
anger,My boyfriend told me that I had very high demands towards him. In my opinion this was wrong. ,anger,anger,fear,guilt,"[0.5034107, 0.20757918, 0.49844095, 0.49419224, 0.07663154, 0.41790134, 0.22094034]","[0.7999984, 0.437087, 0.35010773, 0.62073916, 0.008205024, 0.3408429, 0.33964854]","[0.8099398, 0.27222025, 0.8852627, 0.54047257, 0.3836492, 0.6078339, 0.36833194]","[0.6244422, 0.36264437, 0.3344341, 0.6318015, 0.07234288, 0.4172761, 0.46780708]",anger
sadness,"I hadn't been at my parent's place for a long time. When I went to visit them I had high expectations, but when I was there it was very different from what I expected. ",fear,sadness,fear,sadness,"[0.46938822, 0.29208964, 0.51301455, 0.4169831, 0.067635104, 0.49902928, 0.30405352]","[0.37248275, 0.12491093, 0.20772623, 0.4333884, 0.037231453, 0.73388296, 0.29343435]","[0.69649893, 0.11046466, 0.91090083, 0.39263645, 0.12604865, 0.85185766, 0.19746706]","[0.41530848, 0.100938246, 0.26019725, 0.48664942, 0.06365955, 0.7002736, 0.25773445]",sadness
disgust,I read a story in the newspaper about butchers treating their animals very badly. They disgusted me. ,disgust,disgust,disgust,disgust,"[0.74491376, 0.96512246, 0.50257766, 0.5820946, 0.006483685, 0.5433585, 0.8065233]","[0.9922923, 0.9985536, 0.8472041, 0.9407777, 0.0011474524, 0.91209865, 0.99427456]","[0.99622715, 0.99768114, 0.9116411, 0.65104187, 0.003024023, 0.7797951, 0.95308435]","[0.9624884, 0.99716586, 0.5746995, 0.8955725, 0.0025766813, 0.67362165, 0.98336756]",disgust
shame,"I was eating in a very nice restaurant, when the servant asked whether I liked the food I told him that I liked it but that there was one thing which wasn't so good. The servant than worked very hard to make it good. ",joy,guilt,fear,guilt,"[0.10213544, 0.09336399, 0.29664123, 0.315583, 0.4252401, 0.10848304, 0.050306737]","[0.03863866, 0.010817688, 0.087718636, 0.32270277, 0.07623408, 0.06075735, 0.060123157]","[0.31551704, 0.07568967, 0.8797615, 0.5771181, 0.48394683, 0.2395217, 0.23619018]","[0.13359468, 0.022142302, 0.17390148, 0.38528812, 0.3072899, 0.19668697, 0.17155357]",guilt
guilt,A few weeks ago I thought about an exam I had to take soon. I remembered this just before I had to go to sleep. I felt guilt because at the beginning of the year I planned to succeed. ,guilt,guilt,guilt,guilt,"[0.16537456, 0.078682505, 0.41353717, 0.9164483, 0.01747978, 0.66531014, 0.8438893]","[0.046423614, 0.027609747, 0.8303321, 0.9962459, 0.0020316395, 0.83055806, 0.9770259]","[0.07185421, 0.044682804, 0.96206075, 0.9959186, 0.0012134128, 0.8477621, 0.84473187]","[0.0034060434, 0.00349459, 0.036301542, 0.9958912, 0.0012842262, 0.015422755, 0.09373062]",guilt
joy,During my high school time I succeeded to play a concert of Mozart on the piano when I gave my first performance I succeeded to play it very well. ,joy,joy,joy,joy,"[0.6972535, 0.14373271, 0.34978595, 0.20625803, 0.87550956, 0.14926027, 0.01706271]","[0.25184157, 0.0021968663, 0.020874575, 0.107369386, 0.8654111, 0.120728984, 0.0034324147]","[0.80163985, 0.0065358616, 0.8917958, 0.07563926, 0.9663735, 0.56652415, 0.011872197]","[0.6148191, 0.029187268, 0.14292668, 0.1829208, 0.9102972, 0.2356412, 0.017337846]",joy
fear,"When a car ran into me. The moment that I felt on the street I thought ""This is my end, I am going to die"". ",fear,fear,fear,fear,"[0.27525347, 0.44164464, 0.97869635, 0.35058314, 0.0011428751, 0.88996804, 0.25217512]","[0.34091395, 0.5247691, 0.99637526, 0.4691137, 0.00038388348, 0.97458774, 0.41687736]","[0.49550635, 0.11654116, 0.9929274, 0.51060325, 0.00035606127, 0.8796505, 0.15885612]","[0.015982877, 0.06348369, 0.98220706, 0.1835074, 0.00034226148, 0.8859394, 0.03970952]",fear
anger,When our cat was killed in a car-accident I was very angry at the driver of the car because he didn't take enough care. ,anger,anger,anger,anger,"[0.953617, 0.5601433, 0.42288658, 0.5849126, 0.013238522, 0.18784188, 0.32497075]","[0.9977348, 0.9200091, 0.124815755, 0.4918617, 0.0008258923, 0.016160276, 0.0022179075]","[0.9971731, 0.93704396, 0.8696844, 0.42935064, 0.0013182629, 0.31080672, 0.1741893]","[0.9972676, 0.44635674, 0.039764825, 0.58870083, 0.0012287397, 0.0018901556, 0.0056957253]",anger
sadness,"There is a boy who I love very much. I asked him to have dinner with me, but he refused I don't know why he didn't go with me, but I felt very lonely. ",sadness,sadness,sadness,sadness,"[0.25941402, 0.08561513, 0.3626149, 0.49225217, 0.007129127, 0.93545204, 0.16149247]","[0.2326432, 0.0026250586, 0.057732936, 0.78641367, 0.0045766826, 0.9952147, 0.41356203]","[0.6804776, 0.00566786, 0.8030247, 0.7994913, 0.0007918945, 0.9960412, 0.17331713]","[0.031375792, 0.0029549974, 0.014268648, 0.28605393, 0.001071937, 0.9814595, 0.04440166]",sadness
disgust,I saw a dog who was eating excrements. ,disgust,disgust,disgust,disgust,"[0.26393667, 0.537897, 0.14541838, 0.29873043, 0.005899637, 0.48457518, 0.22054066]","[0.7721019, 0.9878969, 0.80211127, 0.8332608, 0.0069810287, 0.7690807, 0.8404149]","[0.92530817, 0.9881131, 0.8478768, 0.757651, 0.026449263, 0.89347273, 0.46077037]","[0.7578475, 0.9533767, 0.64803946, 0.7310329, 0.07166714, 0.8622379, 0.77133626]",disgust
shame,During my Highschool time I was chairman of the student's comitee. In this function I once had to make a speech to a large audience and I was very nervous. After three sentences I forgot my text. ,fear,fear,fear,fear,"[0.33940116, 0.3025101, 0.9521516, 0.4031263, 0.02331237, 0.69526345, 0.33359]","[0.20992425, 0.08687014, 0.9842073, 0.16352905, 0.0042468514, 0.2946495, 0.7920674]","[0.5522296, 0.37909272, 0.9975382, 0.6437729, 0.003803654, 0.6940937, 0.6218907]","[0.0045970916, 0.0043008374, 0.9756496, 0.048768092, 0.0007217179, 0.003444087, 0.099250555]",fear
guilt,"During a holiday in East-Germany I got aquainted with a boy who lived there. We started writing, but I only wrote once. I felt ashamed because I probably was one of his sparse contacts with western Europe. ",guilt,shame,shame,shame,"[0.113882676, 0.5074378, 0.80483335, 0.9882139, 0.0012447851, 0.84869283, 0.97121304]","[0.24279296, 0.62625647, 0.7832986, 0.993569, 0.0006441987, 0.9302362, 0.99421364]","[0.31139186, 0.98643935, 0.99058646, 0.9972752, 0.0005180679, 0.94729275, 0.99790597]","[0.0072720936, 0.69813055, 0.24011089, 0.9863913, 0.00051176886, 0.66415155, 0.9953868]",guilt
joy,When I saw a good friend again after not having seen her for a long time. ,joy,joy,joy,joy,"[0.019688776, 0.02576851, 0.097457424, 0.16033927, 0.93751013, 0.018082598, 0.024833897]","[0.0060178516, 0.00277035, 0.0115615325, 0.057712458, 0.97651005, 0.006796035, 0.0123929735]","[0.03757983, 0.008303849, 0.81407654, 0.29007825, 0.98796755, 0.0625698, 0.09236442]","[0.0016096537, 0.0004846153, 0.014545111, 0.042164262, 0.92459434, 0.08281637, 0.011578186]",joy
fear,When I slipped on a glazed frost road and a car almost ran into me. ,fear,fear,fear,fear,"[0.3932429, 0.16224653, 0.74345565, 0.6155496, 0.005415936, 0.47881222, 0.3306793]","[0.6729938, 0.477572, 0.94311947, 0.8726262, 0.0029917092, 0.8264115, 0.79188603]","[0.8739946, 0.39134628, 0.97525054, 0.87837136, 0.032918196, 0.93635553, 0.7162842]","[0.818998, 0.726927, 0.9588768, 0.8974059, 0.0134477, 0.9417154, 0.85195285]",fear
anger,When people without my permission pry in my belongings and take things out of it. ,anger,anger,anger,anger,"[0.95569587, 0.8183934, 0.8078574, 0.86427826, 0.0037973244, 0.79593813, 0.74034774]","[0.98859966, 0.97134376, 0.9400633, 0.9250029, 0.0011179392, 0.8881797, 0.83337533]","[0.9938241, 0.95522386, 0.8070673, 0.16072664, 0.0015484956, 0.9541752, 0.35285854]","[0.95616037, 0.9160015, 0.8940313, 0.9109603, 0.00094773056, 0.9160668, 0.8392559]",anger
sadness,When I noticed that my parents were not in such a prosperity as most people in my surroundings. ,guilt,guilt,fear,sadness,"[0.4506247, 0.2291973, 0.5868181, 0.63605577, 0.028002514, 0.6154113, 0.13047089]","[0.23787646, 0.043779586, 0.16918214, 0.63830143, 0.008364792, 0.27494818, 0.17696546]","[0.6438406, 0.20283696, 0.92216384, 0.83680904, 0.03259721, 0.87982374, 0.6265598]","[0.6747197, 0.48626173, 0.67006046, 0.74628115, 0.073002145, 0.82296896, 0.67059666]",guilt
disgust,Seeing a pornographic movie in which animals were used. ,disgust,disgust,fear,disgust,"[0.59058154, 0.63452536, 0.5288743, 0.4317159, 0.018849155, 0.29501358, 0.21316685]","[0.6772298, 0.8766473, 0.7537009, 0.7978135, 0.018015563, 0.11472739, 0.3558854]","[0.7941393, 0.825596, 0.98309755, 0.5875723, 0.022065416, 0.5528605, 0.4769019]","[0.74060047, 0.8631721, 0.7596514, 0.6850752, 0.016875835, 0.5162169, 0.51138604]",disgust
shame,When I went for the first time in my life to a nudist-beach. ,fear,joy,fear,joy,"[0.14499569, 0.12993596, 0.68088657, 0.23828734, 0.39146298, 0.04622557, 0.03816727]","[0.06629345, 0.13380075, 0.53544414, 0.2689351, 0.7828915, 0.015472013, 0.09434421]","[0.27473482, 0.16858639, 0.95184696, 0.29779533, 0.8878039, 0.18995444, 0.24145852]","[0.1510347, 0.30618545, 0.67370886, 0.36123726, 0.7007009, 0.06880305, 0.28936726]",fear
guilt,I was caught sneaking sweets. ,guilt,guilt,guilt,guilt,"[0.5037633, 0.38240376, 0.5410335, 0.80152386, 0.004678744, 0.65874183, 0.6218827]","[0.6614542, 0.5669982, 0.8261089, 0.98960286, 0.0027714174, 0.75518006, 0.9541286]","[0.95163035, 0.93651444, 0.987358, 0.99598974, 0.013743781, 0.96229917, 0.99187183]","[0.8152374, 0.83229655, 0.8171478, 0.9695137, 0.037399966, 0.54048973, 0.9253802]",guilt
joy,When I went to visit a friend in the hospital. She had to undergo an operation for rupture. I was glad to hear that the operation succeeded and that she was relieved of her pain. ,joy,joy,joy,joy,"[0.018030178, 0.0016009522, 0.35072467, 0.13010475, 0.93818665, 0.008484297, 0.010146304]","[0.0029291832, 0.00082931254, 0.027423143, 0.042967964, 0.9932105, 0.001905321, 0.0018203988]","[0.019065367, 0.002375261, 0.68008196, 0.051921654, 0.90655214, 0.0057125934, 0.058792282]","[0.0010424684, 0.0005604538, 0.009174416, 0.01412027, 0.98190355, 0.00070984656, 0.0011618714]",joy
fear,"I had an appointment with a good friend. He came hours later than we agreed upon. During the last hour of waiting I was afraid something might had happened, because usally he is in time. ",fear,fear,fear,fear,"[0.40160722, 0.16740604, 0.9633721, 0.5775523, 0.007377612, 0.785847, 0.4598194]","[0.537217, 0.23066081, 0.9954827, 0.7971525, 0.0026018138, 0.9414706, 0.8038769]","[0.4081781, 0.10874834, 0.9896129, 0.38795763, 0.01251868, 0.7741907, 0.18503475]","[0.4173047, 0.035727773, 0.99491525, 0.78794074, 0.00095701206, 0.87786806, 0.6516328]",fear
anger,I worked together with another student on a computer-assignment. She didn't do her best and didn't prepare herself for it. She expected me to explain it to her. ,guilt,guilt,anger,guilt,"[0.4733754, 0.27432638, 0.48226926, 0.5495254, 0.035508536, 0.49936128, 0.2689654]","[0.60386515, 0.40257323, 0.23020142, 0.7739167, 0.025731524, 0.2243296, 0.646336]","[0.75397456, 0.36507854, 0.75344485, 0.38175705, 0.1829422, 0.5897088, 0.20346566]","[0.34459367, 0.36133304, 0.23475114, 0.5892286, 0.042578135, 0.20331997, 0.57003915]",guilt
sadness,I had a quarrel with a good friend about the fact that I didn't pay her a visit when she expected me to come. Hereafter I was very sad because it became a real quarrel. ,sadness,sadness,sadness,sadness,"[0.8754271, 0.18821223, 0.66012186, 0.86193055, 0.0042885994, 0.9689228, 0.77556634]","[0.94447035, 0.09804253, 0.41606817, 0.9789245, 0.00082486914, 0.99790996, 0.99008137]","[0.977233, 0.63070637, 0.82864213, 0.988463, 0.0022957462, 0.9987692, 0.96048224]","[0.56098735, 0.016225524, 0.024548234, 0.9212338, 0.00088919327, 0.9990175, 0.6263112]",sadness
disgust,I was hitch-hiking when a man stopped and gave me a lift to Nijmegen. During the ride he asked me whether I was in for fun. The man was fat and tatooed. ,anger,guilt,fear,joy,"[0.27195168, 0.19977117, 0.26168612, 0.26384357, 0.15902406, 0.13550365, 0.055464342]","[0.07615921, 0.23630685, 0.022772554, 0.3208204, 0.30817804, 0.005500716, 0.07352352]","[0.5425042, 0.117137715, 0.78938633, 0.29506755, 0.65443766, 0.26641372, 0.19378123]","[0.09726552, 0.30704108, 0.032414775, 0.18783404, 0.43983966, 0.0013168581, 0.10941252]",joy
shame,I forgot something I agreed upon with a good friend. ,guilt,guilt,guilt,guilt,"[0.25572544, 0.1790395, 0.34590176, 0.8302515, 0.009112332, 0.6365576, 0.58980155]","[0.13805594, 0.07509705, 0.29565173, 0.9904066, 0.0073916353, 0.7891515, 0.9608695]","[0.5327517, 0.057199694, 0.87626123, 0.97361857, 0.030191634, 0.8281162, 0.8059179]","[0.5265131, 0.32422522, 0.49692947, 0.9290685, 0.0172397, 0.8940058, 0.8677852]",guilt
guilt,"I became very angry with my friend because he didn't do shopping, while we agreed on him doing this. My being angry was proved to be without reason and I felt guilty about it. ",anger,guilt,guilt,anger,"[0.9544922, 0.20014518, 0.37204647, 0.9358789, 0.018554915, 0.72723305, 0.8524068]","[0.98601556, 0.26674074, 0.25666642, 0.99050915, 0.0024301012, 0.5143108, 0.9783837]","[0.99442637, 0.10695213, 0.88035023, 0.99715877, 0.006820275, 0.79569316, 0.95912236]","[0.9939079, 0.019014958, 0.028531667, 0.9874464, 0.001380308, 0.02553971, 0.7938151]",anger
joy,When I got the positive result of my examination to achieve the Bachelor Degree in Plychology. ,joy,joy,joy,joy,"[0.012698552, 0.012081602, 0.052025855, 0.027350686, 0.8993551, 0.0023987135, 0.0024078956]","[0.0040079, 0.0017024056, 0.0023747731, 0.021662159, 0.9729585, 0.0009704896, 0.0020283281]","[0.011219459, 0.0028827789, 0.8654889, 0.02967069, 0.99487334, 0.002891832, 0.004402455]","[0.0034819248, 0.0010665079, 0.0014814079, 0.0074587576, 0.9362758, 0.0016699368, 0.0027368146]",joy
fear,When I was years old I frequently was pursued by others and got sound thrashes. ,anger,fear,fear,fear,"[0.89815974, 0.3642337, 0.80674773, 0.44504595, 0.0056622867, 0.4834107, 0.20741399]","[0.9038925, 0.7689675, 0.9561454, 0.64995795, 0.0033450394, 0.39859968, 0.7385625]","[0.962529, 0.8349196, 0.98005533, 0.6744366, 0.032348853, 0.7677221, 0.8613952]","[0.91523945, 0.6883775, 0.9210817, 0.60965836, 0.019471535, 0.6011442, 0.73599386]",anger
anger,"My girlfriend one day went out and promised to be back at . pm however she first arrived at . pm, without a message (we had to go out that evening). ",sadness,guilt,sadness,sadness,"[0.55277777, 0.2830042, 0.59506243, 0.47770888, 0.037780713, 0.7146148, 0.35444412]","[0.59443194, 0.36658415, 0.48909712, 0.8255488, 0.009915378, 0.793377, 0.7612572]","[0.878692, 0.61263996, 0.6281964, 0.6344646, 0.10744077, 0.9240498, 0.39337623]","[0.7369879, 0.54802793, 0.562959, 0.853028, 0.18048616, 0.89285284, 0.7482956]",sadness
sadness,When my girlfriend decided to finish our relation. ,sadness,sadness,fear,sadness,"[0.46069348, 0.21241389, 0.53441125, 0.40870127, 0.009187554, 0.81468457, 0.2015806]","[0.69200855, 0.46048144, 0.67031485, 0.62641346, 0.012453764, 0.92891556, 0.37796432]","[0.868824, 0.37774673, 0.9756752, 0.69253576, 0.052364845, 0.96044225, 0.49988884]","[0.77365285, 0.55630225, 0.69791275, 0.72123224, 0.05856802, 0.9202898, 0.71817213]",sadness
disgust,When once again I drank too much and felt very rotten the morning after. ,disgust,disgust,disgust,disgust,"[0.26820892, 0.78551406, 0.45846805, 0.72103876, 0.0029027534, 0.603126, 0.4320509]","[0.28174543, 0.9557071, 0.3737469, 0.9176531, 0.0025682857, 0.7658129, 0.8315806]","[0.76064503, 0.9870072, 0.95176035, 0.9696228, 0.0022725123, 0.8730204, 0.90564704]","[0.37019432, 0.9364613, 0.26340857, 0.8654884, 0.013407331, 0.4396173, 0.81140256]",disgust
shame,When I overslept for the second time on the day I had an examination. ,guilt,guilt,fear,guilt,"[0.5324063, 0.441392, 0.71202654, 0.760782, 0.0088880155, 0.6755413, 0.4383378]","[0.59519273, 0.6144221, 0.87466943, 0.906162, 0.007922239, 0.6980917, 0.8305977]","[0.8878197, 0.7341357, 0.98302907, 0.9728544, 0.06092335, 0.9222796, 0.90202296]","[0.67387754, 0.6969093, 0.8137029, 0.9278667, 0.013297685, 0.9147427, 0.89477646]",guilt
guilt,"When having a relationship, I made love with another girl. ",guilt,guilt,fear,joy,"[0.11211568, 0.050128266, 0.13388082, 0.4207274, 0.41523725, 0.207051, 0.13482518]","[0.07638689, 0.044666644, 0.07349764, 0.5535865, 0.178769, 0.09359251, 0.36624524]","[0.3872944, 0.13313806, 0.9388597, 0.7332043, 0.61588675, 0.3605156, 0.66816163]","[0.060525086, 0.049048863, 0.15702495, 0.6640131, 0.6774076, 0.1218937, 0.4298635]",guilt
joy,When the girl with whom I am in love smiles at me. ,joy,joy,joy,joy,"[0.019831963, 0.012776986, 0.13154766, 0.6207102, 0.9535113, 0.05326725, 0.05809079]","[0.0022023262, 0.0008097235, 0.0053659095, 0.4638791, 0.97989345, 0.0135162575, 0.012118634]","[0.008951338, 0.0024789658, 0.878998, 0.46805316, 0.9941881, 0.00983931, 0.03899054]","[0.0020877826, 0.0015267469, 0.0047835167, 0.09729947, 0.9613122, 0.0017741878, 0.004062433]",joy
fear,When biking and I felt very bad (problems with heart and respiration). ,sadness,sadness,fear,fear,"[0.064939104, 0.21887124, 0.574068, 0.28952178, 0.001642944, 0.5893498, 0.17458129]","[0.08458442, 0.41783494, 0.7832697, 0.22141814, 0.000698422, 0.8789255, 0.3046012]","[0.31407502, 0.3609303, 0.974645, 0.5745332, 0.00055233226, 0.9261957, 0.3803321]","[0.04169515, 0.09752035, 0.6849137, 0.09974815, 0.00089164695, 0.32772127, 0.10981611]",fear
anger,"When a discussion resulted in an insult, which in my opinion, was not justified. ",anger,anger,anger,anger,"[0.86030406, 0.713182, 0.5370934, 0.78065735, 0.0124870585, 0.49927592, 0.47593042]","[0.9582853, 0.8641128, 0.20472902, 0.8514401, 0.002077297, 0.40611526, 0.72503984]","[0.97564894, 0.9018389, 0.83818156, 0.2884633, 0.003731511, 0.5126932, 0.31007567]","[0.9048403, 0.8164911, 0.16293755, 0.7599288, 0.002799223, 0.66479564, 0.62830293]",anger
sadness,When I realized that it did not make much sense to start a relationship with a girl who was not very constructive to establish a firm relationship. ,sadness,guilt,fear,sadness,"[0.25117677, 0.29190725, 0.46917236, 0.5470167, 0.019846885, 0.6184733, 0.16381536]","[0.10412916, 0.16443653, 0.14648645, 0.7497562, 0.0072675133, 0.49796376, 0.21903656]","[0.43366703, 0.13856609, 0.88004977, 0.7988111, 0.023761129, 0.79108167, 0.27147675]","[0.30294082, 0.37078238, 0.25409865, 0.713801, 0.031338952, 0.744461, 0.459359]",guilt
disgust,When I had to finish those big amounts of homework in time. ,fear,fear,fear,fear,"[0.5460804, 0.38550496, 0.87819946, 0.6600246, 0.010829384, 0.5009761, 0.2150503]","[0.66318923, 0.65256286, 0.9233132, 0.8846288, 0.0044032247, 0.8124283, 0.42187867]","[0.88925976, 0.5326873, 0.9867415, 0.9180601, 0.056103196, 0.8982091, 0.5245358]","[0.6992449, 0.609521, 0.90196264, 0.8093149, 0.013187058, 0.7989948, 0.53099614]",fear
shame,"When I gave water to the plants of a friend. Then one plant fell over, and a little statue broke. I, of course, had to tell him everything. ",guilt,guilt,guilt,guilt,"[0.2331175, 0.13309892, 0.27631313, 0.6269415, 0.024792654, 0.57583046, 0.27381775]","[0.56391567, 0.52974284, 0.6591838, 0.97563154, 0.016463812, 0.91090816, 0.8932174]","[0.41399944, 0.19871722, 0.85931754, 0.8796878, 0.016728092, 0.718218, 0.4839142]","[0.6040128, 0.70937675, 0.6663414, 0.9329083, 0.04481149, 0.8968984, 0.77971286]",guilt
guilt,When I had broken a piece of glass of the refrigerator by putting a hot pan in it. ,guilt,guilt,guilt,guilt,"[0.57010716, 0.2765421, 0.56278664, 0.7809768, 0.0106436, 0.6066499, 0.49758923]","[0.8477546, 0.77312946, 0.8105808, 0.9545765, 0.019814176, 0.84374875, 0.88794035]","[0.9177903, 0.79180044, 0.93568355, 0.96758616, 0.05579113, 0.93786335, 0.8727908]","[0.861473, 0.8787856, 0.8700454, 0.9582134, 0.09322793, 0.90185744, 0.90499365]",guilt
joy,On my birthday when several good friends came to visit me. ,joy,joy,joy,joy,"[0.042671435, 0.026282324, 0.110976264, 0.10173431, 0.8995221, 0.005709252, 0.0090056155]","[0.01669331, 0.0029004246, 0.01845439, 0.070008226, 0.9517939, 0.0025424797, 0.0070971507]","[0.14976647, 0.011021038, 0.92623025, 0.39715692, 0.993367, 0.042523295, 0.11386071]","[0.049987603, 0.007738745, 0.1206566, 0.25389296, 0.9694167, 0.005532934, 0.06321204]",joy
fear,I went to the apartment of my boyfriend and saw some people before his door. I thought that something had happened. ,fear,fear,fear,fear,"[0.31844947, 0.1534045, 0.8843416, 0.53698486, 0.0071096173, 0.53667, 0.16431242]","[0.53030044, 0.07094315, 0.99345845, 0.8630396, 0.0010524512, 0.7543925, 0.40585053]","[0.7485654, 0.08661853, 0.90260136, 0.8322276, 0.009189599, 0.8064011, 0.534092]","[0.52702904, 0.0888421, 0.951669, 0.8824462, 0.01294638, 0.6393386, 0.47049657]",fear
anger,"My father called me (behind my mother's back) and told me that my mother disapproved my behavior in the weekend. However, he didn't tell me the details and left me with unanswered questions. ",sadness,guilt,fear,sadness,"[0.5505636, 0.3274685, 0.58819664, 0.6404396, 0.017420027, 0.6916445, 0.33818227]","[0.6374047, 0.7191572, 0.7883461, 0.8526386, 0.018347442, 0.6535304, 0.8279907]","[0.9270362, 0.6235091, 0.96882164, 0.9441739, 0.16456412, 0.8532748, 0.87263656]","[0.70727605, 0.75889033, 0.723276, 0.77795947, 0.013528661, 0.8295385, 0.7147573]",guilt
sadness,"I felt very lonely, was very dissatisfied with myself when I realised that I could feel very jealous of other women because of my boyfriend. ",disgust,sadness,sadness,disgust,"[0.56096995, 0.97847444, 0.43466252, 0.9656406, 0.0010195621, 0.977489, 0.9374851]","[0.5199174, 0.9897871, 0.069536395, 0.9885456, 0.0005589776, 0.9949404, 0.9906282]","[0.83110404, 0.9887677, 0.9819582, 0.9878395, 0.0007211095, 0.99103105, 0.9872305]","[0.018318336, 0.92242616, 0.012148663, 0.8258119, 0.00055276963, 0.87254685, 0.8071415]",disgust
disgust,"A scene in a film in which one man repressed another one. By concidence, their position was reversed. The other man was repressed in an identical way as he did before. ",fear,fear,anger,fear,"[0.028344061, 0.01179625, 0.2088507, 0.045595273, 0.0051956214, 0.047373477, 0.011284275]","[0.14597471, 0.020385876, 0.3527563, 0.040130273, 0.0016834714, 0.03076548, 0.014546061]","[0.25406447, 0.056161962, 0.043386653, 0.11846582, 0.00317588, 0.1413396, 0.05259325]","[0.13649656, 0.046100795, 0.3964498, 0.08577202, 0.004197015, 0.07974787, 0.061465714]",fear
shame,When I do not succeed in making myself clear to other people. When they do not understand what I say. ,guilt,guilt,fear,sadness,"[0.9643363, 0.9473762, 0.9513221, 0.9690916, 0.45231596, 0.9651483, 0.9416646]","[0.7234077, 0.71639764, 0.8954425, 0.9671214, 0.026822219, 0.9479419, 0.94557256]","[0.7942894, 0.35384402, 0.9796093, 0.9229919, 0.03043859, 0.9455561, 0.8561485]","[0.78430575, 0.69030166, 0.8370753, 0.90498936, 0.009642651, 0.9216531, 0.88156766]",sadness
guilt,After the death of a girl who I disliked. ,sadness,disgust,sadness,sadness,"[0.55919856, 0.6364502, 0.4123387, 0.74903977, 0.010294717, 0.9061208, 0.20723426]","[0.7721817, 0.9458475, 0.40039617, 0.75271285, 0.002054815, 0.9204045, 0.42746058]","[0.89043355, 0.845295, 0.9553282, 0.8820097, 0.017256796, 0.9657179, 0.57265633]","[0.7518499, 0.8899466, 0.45424727, 0.78790873, 0.009131223, 0.9394041, 0.66651034]",sadness
joy,"I felt joyful when my boyfriend met me at the station, while at first he had said that he would not do that. ",joy,joy,joy,joy,"[0.0020541954, 0.001012739, 0.16089806, 0.031868435, 0.9856046, 0.002311048, 0.0012141458]","[0.0006448704, 0.000531779, 0.0011872619, 0.011176118, 0.9969903, 0.00063518516, 0.00078717264]","[0.0013236864, 0.00059661677, 0.9751931, 0.015913378, 0.9982509, 0.0010536917, 0.0015109716]","[0.0004437295, 0.00031483933, 0.0013733663, 0.0044273315, 0.9980197, 0.0005278876, 0.0005824988]",joy
