labels,text,emo_name,expr_emo,feels_emo,emotion,prob_emo_name,prob_expr_emo,prob_feels_emo,prob_emotion,ensemble
fear,"Being alone in Europe and having to catch a train and bus to the airport, then board the plane alone. ",sadness,sadness,fear,sadness,"[0.6957585, 0.8799305, 0.8947298, 0.8504879, 0.015644575, 0.93271464, 0.896528]","[0.9641239, 0.9533793, 0.98004395, 0.9275296, 0.0019765906, 0.9824197, 0.9753254]","[0.8851769, 0.84026784, 0.98199, 0.82998806, 0.0003728157, 0.96678656, 0.85637635]","[0.6933314, 0.7736126, 0.8377071, 0.713437, 0.010545404, 0.9708193, 0.75422525]",sadness
anger,At school teacher for not allowing us to go out on New Year's Eve when on a class trip overseas. ,anger,anger,anger,anger,"[0.9309804, 0.8050546, 0.7736982, 0.74059004, 0.0014015776, 0.8266106, 0.89012337]","[0.9906674, 0.9785003, 0.8737458, 0.96086764, 0.0001897442, 0.9656362, 0.9748858]","[0.99186444, 0.836546, 0.97805583, 0.92646, 0.0011744106, 0.9666962, 0.8569825]","[0.9550145, 0.91459113, 0.8349109, 0.81864965, 0.00036061683, 0.9356289, 0.8439234]",anger
sadness,I was in a car accident on the way back from a weekend rowing regatta we'd won. others were in the car. I thought I'd never be able to row again. ,fear,fear,sadness,sadness,"[0.49751985, 0.6610832, 0.8531888, 0.54753685, 0.023241898, 0.84923816, 0.70735914]","[0.8851295, 0.8056338, 0.95830315, 0.89166826, 0.030273765, 0.95459807, 0.92450976]","[0.7312319, 0.5668536, 0.86072266, 0.7437159, 0.02401623, 0.918976, 0.57427424]","[0.6790768, 0.4645551, 0.82708234, 0.60299206, 0.023721574, 0.92056406, 0.6074076]",sadness
disgust,Our boarder burping after meals ! ,disgust,disgust,fear,shame,"[0.59383523, 0.865156, 0.39495385, 0.5949615, 0.06534071, 0.46016002, 0.8518409]","[0.9677442, 0.9834748, 0.7270898, 0.81118566, 0.01814265, 0.75536776, 0.96932775]","[0.752332, 0.80995536, 0.944348, 0.6933533, 0.001237057, 0.21909234, 0.4872093]","[0.32292268, 0.61917365, 0.2362327, 0.22890235, 0.026531288, 0.09094141, 0.66407967]",disgust
shame,Felt ashamed when in a group conversation and could not understand words or comprehend the topic of discussion. ,shame,fear,shame,shame,"[0.2781804, 0.9700982, 0.9192857, 0.92885506, 0.00036754893, 0.9775929, 0.98421997]","[0.57699555, 0.969027, 0.98091197, 0.9624264, 0.00021918213, 0.9713878, 0.9633512]","[0.19024627, 0.97211975, 0.98383486, 0.9812459, 0.00017324224, 0.98671305, 0.9946215]","[0.5748047, 0.92297053, 0.86169344, 0.89713174, 0.00015674543, 0.97598404, 0.9866008]",shame
guilt,Guilty when I hadn't walked my dog for quite a few days and had given her no attention. ,guilt,guilt,guilt,guilt,"[0.5209104, 0.6402373, 0.73396176, 0.9925845, 0.00068399793, 0.7550898, 0.9670327]","[0.8493298, 0.9529742, 0.93219453, 0.9973029, 0.0002663514, 0.9772917, 0.9944646]","[0.931616, 0.9381497, 0.9250029, 0.9963737, 0.00067890214, 0.9845169, 0.9922712]","[0.545723, 0.71636546, 0.8048193, 0.9962947, 0.00027444394, 0.89176756, 0.95228857]",guilt
joy,When I won a position on the track-team for the trans-tasman games when I was eleven. ,joy,joy,fear,joy,"[0.0909802, 0.040114544, 0.22642381, 0.28562114, 0.6546546, 0.17146067, 0.053510427]","[0.569872, 0.3436581, 0.5775344, 0.5295824, 0.9012903, 0.52224183, 0.6406482]","[0.33538908, 0.17908564, 0.8173121, 0.2832778, 0.5848079, 0.4286221, 0.09593451]","[0.1914076, 0.12707171, 0.21654992, 0.22814982, 0.6206723, 0.06847854, 0.12919651]",joy
fear,When I was jumped by three men in a deserted area. ,fear,fear,anger,fear,"[0.7869681, 0.7287428, 0.83791083, 0.6172695, 0.0077836947, 0.65129954, 0.8160151]","[0.9619063, 0.95272964, 0.9845567, 0.8579329, 0.0016536895, 0.9446054, 0.9607756]","[0.9282362, 0.8076934, 0.91902566, 0.699355, 0.00078001997, 0.7467817, 0.7632796]","[0.7453056, 0.72123075, 0.861125, 0.62832063, 0.0066782366, 0.7391443, 0.7715108]",fear
anger,Once a person in authority (school teacher) was telling blatant lies about me and the headmistress would not let me defend myself. She was also telling lies about other members of my family. ,shame,anger,fear,fear,"[0.70815134, 0.82734746, 0.68321085, 0.67777866, 0.053891074, 0.71311384, 0.8298882]","[0.95862126, 0.9431942, 0.93135726, 0.8331427, 0.0095734, 0.6924206, 0.9279888]","[0.7929603, 0.63529676, 0.9662141, 0.44959223, 0.012686123, 0.47306725, 0.50349736]","[0.87494755, 0.7955594, 0.87584275, 0.71157223, 0.029094487, 0.6057238, 0.7890574]",fear
sadness,When my mother died. ,sadness,sadness,sadness,sadness,"[0.47733966, 0.7241431, 0.6409077, 0.7255388, 0.086563446, 0.93050563, 0.695644]","[0.7717117, 0.7983638, 0.8213339, 0.8539155, 0.009311829, 0.9888575, 0.82630956]","[0.6990953, 0.5097297, 0.9323739, 0.72945654, 0.010840378, 0.9665228, 0.42188808]","[0.6215543, 0.58655006, 0.67426294, 0.62340117, 0.008343484, 0.98276615, 0.5475236]",sadness
disgust,When somebody who had been a bully and had acted cruelly to others who were unable to defend themselves was taken down a few notches and he began to grovel. I was disgusted with his grovelling and the manner in which he had treated others. ,disgust,disgust,disgust,disgust,"[0.8139547, 0.99708015, 0.7844614, 0.7944501, 0.010003781, 0.91685367, 0.967946]","[0.9901405, 0.99754083, 0.89556855, 0.9451565, 0.0044435845, 0.9536518, 0.98500466]","[0.7943899, 0.9963135, 0.9395734, 0.93716824, 0.0010475987, 0.5904924, 0.9478739]","[0.8845572, 0.9916741, 0.7472888, 0.6239237, 0.0009231877, 0.6868877, 0.8939209]",disgust
shame,When I was twelve I was babysitting some children but I did not act very responsibly and one of them was injured. ,guilt,shame,guilt,guilt,"[0.7792922, 0.670727, 0.590069, 0.91120493, 0.094094925, 0.8284534, 0.9089938]","[0.895034, 0.86822325, 0.8994523, 0.9601198, 0.015649157, 0.9320169, 0.969341]","[0.64205366, 0.5320442, 0.81492937, 0.8584117, 0.003866444, 0.67177683, 0.683544]","[0.71956885, 0.61853004, 0.7522449, 0.8070366, 0.01548222, 0.6333074, 0.7948745]",guilt
guilt,When something went wrong for me I lashed out at someone else whom I loved and who was not in any way responsible for what had happened (my sister). ,anger,anger,anger,anger,"[0.9326628, 0.39061466, 0.6675297, 0.6002872, 0.010573552, 0.6285204, 0.80565894]","[0.9896288, 0.8528717, 0.45019937, 0.7433039, 0.0001062038, 0.32135913, 0.85921323]","[0.98196226, 0.17952101, 0.6383455, 0.6464449, 0.0001720166, 0.8568003, 0.4208697]","[0.9721869, 0.5193484, 0.63414884, 0.6591234, 0.00039875708, 0.39391452, 0.57052195]",anger
joy,Easter holiday - I had been working weekends and had just left. ,guilt,sadness,fear,sadness,"[0.4741037, 0.51380926, 0.5148338, 0.59737706, 0.21700852, 0.50259495, 0.4804216]","[0.70837, 0.6800127, 0.6018416, 0.7927147, 0.8271447, 0.88902235, 0.75720304]","[0.6215463, 0.43894088, 0.8837487, 0.6714888, 0.489784, 0.7231195, 0.4047885]","[0.52505124, 0.52720195, 0.54962724, 0.6255054, 0.6825545, 0.7252034, 0.48278993]",sadness
fear,Haven't been frightened for ages. ,fear,joy,fear,fear,"[0.0020362663, 0.0031846156, 0.3315778, 0.0013409818, 0.09411467, 0.0012188038, 0.0017025378]","[0.03024225, 0.068739444, 0.12453666, 0.014790207, 0.25828037, 0.019091384, 0.009567272]","[0.003440753, 0.0021426722, 0.6769687, 0.0018316531, 0.6234031, 0.0069171176, 0.00041455653]","[0.099247925, 0.15263042, 0.5051171, 0.08226971, 0.08676471, 0.0047367173, 0.08727327]",fear
anger,I visited a special education school. The headmaster applied a policy of strict positive - negative reinforcement to the children involved. Children who measured up to his standards were made a fuss of - children who didn't were ignored. ,sadness,guilt,fear,anger,"[0.21393335, 0.17930752, 0.2239928, 0.26488462, 0.26969817, 0.37598428, 0.13688889]","[0.629401, 0.44201985, 0.54622585, 0.65087706, 0.28170455, 0.5115097, 0.51557714]","[0.31338152, 0.25136185, 0.66674984, 0.26422805, 0.15219337, 0.33949628, 0.1386025]","[0.27046275, 0.18433344, 0.104282975, 0.23811954, 0.12596509, 0.05403711, 0.09069812]",fear
sadness,I felt sad with the two situations I described before. The cat and the school. Sadness was intermingled with the other feelings. ,sadness,sadness,sadness,sadness,"[0.268809, 0.6572129, 0.6352212, 0.707803, 0.03682339, 0.99748397, 0.9168038]","[0.007465009, 0.6487466, 0.56325895, 0.7150196, 0.0005818409, 0.9953811, 0.8257347]","[0.008273355, 0.42508933, 0.92925036, 0.48961562, 0.0016462997, 0.9984308, 0.6470321]","[0.0013327453, 0.23847294, 0.10036849, 0.35075405, 0.00035831533, 0.999491, 0.48263302]",sadness
disgust,"Next door nieghbour ran over his cat in driveway, he tried to finish it off with a flat shovel. I would have taken cat to veterinary to either kill humanely or cure. ",sadness,disgust,anger,sadness,"[0.6973254, 0.8692397, 0.6058467, 0.4560306, 0.010143092, 0.86934006, 0.82139105]","[0.9750999, 0.984945, 0.9716622, 0.95836884, 0.010211473, 0.967162, 0.97375214]","[0.97197354, 0.9389264, 0.9547573, 0.77299094, 0.00060562906, 0.9042919, 0.626823]","[0.7936029, 0.8376924, 0.7700836, 0.7796106, 0.008037608, 0.9580597, 0.67750734]",sadness
shame,Haven't felt shame for ages. ,shame,disgust,joy,shame,"[0.0013616995, 0.005283524, 0.00064266246, 0.0025105965, 0.028667742, 0.010606327, 0.059391357]","[0.012617771, 0.24655452, 0.007770309, 0.018160822, 0.19119263, 0.16454995, 0.07164233]","[0.0036490643, 0.0028156424, 0.19845344, 0.004225977, 0.327191, 0.039913327, 0.004353558]","[0.025837235, 0.09556327, 0.01750877, 0.028190035, 0.022997325, 0.012202132, 0.8403107]",shame
guilt,"I borrowed a friend's books and forgot I had them, she asked for them back and I told her I didn't have them. I duly found and returned them. ",sadness,guilt,fear,guilt,"[0.013737377, 0.097832724, 0.1357259, 0.26634955, 0.04808765, 0.2895828, 0.06341967]","[0.5333107, 0.38081017, 0.51054394, 0.89496785, 0.07538913, 0.6668072, 0.85699725]","[0.1799572, 0.0642163, 0.78925204, 0.42422098, 0.03284051, 0.15567715, 0.16573952]","[0.4411865, 0.38694558, 0.4159497, 0.6297348, 0.2136923, 0.53201187, 0.48171782]",guilt
joy,"Getting my kitten, found at work several years ago, taking him home in a box on my motorbike, showing it to my defacto. ",joy,joy,joy,joy,"[0.1981914, 0.053985458, 0.11955264, 0.46527323, 0.6136884, 0.48100337, 0.34828886]","[0.6742043, 0.44438484, 0.67740226, 0.70028555, 0.9554272, 0.7728691, 0.60157627]","[0.42284644, 0.06299251, 0.3872832, 0.4508638, 0.77674884, 0.492607, 0.071395755]","[0.2044403, 0.16941877, 0.28644064, 0.44990364, 0.7867855, 0.44677654, 0.19512741]",joy
fear,Obscene phone call where the person knew my name. ,disgust,disgust,disgust,disgust,"[0.9144296, 0.967431, 0.5541096, 0.69755435, 0.0032198753, 0.58287066, 0.95710206]","[0.968154, 0.98983556, 0.71499825, 0.46654058, 0.00024136371, 0.03415599, 0.9784289]","[0.7986431, 0.9317442, 0.72457004, 0.37763813, 0.00033626796, 0.28589922, 0.79424715]","[0.8793614, 0.95166963, 0.61062443, 0.67778295, 0.0034945353, 0.27431053, 0.8899173]",disgust
anger,At work being shifted to another area. ,sadness,sadness,fear,sadness,"[0.5949838, 0.64748806, 0.598323, 0.58044213, 0.08000548, 0.85656893, 0.5511431]","[0.54283, 0.50170654, 0.78768843, 0.4540955, 0.03721272, 0.8765611, 0.56765175]","[0.526365, 0.3327624, 0.8432071, 0.40093672, 0.049278602, 0.73971134, 0.3227984]","[0.41780064, 0.44649208, 0.5114765, 0.37331563, 0.09292372, 0.7336854, 0.3619153]",sadness
sadness,"Enrolling at varsity, being told I couldn't get in to certain papers. ",shame,sadness,fear,sadness,"[0.7624639, 0.6340607, 0.64292, 0.6469152, 0.02887423, 0.7990461, 0.8119162]","[0.944642, 0.9159764, 0.9152641, 0.8829935, 0.03549767, 0.9617095, 0.955415]","[0.94299054, 0.83671796, 0.9621582, 0.82542914, 0.005364026, 0.931177, 0.81238776]","[0.7756538, 0.74999416, 0.7696778, 0.7082078, 0.15119371, 0.9092633, 0.75647587]",sadness
disgust,Noticing my flat had maggotts ! ,disgust,disgust,disgust,disgust,"[0.8386595, 0.9594977, 0.860927, 0.72303957, 0.0010909095, 0.86584246, 0.94119006]","[0.97851, 0.9949066, 0.97475046, 0.9186958, 0.000329094, 0.9577284, 0.9854393]","[0.97412777, 0.9919453, 0.96488714, 0.8532035, 0.00061373797, 0.926056, 0.9200159]","[0.8192815, 0.9487741, 0.68754864, 0.6029139, 0.00089334167, 0.59077626, 0.8685814]",disgust
shame,"A serious drug error while nursing that I knew I was responsible for (patient lived, no complications fortunately). ",shame,shame,guilt,guilt,"[0.628392, 0.63436234, 0.5310851, 0.9117575, 0.0010231902, 0.78596467, 0.9230164]","[0.732465, 0.72853476, 0.55157727, 0.95721555, 0.0002965887, 0.9452084, 0.9670262]","[0.76913536, 0.5715617, 0.6898433, 0.9260176, 0.00036669057, 0.8468029, 0.61621374]","[0.63063914, 0.54692423, 0.62664133, 0.8467624, 0.0007859598, 0.8450043, 0.7623265]",guilt
guilt,Forgot to turn up on prescribed day for jury service. ,shame,shame,guilt,guilt,"[0.61195946, 0.79614204, 0.5584112, 0.58404994, 0.009957711, 0.7926997, 0.8743095]","[0.87910926, 0.85039437, 0.68081295, 0.9668396, 0.0001536359, 0.918079, 0.9760996]","[0.7284254, 0.60244834, 0.80704606, 0.83757836, 0.00024558176, 0.6506383, 0.75952315]","[0.7283549, 0.73686963, 0.5685295, 0.8368845, 0.0045076073, 0.8342663, 0.831826]",shame
joy,When I was finally able to return to a job that I enjoyed doing after several months absence (I was not needed during this time). ,joy,joy,joy,joy,"[0.04396137, 0.0006189992, 0.02800636, 0.103917904, 0.7779484, 0.037423242, 0.006174912]","[0.04429451, 0.005722767, 0.050138596, 0.18322156, 0.9527598, 0.12618928, 0.11211424]","[0.092306726, 0.0010955632, 0.47161064, 0.106994666, 0.8478384, 0.22906798, 0.006194273]","[0.23143895, 0.028994588, 0.35020056, 0.3915535, 0.8195499, 0.18934515, 0.11481958]",joy
fear,When I was attacked by a teenage boy and had my wallet stolen. ,shame,fear,anger,sadness,"[0.8019312, 0.7476121, 0.79336923, 0.7462034, 0.01128204, 0.7781248, 0.85020405]","[0.9606523, 0.9435026, 0.972648, 0.9202871, 0.00054018066, 0.96495205, 0.9708543]","[0.9479008, 0.8560286, 0.9047675, 0.7262643, 0.00061163056, 0.89350677, 0.81718105]","[0.74041265, 0.71281147, 0.76972145, 0.67449343, 0.0023903227, 0.84337175, 0.7640434]",sadness
anger,Someone who was speeding was forced to slow down when I pulled out onto the road and proceeded to abuse me at the next set of traffic lights. ,shame,anger,anger,disgust,"[0.6291901, 0.8222527, 0.68513894, 0.60440505, 0.0548878, 0.6376535, 0.8374308]","[0.98192906, 0.9682413, 0.90436906, 0.89534557, 0.003780505, 0.71416074, 0.96056813]","[0.92277884, 0.5260223, 0.7247863, 0.31598148, 0.0002831176, 0.10927581, 0.41977075]","[0.7481169, 0.76952267, 0.62048036, 0.5372576, 0.072725214, 0.20300952, 0.6540934]",anger
sadness,When someone I was close to became a paranoid schizophrenic and I was unable to see this person because of the situation. ,shame,fear,sadness,sadness,"[0.722363, 0.7984417, 0.8143772, 0.83947957, 0.05631256, 0.8949279, 0.8954842]","[0.8690738, 0.8850995, 0.95504457, 0.9199898, 0.0016826871, 0.9455907, 0.92484105]","[0.37460363, 0.46904227, 0.5452247, 0.44306254, 0.00020572868, 0.6153187, 0.37814805]","[0.62607265, 0.71149653, 0.80203056, 0.6810229, 0.0014731887, 0.91042554, 0.690331]",sadness
disgust,"When someone whom I considered my friend, without telling me he was annoyed, proceeded to ignore me for several meets with no apparent reason. ",anger,shame,anger,anger,"[0.9527611, 0.7755281, 0.56747824, 0.5209314, 0.014710441, 0.84977305, 0.8985713]","[0.6072839, 0.6398034, 0.28919503, 0.3243161, 9.2047594e-05, 0.625959, 0.9088674]","[0.9912771, 0.87170374, 0.6712396, 0.36845985, 0.0002803999, 0.71639323, 0.6805506]","[0.67977685, 0.64957464, 0.48309478, 0.42418247, 0.00013782828, 0.52274996, 0.5821545]",anger
shame,When some unforgiving acquaintance dragged up an old and rather embarassing situation from my past. ,shame,shame,anger,shame,"[0.7746439, 0.82905316, 0.6673509, 0.7592149, 0.0016995141, 0.86826915, 0.96506006]","[0.9596161, 0.96826124, 0.72786707, 0.9308739, 0.00022043918, 0.95418406, 0.9836797]","[0.9738186, 0.8536428, 0.8558578, 0.6194717, 0.00019931499, 0.8621401, 0.923053]","[0.76338106, 0.75661045, 0.66680914, 0.6602266, 0.00056107057, 0.884226, 0.91021216]",shame
guilt,When I made a mistake at work and when questioned about it pretended I had nothing to do with the problem. ,shame,shame,fear,shame,"[0.5910016, 0.77884156, 0.5872496, 0.58944327, 0.03355738, 0.7559206, 0.88408166]","[0.90545845, 0.8964197, 0.8431955, 0.92945075, 0.0015672633, 0.8670006, 0.97000366]","[0.82026297, 0.7177904, 0.95297, 0.72287667, 0.00069202314, 0.6795471, 0.7213085]","[0.82414746, 0.81991345, 0.73504704, 0.715141, 0.005815707, 0.67305267, 0.8324738]",shame
joy,At my wedding - standing with the man I love and acknowledging that fact to members of family and friends. ,joy,joy,fear,joy,"[0.013584182, 0.12339932, 0.20303263, 0.2601433, 0.8010192, 0.37372833, 0.13610324]","[0.12558271, 0.041771963, 0.23433192, 0.41788164, 0.93996453, 0.5869243, 0.5960263]","[0.29761648, 0.22123365, 0.85853016, 0.35591912, 0.77337295, 0.5461073, 0.103971235]","[0.13443317, 0.09897344, 0.16601771, 0.33296657, 0.79234135, 0.34539798, 0.40423492]",joy
fear,As a result of breaking the indicator light as mentioned for guilt. ,guilt,guilt,guilt,guilt,"[0.012157633, 0.0022380839, 0.001168482, 0.99123317, 0.00029431804, 0.0065676514, 0.50110984]","[0.060462676, 0.018595612, 0.02765152, 0.99355006, 0.0003924464, 0.39643115, 0.9635721]","[0.5092073, 0.37830365, 0.65365154, 0.9939365, 0.00025677987, 0.83623034, 0.97776663]","[0.0053707645, 0.0019537508, 0.0016835508, 0.9842068, 0.00038486897, 0.0030841043, 0.023941536]",guilt
anger,Arriving home from work after a long and tiring day to find no dinner prepared as I had expected. ,sadness,sadness,sadness,sadness,"[0.8035918, 0.8248106, 0.7812932, 0.7398588, 0.0026703987, 0.86924106, 0.8536136]","[0.97002214, 0.95201856, 0.91757405, 0.91625893, 0.00024319412, 0.98102874, 0.97567546]","[0.9679666, 0.8984307, 0.815266, 0.87819463, 0.0002305775, 0.9692323, 0.8715934]","[0.836165, 0.85593516, 0.8135225, 0.735434, 0.009073257, 0.97954476, 0.79488915]",sadness
sadness,At the death of my husband's father's mother which occurred during university examinations and therefore I was unable to attend her funeral. ,sadness,sadness,sadness,sadness,"[0.73446965, 0.7028993, 0.65837926, 0.8233528, 0.13109984, 0.9154562, 0.8208807]","[0.8487439, 0.77355725, 0.8110777, 0.91983163, 0.021257399, 0.978684, 0.9182008]","[0.85558754, 0.7103405, 0.856939, 0.87443024, 0.035267733, 0.9537424, 0.7858559]","[0.64261216, 0.5767493, 0.7139281, 0.67471135, 0.044798803, 0.96975726, 0.60754275]",sadness
disgust,With a Manager who insists on making crude innuendos pertaining to sex. ,shame,disgust,anger,disgust,"[0.70538545, 0.88672936, 0.65001845, 0.44117266, 0.010999422, 0.67132115, 0.88777345]","[0.9145012, 0.95582783, 0.15547413, 0.03675545, 0.0006015596, 0.0041897874, 0.90443206]","[0.8918219, 0.86050737, 0.71616125, 0.3754159, 0.00026463895, 0.27094308, 0.4979883]","[0.77069217, 0.8198198, 0.14382814, 0.4194057, 0.00041988236, 0.004655649, 0.71021354]",disgust
shame,Cannot remember such a situation. ,sadness,shame,fear,disgust,"[0.13732623, 0.58745915, 0.39481032, 0.28835824, 0.0029662212, 0.5892847, 0.5181775]","[0.528962, 0.70166266, 0.7919296, 0.7779374, 0.0015946386, 0.8807117, 0.9187446]","[0.17018168, 0.37931252, 0.81824857, 0.340303, 0.00052686187, 0.44124058, 0.25149316]","[0.47969145, 0.6350945, 0.58875525, 0.46322808, 0.03813785, 0.5538407, 0.5794592]",fear
guilt,Breaking the left hand indicator box by moving too close to structure. ,shame,shame,fear,disgust,"[0.80409235, 0.81114465, 0.7102524, 0.63179165, 0.009487102, 0.8033461, 0.887381]","[0.8627005, 0.7941892, 0.7798806, 0.71289414, 0.0027290871, 0.8428622, 0.9709603]","[0.70232975, 0.6265019, 0.943683, 0.6726742, 0.00066986773, 0.6785913, 0.70195013]","[0.62783265, 0.69675344, 0.5345317, 0.5279299, 0.01590478, 0.35191008, 0.68425965]",shame
joy,Waking in morning (early morning) and having whole day to myself. ,joy,joy,joy,joy,"[0.0598378, 0.07819196, 0.12425534, 0.09859791, 0.76269287, 0.07421648, 0.018791793]","[0.14274761, 0.068844825, 0.26637766, 0.09872877, 0.9553699, 0.100236066, 0.17184858]","[0.045764863, 0.016424118, 0.6086446, 0.024696322, 0.8604073, 0.114414535, 0.0075042252]","[0.2667497, 0.19791669, 0.42587703, 0.30593038, 0.72782624, 0.062307335, 0.17263974]",joy
fear,Being driven by friend who suddenly swerved and skidded a little. It was night and on a long trip. We ended up on side of road. ,shame,shame,fear,fear,"[0.7079278, 0.67759234, 0.6982687, 0.6417265, 0.06619793, 0.6931501, 0.72819495]","[0.8374666, 0.7583103, 0.9402418, 0.8228303, 0.056412693, 0.81048477, 0.94160473]","[0.5059553, 0.4720533, 0.87636316, 0.61947143, 0.009794391, 0.4988166, 0.53118336]","[0.6930089, 0.66709036, 0.7942655, 0.6703651, 0.13493375, 0.6538078, 0.72106576]",fear
anger,Friend (male) hinted that my talking to other men at a pub was immoral. He implied that I should remain only with my boyfriend the entire evening. ,disgust,disgust,fear,disgust,"[0.53947365, 0.7322277, 0.6475312, 0.5988579, 0.01649655, 0.52568704, 0.631572]","[0.9515294, 0.9741123, 0.92917234, 0.9553122, 0.00094709784, 0.9064386, 0.9616506]","[0.87137854, 0.7055523, 0.9873985, 0.7813584, 0.0011090197, 0.74426144, 0.734101]","[0.7941475, 0.82429963, 0.77651817, 0.6927357, 0.0030017989, 0.6136279, 0.74659896]",fear
sadness,On rising. No apparent reason. ,disgust,anger,fear,disgust,"[0.1224153, 0.40208083, 0.11919964, 0.028611187, 0.028530283, 0.20434228, 0.36816472]","[0.48271358, 0.36532864, 0.33010006, 0.013013593, 0.004264675, 0.24920166, 0.17669629]","[0.13737047, 0.14140034, 0.6254541, 0.027607195, 0.019921038, 0.07735945, 0.06407585]","[0.2863518, 0.3979394, 0.23129314, 0.09311354, 0.041035302, 0.07905643, 0.24443573]",disgust
disgust,"Prolonged ""niggling"" of friend on a single theme which I considered of no consequence. ",guilt,anger,fear,disgust,"[0.30986083, 0.30017495, 0.3046874, 0.5129829, 0.000424198, 0.3061031, 0.33529377]","[0.6729624, 0.36500028, 0.21938036, 0.18357967, 0.00032805747, 0.670939, 0.23748232]","[0.4923886, 0.32144004, 0.87012905, 0.43833244, 0.0001442534, 0.36344624, 0.29222104]","[0.40062514, 0.61613464, 0.45661956, 0.4775516, 0.005283667, 0.3753841, 0.46327624]",anger
shame,Felt I had not appreciated my parents enough. Regretted the problems I'd caused. ,guilt,sadness,sadness,sadness,"[0.23693442, 0.5285118, 0.35533962, 0.87483644, 0.011661982, 0.84007204, 0.84975123]","[0.7411644, 0.6442623, 0.5411323, 0.98165715, 0.002095966, 0.9831066, 0.9696456]","[0.8025218, 0.4131822, 0.7302116, 0.9742113, 0.0021462955, 0.9850568, 0.8603061]","[0.51774806, 0.34328827, 0.32224154, 0.8612406, 0.001017674, 0.8967016, 0.68013567]",sadness
guilt,"Boyfriend doing cleaning in situation where it was my job to do it. Later snapped at him over trivial thing. He looked downcast. I felt guilty - ""he's just done all that work for me"". ",guilt,guilt,guilt,guilt,"[0.6240762, 0.5740802, 0.60539573, 0.9721729, 0.0014122521, 0.768659, 0.7132846]","[0.97882354, 0.8833394, 0.6495037, 0.9888053, 0.00287521, 0.9673016, 0.9193559]","[0.968895, 0.7831306, 0.9115516, 0.9966246, 0.0022873734, 0.9727931, 0.9580972]","[0.7306558, 0.42666742, 0.5104667, 0.968437, 0.0007333485, 0.92665446, 0.7491605]",guilt
joy,When my first niece was born. ,joy,joy,fear,joy,"[0.3776226, 0.43963093, 0.39337432, 0.53639394, 0.66687787, 0.32766908, 0.13071562]","[0.44524866, 0.3692284, 0.4468191, 0.47129378, 0.94189984, 0.7393395, 0.31660622]","[0.5098727, 0.32694083, 0.88418853, 0.48008856, 0.7422251, 0.6282491, 0.1757477]","[0.4345557, 0.4034218, 0.50018734, 0.43972233, 0.8061451, 0.614, 0.27421495]",joy
fear,In a flat in Sydney - rough area at home on my own - the flat had been burgled the night before and no way of locking the door. ,sadness,fear,fear,sadness,"[0.8407718, 0.8914824, 0.918596, 0.83715725, 0.006341761, 0.94478774, 0.90975016]","[0.9505885, 0.9507453, 0.9898489, 0.9463362, 0.0006663535, 0.97660476, 0.98461056]","[0.89580745, 0.8354713, 0.9550752, 0.81012094, 0.00081875897, 0.93002874, 0.8035791]","[0.74056137, 0.7477764, 0.8524767, 0.7101324, 0.0034100004, 0.93370956, 0.7928257]",sadness
anger,When the bus driver failed to stop and pick me up at a bus stop. ,sadness,sadness,anger,sadness,"[0.84416944, 0.854599, 0.8567364, 0.81530786, 0.01355247, 0.90064687, 0.8886438]","[0.9747439, 0.97021616, 0.9563699, 0.92157835, 0.0005233971, 0.98337805, 0.97186816]","[0.97310424, 0.89984375, 0.91420877, 0.83535683, 0.0017508568, 0.9699527, 0.8764965]","[0.84262043, 0.8131571, 0.7956574, 0.6958874, 0.013002524, 0.9540563, 0.80026406]",sadness
sadness,When my uncle died of leukemia at age . ,sadness,sadness,sadness,sadness,"[0.6338451, 0.77486044, 0.7396234, 0.8024201, 0.070093736, 0.9621656, 0.7023355]","[0.62623984, 0.7601142, 0.9207759, 0.8235323, 0.0032274108, 0.9912266, 0.7226684]","[0.7380405, 0.61947834, 0.94161266, 0.8021121, 0.011364913, 0.9825655, 0.459868]","[0.59224176, 0.64028513, 0.7393908, 0.6089234, 0.010968724, 0.9861921, 0.59467196]",sadness
disgust,Watching an alcoholic woman who was approaching everyone at the wharf for cigarettes - a prostitute in Auckland (elderly). ,shame,disgust,disgust,disgust,"[0.7854039, 0.9120944, 0.7394528, 0.66744936, 0.13906685, 0.8411815, 0.929644]","[0.9134359, 0.9730539, 0.81351334, 0.8135244, 0.00733775, 0.94177556, 0.96059215]","[0.7948726, 0.89540833, 0.8734084, 0.5734627, 0.003511243, 0.6463796, 0.52537507]","[0.811361, 0.837441, 0.64919055, 0.67656946, 0.003903442, 0.7880829, 0.816624]",disgust
shame,Stealing money from my parents when I was young. ,shame,shame,anger,shame,"[0.76521003, 0.9008855, 0.66811687, 0.9351609, 0.00617399, 0.77209085, 0.962523]","[0.9642556, 0.9752577, 0.8735747, 0.9654993, 0.00085443264, 0.95080596, 0.98682725]","[0.9737725, 0.9104813, 0.8444849, 0.9661085, 0.0015939904, 0.86956954, 0.9565166]","[0.8348635, 0.8407299, 0.7362497, 0.87206674, 0.001154721, 0.8993127, 0.903642]",shame
