labels,text,expr_emo,prob_expr_emo,prob_max
sadness,"When a friend, who has been with me at school, failed to make it to UNZA. ",sadness,"[0.92314315, 0.89586383, 0.9448102, 0.92152554, 0.015806783, 0.9825021, 0.9483149]",0.9825021
disgust,When my girlfriend told me that she was no longer interested in me. ,sadness,"[0.8363706, 0.7761248, 0.7684439, 0.77161473, 0.0005654912, 0.9598301, 0.93441874]",0.9598301
shame,I choked on a cold drink in front of girls who were strangers. ,shame,"[0.93958825, 0.97637343, 0.953104, 0.9675799, 0.00021256889, 0.9696679, 0.9852557]",0.9852557
guilt,When I was caught with my girlfriend in the house at night. ,shame,"[0.94557625, 0.9411655, 0.93387157, 0.95065194, 0.0024903752, 0.90859246, 0.9634642]",0.9634642
joy,When I passed the grade exam. ,joy,"[0.15889323, 0.19967656, 0.26401332, 0.29309732, 0.9138383, 0.25837758, 0.084254034]",0.9138383
fear,"When I was told by the doctor, after many months of coughing, that I had tuberculosis. ",sadness,"[0.87725484, 0.9106402, 0.9549454, 0.8887561, 0.0011880713, 0.9644167, 0.9572501]",0.9644167
anger,"When a cousin of mine took my bottle of T. B tablets, put water in it and threw it in the dust-bin. ",anger,"[0.98553956, 0.9806502, 0.93012536, 0.959498, 0.051690336, 0.97463, 0.979259]",0.98553956
sadness,This happened when one of my uncles died just whan I was planning to go and visit him during the next holidays. ,sadness,"[0.9174758, 0.85296667, 0.92245686, 0.9172474, 0.000867449, 0.9896841, 0.93071955]",0.9896841
disgust,When I realized that my closest friend had said bad things about me when I was not around and had betrayed me by making friends with my boyfriend's other girl. ,sadness,"[0.973993, 0.95537585, 0.96455085, 0.9645502, 0.0001567139, 0.979458, 0.97884345]",0.979458
shame,When five of my friends at the secondary school found out the bad things that I had been saying about them. ,shame,"[0.91705304, 0.93010855, 0.8242827, 0.94099617, 0.00082420476, 0.8895523, 0.9636418]",0.9636418
guilt,"When my mother returned from a holiday, I told her a lie i. e my father had brought another woman home while she was away. ",shame,"[0.857085, 0.87048924, 0.88364416, 0.93834907, 0.020142544, 0.87315446, 0.94112515]",0.94112515
joy,The time I qualified to enter secondary school. ,disgust,"[0.4141503, 0.4784973, 0.39870447, 0.35195974, 0.3213757, 0.39954033, 0.34435907]",0.4784973
fear,"One evening I saw the old guard-man I knew, change into something inhuman for about - seconds, this really frightened me. ",fear,"[0.8953073, 0.97175103, 0.9892, 0.81724864, 0.00031878147, 0.90803665, 0.9503782]",0.9892
anger,"When I was mistakenly accused of being a thief when I accidently gave a fake coin at a counter. I realized this before I handed over the coin, but the man called me a thief and called a witness. ",anger,"[0.9532819, 0.9064072, 0.9334507, 0.8977153, 0.00423525, 0.9035834, 0.9399049]",0.9532819
sadness,The day I woke up to find that a kitten I had wanted to keep had been eaten by the neighbour's dogs. It had been locked out by my wife who claimed that it had dirtied the sheets. ,sadness,"[0.96207464, 0.9764607, 0.9698279, 0.93800783, 0.0018483503, 0.98703104, 0.9676119]",0.98703104
disgust,The day I was forced to use a public convenience place in town. It was so filthy that it really made me sick. ,disgust,"[0.970907, 0.99401975, 0.86888486, 0.9141543, 0.001377048, 0.95513916, 0.9796555]",0.99401975
shame,My mother caught me stealing some food when I was a young boy. ,shame,"[0.92646664, 0.9444347, 0.89967483, 0.9574729, 0.0068027037, 0.9260489, 0.9782734]",0.9782734
guilt,"When I gave in to what my wife wanted and locked the cat out, it was killed by the dogs. ",sadness,"[0.9786316, 0.98255205, 0.97891253, 0.9724086, 0.0009409299, 0.9869724, 0.9810122]",0.9869724
joy,I felt joy when I came to know Christ. That is when I became a Christian. ,joy,"[0.000923112, 0.00083829206, 0.0019447847, 0.0036521344, 0.9967649, 0.001211718, 0.0020376854]",0.9967649
fear,When I broke the window pane of my next door neighbour's house. ,anger,"[0.9718194, 0.9318437, 0.89728576, 0.9031205, 0.11719729, 0.9199991, 0.9526157]",0.9718194
anger,When my brother did not send me the transport money to resume my studies in time at UNZA. ,sadness,"[0.95134485, 0.9286607, 0.9250226, 0.92253065, 0.0008537507, 0.97035235, 0.95215917]",0.97035235
sadness,When I heard that my nephew had passed away. ,sadness,"[0.7564624, 0.72426796, 0.87997645, 0.89714414, 0.0038837825, 0.9891732, 0.8262717]",0.9891732
disgust,When my father thought that I was an unrelaible son. ,shame,"[0.9194204, 0.9537696, 0.96072483, 0.93013185, 0.0015321655, 0.95978016, 0.9717067]",0.9717067
shame,"When I stole a book in class and the teacher caught me, the rest of the class laughed at my attempt. ",shame,"[0.85694826, 0.9329395, 0.74191046, 0.9342524, 0.19219421, 0.86878014, 0.96839565]",0.96839565
guilt,When I insulted an elderly person for no reason. ,disgust,"[0.97337604, 0.9762136, 0.21961372, 0.94364405, 0.00021924858, 0.4439168, 0.97488904]",0.9762136
joy,"When my uncle gave me my first year's results. I opened the envelope and my eyes ran into two ""B+"" - in EC and M, this meant that I had qualified for a major in economics. ",joy,"[0.36372587, 0.12188385, 0.2210719, 0.2630028, 0.8916087, 0.35452715, 0.058761377]",0.8916087
fear,"I turned the knob of my granny's two band radio and did not hear any broadcast, "" What ! Have I broken the knob ? How much does it cost ? What if the spare part is not available ? "" --I did not know how to tune a radio. ",fear,"[0.9775148, 0.88716835, 0.9940895, 0.9709882, 0.040380236, 0.9599772, 0.97427535]",0.9940895
anger,"I peeped into Maurine's bedroom and saw two people - Maurine anbd my step-dad. I thought, "" Why did she break her promises ? Why had she invited me ? Why do old men go for young girls ? "" ",anger,"[0.9715943, 0.94568956, 0.9401157, 0.9153846, 0.0010734631, 0.9423033, 0.94024473]",0.9715943
sadness,"When I missed the chance of becoming a graduate in mining engineering, after having prayed one week in the church I was not even selected. ",sadness,"[0.97759765, 0.9765336, 0.95319176, 0.95835555, 0.0077281673, 0.9869413, 0.9835644]",0.9869413
disgust,"I stormed into the room, hoping to cool myself with some soft music from my three band radio cassette. There was only young Kaley there and he explained, "" Your aunt has sold it as she wanted to buy clothes. "" ",anger,"[0.97829986, 0.8861362, 0.91871715, 0.85540634, 0.04424967, 0.93768144, 0.9128394]",0.97829986
shame,"When a lady I was flirting with told all my class-mates that she was in second year while I was in first year, everyone laughed and started looking at me. ",shame,"[0.7263386, 0.81633806, 0.52744097, 0.74688214, 0.16919614, 0.7296089, 0.9499157]",0.9499157
guilt,"My cousin knocked on the door, looking for me to get her watch back. I had given it to my girlfriend, Lizzy, as a present. ",guilt,"[0.8608384, 0.6953069, 0.76047355, 0.9102544, 0.058817785, 0.84681714, 0.8496708]",0.9102544
joy,"This was when the girl I was in love with accepted my proposal and everything went smoothly, just as I had wanted it to. It was contrary to my previous feelings of uncertainty about her response. ",joy,"[0.0052035223, 0.019622033, 0.020029506, 0.15676011, 0.8593393, 0.08865785, 0.063041]",0.8593393
fear,"It was when I dreamt that I had encountered Satan, he wanted to grab me and take me to his kingdom. He was very repulsive and I have never seen anything like that before. ",disgust,"[0.93757594, 0.9841928, 0.9787594, 0.8220562, 0.004864951, 0.83232903, 0.94155395]",0.9841928
anger,This was when I found out that a cousin of mine had taken away my trousers without my consent. ,shame,"[0.9718285, 0.96434695, 0.95306, 0.9560892, 0.001388239, 0.95838743, 0.97767526]",0.97767526
sadness,When I failed a test at my primary school. I was then in grade and we were about to take the main exam. ,shame,"[0.9135304, 0.9266044, 0.9353432, 0.9236715, 0.007049882, 0.9684956, 0.9817601]",0.9817601
disgust,"This was when I saw, for the first time, a naked woman (prostitute) run away from a house after having been discovered by the guardian. ",fear,"[0.81849396, 0.8825641, 0.91399056, 0.64546937, 0.051460203, 0.77697474, 0.9072473]",0.91399056
shame,"This was when I was discovered stealing a piece of bread at home, I was very hungry a few hours before supper. ",shame,"[0.8495355, 0.88912266, 0.81387186, 0.94350463, 0.006394947, 0.8469112, 0.9587129]",0.9587129
guilt,When I was afraid to tell my sports teacher at secondary school that I had not participated in the sports activities the previous day. ,fear,"[0.7162008, 0.89096344, 0.99407744, 0.9640724, 0.003957027, 0.9281455, 0.96672875]",0.99407744
joy,I was in grade . We had an inter-house volley-ball competition. In Luapula I was the youngest member of the team and I scored the winning goal using my head. I jumped up with joy and fell down. ,joy,"[0.022304246, 0.0024252858, 0.015962776, 0.09857731, 0.98737144, 0.000922022, 0.0020636693]",0.98737144
fear,"I was escorting a relative on a bike, we passed by a dark road with bushas on each side. Half way down this road, suddenly, we saw a white dog appear from one side. Before we could do anything, it had vanished and moreover it did not seem to have any legs. ",fear,"[0.81535757, 0.80376357, 0.9685524, 0.8204645, 0.16491556, 0.91745555, 0.8024902]",0.9685524
anger,"The comrade staying next doors insulted me for what he called the misuse of his iron. He called me stupid, self centered etc. I wanted to punch him but instead went for a walk to the mining school to cool off. ",anger,"[0.99418795, 0.986225, 0.9222938, 0.9368567, 0.012902703, 0.90699726, 0.96918386]",0.99418795
sadness,"A close relative was at odds with a very powerful firm. All his things had been taken, His dad had died a little before this event. He gathhered his children and vowed to give them a good life with a new start - the words were hollow, he bit back his tears . . . . . I asked to be excused and then went and cried in the loo. ",sadness,"[0.9341328, 0.8983878, 0.9077013, 0.9476704, 0.001231221, 0.98746455, 0.9648963]",0.98746455
disgust,A pig in the well from which we drink. ,shame,"[0.979587, 0.9901426, 0.93950796, 0.97015756, 0.01838119, 0.9489812, 0.9932528]",0.9932528
shame,"My girlfriend had started going around with another boy. Her cousin, also a friend of mine, asked her as to who she preferred. Both of us were present and she chose the other guy. ",anger,"[0.65432054, 0.35684076, 0.25095305, 0.44662908, 0.20447682, 0.5391752, 0.64366734]",0.65432054
guilt,"I bumped my dad's car in a lamp post. He was not at home then, neither was he home when I left for the campus. I did not tell him about the accident and I will never tell him. ",shame,"[0.9007745, 0.8973213, 0.8878243, 0.9102005, 0.049964704, 0.91505766, 0.92736214]",0.92736214
joy,I was at school whhen I received a letter from the dean of my school congratulating me for my performance at the previous year's exam. ,joy,"[0.0013004707, 0.00033828226, 0.0040393895, 0.0022964105, 0.7695232, 0.0012709153, 0.00041365452]",0.7695232
fear,"This was at secondary school, a prefect framed up some case and took it to the deputy head-master. I was called by the head-master and he threatened to suspend me. ",shame,"[0.91474974, 0.8697839, 0.9272256, 0.86842567, 0.009026355, 0.76107526, 0.9273992]",0.9273992
anger,"When I travelled all the way to my former school to collect my certificate, only to be told that I owed them some money, I knew nothing about this. ",shame,"[0.94623554, 0.89476806, 0.8686693, 0.9315939, 0.008035422, 0.94456136, 0.9595414]",0.9595414
sadness,"My sister was in a hospital, later in the evening we received the information that she had died. ",sadness,"[0.8679457, 0.8649739, 0.9479809, 0.8793376, 0.0038576059, 0.98815686, 0.9223467]",0.98815686
disgust,"When at school I thought that I was going to get the best results in mathematics, but it was someone else who got the prize. ",shame,"[0.95537823, 0.89829004, 0.83639354, 0.9334102, 0.017009865, 0.9520075, 0.9599659]",0.9599659
shame,When I received a letter from my girlfriend telling me that she was engaged to an another man. ,sadness,"[0.7301864, 0.7074303, 0.5012815, 0.56333756, 0.2345911, 0.8935178, 0.7847672]",0.8935178
guilt,"I felt guilty when I heard the results of my friend, who had failed. I wished that I had helped him. ",guilt,"[0.7983474, 0.9519476, 0.897752, 0.9955225, 0.00043134356, 0.9805002, 0.9822057]",0.9955225
joy,My being admitted to UNZA. ,joy,"[0.3021002, 0.071906045, 0.4631371, 0.26792246, 0.81773144, 0.31077614, 0.21421547]",0.81773144
fear,While paddling in the river during a storm. I feared drowning. ,fear,"[0.8273172, 0.86356026, 0.99690944, 0.839694, 0.0027681815, 0.93206084, 0.9406705]",0.99690944
anger,"I entrusted a friend with the delivery of some money to my father, however he misused the money. ",sadness,"[0.966122, 0.95911527, 0.8878872, 0.95567006, 0.0054470375, 0.9682065, 0.96176326]",0.9682065
sadness,The loss of my mother. ,sadness,"[0.78044266, 0.689782, 0.9252836, 0.83898866, 0.00020885582, 0.9950492, 0.8996012]",0.9950492
disgust,Over an argument. ,anger,"[0.97487986, 0.5578045, 0.035219178, 0.14936808, 0.00027465387, 0.2273581, 0.40846276]",0.97487986
shame,At school - being whipped by the teacher in front of the class. ,shame,"[0.9691561, 0.9791302, 0.958677, 0.90433013, 0.000713879, 0.9146144, 0.98082054]",0.98082054
guilt,"When I had sufficient amount of money, I brought more clothes for myself than for the children - I felt bad about it. ",guilt,"[0.79332066, 0.9572354, 0.92472404, 0.9927654, 0.001330247, 0.98814267, 0.9906985]",0.9927654
joy,My first kiss. ,joy,"[0.006839711, 0.0015572505, 0.0054327864, 0.035202436, 0.9084077, 0.07480603, 0.12893789]",0.9084077
fear,When I saw a ghost. ,fear,"[0.7729159, 0.799393, 0.9745078, 0.7666317, 0.006780639, 0.95405567, 0.8779727]",0.9745078
anger,My trouser's zipper was open when I was at a public wedding. ,shame,"[0.8911345, 0.9000262, 0.8302046, 0.91832685, 0.06972017, 0.86406523, 0.9788603]",0.9788603
sadness,When a friend left me and went back home for good. ,sadness,"[0.9089683, 0.88249356, 0.8854502, 0.87447304, 0.13019612, 0.98214704, 0.92795455]",0.98214704
disgust,When I failed an exam. ,shame,"[0.91211176, 0.93003076, 0.91526073, 0.9498944, 0.00028265858, 0.9791645, 0.9844956]",0.9844956
shame,Insulted my girlfriend during a peptalk. ,anger,"[0.975817, 0.9668745, 0.51974124, 0.8610953, 0.00013495376, 0.4932309, 0.9676926]",0.975817
guilt,I caught a close relative with the servant of the house. ,shame,"[0.9086939, 0.90405226, 0.90016174, 0.93214816, 0.47859353, 0.88133204, 0.95860666]",0.95860666
joy,When I passed my form three exams. ,joy,"[0.1842892, 0.15100676, 0.18029565, 0.21341132, 0.88965285, 0.29244122, 0.082715526]",0.88965285
fear,The time I was threatened with expulsion from secondary school (form four). ,fear,"[0.95529634, 0.9172768, 0.9808177, 0.87012976, 0.0011855746, 0.8969091, 0.9725415]",0.9808177
anger,When I discovered that the people I trusted most were talking behind my back. ,shame,"[0.97343767, 0.94640905, 0.972388, 0.94238275, 0.0005276962, 0.9763773, 0.97725767]",0.97725767
sadness,When I heard about the death of my aunt. ,sadness,"[0.87025934, 0.86724234, 0.9274105, 0.9338766, 0.0011481358, 0.9917502, 0.91198164]",0.9917502
disgust,When my brother promised me money but he failed to fulfill the promise. ,sadness,"[0.96950734, 0.94175404, 0.9100409, 0.97239536, 0.0004532626, 0.9817774, 0.978451]",0.9817774
shame,I was running in front of a crowd when I slipped and fell on a wet lawn. ,shame,"[0.7040833, 0.78037536, 0.76457024, 0.91018695, 0.04449319, 0.90713555, 0.96694607]",0.96694607
guilt,When I took drugs. ,shame,"[0.7395329, 0.7667242, 0.6656127, 0.940911, 0.0029034822, 0.8168883, 0.9574753]",0.9574753
joy,"As the time to get the results drew near I became more and more anxious. My friend called me and said, "" You have passed. "" My heart was full of joy. ",joy,"[0.00037646704, 0.00022985139, 0.0049577737, 0.00072030205, 0.9807968, 0.00036383676, 0.00033204825]",0.9807968
fear,I watched a very terrfying film in LT. This film really pushed my heart out of my body and I was forced to go out before the second reel ended. ,fear,"[0.9557846, 0.97222275, 0.9862634, 0.87225074, 0.0010758968, 0.9720633, 0.9459625]",0.9862634
anger,""" I have been hearing rumours that you have not been allowing people in your room,"" he said. This sentence really shot my heart. I failed to find the right words, instead I walked away without uttering a word. ",fear,"[0.8992215, 0.64571166, 0.99156815, 0.91679114, 0.0011808882, 0.9903619, 0.9489163]",0.99156815
sadness,"One Saturday morning I had got ready to go out swimming with my friends. Unfortunately the weather did not permit it, so we stayed indoors. ",sadness,"[0.83557016, 0.8739304, 0.8504143, 0.7883505, 0.14032239, 0.9482766, 0.8595376]",0.9482766
disgust,"One day I went to town to get my grocery. On my way back, I took a mini bus which was full of drunk students. I felt very disgusted. ",disgust,"[0.9841986, 0.9958825, 0.92614514, 0.94019103, 0.0059895385, 0.95052326, 0.9812236]",0.9958825
shame,"I had gone to aa bookshop to buy some books. Somehow, I got very cross with the security guard checking through what I had bought. I lost my temper and screamed at him. Later I felt very ashamed at myself as a lot of people I know were there. ",shame,"[0.9930214, 0.9816644, 0.93152094, 0.9777355, 0.026332255, 0.9719885, 0.9939136]",0.9939136
guilt,"I remember deceiving my brother, I told him that I was going to attend the Sunday service, instead I went out to the town with a friend. ",guilt,"[0.74911505, 0.7870225, 0.856887, 0.9411198, 0.05195885, 0.8963269, 0.9253145]",0.9411198
joy,"When I heard that a close relative of mine had given birth at a very young age, in a very remote area and had had very few problems. ",sadness,"[0.84860456, 0.84989524, 0.84982026, 0.76724803, 0.8240921, 0.95544964, 0.89696026]",0.95544964
fear,The possibility of having failed the examination. ,fear,"[0.7003853, 0.82449126, 0.9844811, 0.9116459, 0.00048776504, 0.9446106, 0.9636954]",0.9844811
anger,When someone chased me from his house. ,anger,"[0.97398686, 0.94731385, 0.9713785, 0.89565665, 0.0024600131, 0.93431544, 0.9522006]",0.97398686
sadness,When I realized that I did not have the basic things needed by a student like me. ,sadness,"[0.91343987, 0.8990877, 0.9273934, 0.93707925, 0.0038993058, 0.9674867, 0.9652195]",0.9674867
disgust,"When some people, including me, are treated in a way which equates them to an animal or a thing. ",anger,"[0.971975, 0.9644652, 0.84701717, 0.8548357, 0.00045934334, 0.9673729, 0.96392405]",0.971975
shame,"When someone I know was caught in an ""adultery"" situation. ",disgust,"[0.922163, 0.97545207, 0.8775722, 0.8729809, 0.0004624645, 0.93384224, 0.9548393]",0.97545207
guilt,When I did something wrong in the past and denied having done it when asked about it later. ,shame,"[0.8857933, 0.8508788, 0.7325989, 0.88664037, 0.00046430464, 0.81442916, 0.9436406]",0.9436406
joy,"My girlfriend wrote to me telling me that she was four months pregnant and that I was responsible for the ""damages"". This made me happy as I longed to have a child to call mine. ",guilt,"[0.120805144, 0.00120401, 0.012326843, 0.9315361, 0.83962554, 0.0011055272, 0.039698996]",0.9315361
fear,"The shooting started and we all lay down to protect ourselves from the flying bullets. This incident occured on our way to Feira, during the Zambia army patrols in the Rhodesia war. ",fear,"[0.89092636, 0.76085037, 0.98184973, 0.69091207, 0.008194472, 0.85156685, 0.8240133]",0.98184973
anger,"I went to the dining hall and found that the cooks were cleaning the plates and there was no food for me, and the blue birds (security guards) were busy eating the food that was supposed to be for me. ",disgust,"[0.97939545, 0.9864094, 0.97728527, 0.96406186, 0.02373478, 0.9747628, 0.9748598]",0.9864094
sadness,"That afternoon I received two messages informing me, one that my brother was in a coma in the U. T. H suffering (kidney disease) and two, that my uncle met with an accident on his way to the hospital to see my brother. ",sadness,"[0.69224936, 0.69872314, 0.9342844, 0.8186725, 0.00032386908, 0.95790696, 0.79250705]",0.95790696
disgust,This happened when I went to visit my friend in Chelston and found him screwing my girlfriend. ,anger,"[0.9642945, 0.9609541, 0.8583502, 0.91997117, 0.003351949, 0.94031894, 0.9499804]",0.9642945
shame,When I walked out of my room with only my pants on and found my girlfriend and her female friend looking for me outside. ,shame,"[0.9078844, 0.86676526, 0.92113554, 0.9084773, 0.3633447, 0.8303099, 0.95182836]",0.95182836
guilt,My father caught me having sexual intercourse with my closest cousin. There was nothing wrong with it but the female was too old for me. ,shame,"[0.87631667, 0.80094165, 0.8789192, 0.94319147, 0.012657767, 0.87168115, 0.96416295]",0.96416295
joy,"When a girl I wanted very much, said ""yes"" and fell in love with me. ",joy,"[0.01936283, 0.0007840269, 0.019538647, 0.22492212, 0.9237177, 0.22510907, 0.13828662]",0.9237177
fear,"One evening, when I had gone fishing with my friends, we heard the roar of a lion near by and had to run for our lives. ",fear,"[0.91340077, 0.9416465, 0.98596627, 0.8594341, 0.012548937, 0.94426185, 0.9590204]",0.98596627
anger,When somebody stole my brother's disco machine. ,sadness,"[0.9727481, 0.969703, 0.92581606, 0.906402, 0.028585112, 0.9782842, 0.9646819]",0.9782842
sadness,When my uncle died. ,sadness,"[0.6732509, 0.75894713, 0.8051935, 0.77143675, 0.033128206, 0.98987484, 0.78818834]",0.98987484
disgust,A class-mate answered (accidentally) the call of nature in the class during a tough mathematics examination. ,shame,"[0.6400894, 0.46372142, 0.19827783, 0.6443971, 0.018780084, 0.61516225, 0.8999117]",0.8999117
shame,I was double crossing my fiancee and one day she caught me red handed. She forgave me later. I was very ashamed of what I had done. ,shame,"[0.8710879, 0.9752636, 0.8539214, 0.98148406, 0.004541311, 0.9336215, 0.9908454]",0.9908454
guilt,"I took some money from my parent's house without asking them for it, and I was caught red handed. ",shame,"[0.95120627, 0.9559166, 0.9236378, 0.9736196, 0.005107411, 0.9309552, 0.9748293]",0.9748293
joy,I was very happy when I discovered that I had passed my first year examination and was among the thirty students who would major in economics. ,joy,"[0.00085683004, 0.0004685069, 0.001568551, 0.043174755, 0.9921989, 0.00036388653, 0.0007835332]",0.9921989
fear,I was approaching my exam time and my books got stolen. I was in a panic as I thought that I would not do well enough to be considered for the economics quota. I cried a lot but that did not help and as the exam day came near a strange fear gripped me. ,fear,"[0.9485704, 0.91723114, 0.99049133, 0.9705175, 0.007720883, 0.9810611, 0.9768007]",0.99049133
anger,"I was annoyed this particular day as it seemad that the odds were not in my favour. My grandfather added fuel to the fire, when I had an important appointment so I unleashed my anger on him. ",anger,"[0.99433607, 0.94630206, 0.7981535, 0.41985667, 0.00058726646, 0.21114077, 0.60429066]",0.99433607
sadness,"It was the time I went home for my holidays only to find that my sister had passed away. The news had been hidden from me, so that I could take my exams. ",sadness,"[0.86969966, 0.76586515, 0.8933904, 0.9051534, 0.010192849, 0.9775055, 0.91510135]",0.9775055
disgust,When I discovered that my mother had been involved in adultery. ,disgust,"[0.9657268, 0.9850209, 0.9558298, 0.9658008, 0.0004221789, 0.9760657, 0.97818166]",0.9850209
shame,"I was caught stealing food at my aunt's place. I had tried to hide the food I had taken from the pantry while my aunt was in the kitchen, however she went to the pantry and discovered the stolen package. ",guilt,"[0.944861, 0.96161896, 0.92390597, 0.9631327, 0.029207142, 0.8978495, 0.9566709]",0.9631327
guilt,Dad had just married his second wife (my step-mother) and I did not like her so I went to the wardrobe and set fire to her dresses. Eveyone suspected my brother and he had to bear the consequences. Nobody ever got to know that it was me who had done it. ,anger,"[0.9471845, 0.87100697, 0.8532466, 0.7954088, 0.0057233935, 0.716441, 0.8299726]",0.9471845
joy,When I was accepted at UNZA. ,joy,"[0.19149818, 0.10585187, 0.27215734, 0.24505259, 0.91646576, 0.3744804, 0.13777936]",0.91646576
fear,When I heard a lion roar for the first time. ,fear,"[0.84620965, 0.67645156, 0.977572, 0.580966, 0.81190765, 0.5820977, 0.41239786]",0.977572
anger,"When a friend told me that my education had nothing to do with our discussion. This friend has failed the th grade, what made me angry was that I had not used my education to argue. ",anger,"[0.9970342, 0.98291516, 0.89403635, 0.90987736, 0.0013644425, 0.6659638, 0.9340996]",0.9970342
sadness,When my beloved grandfather died. ,sadness,"[0.4724831, 0.28772208, 0.68310374, 0.67355764, 0.033051178, 0.9920127, 0.5022831]",0.9920127
disgust,I was disgusted at the university wanting some of us to travel from our homes to the lectures here every day. The way the whole thing was handled disgusted me. ,disgust,"[0.99587303, 0.99779165, 0.9172467, 0.89937323, 0.001201684, 0.9544864, 0.9896309]",0.99779165
shame,"When I was leaving home I decided to leave without saying good-bye to my young brother. My brother saw me and said, "" Will you not say good-bye to me? "" He is only / years old. ",guilt,"[0.84858334, 0.77329063, 0.90323925, 0.94621813, 0.12141459, 0.92442596, 0.9336187]",0.94621813
guilt,When I cheated my father about the book allowance at university. He discovered that we were given K per year for books. ,guilt,"[0.9332256, 0.9043873, 0.81205314, 0.977123, 0.07995488, 0.93451047, 0.9743051]",0.977123
joy,I experienced joy when I got the results - I had made it to the second year. ,joy,"[0.0003208811, 0.00031066264, 0.00041357285, 0.00088334625, 0.9930173, 0.0002714834, 0.00023484569]",0.9930173
fear,"When I was going home, I saw somathing which looked like a snake on the road but later I found out that it was only a stick. ",fear,"[0.5432292, 0.76872885, 0.8948088, 0.6630584, 0.010536586, 0.8695554, 0.70183283]",0.8948088
anger,"This happened recently, I was in the dining hall and one of my friends with whom I was eating called me a fool. ",shame,"[0.92760444, 0.8907822, 0.7274902, 0.8181933, 0.00051983976, 0.9200993, 0.96063757]",0.96063757
sadness,I experienced this when my maternal grandmother passed away. She was the last of my grand parents to pass away. ,sadness,"[0.89272195, 0.8987001, 0.9286865, 0.910587, 0.75617814, 0.98738, 0.93027097]",0.98738
disgust,"This happened when I could not get into the school I had initially wanted, and ended up doing something I had never thought I would do. ",sadness,"[0.911023, 0.6782531, 0.79607195, 0.8767703, 0.29347524, 0.92265624, 0.90722]",0.92265624
shame,I insulted the girl to whom I had proposed when she turned me down. ,disgust,"[0.98108345, 0.9828887, 0.6156191, 0.94779754, 8.0897174e-05, 0.8173213, 0.9800418]",0.9828887
guilt,"My mother had sent me to buy a few things. The change I brought back was not right as I had given away some money to a friend thinking that she would not notice it. However, my mother told me that the change was not correct. ",guilt,"[0.925842, 0.8918185, 0.90793896, 0.9513158, 0.2523214, 0.9300529, 0.9482373]",0.9513158
joy,When my first child was born. ,joy,"[0.6242734, 0.6137533, 0.7293536, 0.64175516, 0.9187996, 0.7330696, 0.59552985]",0.9187996
fear,I was walking through a thick forest and there was a big snake at a distance of about four metres. ,fear,"[0.8560552, 0.8822491, 0.97931504, 0.7642177, 0.040659267, 0.90678966, 0.8411909]",0.97931504
anger,When my daughter began staying away from classes - at the age of nine only. ,shame,"[0.92553276, 0.9330248, 0.92990303, 0.9206142, 0.044005767, 0.95715624, 0.9571774]",0.9571774
sadness,"When my wife died in hospital, she was pregnant and had undergone an operation. ",sadness,"[0.9380986, 0.9302526, 0.94884694, 0.9196382, 0.006564585, 0.98895687, 0.95820343]",0.98895687
disgust,When my best friend started getting involved in my private affairs. ,anger,"[0.9618989, 0.9409617, 0.89034265, 0.89358073, 0.0024959466, 0.9288626, 0.9467177]",0.9618989
shame,I was very drunk at a certain wedding party and I got involved in a fight. ,shame,"[0.8565822, 0.81154734, 0.62804055, 0.9373741, 0.0017923163, 0.833688, 0.9532568]",0.9532568
guilt,I send a word to my boss through my servant telling him that I would not report for work as I was not feeling well and that the doctor had refused to give me sick leave. My intention was actually to go out of Lusaka for a week-end. I left the same day and the following morning my boss found me in Mongu. I felt guilty when asked to explain things on my return. ,guilt,"[0.6394717, 0.70929897, 0.64621985, 0.99596655, 0.00888131, 0.86663944, 0.9491618]",0.99596655
joy,I received a letter of acceptance from UNZA. ,joy,"[0.011043518, 0.011753631, 0.09742526, 0.14356409, 0.63272846, 0.10247573, 0.0094877165]",0.63272846
fear,We were driving at night and I realized that a car was following us. ,fear,"[0.91684175, 0.8807011, 0.98594046, 0.9116682, 0.070219606, 0.9187901, 0.91344553]",0.98594046
anger,I reachad home to find that my baby had not been bathed and fed. ,sadness,"[0.9518086, 0.9473882, 0.96392983, 0.9599762, 0.002907278, 0.9803454, 0.9754885]",0.9803454
sadness,"I saw a dead child which was not covered, it had been knocked down by a car. ",sadness,"[0.89209193, 0.95546544, 0.9541399, 0.88748306, 0.00018849007, 0.9858181, 0.9655465]",0.9858181
disgust,I saw a friend's husband with another woman. ,shame,"[0.89343065, 0.9202271, 0.8102367, 0.92735773, 0.047931444, 0.9463643, 0.9561926]",0.9561926
shame,I scolded my sister without waiting for her explanation. ,anger,"[0.98873633, 0.9606191, 0.6396709, 0.77557886, 0.00013582647, 0.6084344, 0.9080018]",0.98873633
guilt,I accused my husband of being late deliberately when he came to pick me up from work. ,anger,"[0.9830626, 0.9247993, 0.8846029, 0.965131, 0.00036089285, 0.86063087, 0.9517789]",0.9830626
joy,When I was appointed by the Ministry of health to join the teaching staff of one of the medical colleges. ,disgust,"[0.53887284, 0.834739, 0.76718587, 0.6076106, 0.6491131, 0.681186, 0.78175485]",0.834739
fear,"When I took blood from a patient for alcohol estimation and urine for some other examination, he told me that something bad would happen to me as he would play magic on me. ",fear,"[0.77321965, 0.81927514, 0.9688451, 0.82781565, 0.000109207525, 0.88335335, 0.83800924]",0.9688451
