labels,text,expr_emo,prob_expr_emo,prob_max
anger,[ One day I arrived home rather tired and found the house. . . . . In addition I was asked many questions which I did not want to answer. ] ,sadness,"[0.7700647, 0.7699991, 0.9210228, 0.9436776, 0.009165833, 0.9546522, 0.9396834]",0.9546522
sadness,I was selected to do a rest for a foreign ballet but I did not have the money to do it. ,sadness,"[0.7799865, 0.37630188, 0.82348406, 0.9489939, 0.0730984, 0.9523263, 0.8998325]",0.9523263
disgust,"In a film there was a scene in which a rat was sliding on a bed, leaving a trace of blood behind, finally it entered the mouth of one of the actors. ",disgust,"[0.804806, 0.92072153, 0.743572, 0.8394186, 0.15038557, 0.82390624, 0.84823775]",0.92072153
shame,I was swimming in the river and I lost the top of my bikini. I did not notice it and came out of water. There was a disagreeable classmate watching the scene. ,guilt,"[0.9422099, 0.88333446, 0.8530785, 0.97418696, 0.056636296, 0.9288165, 0.9672117]",0.97418696
guilt,"At a party, several comments were made about the personal situation of one of the people present. She was rather affected and uncomfortable. ",sadness,"[0.8753295, 0.7517523, 0.90943784, 0.7945417, 0.03292196, 0.9711472, 0.90845895]",0.9711472
joy,"It was Saturday, my duties were over for a few hours and I could at last be with the people I wanted to see. ",joy,"[0.046995196, 0.025415678, 0.047685154, 0.3169636, 0.94584817, 0.108474895, 0.22274773]",0.94584817
fear,"One night, I was alone at home. My fear was caused by some strange noises which put my imagination to work. ",fear,"[0.60657775, 0.45899045, 0.9878197, 0.86830455, 0.015364881, 0.84709394, 0.7297579]",0.9878197
anger,When I got to know about the reaction of a friend of mine in a certain situation. I had not expected him to react that way. ,sadness,"[0.67437744, 0.43216315, 0.650755, 0.71095705, 0.071929894, 0.7291885, 0.6536623]",0.7291885
sadness,I felt alone among a large number of people. I was sad to see that nobody cared about what was happening to me. ,sadness,"[0.97344625, 0.9886176, 0.98878086, 0.9864889, 0.0012367984, 0.99589205, 0.9861109]",0.99589205
disgust,I saw a sort of black worm being attacked by many ants. ,disgust,"[0.91239274, 0.9272918, 0.89355063, 0.7923253, 0.16177322, 0.9179866, 0.7808153]",0.9272918
shame,When I met a friend of mine after several months. ,fear,"[0.4135751, 0.19934314, 0.6202351, 0.61606735, 0.5583568, 0.6021805, 0.6199415]",0.6202351
guilt,When I noticed the negative changes in a friend's behaviour. ,sadness,"[0.49998552, 0.7597175, 0.7173304, 0.87109524, 0.0058884416, 0.9525891, 0.83568525]",0.9525891
joy,"I was going to my village, after having been rather oppressed in Madrid. ",guilt,"[0.9655197, 0.7738376, 0.95852333, 0.9669452, 0.008625527, 0.9595517, 0.9401849]",0.9669452
fear,"I was watching a procession during the Holy week, and a penitent approached me. ",sadness,"[0.041189276, 0.08543785, 0.7044358, 0.87116176, 0.20667565, 0.91403216, 0.8686189]",0.91403216
anger,My mother read a letter that a friend of mine had written to me telling me how she had got drunk the last time. ,guilt,"[0.752355, 0.39976794, 0.7718947, 0.9814859, 0.0072664157, 0.8965143, 0.9290256]",0.9814859
disgust,"I found a cockroach crushed between two folders in my bedroom, I called my mother. ",guilt,"[0.9571266, 0.9680462, 0.98313427, 0.9869892, 0.16589837, 0.98233336, 0.96922016]",0.9869892
shame,I ride my motorbike in my village and everyone stares at me as if I was a rare specimen. ,anger,"[0.9342802, 0.4639412, 0.83229697, 0.6710429, 0.030626483, 0.72198737, 0.44875288]",0.9342802
guilt,"I was spending a few days at my aunt's place. One night I got home very late, I had told them I was going to a party but I went to another place. They were very worried. ",fear,"[0.6020244, 0.48151055, 0.9592529, 0.8970267, 0.058043778, 0.8111877, 0.8525883]",0.9592529
joy,Last Summer I achieved someting that I had been wanting for a long time. ,joy,"[0.027937554, 0.04398858, 0.08467353, 0.24004114, 0.87711465, 0.041359246, 0.17559275]",0.87711465
fear,I was in a camp and went out for a walk at night on my own. I lost my way and spent several hours looking for the camp. ,guilt,"[0.7184664, 0.52259314, 0.8491948, 0.91991293, 0.15907359, 0.8815461, 0.8366258]",0.91991293
anger,My parents scolded me a lot for something I had not done. It was my sister who had done it. ,anger,"[0.992856, 0.9487682, 0.89841014, 0.9712416, 0.0048882626, 0.8755726, 0.98610747]",0.992856
disgust,At the hypocrisy of some of my friends. ,anger,"[0.9934443, 0.98652226, 0.41568923, 0.8838066, 0.0046209325, 0.66835296, 0.96222025]",0.9934443
shame,I greeted and embraced the wrong person thinking that it was my friend. ,shame,"[0.3996805, 0.316909, 0.4538922, 0.66313803, 0.06358709, 0.531042, 0.8447316]",0.8447316
guilt,"Due to a misunderstanding on my part, two of my best friends quarelled. ",anger,"[0.80915385, 0.32658616, 0.63265526, 0.5304594, 0.04319344, 0.63468885, 0.6963383]",0.80915385
joy,"When my brother was born, everything went all right. It had been very likely that he would have a deficiency (my sister suffers from Down's Syndrome) and that my mother would be in danger. ",joy,"[0.13141182, 0.23726346, 0.30311403, 0.47563067, 0.7688059, 0.07273254, 0.43210903]",0.7688059
fear,When we got lost in Florence and the coach did not turn up until midnight. I had no place to go to and there were strange reports at the police station. ,fear,"[0.8161366, 0.61742383, 0.89861906, 0.82171273, 0.047751114, 0.8879963, 0.8273641]",0.89861906
anger,When an English teacher unfairly made me repeat a semester which I thought I had passed. I had to ask my parents for some more money to carry on studying. ,anger,"[0.96460485, 0.8838418, 0.7647458, 0.94531167, 0.015320799, 0.9386543, 0.9521126]",0.96460485
sadness,"The person whom I liked most left me for a friend of mine, after several months of mutual help and a profound knowledge of each other. ",sadness,"[0.5504663, 0.1791164, 0.6983915, 0.87839377, 0.07731814, 0.9510184, 0.81042457]",0.9510184
disgust,"In a park near our home, a group of young people who were strangely dressed were seated in the middle of the street. They began to eat while carressing each other. ",guilt,"[0.44881147, 0.5649449, 0.4177216, 0.60119355, 0.18976587, 0.54142076, 0.5591277]",0.60119355
shame,"I feel this emotion very often when I try to express my feelings in public, because other people do not understand my reactions and think that I am silly. ",guilt,"[0.9649758, 0.81987983, 0.90586823, 0.98222315, 0.018538825, 0.8236697, 0.9716195]",0.98222315
guilt,A friend of mine said in a group that she felt lonely and withdrawn from everyone because of mental deficiency. ,sadness,"[0.5992107, 0.28471735, 0.9489619, 0.9583325, 0.003980689, 0.99029386, 0.9684918]",0.99029386
joy,When I passed the university entrance exam. I had thus finished with a difficult period of my life and I was about to begin one which I had desired a lot. ,joy,"[0.092977464, 0.056259017, 0.15746349, 0.32938245, 0.3945677, 0.35484597, 0.21015522]",0.3945677
fear,"When I was at home alone, I felt a super-natural force, dangerous for me and the people close to me. ",fear,"[0.91746026, 0.79513586, 0.9908505, 0.9352959, 0.0066625443, 0.8389008, 0.9034062]",0.9908505
anger,"When my father made my mother go through really terrible situations, I felt furious, impotent, nervous, upset, . . . . . . . . ",anger,"[0.98812836, 0.97903264, 0.9840426, 0.98587036, 0.0027908124, 0.9685422, 0.98131406]",0.98812836
sadness,"When a person whom I loved and admired a lot died. I felt empty, lonely, helpless, without support, not knowing what to do. ",sadness,"[0.57790464, 0.12529051, 0.9364949, 0.94408077, 0.0036718373, 0.98409307, 0.8751158]",0.98409307
disgust,"When I came to know that my father and his parents were self interested, dirty, negative, egoist, bad peolpe,. . . . . . ",shame,"[0.97215354, 0.9770785, 0.88778234, 0.9546911, 0.008744235, 0.9737786, 0.9778626]",0.9778626
shame,I think that the only time I really felt shame was when I was very young and I had to defecate on the street. I was very worried in case someone should see me. ,fear,"[0.2762735, 0.81269675, 0.980378, 0.8758613, 0.013599883, 0.94128543, 0.8411825]",0.980378
guilt,When I was young I felt guilty because I thought that I had commited a grave sin. ,shame,"[0.7614303, 0.7517963, 0.9617208, 0.962495, 0.0052615656, 0.97440785, 0.9822253]",0.9822253
joy,"On my birthday, when I was given my presents. ",joy,"[0.029909763, 0.021399533, 0.28427187, 0.3556985, 0.8483211, 0.082114644, 0.17402153]",0.8483211
fear,We were riding in a friend's car. He was driving very fast and suddenly a another car crossed the road in front of us. My friend had to turn the car rapidly. ,fear,"[0.5736757, 0.46974388, 0.73029405, 0.63135767, 0.2817936, 0.62317175, 0.6318889]",0.73029405
anger,When I found one of my new pullovers wrinkled inside the wardrobe. My brother had done it. ,sadness,"[0.95755404, 0.9434651, 0.9425149, 0.9331028, 0.07636926, 0.9740461, 0.95553976]",0.9740461
sadness,When I went to see the result of an exam and saw that I had failed. ,sadness,"[0.9416069, 0.92783356, 0.8918484, 0.93707705, 0.0061451443, 0.9514928, 0.9470564]",0.9514928
disgust,"When I was getting up, I found a live cockroach in my bedroom. ",fear,"[0.90412855, 0.94064665, 0.9511826, 0.8549092, 0.010518847, 0.9315029, 0.90370107]",0.9511826
shame,The mother of a friend of mine passed by me and saw me sitting on a boy's lap. I tried to greet her but could not help blushing. ,joy,"[0.020815063, 0.024849549, 0.3522917, 0.76880515, 0.9502364, 0.12200632, 0.87496746]",0.9502364
guilt,A friend of mine had the sleeves of a leather coat stolen from his car. It was me who had left them there for everyone to see. ,shame,"[0.9063773, 0.8439097, 0.8785185, 0.9221455, 0.060986675, 0.9126946, 0.9468111]",0.9468111
joy,"The final marks were to be given in the morning. I wanted to get there late because I was very afraid. When I arrived there, everybody was very happy and I had also passed. We had a wonderful time all day long. ",fear,"[0.11681682, 0.07403445, 0.97151405, 0.8820798, 0.9173426, 0.035413116, 0.4314983]",0.97151405
fear,I went to visit a friend in hospital. He was going to be operated the next day. I was afraid that they would not let me in and I did not know what his reaction would be on seeing me. ,fear,"[0.08818711, 0.03780562, 0.9750583, 0.43948096, 0.054074667, 0.4473313, 0.27843755]",0.9750583
anger,"A friend of mine played a joke on another friend over the telephone. This friend, crying, called me and I got very angry and made the other person apologize. ",anger,"[0.9737051, 0.8645584, 0.5534499, 0.73019874, 0.008049372, 0.8771257, 0.8691149]",0.9737051
sadness,A friend of mine told me that my boyfriend had been with another girl this Summer. We had been going out together for four years and we had not done so for the last three months. I could not believe it. ,sadness,"[0.85267127, 0.868864, 0.87881804, 0.5739559, 0.005762404, 0.9398661, 0.73094296]",0.9398661
disgust,I was at a friend's place for lunch and she fell ill and vomited. ,fear,"[0.82670176, 0.9116954, 0.9433809, 0.9240239, 0.07707125, 0.9429753, 0.9028885]",0.9433809
shame,I was dancing in a theatre. I was not sure whether some frieends of mine had come to see me. I was very scared of doing things wrong. ,fear,"[0.2098614, 0.21683873, 0.99376076, 0.93449724, 0.16153216, 0.43807378, 0.8493272]",0.99376076
guilt,Classes were over and I wanted to go home. A friend of mine asked me to wait for half an hour to take him back home. I said no. ,sadness,"[0.60453105, 0.40275785, 0.68077624, 0.59198904, 0.069245294, 0.82552844, 0.6342238]",0.82552844
joy,"On holiday, seeing the lanscape in Gerona. ",joy,"[0.01095018, 0.011617187, 0.012030401, 0.5955848, 0.95242846, 0.04787537, 0.34865877]",0.95242846
fear,Travelling by coach on a rather narrow and wet road. ,fear,"[0.5193408, 0.52822953, 0.8038297, 0.698676, 0.13179187, 0.8016543, 0.74689686]",0.8038297
anger,They wanted me to pay for a ticket twice because they said that the one I had was out of date. ,shame,"[0.7358844, 0.6593178, 0.69157803, 0.6541174, 0.28689, 0.7172447, 0.7421069]",0.7421069
sadness,When I came back from my holidays. ,guilt,"[0.09644378, 0.15018916, 0.383214, 0.8969698, 0.8847582, 0.7969228, 0.4585704]",0.8969698
disgust,When I saw an insect going up my arm. ,disgust,"[0.9161812, 0.9806638, 0.9471194, 0.9414796, 0.46418262, 0.95752573, 0.9638813]",0.9806638
shame,When I entered a bar looking for a friend. ,guilt,"[0.4139325, 0.22537398, 0.5876955, 0.9054317, 0.33789, 0.8059134, 0.7463514]",0.9054317
guilt,Arguing with my younger cousin. She is rather a nuisance but I felt sorry. ,guilt,"[0.80784756, 0.60222626, 0.84617037, 0.99499583, 0.008018182, 0.9949856, 0.9715451]",0.99499583
joy,When some friends of mine asked me to go camping with them for a fortnight. ,joy,"[0.11097664, 0.022852702, 0.21470168, 0.6033295, 0.6837771, 0.38778737, 0.25614986]",0.6837771
fear,"Once, when I was very young, my mother left me alone in the house and came back very late. ",shame,"[0.80457556, 0.7490526, 0.8789293, 0.90080464, 0.2539341, 0.9154272, 0.93290305]",0.93290305
anger,When my aunt told me angrily that I was a good-for-nothing and she was fed up with my behaviour. ,anger,"[0.99674004, 0.9912451, 0.81272614, 0.75224763, 0.0044038515, 0.13024256, 0.92934805]",0.99674004
sadness,When my parents and sister went on a trip and I was separated from them for about three months. ,sadness,"[0.7706645, 0.637148, 0.8121652, 0.71834713, 0.18491872, 0.8182203, 0.7867019]",0.8182203
disgust,When a person I did not know hurt a friend of mine. ,anger,"[0.95127153, 0.87954485, 0.80372286, 0.7785803, 0.0063390266, 0.8945525, 0.93410796]",0.95127153
shame,When the literature teacher made me recite a poem in the middle of the class and I had to gesticulate. ,shame,"[0.92166764, 0.91350615, 0.7854299, 0.95681906, 0.03559941, 0.88552666, 0.9587912]",0.9587912
guilt,"Once, when I arrived home very late, my parents had an argument because of this my mother wanted to stand up for me. ",anger,"[0.9285614, 0.4971, 0.72899896, 0.8644438, 0.05306337, 0.7256354, 0.8374206]",0.9285614
joy,I phoned a friend of mine to ask her for news about the marks in an exam. She told me that I had passed. ,guilt,"[0.3034666, 0.19000377, 0.37967396, 0.4615802, 0.26383436, 0.17173097, 0.29851127]",0.4615802
fear,"I was spending my summer holidays in a village. My friend and I were coming back from a discotheque at night and we heard a noise from an alley. We were very scared and we got into my friend's house. A moment later, an unknown car picked up a person from this alley. ",fear,"[0.77166486, 0.6492376, 0.9943857, 0.9305183, 0.10085341, 0.9566004, 0.8377002]",0.9943857
anger,"My mother and I had an argument over buying some clothes for me. She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other. ",anger,"[0.99307066, 0.5647774, 0.6560696, 0.80063444, 0.074058734, 0.7377873, 0.77469414]",0.99307066
sadness,"One day, I was home and there was a phone call informing me that some of my relatives had died in an accident. ",shame,"[0.2884108, 0.18892771, 0.59927326, 0.41316718, 0.0038093803, 0.44492453, 0.62112075]",0.62112075
disgust,"When I saw a film in which there was a scene where women were cut to pieces. Above all, it was the blood and the confusion which impressed me most. ",sadness,"[0.89953566, 0.93816817, 0.7309493, 0.76904064, 0.061988823, 0.9465239, 0.7880041]",0.9465239
shame,I was walking to school and I passed by a red cross post where there were many soldiers. They began to pass remarks at me. ,anger,"[0.9497401, 0.87338066, 0.9487561, 0.888418, 0.020550083, 0.8997178, 0.9159835]",0.9497401
guilt,A friend of mine trusted me to back her in a decision she had made. But when the moment came I did not agree with her opinion. ,shame,"[0.33375618, 0.2999995, 0.5423625, 0.65209717, 0.008257701, 0.5614799, 0.70049614]",0.70049614
joy,I was told that I had passed the statistics exam. I had not expected this so I was very happy. ,joy,"[0.0017021528, 0.0021857137, 0.0029928074, 0.023804784, 0.9967963, 0.0006274034, 0.041647498]",0.9967963
fear,When my brother hit his head and lost consciousness at the sports practice. For some time he could not remember what had happened but he recovered later. ,sadness,"[0.60455525, 0.5755387, 0.704789, 0.7602037, 0.18275641, 0.8820629, 0.75470257]",0.8820629
anger,I get angry with my brothers and sisters when they do something that I do not like. They know this and still do it so as to tease me. ,anger,"[0.97747624, 0.9773262, 0.2596651, 0.34286702, 0.002316812, 0.27081504, 0.6498037]",0.97747624
sadness,When my grandfather died. ,sadness,"[0.91469747, 0.8019813, 0.93476903, 0.9757673, 0.07284805, 0.986555, 0.9219119]",0.986555
disgust,When opened a box of biscuits and found worms inside. ,disgust,"[0.946412, 0.9815518, 0.92433214, 0.9351028, 0.014201789, 0.962322, 0.95501304]",0.9815518
shame,When I was young I was told to to the shop to buy a dozen eggs. I went and asked for one egg and the people in the shop laughed at me and so did my family when I told them what had happened. ,shame,"[0.8916235, 0.9379358, 0.86141074, 0.94827074, 0.04493852, 0.8963526, 0.9761915]",0.9761915
guilt,When I arrived home late at night. I know that my mother gets worried and this made me feel angry. ,anger,"[0.9898011, 0.9497098, 0.74815506, 0.9362899, 0.00060269807, 0.089891456, 0.8295939]",0.9898011
joy,When I spoke to my daughter and wished her luck for the examinations she was about to take. ,joy,"[0.014917444, 0.0458263, 0.15184283, 0.78489137, 0.8565144, 0.35741413, 0.38406548]",0.8565144
fear,"When I was told that my daughter, who is at a boarding school, was very ill and that they needed me there the same day. ",sadness,"[0.5707403, 0.2829006, 0.872371, 0.8446109, 0.031126356, 0.9083168, 0.76934355]",0.9083168
anger,"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately. ",anger,"[0.9567475, 0.8223425, 0.87361187, 0.6021196, 0.03825111, 0.7474021, 0.92345256]",0.9567475
sadness,When I was told that my uncle had passed away. ,sadness,"[0.5861237, 0.38917756, 0.9210665, 0.8564076, 0.04803456, 0.965447, 0.8526648]",0.965447
disgust,The transport to pick us up for lunch was always late and the driver made the same excuse every day. ,anger,"[0.83910114, 0.7346123, 0.76397055, 0.46233553, 0.1888925, 0.76045805, 0.79151493]",0.83910114
shame,"One day when I came back home, I found my favourite dish broken. I blamed the servant for it, later I found out that it was not the servant but my daughter who had broken it. ",anger,"[0.92805344, 0.71046275, 0.7285475, 0.80085886, 0.030613026, 0.8825311, 0.8930676]",0.92805344
guilt,When I did not give back a text book to a friend in time. ,guilt,"[0.8385383, 0.57888526, 0.70120984, 0.95772773, 0.01088297, 0.8663703, 0.87580687]",0.95772773
joy,When a cousin of mine was discharged from the hospital after a long illness. I had thought that this illness would never end. ,sadness,"[0.2408813, 0.21992953, 0.89870137, 0.8363002, 0.13755919, 0.9358584, 0.4688216]",0.9358584
fear,"When a man who had a knife grabbed me and threatened me with it, during my holidays in Monze. ",fear,"[0.932145, 0.8277236, 0.952576, 0.68958205, 0.023123557, 0.805023, 0.8883955]",0.952576
anger,A certain friend tried to push me off a seat in a very violent way for no apparent reason. It may be that he was excited about something. ,anger,"[0.95746803, 0.58587223, 0.7300006, 0.50795966, 0.028619284, 0.44372115, 0.69275683]",0.95746803
sadness,When the neighbour of a friend of mine was stabbed to death by thieves in Kabwe. They stole his van. ,sadness,"[0.95667005, 0.88065463, 0.94428533, 0.7768828, 0.009159641, 0.96941984, 0.92494607]",0.96941984
disgust,"When we were young, a friend of mine tried to dissect a frog while we were playing near his home. ",shame,"[0.8805883, 0.86297554, 0.7578809, 0.71701723, 0.0957858, 0.8423625, 0.8899121]",0.8899121
shame,"The time I shouted at most of my friends at a party. It was as if all my friends had done something wrong, or may be it was the influence of the beer. ",anger,"[0.99326396, 0.9020583, 0.71304935, 0.91524476, 0.0134256715, 0.38377196, 0.9097485]",0.99326396
guilt,"When I blamed my niece for misplacing my book, she denied having touched or seen it but I carried on insisting that it was her. ",anger,"[0.97344977, 0.66870105, 0.7972831, 0.9628449, 0.10758274, 0.81502646, 0.8326799]",0.97344977
joy,"After going through much shame, I became a Christian and something new happened in my heart. Joy that overflows was manifest in me. ",joy,"[0.009671495, 0.03224993, 0.07709917, 0.4009078, 0.9860261, 0.010845993, 0.39821973]",0.9860261
fear,"When I was about six years old, I mistook a cat for a leopard when it entered my room at night. ",fear,"[0.80026054, 0.73361903, 0.9636374, 0.9050764, 0.17842749, 0.83019763, 0.8734907]",0.9636374
anger,"When a person the same age as me insisted that I call him ""Mister"". I refused to succumb, but he persisted and I got angry as he had belittled me. ",anger,"[0.991687, 0.88890225, 0.6053505, 0.65006226, 0.010701235, 0.29545376, 0.7905942]",0.991687
sadness,"When I lost my father on the th of September,. He died of a sore on the leg. ",sadness,"[0.7896742, 0.67252797, 0.77982485, 0.85988814, 0.008860754, 0.9767494, 0.8143922]",0.9767494
disgust,When I failed the grade twice and only passed it the third time. ,shame,"[0.93432033, 0.85249287, 0.7614895, 0.94279826, 0.015404404, 0.9255044, 0.95539314]",0.95539314
shame,"I was going around with a foreigner's wife and my entire family got to know about it, this was just when I had become a Christian. ",guilt,"[0.51399034, 0.5054821, 0.8219125, 0.9402011, 0.15566806, 0.8867773, 0.90017295]",0.9402011
guilt,"When they found out that I was absent from school, I had gone to the girl's secondary school. ",guilt,"[0.6900245, 0.40636218, 0.6862278, 0.74199086, 0.20553173, 0.694024, 0.70286506]",0.74199086
joy,When I first passed a job interview. ,joy,"[0.09777579, 0.02984921, 0.12397519, 0.7072694, 0.749191, 0.28455704, 0.34406492]",0.749191
fear,"I was almost caught in the girls hostel by the security men, I would have been expelled from school had I been caught. ",shame,"[0.88378185, 0.7466447, 0.94412464, 0.9426824, 0.109563105, 0.82993674, 0.94915426]",0.94915426
anger,When I was accused of having refused to do some hostel work while I was at school. Actually I had not been allocated any work. ,anger,"[0.87159705, 0.41002923, 0.75058514, 0.35831693, 0.08849528, 0.5981467, 0.8040722]",0.87159705
sadness,A friend of mine could not make it back to Unza after having failed the exams. ,sadness,"[0.78032863, 0.6010094, 0.9223348, 0.8194136, 0.016404256, 0.9472184, 0.89472663]",0.9472184
disgust,I usually come back home early but this day I came home back late to find some visitors at my place. ,guilt,"[0.7489651, 0.6531973, 0.778958, 0.9347899, 0.109978616, 0.8837029, 0.864822]",0.9347899
shame,I got pass marks in the H. S. S compulsory courses while most people performed well. ,sadness,"[0.313444, 0.14357883, 0.39037675, 0.5074376, 0.54055595, 0.60255367, 0.3058619]",0.60255367
guilt,"I destroyed my step-brother's bedsheets by mistake, they were the only ones he had. ",anger,"[0.96035093, 0.9251266, 0.84725595, 0.92356926, 0.026027417, 0.91225433, 0.9452536]",0.96035093
joy,When I heard that I had made it to the second year at UNZA. ,joy,"[0.04274252, 0.024447955, 0.08167137, 0.54032123, 0.9558497, 0.4236534, 0.14893626]",0.9558497
fear,When my father's home was to be broken into by thieves who had guns. ,fear,"[0.91739196, 0.8723903, 0.95866287, 0.80379415, 0.008436599, 0.9086109, 0.9158512]",0.95866287
anger,When a friend tried to back bite me on false grounds. This made me wonder if he was a really a good friend. ,anger,"[0.930486, 0.7865802, 0.8420669, 0.6066223, 0.0045990236, 0.7333715, 0.8655513]",0.930486
sadness,When my girlfriend's nephew passed away. ,sadness,"[0.82473886, 0.6340516, 0.93275094, 0.92767316, 0.2692768, 0.9700824, 0.8639537]",0.9700824
disgust,"When someone whom I trusted, disappointed me terribly. ",sadness,"[0.97078943, 0.94285804, 0.62719804, 0.86435354, 0.0014636067, 0.97407997, 0.9321037]",0.97407997
shame,"I was with my colleagues and we met an elderly man who was very drunk, as he approached us he started to undress. ",guilt,"[0.90303403, 0.9082151, 0.8896538, 0.9313857, 0.2042296, 0.899521, 0.9035357]",0.9313857
guilt,"When I lied to my mum, who later came to know that what I had been teling her was false. ",shame,"[0.7286014, 0.5755314, 0.5966274, 0.8908381, 0.025201017, 0.47938487, 0.9149267]",0.9149267
joy,"When I hooked a girl in Kitwe. She was very beautiful for my standards, a rare bird of this kind accepted me as a boyfriend. ",guilt,"[0.09041418, 0.0077044023, 0.2922991, 0.6489266, 0.5572994, 0.22834216, 0.2849312]",0.6489266
fear,When someone tried to bewitch me and my friends at night. ,fear,"[0.9155777, 0.7122647, 0.9431113, 0.7780166, 0.0079758605, 0.77020335, 0.87489885]",0.9431113
anger,When I was victimized for running away with a girl who was somebody else's wife and niece at the same time. I was very angry over this issue because I was told to pay him money after having been punished for it. ,anger,"[0.9947876, 0.92682326, 0.76399666, 0.9182463, 0.004197866, 0.38963076, 0.93474394]",0.9947876
sadness,", Soweto uprising in South Africa and the racist Gout's reaction to the students demands concerning the educational system. ",anger,"[0.9822221, 0.8061846, 0.75741833, 0.67314106, 0.0065565608, 0.7697959, 0.8899147]",0.9822221
disgust,"When I got grade ""C"" in M at the end of my first year at UNZA. I had expected a ""C+"" or a ""B"" as M is easy, going by my capacity in mathematics. ",guilt,"[0.34914768, 0.30017215, 0.46863508, 0.74064606, 0.23755792, 0.6749146, 0.63245994]",0.74064606
shame,"When I was found urinating, behind a toilet instead of inside it, by my class mates and the teachers. I was told to pick up my own urine from the wet soil, I did it. ",shame,"[0.8926668, 0.80656034, 0.767006, 0.8851628, 0.1343415, 0.8156886, 0.92912865]",0.92912865
guilt,"When my uncle found me having sexual intercourse with a distant relative of mine in the sitting room, on the couch. I failed to stop and get up, I carried on. ",guilt,"[0.88460785, 0.5139396, 0.6659797, 0.9226166, 0.062551335, 0.62601537, 0.85675955]",0.9226166
joy,"When I was accepted for further education, here at the university. ",joy,"[0.062119406, 0.016547006, 0.13467063, 0.5514299, 0.8949047, 0.11549614, 0.101026505]",0.8949047
fear,"When I was walking at night, I saw fire suspended in the air and it was split into several segments by something I could not see. I suspected that it was witch-craft. ",fear,"[0.7495048, 0.6698998, 0.86283094, 0.7686865, 0.08194323, 0.7809942, 0.69810677]",0.86283094
anger,"When I was accused by my brother of having stolen a kwatcha note from my mother's bag. I was beaten up for this, the money was found later. ",anger,"[0.9332291, 0.6053116, 0.80697185, 0.6829305, 0.09613876, 0.7902311, 0.9082959]",0.9332291
sadness,When I received a message that my brother was seriously ill and was in hospital. ,sadness,"[0.36208028, 0.19733457, 0.9257098, 0.84080356, 0.0035346667, 0.9304373, 0.789724]",0.9304373
disgust,"When I was refused a transfer from my school to another, simply because it was far away from my house. ",anger,"[0.9620086, 0.8406479, 0.87257665, 0.88700306, 0.010882523, 0.93274647, 0.92694175]",0.9620086
shame,"When I was taking an exam in grade . The examinator found me with a note-book and accused me of copying, All the students laughed at me. ",shame,"[0.913161, 0.8506864, 0.75217086, 0.84069395, 0.032440946, 0.6491412, 0.9534781]",0.9534781
guilt,When I was caught stealing mangoes in a certain compound. ,shame,"[0.95732903, 0.8497519, 0.8028635, 0.97302914, 0.022120157, 0.91049784, 0.9752788]",0.9752788
joy,When I got first division in the exams before leaving school. ,joy,"[0.17438607, 0.054776784, 0.3351801, 0.6913088, 0.8656397, 0.49452722, 0.41336304]",0.8656397
fear,When I went to town in a double dekker bus. The bus was about to fall on the way when the driver controlled it. It had almost fallen. ,guilt,"[0.7180692, 0.587078, 0.8699459, 0.87190366, 0.32136196, 0.8601472, 0.79687375]",0.87190366
anger,"When I was in form , my aunts lied to my daddy telling him that I had told them that I was pregnant. My daddy told my mother and she asked me if it was true. I was very angry with my aunts. ",anger,"[0.9888181, 0.8529084, 0.6815458, 0.761653, 0.014096101, 0.54455984, 0.8432646]",0.9888181
sadness,When I received a letter telling me that my mother was very ill. ,sadness,"[0.3518323, 0.37764397, 0.9491408, 0.90490687, 0.0055355798, 0.9699261, 0.8803018]",0.9699261
disgust,"When a drunkard, in town yelled at me saying that I was a prostitute. ",anger,"[0.9898577, 0.930166, 0.9237255, 0.71960986, 0.034557626, 0.75076175, 0.92655784]",0.9898577
shame,"My brother came to see me and found me with a boy friend. When my boyfriend greeted him, he did not answer and instead started shouting at me and scolding me in the prescence of my boyfriend. ",anger,"[0.9844342, 0.6626843, 0.7152134, 0.66224384, 0.020068694, 0.6167145, 0.78695816]",0.9844342
guilt,"When I went to my room-mate's drawer to see if she had an iron which I could use, she came in. I felt guilty as she may have thought that I had been stealing. ",shame,"[0.8064161, 0.56406504, 0.9215554, 0.9464753, 0.33374903, 0.8413605, 0.9502755]",0.9502755
joy,When I had my four children. ,guilt,"[0.13078308, 0.22153462, 0.5296553, 0.8860551, 0.6401564, 0.7092819, 0.6297211]",0.8860551
fear,When two of my children were critically ill with measles. ,sadness,"[0.85568005, 0.7811352, 0.9309422, 0.8787843, 0.013703171, 0.9681871, 0.8617984]",0.9681871
anger,When I got a low grade in an administration course. ,shame,"[0.8991084, 0.8965036, 0.7046363, 0.9489504, 0.018244363, 0.9508447, 0.96751875]",0.96751875
sadness,When I got divorced from my husband after ten years of marriage. ,sadness,"[0.90586, 0.7870108, 0.78530467, 0.9263991, 0.020011367, 0.9518143, 0.8947694]",0.9518143
disgust,When my mother betrayed me by obtaining money from my husband when we were separated - pending divorce. ,anger,"[0.93620336, 0.85406095, 0.7566883, 0.80033165, 0.0060682204, 0.82462114, 0.90928984]",0.93620336
